ind,attr,val
54,Measurecode,hf-3
54,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
54,Score,90%
54,Sample,69 patients
54,Stateavg,al_hf-3
55,ProviderNumber,10005
55,HospitalName,marshall medical center south
55,Address1,2505 u s highway 431 north
55,Address2,empty
55,Address3,empty
55,city,boaz
55,State,al
55,Zipcode,35957
55,countyName,marshall
55,PhoneNumber,2565938310
55,HospitalType,acute care hospitals
55,HospitalOwner,government - hospital district or authority
55,EmergencyService,yes
55,condition,heart failure
55,Measurecode,hf-4
55,MeasureName,heart failure patients given smoking cessation advice/counseling
55,Score,94%
55,Sample,34 patients
55,Stateavg,al_hf-4
56,ProviderNumber,10005
56,HospitalName,marshall medical center south
56,Address1,2505 u s highway 431 north
56,Address2,empty
56,Address3,empty
56,city,boaz
56,State,al
56,Zipcode,35957
56,countyName,marshall
56,PhoneNumber,2565938310
56,HospitalType,acute care hospitals
56,HospitalOwner,government - hospital district or authority
56,EmergencyService,yes
56,condition,pneumonia
56,Measurecode,pn-2
56,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
56,Score,97%
56,Sample,172 patients
56,Stateavg,al_pn-2
57,ProviderNumber,10005
57,HospitalName,marshall medical center south
57,Address1,2505 u s highway 431 north
57,Address2,empty
57,Address3,empty
57,city,boaz
57,State,al
57,Zipcode,35957
57,countyName,marshall
57,PhoneNumber,2565938310
57,HospitalType,acute care hospitals
57,HospitalOwner,government - hospital district or authority
57,EmergencyService,yes
57,condition,pneumonia
57,Measurecode,pn-3b
57,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
57,Score,97%
57,Sample,120 patients
57,Stateavg,al_pn-3b
58,ProviderNumber,10005
58,HospitalName,marshall medical center south
58,Address1,2505 u s highway 431 north
58,Address2,empty
58,Address3,empty
58,city,boaz
58,State,al
58,Zipcode,35957
58,countyName,marshall
58,PhoneNumber,2565938310
58,HospitalType,acute care hospitals
58,HospitalOwner,government - hospital district or authority
58,EmergencyService,yes
58,condition,pneumonia
58,Measurecode,pn-4
58,MeasureName,pneumonia patients given smoking cessation advice/counseling
58,Score,97%
58,Sample,98 patients
58,Stateavg,al_pn-4
59,ProviderNumber,10005
59,HospitalName,marshall medical center south
59,Address1,2505 u s highway 431 north
59,Address2,empty
59,Address3,empty
59,city,boaz
59,State,al
59,Zipcode,35957
59,countyName,marshall
59,PhoneNumber,2565938310
59,HospitalType,acute care hospitals
59,HospitalOwner,government - hospital district or authority
59,EmergencyService,yes
59,condition,pneumonia
59,Measurecode,pn-5c
59,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
59,Score,96%
59,Sample,211 patients
59,Stateavg,al_pn-5c
60,ProviderNumber,10005
60,HospitalName,marshall medical center south
60,Address1,2505 u s highway 431 north
60,Address2,empty
60,Address3,empty
60,city,boaz
60,State,al
60,Zipcode,35957
60,countyName,marshall
60,PhoneNumber,2565938310
60,HospitalType,acute care hospitals
60,HospitalOwner,government - hospital district or authority
60,EmergencyService,yes
60,condition,pneumonia
60,Measurecode,pn-6
60,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
60,Score,92%
60,Sample,175 patients
60,Stateavg,al_pn-6
61,ProviderNumber,10005
61,HospitalName,marshall medical center south
61,Address1,2505 u s highway 431 north
61,Address2,empty
61,Address3,empty
61,city,boaz
61,State,al
61,Zipcode,35957
61,countyName,marshall
61,PhoneNumber,2565938310
61,HospitalType,acute care hospitals
61,HospitalOwner,government - hospital district or authority
61,EmergencyService,yes
61,condition,pneumonia
61,Measurecode,pn-7
61,MeasureName,pneumonia patients assessed and given influenza vaccination
61,Score,81%
61,Sample,118 patients
61,Stateavg,al_pn-7
62,ProviderNumber,10005
62,HospitalName,marshall medical center south
62,Address1,2505 u s highway 431 north
62,Address2,empty
62,Address3,empty
62,city,boaz
62,State,al
62,Zipcode,35957
62,countyName,marshall
62,PhoneNumber,2565938310
62,HospitalType,acute care hospitals
62,HospitalOwner,government - hospital district or authority
62,EmergencyService,yes
62,condition,surgical infection prevention
62,Measurecode,scip-card-2
62,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
62,Score,36%
62,Sample,14 patients
62,Stateavg,al_scip-card-2
63,ProviderNumber,10005
63,HospitalName,marshall medical center south
63,Address1,2505 u s highway 431 north
63,Address2,empty
63,Address3,empty
63,city,boaz
63,State,al
63,Zipcode,35957
63,countyName,marshall
63,PhoneNumber,2565938310
63,HospitalType,acute care hospitals
63,HospitalOwner,government - hospital district or authority
63,EmergencyService,yes
63,condition,surgical infection prevention
63,Measurecode,scip-inf-1
63,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
63,Score,96%
63,Sample,168 patients
63,Stateavg,al_scip-inf-1
64,ProviderNumber,10005
64,HospitalName,marshall medical center south
64,Address1,2505 u s highway 431 north
64,Address2,empty
64,Address3,empty
64,city,boaz
64,State,al
64,Zipcode,35957
64,countyName,marshall
64,PhoneNumber,2565938310
64,HospitalType,acute care hospitals
64,HospitalOwner,government - hospital district or authority
64,EmergencyService,yes
64,condition,surgical infection prevention
64,Measurecode,scip-inf-2
64,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
64,Score,93%
64,Sample,167 patients
64,Stateavg,al_scip-inf-2
65,ProviderNumber,10005
65,HospitalName,marshall medical center south
65,Address1,2505 u s highway 431 north
65,Address2,empty
65,Address3,empty
65,city,boaz
65,State,al
65,Zipcode,35957
65,countyName,marshall
65,PhoneNumber,2565938310
65,HospitalType,acute care hospitals
65,HospitalOwner,government - hospital district or authority
65,EmergencyService,yes
65,condition,surgical infection prevention
65,Measurecode,scip-inf-3
65,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
65,Score,95%
65,Sample,158 patients
65,Stateavg,al_scip-inf-3
66,ProviderNumber,10005
66,HospitalName,marshall medical center south
66,Address1,2505 u s highway 431 north
66,Address2,empty
66,Address3,empty
66,city,boaz
66,State,al
66,Zipcode,35957
66,countyName,marshall
66,PhoneNumber,2565938310
66,HospitalType,acute care hospitals
66,HospitalOwner,government - hospital district or authority
66,EmergencyService,yes
66,condition,surgical infection prevention
66,Measurecode,scip-inf-4
66,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
66,Score,empty
66,Sample,0 patients
66,Stateavg,al_scip-inf-4
67,ProviderNumber,10005
67,HospitalName,marshall medical center south
67,Address1,2505 u s highway 431 north
67,Address2,empty
67,Address3,empty
67,city,boaz
67,State,al
67,Zipcode,35957
67,countyName,marshall
67,PhoneNumber,2565938310
67,HospitalType,acute care hospitals
67,HospitalOwner,government - hospital district or authority
67,EmergencyService,yes
67,condition,surgical infection prevention
67,Measurecode,scip-inf-6
67,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
67,Score,100%
67,Sample,237 patients
67,Stateavg,al_scip-inf-6
68,ProviderNumber,10005
68,HospitalName,marshall medical center south
68,Address1,2505 u s highway 431 north
68,Address2,empty
68,Address3,empty
68,city,boaz
68,State,al
68,Zipcode,35957
68,countyName,marshall
68,PhoneNumber,2565938310
68,HospitalType,acute care hospitals
68,HospitalOwner,government - hospital district or authority
68,EmergencyService,yes
68,condition,surgical infection prevention
68,Measurecode,scip-vte-1
68,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
68,Score,78%
68,Sample,76 patients
68,Stateavg,al_scip-vte-1
69,ProviderNumber,10005
69,HospitalName,marshall medical center south
69,Address1,2505 u s highway 431 north
69,Address2,empty
69,Address3,empty
69,city,boaz
69,State,al
69,Zipcode,35957
69,countyName,marshall
69,PhoneNumber,2565938310
69,HospitalType,acute care hospitals
69,HospitalOwner,government - hospital district or authority
69,EmergencyService,yes
69,condition,surgical infection prevention
69,Measurecode,scip-vte-2
69,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
69,Score,74%
69,Sample,76 patients
69,Stateavg,al_scip-vte-2
70,ProviderNumber,10006
70,HospitalName,eliza coffee memorial hospital
70,Address1,205 marengo street
70,Address2,empty
70,Address3,empty
70,city,florence
70,State,al
70,Zipcode,35631
70,countyName,lauderdale
70,PhoneNumber,2567688400
70,HospitalType,acute care hospitals
70,HospitalOwner,voluntary non-profit - other
70,EmergencyService,yes
70,condition,heart attack
70,Measurecode,ami-1
70,MeasureName,heart attack patients given aspirin at arrival
70,Score,97%
70,Sample,159 patients
70,Stateavg,al_ami-1
71,ProviderNumber,10006
71,HospitalName,eliza coffee memorial hospital
71,Address1,205 marengo street
71,Address2,empty
71,Address3,empty
71,city,florence
71,State,al
71,Zipcode,35631
71,countyName,lauderdale
71,PhoneNumber,2567688400
71,HospitalType,acute care hospitals
71,HospitalOwner,voluntary non-profit - other
71,EmergencyService,yes
71,condition,heart attack
71,Measurecode,ami-2
71,MeasureName,heart attack patients given aspirin at discharge
71,Score,96%
71,Sample,247 patients
71,Stateavg,al_ami-2
72,ProviderNumber,10006
72,HospitalName,eliza coffee memorial hospital
72,Address1,205 marengo street
72,Address2,empty
72,Address3,empty
72,city,florence
72,State,al
72,Zipcode,35631
72,countyName,lauderdale
72,PhoneNumber,2567688400
72,HospitalType,acute care hospitals
72,HospitalOwner,voluntary non-profit - other
72,EmergencyService,yes
72,condition,heart attack
72,Measurecode,ami-3
72,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
72,Score,93%
72,Sample,43 patients
72,Stateavg,al_ami-3
73,ProviderNumber,10006
73,HospitalName,eliza coffee memorial hospital
73,Address1,205 marengo street
73,Address2,empty
73,Address3,empty
73,city,florence
73,State,al
73,Zipcode,35631
73,countyName,lauderdale
73,PhoneNumber,2567688400
73,HospitalType,acute care hospitals
73,HospitalOwner,voluntary non-profit - other
73,EmergencyService,yes
73,condition,heart attack
73,Measurecode,ami-4
73,MeasureName,heart attack patients given smoking cessation advice/counseling
73,Score,100%
73,Sample,103 patients
73,Stateavg,al_ami-4
74,ProviderNumber,10006
74,HospitalName,eliza coffee memorial hospital
74,Address1,205 marengo street
74,Address2,empty
74,Address3,empty
74,city,florence
74,State,al
74,Zipcode,35631
74,countyName,lauderdale
74,PhoneNumber,2567688400
74,HospitalType,acute care hospitals
74,HospitalOwner,voluntary non-profit - other
74,EmergencyService,yes
74,condition,heart attack
74,Measurecode,ami-5
74,MeasureName,heart attack patients given beta blocker at discharge
74,Score,96%
74,Sample,227 patients
74,Stateavg,al_ami-5
75,ProviderNumber,10006
75,HospitalName,eliza coffee memorial hospital
75,Address1,205 marengo street
75,Address2,empty
75,Address3,empty
75,city,florence
75,State,al
75,Zipcode,35631
75,countyName,lauderdale
75,PhoneNumber,2567688400
75,HospitalType,acute care hospitals
75,HospitalOwner,voluntary non-profit - other
75,EmergencyService,yes
75,condition,heart attack
75,Measurecode,ami-7a
75,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
75,Score,empty
75,Sample,0 patients
75,Stateavg,al_ami-7a
76,ProviderNumber,10006
76,HospitalName,eliza coffee memorial hospital
76,Address1,205 marengo street
76,Address2,empty
76,Address3,empty
76,city,florence
76,State,al
76,Zipcode,35631
76,countyName,lauderdale
76,PhoneNumber,2567688400
76,HospitalType,acute care hospitals
76,HospitalOwner,voluntary non-profit - other
76,EmergencyService,yes
76,condition,heart attack
76,Measurecode,ami-8a
76,MeasureName,heart attack patients given pci within 90 minutes of arrival
76,Score,98%
76,Sample,61 patients
76,Stateavg,al_ami-8a
77,ProviderNumber,10006
77,HospitalName,eliza coffee memorial hospital
77,Address1,205 marengo street
77,Address2,empty
77,Address3,empty
77,city,florence
77,State,al
77,Zipcode,35631
77,countyName,lauderdale
77,PhoneNumber,2567688400
77,HospitalType,acute care hospitals
77,HospitalOwner,voluntary non-profit - other
77,EmergencyService,yes
77,condition,heart failure
77,Measurecode,hf-1
77,MeasureName,heart failure patients given discharge instructions
77,Score,79%
77,Sample,217 patients
77,Stateavg,al_hf-1
78,ProviderNumber,10006
78,HospitalName,eliza coffee memorial hospital
78,Address1,205 marengo street
78,Address2,empty
78,Address3,empty
78,city,florence
78,State,al
78,Zipcode,35631
78,countyName,lauderdale
78,PhoneNumber,2567688400
78,HospitalType,acute care hospitals
78,HospitalOwner,voluntary non-profit - other
78,EmergencyService,yes
78,condition,heart failure
78,Measurecode,hf-2
78,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
78,Score,97%
78,Sample,259 patients
78,Stateavg,al_hf-2
79,ProviderNumber,10006
79,HospitalName,eliza coffee memorial hospital
79,Address1,205 marengo street
79,Address2,empty
79,Address3,empty
79,city,florence
79,State,al
79,Zipcode,35631
79,countyName,lauderdale
79,PhoneNumber,2567688400
79,HospitalType,acute care hospitals
79,HospitalOwner,voluntary non-profit - other
79,EmergencyService,yes
79,condition,heart failure
79,Measurecode,hf-3
79,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
79,Score,82%
79,Sample,84 patients
