aa	AA-1007-TPA-MIA	12/05/2011 01:55 PM	12/05/2011 02:11 PM	F78	12/05/2011 03:00 PM	12/05/2011 03:01 PM	D5
world-flight-tracker	AA-185-JFK-LAX	2011-12-05 9:00 PM	2011-12-05 9:10 PM (Estimated runway)		2011-12-05 12:23 AM	2011-12-05 11:59 PM (Estimated runway)	
flightview	AA-185-JFK-LAX	9:00 PM, Dec 05		Terminal 8	12:23 AM, Dec 06		Terminal 4
panynj	AA-185-JFK-LAX	9:00 PM, Dec 05		Terminal 8	12:23 AM, Dec 06		Terminal 4
gofox	AA-185-JFK-LAX	9:00 PM, Dec 05			12:23 AM, Dec 06		
foxbusiness	AA-185-JFK-LAX	9:00 PM, Dec 05		Terminal 8	12:23 AM, Dec 06		Terminal 4
allegiantair	AA-185-JFK-LAX	9:00 PM, Dec 05		Terminal 8	12:23 AM, Dec 06		Terminal 4
boston	AA-185-JFK-LAX	9:00 PM, Dec 05	Not Available		12:23 AM, Dec 06	Not Available	
travelocity	AA-185-JFK-LAX	Dec 05 - 9:00pm	Dec 05 - Not Available	42/8	Dec 06 - 12:23am	Dec 06 - Not Available	47B/T4
orbitz	AA-185-JFK-LAX	9:00pDec 5		 42	12:23aDec 6		 47B
weather	AA-185-JFK-LAX	2011-12-05 09:00 PM	2011-12-05 09:05 PM		2011-12-05 12:23 AM	2011-12-05 11:38 PM	
ifly	AA-185-JFK-LAX	2011-12-05 9:00 PM	2011-12-05 9:10 PM (Estimated runway)		2011-12-05 12:23 AM	2011-12-05 11:59 PM (Estimated runway)	
mytripandmore	AA-185-JFK-LAX	Dec 05 - 9:00pm	Dec 05 - Not Available	42/8	Dec 06 - 12:23am	Dec 06 - Not Available	47B/T4
flightarrival	AA-185-JFK-LAX	9:00 PM, Dec 05	Not Available		12:23 AM, Dec 06	Not Available	
aa	AA-3592-MIA-CLE	12/05/2011 03:15 PM	12/05/2011 03:34 PM	D55	12/05/2011 06:10 PM	12/05/2011 06:11 PM	A3
flightexplorer	AA-3592-MIA-CLE		12/5/2011 3:34PM EST			12/5/2011 5:59PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/5/11 3:34 PM (-05:00)			12/5/11 5:59 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/5/11 3:34 PM (-05:00)			12/5/11 5:59 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/5/11 3:34 PM (-05:00)			12/5/11 5:59 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/5/11 3:34 PM (-05:00)			12/5/11 5:59 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-05 03:15PM EST	2011-12-05 03:34PM EST	 D55 	2011-12-05 06:00PM EST	2011-12-05 06:02PM EST	 A3 
wunderground	AA-3592-MIA-CLE	2011-12-05 03:15PM EST	2011-12-05 03:34PM EST	 D55 	2011-12-05 06:00PM EST	2011-12-05 06:02PM EST	 A3 
flights	AA-3592-MIA-CLE	03:15 PM  Mon 05-Dec-2011	03:34 PM  Mon 05-Dec-2011	D55	06:10 PM  Mon 05-Dec-2011	06:11 PM  Mon 05-Dec-2011	A3
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Mon 05-Dec-2011	03:34 PM  Mon 05-Dec-2011	D55	06:10 PM  Mon 05-Dec-2011	06:11 PM  Mon 05-Dec-2011	A3
flylouisville	AA-3592-MIA-CLE	03:15 PM  Mon 05-Dec-2011	03:34 PM  Mon 05-Dec-2011	D55	06:10 PM  Mon 05-Dec-2011	06:11 PM  Mon 05-Dec-2011	A3
flightstats	AA-3592-MIA-CLE	2011-12-05 3:15 PM	2011-12-05 3:34 PM		2011-12-05 6:10 PM	2011-12-05 6:11 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-05 3:15 PM	2011-12-05 3:34 PM		2011-12-05 6:10 PM	2011-12-05 6:11 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-05 3:15 PM	2011-12-05 3:34 PM		2011-12-05 6:10 PM	2011-12-05 6:11 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 05	3:34 PM, Dec 05		6:10 PM, Dec 05	6:09 PM, Dec 05	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 05	3:34 PM, Dec 05		6:10 PM, Dec 05	6:09 PM, Dec 05	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 05	3:34 PM, Dec 05		6:10 PM, Dec 05	6:09 PM, Dec 05	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 05	3:34 PM, Dec 05		6:10 PM, Dec 05	6:09 PM, Dec 05	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 05	3:34 PM, Dec 05		6:10 PM, Dec 05	6:09 PM, Dec 05	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 05	3:34 PM, Dec 05		6:10 PM, Dec 05	6:09 PM, Dec 05	
travelocity	AA-3592-MIA-CLE	Dec 05 - 3:15pm	Dec 05 - 3:15pm	D55	Dec 05 - 6:10pm	Dec 05 - 6:11pm	A3
orbitz	AA-3592-MIA-CLE	3:15pDec 5	3:15pDec 5	 D55	6:10pDec 5	6:11pDec 5	 A3
weather	AA-3592-MIA-CLE	2011-12-05 03:15 PM			2011-12-05 06:10 PM		
ifly	AA-3592-MIA-CLE	2011-12-05 3:15 PM	2011-12-05 3:34 PM		2011-12-05 6:10 PM	2011-12-05 6:11 PM	
usatoday	AA-3592-MIA-CLE	2011-12-05 3:15 PM	2011-12-05 3:34 PM		2011-12-05 6:10 PM	2011-12-05 6:11 PM	
ua	UA-3925-IAD-ORF	Mon, Dec 5 8:42 AM	Mon, Dec 5 8:46 AM	A2A	Mon, Dec 5 9:55 AM	Mon, Dec 5 9:51 AM	--
flightexplorer	UA-3925-IAD-ORF		12/5/2011 9:03AM EST			12/5/2011 9:46AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/5/11 9:03 AM (-05:00)			12/5/11 9:41 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/5/11 9:03 AM (-05:00)			12/5/11 9:41 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/5/11 9:03 AM (-05:00)			12/5/11 9:41 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/5/11 9:03 AM (-05:00)			12/5/11 9:41 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-05 08:42AM EST	2011-12-05 09:01AM EST	 A2G 	2011-12-05 09:21AM EST	2011-12-05 09:40AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-05 08:42AM EST	2011-12-05 09:01AM EST	 A2G 	2011-12-05 09:21AM EST	2011-12-05 09:40AM EST	
flights	UA-3925-IAD-ORF		2011-12-05 08:46 AM	A2		2011-12-05 09:51 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-05 08:46 AM	A2		2011-12-05 09:51 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-05 08:46 AM	A2		2011-12-05 09:51 AM	
flightstats	UA-3925-IAD-ORF	2011-12-05 8:42 AM	2011-12-05 8:46 AM		2011-12-05 9:55 AM	2011-12-05 9:51 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-05 8:42 AM	2011-12-05 8:46 AM		2011-12-05 9:55 AM	2011-12-05 9:51 AM	
flightview	UA-3925-IAD-ORF		9:03 AMDec 05			9:51 AMDec 05	
panynj	UA-3925-IAD-ORF		9:03 AMDec 05			9:51 AMDec 05	
gofox	UA-3925-IAD-ORF		9:03 AMDec 05			9:51 AMDec 05	
foxbusiness	UA-3925-IAD-ORF		9:03 AMDec 05			9:51 AMDec 05	
allegiantair	UA-3925-IAD-ORF		9:03 AMDec 05			9:51 AMDec 05	
boston	UA-3925-IAD-ORF		9:03 AMDec 05			9:47 AMDec 05	
travelocity	UA-3925-IAD-ORF	Dec 05 - Not Available	Dec 05 - 9:02am	A2A	Dec 05 - Not Available	Dec 05 - 9:51am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 5		 -	9:55aDec 5		 -
weather	UA-3925-IAD-ORF	2011-12-05 08:42 AM			2011-12-05 09:55 AM		
ifly	UA-3925-IAD-ORF	2011-12-05 8:42 AM	2011-12-05 8:46 AM		2011-12-05 9:55 AM	2011-12-05 9:51 AM	
flightwise	UA-3925-IAD-ORF	2011-12-05 08:42AM EST	2011-12-05 09:01AM EST	 A2G 	2011-12-05 09:21AM EST	2011-12-05 09:40AM EST	
ua	UA-1977-CLT-CVG	Mon, Dec 5 11:45 AM	Mon, Dec 5 11:45 AM	E2	Mon, Dec 5 1:14 PM	Mon, Dec 5 1:01 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/5/11 11:56 AM (-05:00)			12/5/11 1:00 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/5/11 11:56 AM (-05:00)			12/5/11 1:00 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/5/11 11:56 AM (-05:00)			12/5/11 1:00 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/5/11 11:56 AM (-05:00)			12/5/11 1:00 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-05 11:39 AM	E2		2011-12-05 01:01 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-05 11:39 AM	E2		2011-12-05 01:01 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-05 11:39 AM	E2		2011-12-05 01:01 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-05 11:45 AM	2011-12-05 11:39 AM		2011-12-05 1:14 PM	2011-12-05 1:01 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-05 11:45 AM	2011-12-05 11:39 AM		2011-12-05 1:14 PM	2011-12-05 1:01 PM	
flightview	UA-1977-CLT-CVG		11:57 AMDec 05			1:03 PMDec 05	
panynj	UA-1977-CLT-CVG		11:57 AMDec 05			1:03 PMDec 05	
gofox	UA-1977-CLT-CVG		11:57 AMDec 05			1:03 PMDec 05	
foxbusiness	UA-1977-CLT-CVG		11:57 AMDec 05			1:03 PMDec 05	
allegiantair	UA-1977-CLT-CVG		11:57 AMDec 05			1:03 PMDec 05	
boston	UA-1977-CLT-CVG		11:57 AMDec 05			1:03 PMDec 05	
travelocity	UA-1977-CLT-CVG	Dec 05 - 11:45am	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 1:14pm	Dec 05 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:45aDec 5	11:39aDec 5	 -	1:14pDec 5	1:01pDec 5	 -
weather	UA-1977-CLT-CVG	2011-12-05 11:45 AM			2011-12-05 01:14 PM		
mytripandmore	UA-1977-CLT-CVG	Dec 05 - 11:45am	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 1:14pm	Dec 05 - Contact Airline	Not provided by airline
flightarrival	UA-1977-CLT-CVG		11:57 AMDec 05			1:03 PMDec 05	
aa	AA-393-DFW-DEN	12/05/2011 06:55 AM	12/05/2011 07:09 AM	C39	12/05/2011 07:55 AM	12/05/2011 07:41 AM	A49
flightexplorer	AA-393-DFW-DEN		12/5/2011 7:10AM CST			12/5/2011 7:42AM MST	
airtravelcenter	AA-393-DFW-DEN		12/5/11 7:10 AM (-06:00)			12/5/11 7:42 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/5/11 7:10 AM (-06:00)			12/5/11 7:42 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/5/11 7:10 AM (-06:00)			12/5/11 7:42 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/5/11 7:10 AM (-06:00)			12/5/11 7:42 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-05 06:55AM CST	2011-12-05 07:05AM CST	 C39 	2011-12-05 07:28AM MST	2011-12-05 07:31AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-05 06:55AM CST	2011-12-05 07:05AM CST	 C39 	2011-12-05 07:28AM MST	2011-12-05 07:31AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Mon 05-Dec-2011	07:09 AM  Mon 05-Dec-2011	C39	07:55 AM  Mon 05-Dec-2011	07:41 AM  Mon 05-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Mon 05-Dec-2011	07:09 AM  Mon 05-Dec-2011	C39	07:55 AM  Mon 05-Dec-2011	07:41 AM  Mon 05-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Mon 05-Dec-2011	07:09 AM  Mon 05-Dec-2011	C39	07:55 AM  Mon 05-Dec-2011	07:41 AM  Mon 05-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-05 6:55 AM	2011-12-05 7:09 AM		2011-12-05 7:55 AM	2011-12-05 7:41 AM	
quicktrip	AA-393-DFW-DEN	2011-12-05 6:55 AM	2011-12-05 7:09 AM		2011-12-05 7:55 AM	2011-12-05 7:41 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-05 6:55 AM	2011-12-05 7:09 AM		2011-12-05 7:55 AM	2011-12-05 7:41 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 05	7:10 AM, Dec 05	C39	7:55 AM, Dec 05	7:41 AM, Dec 05	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 05	7:10 AM, Dec 05	C39	7:55 AM, Dec 05	7:41 AM, Dec 05	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 05	7:10 AM, Dec 05		7:55 AM, Dec 05	7:41 AM, Dec 05	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 05	7:10 AM, Dec 05	C39	7:55 AM, Dec 05	7:41 AM, Dec 05	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 05	7:10 AM, Dec 05	C39	7:55 AM, Dec 05	7:41 AM, Dec 05	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 05	7:10 AM, Dec 05		7:55 AM, Dec 05	7:41 AM, Dec 05	
travelocity	AA-393-DFW-DEN	Dec 05 - 6:55am	Dec 05 - 6:53am	C39/C	Dec 05 - 7:55am	Dec 05 - 7:41am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 5	6:53aDec 5	 C39	7:55aDec 5	7:41aDec 5	 A49
weather	AA-393-DFW-DEN	2011-12-05 06:55 AM	2011-12-05 07:10 AM		2011-12-05 07:55 AM	2011-12-05 07:36 AM	
den	AA-393-DFW-DEN				2011-12-05 7:55 AM		A49
ifly	AA-393-DFW-DEN	2011-12-05 6:55 AM	2011-12-05 7:09 AM		2011-12-05 7:55 AM	2011-12-05 7:41 AM	
usatoday	AA-393-DFW-DEN	6:55 AM, Dec 05	7:10 AM, Dec 05		7:55 AM, Dec 05	7:41 AM, Dec 05	
mytripandmore	AA-393-DFW-DEN	Dec 05 - 6:55am	Dec 05 - 6:53am	C39/C	Dec 05 - 7:55am	Dec 05 - 7:41am	A49
flightwise	AA-393-DFW-DEN	2011-12-05 06:55AM CST	2011-12-05 07:05AM CST	 C39 	2011-12-05 07:28AM MST	2011-12-05 07:31AM MST	 A49 
flightarrival	AA-393-DFW-DEN	6:55 AM, Dec 05	7:10 AM, Dec 05		7:55 AM, Dec 05	7:41 AM, Dec 05	
aa	AA-3508-ATL-MIA	12/05/2011 07:40 PM	12/05/2011 07:55 PM	T10	12/05/2011 09:40 PM	12/05/2011 09:27 PM	D55
flightexplorer	AA-3508-ATL-MIA		12/5/2011 7:56PM EST			12/5/2011 9:25PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/5/11 7:56 PM (-05:00)			12/5/11 9:25 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/5/11 7:56 PM (-05:00)			12/5/11 9:25 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/5/11 7:56 PM (-05:00)			12/5/11 9:25 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/5/11 7:56 PM (-05:00)			12/5/11 9:25 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-05 07:40PM EST	2011-12-05 07:55PM EST	 T10 	2011-12-05 09:30PM EST	2011-12-05 09:17PM EST	 D55 
wunderground	AA-3508-ATL-MIA	2011-12-05 07:40PM EST	2011-12-05 07:55PM EST	 T10 	2011-12-05 09:30PM EST	2011-12-05 09:17PM EST	 D55 
flights	AA-3508-ATL-MIA	07:40 PM  Mon 05-Dec-2011	07:55 PM  Mon 05-Dec-2011	T10	09:40 PM  Mon 05-Dec-2011	09:27 PM  Mon 05-Dec-2011	D55
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Mon 05-Dec-2011	07:55 PM  Mon 05-Dec-2011	T10	09:40 PM  Mon 05-Dec-2011	09:27 PM  Mon 05-Dec-2011	D55
flylouisville	AA-3508-ATL-MIA	07:40 PM  Mon 05-Dec-2011	07:55 PM  Mon 05-Dec-2011	T10	09:40 PM  Mon 05-Dec-2011	09:27 PM  Mon 05-Dec-2011	D55
flightstats	AA-3508-ATL-MIA	2011-12-05 7:40 PM	2011-12-05 7:55 PM		2011-12-05 9:40 PM	2011-12-05 9:27 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-05 7:40 PM	2011-12-05 7:55 PM		2011-12-05 9:40 PM	2011-12-05 9:27 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-05 7:40 PM	2011-12-05 7:55 PM		2011-12-05 9:40 PM	2011-12-05 9:27 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 05	7:56 PM, Dec 05	T10	9:40 PM, Dec 05	9:27 PM, Dec 05	Terminal D - D53
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 05	7:56 PM, Dec 05	T10	9:40 PM, Dec 05	9:27 PM, Dec 05	Terminal D - D53
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 05	7:56 PM, Dec 05		9:40 PM, Dec 05	9:27 PM, Dec 05	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 05	7:56 PM, Dec 05	T10	9:40 PM, Dec 05	9:27 PM, Dec 05	Terminal D - D53
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 05	7:56 PM, Dec 05	T10	9:40 PM, Dec 05	9:27 PM, Dec 05	Terminal D - D53
boston	AA-3508-ATL-MIA	7:40 PM, Dec 05	7:56 PM, Dec 05		9:40 PM, Dec 05	9:23 PM, Dec 05	
travelocity	AA-3508-ATL-MIA	Dec 05 - 7:40pm	Dec 05 - 7:33pm	T10	Dec 05 - 9:40pm	Dec 05 - 9:27pm	D55
orbitz	AA-3508-ATL-MIA	7:40pDec 5	7:33pDec 5	 T10	9:40pDec 5	9:27pDec 5	 D55
weather	AA-3508-ATL-MIA	2011-12-05 07:40 PM			2011-12-05 09:40 PM		
usatoday	AA-3508-ATL-MIA	7:40 PM, Dec 05	7:56 PM, Dec 05		9:40 PM, Dec 05	9:23 PM, Dec 05	
flightarrival	AA-3508-ATL-MIA	7:40 PM, Dec 05	7:56 PM, Dec 05		9:40 PM, Dec 05	9:23 PM, Dec 05	
ua	UA-2690-DTW-PHL	Mon, Dec 5 7:10 AM	Mon, Dec 5 7:19 AM	D14	Mon, Dec 5 8:53 AM	Mon, Dec 5 8:54 AM	C28
airtravelcenter	UA-2690-DTW-PHL		12/5/11 7:39 AM (-05:00)			12/5/11 8:52 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/5/11 7:39 AM (-05:00)			12/5/11 8:52 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/5/11 7:39 AM (-05:00)			12/5/11 8:52 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/5/11 7:39 AM (-05:00)			12/5/11 8:52 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-05 07:19 AM	D14		2011-12-05 08:54 AM	C28
businesstravellogue	UA-2690-DTW-PHL		2011-12-05 07:19 AM	D14		2011-12-05 08:54 AM	C28
flylouisville	UA-2690-DTW-PHL		2011-12-05 07:19 AM	D14		2011-12-05 08:54 AM	C28
flightview	UA-2690-DTW-PHL		7:40 AMDec 05			8:53 AMDec 05	
panynj	UA-2690-DTW-PHL		7:40 AMDec 05			8:53 AMDec 05	
gofox	UA-2690-DTW-PHL		7:40 AMDec 05			8:53 AMDec 05	
foxbusiness	UA-2690-DTW-PHL		7:40 AMDec 05			8:53 AMDec 05	
allegiantair	UA-2690-DTW-PHL		7:40 AMDec 05			8:53 AMDec 05	
boston	UA-2690-DTW-PHL		7:40 AMDec 05			8:50 AMDec 05	
travelocity	UA-2690-DTW-PHL	Dec 05 - 7:10am	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 8:53am	Dec 05 - Contact Airline	Not provided by airline
orbitz	UA-2690-DTW-PHL	7:10aDec 5	7:19aDec 5	 -	8:53aDec 5	8:54aDec 5	 -
weather	UA-2690-DTW-PHL	2011-12-05 07:10 AM			2011-12-05 08:53 AM		
CO	CO-1097-IAH-LAX	Mon., Dec.05, 2011 1:05 p.m.	Mon., Dec.05, 2011 1:31 p.m.		Mon., Dec.05, 2011 2:53 p.m.	Mon., Dec.05, 2011 3:42 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/5/2011 2:11PM CST			12/5/2011 3:35PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/5/11 1:05 PM (-06:00)			12/5/11 2:53 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/5/11 1:05 PM (-06:00)			12/5/11 2:53 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/5/11 1:05 PM (-06:00)			12/5/11 2:53 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/5/11 1:05 PM (-06:00)			12/5/11 2:53 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-05 01:05PM CST	2011-12-05 02:11PM CST	 30 	2011-12-05 02:33PM PST	2011-12-05 03:31PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-05 01:05PM CST	2011-12-05 02:11PM CST	 30 	2011-12-05 02:33PM PST	2011-12-05 03:31PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-05 01:31 PM	30		2011-12-05 02:53 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-05 01:31 PM	30		2011-12-05 02:53 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-05 01:31 PM	30		2011-12-05 02:53 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-05 1:05 PM	2011-12-05 1:31 PM		2011-12-05 2:53 PM	2011-12-05 3:42 PM (Estimated)	
quicktrip	CO-1097-IAH-LAX	2011-12-05 1:05 PM	2011-12-05 1:31 PM		2011-12-05 2:53 PM	2011-12-05 3:42 PM (Estimated)	
flightview	CO-1097-IAH-LAX		2:12 PMDec 05			3:32 PMDec 05	
panynj	CO-1097-IAH-LAX		2:12 PMDec 05			3:32 PMDec 05	
gofox	CO-1097-IAH-LAX		2:12 PMDec 05			3:32 PMDec 05	
foxbusiness	CO-1097-IAH-LAX		2:12 PMDec 05			3:32 PMDec 05	
allegiantair	CO-1097-IAH-LAX		2:12 PMDec 05			3:32 PMDec 05	
boston	CO-1097-IAH-LAX		2:12 PMDec 05			3:32 PMDec 05	
orbitz	CO-1097-IAH-LAX	1:05pDec 5	1:31pDec 5	 30	4:31pDec 5		 64
flightwise	CO-1097-IAH-LAX	2011-12-05 01:05PM CST	2011-12-05 02:11PM CST	 30 	2011-12-05 02:33PM PST	2011-12-05 03:31PM PST	 64 
flightarrival	CO-1097-IAH-LAX	2011-12-05 1:05 PM	2011-12-05 1:31 PM		2011-12-05 2:53 PM	2011-12-05 3:42 PM (Estimated)	
ua	UA-2546-CLT-PBI	Mon, Dec 5 1:25 PM	Mon, Dec 5 1:25 PM            Delayed	C12	Mon, Dec 5 3:19 PM	Mon, Dec 5 3:01 PM	B9
airtravelcenter	UA-2546-CLT-PBI		12/5/11 1:31 PM (-05:00)			12/5/11 3:00 PM (-05:00)	
myrateplan	UA-2546-CLT-PBI		12/5/11 1:31 PM (-05:00)			12/5/11 3:00 PM (-05:00)	
helloflight	UA-2546-CLT-PBI		12/5/11 1:31 PM (-05:00)			12/5/11 3:00 PM (-05:00)	
flytecomm	UA-2546-CLT-PBI		12/5/11 1:31 PM (-05:00)			12/5/11 3:00 PM (-05:00)	
flights	UA-2546-CLT-PBI		2011-12-05 01:17 PM	C12		2011-12-05 03:01 PM	B9
businesstravellogue	UA-2546-CLT-PBI		2011-12-05 01:17 PM	C12		2011-12-05 03:01 PM	B9
flylouisville	UA-2546-CLT-PBI		2011-12-05 01:17 PM	C12		2011-12-05 03:01 PM	B9
flightstats	UA-2546-CLT-PBI	2011-12-05 1:25 PM	2011-12-05 1:17 PM		2011-12-05 3:19 PM	2011-12-05 3:01 PM	
quicktrip	UA-2546-CLT-PBI	2011-12-05 1:25 PM	2011-12-05 1:17 PM		2011-12-05 3:19 PM	2011-12-05 3:01 PM	
flightview	UA-2546-CLT-PBI		1:31 PMDec 05			2:55 PMDec 05	
panynj	UA-2546-CLT-PBI		1:31 PMDec 05			2:55 PMDec 05	
gofox	UA-2546-CLT-PBI		1:31 PMDec 05			2:55 PMDec 05	
foxbusiness	UA-2546-CLT-PBI		1:31 PMDec 05			2:55 PMDec 05	
allegiantair	UA-2546-CLT-PBI		1:31 PMDec 05			2:55 PMDec 05	
boston	UA-2546-CLT-PBI		1:31 PMDec 05			2:55 PMDec 05	
orbitz	UA-2546-CLT-PBI	1:25pDec 5	1:17pDec 5	 -	2:45pDec 5		 -
ifly	UA-2546-CLT-PBI	2011-12-05 1:25 PM	2011-12-05 1:17 PM		2011-12-05 3:19 PM	2011-12-05 3:01 PM	
flightarrival	UA-2546-CLT-PBI		1:31 PMDec 05			2:55 PMDec 05	
ua	UA-5910-MEM-DEN	Mon, Dec 5 1:43 PM	Mon, Dec 5 2:06 PM	--	Mon, Dec 5 3:31 PM	Mon, Dec 5 3:44 PM	B57
airtravelcenter	UA-5910-MEM-DEN	12/5/11 1:43 PM (-06:00)			12/5/11 3:31 PM (-07:00)		
myrateplan	UA-5910-MEM-DEN	12/5/11 1:43 PM (-06:00)			12/5/11 3:31 PM (-07:00)		
helloflight	UA-5910-MEM-DEN	12/5/11 1:43 PM (-06:00)			12/5/11 3:31 PM (-07:00)		
flytecomm	UA-5910-MEM-DEN	12/5/11 1:43 PM (-06:00)			12/5/11 3:31 PM (-07:00)		
flights	UA-5910-MEM-DEN		2011-12-05 02:06 PM			2011-12-05 03:44 PM	B57
businesstravellogue	UA-5910-MEM-DEN		2011-12-05 02:06 PM			2011-12-05 03:44 PM	B57
flylouisville	UA-5910-MEM-DEN		2011-12-05 02:06 PM			2011-12-05 03:44 PM	B57
flightstats	UA-5910-MEM-DEN	2011-12-05 1:43 PM	2011-12-05 2:06 PM		2011-12-05 3:31 PM	2011-12-05 3:44 PM	
quicktrip	UA-5910-MEM-DEN	2011-12-05 1:43 PM	2011-12-05 2:06 PM		2011-12-05 3:31 PM	2011-12-05 3:44 PM	
flightview	UA-5910-MEM-DEN		2:23 PMDec 05			3:44 PMDec 05	
panynj	UA-5910-MEM-DEN		2:23 PMDec 05			3:44 PMDec 05	
gofox	UA-5910-MEM-DEN		2:23 PMDec 05			3:44 PMDec 05	
foxbusiness	UA-5910-MEM-DEN		2:23 PMDec 05			3:44 PMDec 05	
allegiantair	UA-5910-MEM-DEN		2:23 PMDec 05			3:44 PMDec 05	
boston	UA-5910-MEM-DEN		2:23 PMDec 05			3:39 PMDec 05	
travelocity	UA-5910-MEM-DEN	Dec 05 - Not Available	Dec 05 - 2:22pm	CHK	Dec 05 - Not Available	Dec 05 - 3:44pm	B57
orbitz	UA-5910-MEM-DEN	1:43pDec 5	2:06pDec 5	 -	3:31pDec 5	3:44pDec 5	 B57
weather	UA-5910-MEM-DEN	2011-12-05 01:43 PM			2011-12-05 03:31 PM		
den	UA-5910-MEM-DEN				2011-12-05 3:31 PM		B57
