ua	UA-1534-RTB-IAH	Sun, Dec 11 2:05 PM	Sun, Dec 11 2:21 PM	--	Sun, Dec 11 5:01 PM	Sun, Dec 11 5:02 PM	E22
airtravelcenter	UA-2708-EWR-CLT		12/11/11 3:17 PM (-05:00)			12/11/11 4:40 PM (-05:00)	
myrateplan	UA-2708-EWR-CLT		12/11/11 3:17 PM (-05:00)			12/11/11 4:40 PM (-05:00)	
helloflight	UA-2708-EWR-CLT		12/11/11 3:17 PM (-05:00)			12/11/11 4:40 PM (-05:00)	
flytecomm	UA-2708-EWR-CLT		12/11/11 3:17 PM (-05:00)			12/11/11 4:40 PM (-05:00)	
flights	UA-2708-EWR-CLT		2011-12-11 02:59 PM	37		2011-12-11 04:42 PM	C19
businesstravellogue	UA-2708-EWR-CLT		2011-12-11 02:59 PM	37		2011-12-11 04:42 PM	C19
flylouisville	UA-2708-EWR-CLT		2011-12-11 02:59 PM	37		2011-12-11 04:42 PM	C19
flightstats	UA-2708-EWR-CLT	2011-12-11 2:55 PM	2011-12-11 2:59 PM		2011-12-11 4:53 PM	2011-12-11 4:42 PM	
quicktrip	UA-2708-EWR-CLT	2011-12-11 2:55 PM	2011-12-11 2:59 PM		2011-12-11 4:53 PM	2011-12-11 4:42 PM	
flightview	UA-2708-EWR-CLT		3:17 PMDec 11			4:41 PMDec 11	
panynj	UA-2708-EWR-CLT		3:17 PMDec 11			4:41 PMDec 11	
gofox	UA-2708-EWR-CLT		3:17 PMDec 11			4:41 PMDec 11	
foxbusiness	UA-2708-EWR-CLT		3:17 PMDec 11			4:41 PMDec 11	
allegiantair	UA-2708-EWR-CLT		3:17 PMDec 11			4:41 PMDec 11	
boston	UA-2708-EWR-CLT		3:17 PMDec 11			4:41 PMDec 11	
travelocity	UA-2708-EWR-CLT	Dec 11 - 2:55pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 4:53pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-2708-EWR-CLT	2:55pDec 11	2:59pDec 11	 -	4:53pDec 11	4:42pDec 11	 -
weather	UA-2708-EWR-CLT	2011-12-11 02:55 PM			2011-12-11 04:53 PM		
mytripandmore	UA-2708-EWR-CLT	Dec 11 - 2:55pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 4:53pm	Dec 11 - Contact Airline	Not provided by airline
flightarrival	UA-2708-EWR-CLT		3:17 PMDec 11			4:41 PMDec 11	
CO	CO-53-LAX-IAH	Sun., Dec.11, 2011 2:40 p.m.	Sun., Dec.11, 2011 2:40 p.m.		Sun., Dec.11, 2011 7:48 p.m.	Sun., Dec.11, 2011 7:39 p.m.	
airtravelcenter	CO-53-LAX-IAH	12/11/11 2:40 PM (-08:00)			12/11/11 7:48 PM (-06:00)		
myrateplan	CO-53-LAX-IAH	12/11/11 2:40 PM (-08:00)			12/11/11 7:48 PM (-06:00)		
helloflight	CO-53-LAX-IAH	12/11/11 2:40 PM (-08:00)			12/11/11 7:48 PM (-06:00)		
flytecomm	CO-53-LAX-IAH	12/11/11 2:40 PM (-08:00)			12/11/11 7:48 PM (-06:00)		
flights	CO-53-LAX-IAH		2011-12-11 02:40 PM	62		2011-12-11 07:39 PM	45
businesstravellogue	CO-53-LAX-IAH		2011-12-11 02:40 PM	62		2011-12-11 07:39 PM	45
flylouisville	CO-53-LAX-IAH		2011-12-11 02:40 PM	62		2011-12-11 07:39 PM	45
flightstats	CO-53-LAX-IAH	2011-12-11 2:40 PM	2011-12-11 2:40 PM		2011-12-11 7:48 PM	2011-12-11 7:39 PM	
quicktrip	CO-53-LAX-IAH	2011-12-11 2:40 PM	2011-12-11 2:40 PM		2011-12-11 7:48 PM	2011-12-11 7:39 PM	
flightview	CO-53-LAX-IAH		2:53 PMDec 11			7:39 PMDec 11	
panynj	CO-53-LAX-IAH		2:53 PMDec 11			7:39 PMDec 11	
gofox	CO-53-LAX-IAH		2:53 PMDec 11			7:39 PMDec 11	
foxbusiness	CO-53-LAX-IAH		2:53 PMDec 11			7:39 PMDec 11	
allegiantair	CO-53-LAX-IAH		2:53 PMDec 11			7:39 PMDec 11	
boston	CO-53-LAX-IAH		2:53 PMDec 11			7:34 PMDec 11	
travelocity	CO-53-LAX-IAH	Dec 11 - 2:40pm	Dec 11 - 2:40pm	62	Dec 11 - 7:48pm	Dec 11 - 7:39pm	C-45
orbitz	CO-53-LAX-IAH	2:40pDec 11	2:40pDec 11	 62	7:48pDec 11	7:39pDec 11	 45
weather	CO-53-LAX-IAH	2011-12-11 02:40 PM			2011-12-11 07:48 PM		
mytripandmore	CO-53-LAX-IAH	2:40pDec 11	2:40pDec 11	 62	7:48pDec 11	7:39pDec 11	 45
CO	CO-1030-DEN-IAH	Sun., Dec.11, 2011 2:15 p.m.	Sun., Dec.11, 2011 2:18 p.m.		Sun., Dec.11, 2011 5:38 p.m.	Sun., Dec.11, 2011 5:16 p.m.	
airtravelcenter	CO-1030-DEN-IAH	12/11/11 2:15 PM (-07:00)			12/11/11 5:38 PM (-06:00)		
myrateplan	CO-1030-DEN-IAH	12/11/11 2:15 PM (-07:00)			12/11/11 5:38 PM (-06:00)		
helloflight	CO-1030-DEN-IAH	12/11/11 2:15 PM (-07:00)			12/11/11 5:38 PM (-06:00)		
flytecomm	CO-1030-DEN-IAH	12/11/11 2:15 PM (-07:00)			12/11/11 5:38 PM (-06:00)		
flights	CO-1030-DEN-IAH		2011-12-11 02:18 PM	B20		2011-12-11 05:16 PM	18
businesstravellogue	CO-1030-DEN-IAH		2011-12-11 02:18 PM	B20		2011-12-11 05:16 PM	18
flylouisville	CO-1030-DEN-IAH		2011-12-11 02:18 PM	B20		2011-12-11 05:16 PM	18
flightstats	CO-1030-DEN-IAH	2011-12-11 2:15 PM	2011-12-11 2:18 PM		2011-12-11 5:38 PM	2011-12-11 5:16 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-11 2:15 PM	2011-12-11 2:18 PM		2011-12-11 5:38 PM	2011-12-11 5:16 PM	
flightview	CO-1030-DEN-IAH		2:32 PMDec 11			5:16 PMDec 11	
panynj	CO-1030-DEN-IAH		2:32 PMDec 11			5:16 PMDec 11	
gofox	CO-1030-DEN-IAH		2:32 PMDec 11			5:16 PMDec 11	
foxbusiness	CO-1030-DEN-IAH		2:32 PMDec 11			5:16 PMDec 11	
allegiantair	CO-1030-DEN-IAH		2:32 PMDec 11			5:16 PMDec 11	
boston	CO-1030-DEN-IAH		2:32 PMDec 11			5:15 PMDec 11	
travelocity	CO-1030-DEN-IAH	Dec 11 - 2:15pm	Dec 11 - 2:18pm	B20	Dec 11 - 5:38pm	Dec 11 - 5:16pm	C-18
orbitz	CO-1030-DEN-IAH	2:15pDec 11	2:18pDec 11	 B20	5:38pDec 11	5:16pDec 11	 C-18
weather	CO-1030-DEN-IAH	2011-12-11 02:15 PM			2011-12-11 05:38 PM		
den	CO-1030-DEN-IAH	2011-12-11 2:15 PM		B20			
usatoday	CO-1030-DEN-IAH		2:32 PMDec 11			5:15 PMDec 11	
mytripandmore	CO-1030-DEN-IAH	Dec 11 - 2:15pm	Dec 11 - 2:18pm	B20	Dec 11 - 5:38pm	Dec 11 - 5:16pm	C-18
flightarrival	CO-1030-DEN-IAH		2:32 PMDec 11			5:15 PMDec 11	
ua	UA-1005-BOS-IAH	Sun, Dec 11 4:19 PM	Sun, Dec 11 4:19 PM	A5	Sun, Dec 11 7:49 PM	Sun, Dec 11 7:49 PM	C-37
flightexplorer	UA-1005-BOS-IAH	12/11/2011 4:19PM EST			12/11/2011 7:49PM CST		
airtravelcenter	UA-1005-BOS-IAH		12/11/11 4:36 PM (-05:00)			12/11/11 7:14 PM (-06:00)	
airtravelcenter	UA-1005-BOS-IAH	12/11/11 4:19 PM (-05:00)			12/11/11 7:49 PM (-06:00)		
myrateplan	UA-1005-BOS-IAH		12/11/11 4:36 PM (-05:00)			12/11/11 7:14 PM (-06:00)	
myrateplan	UA-1005-BOS-IAH	12/11/11 4:19 PM (-05:00)			12/11/11 7:49 PM (-06:00)		
helloflight	UA-1005-BOS-IAH		12/11/11 4:36 PM (-05:00)			12/11/11 7:14 PM (-06:00)	
helloflight	UA-1005-BOS-IAH	12/11/11 4:19 PM (-05:00)			12/11/11 7:49 PM (-06:00)		
flytecomm	UA-1005-BOS-IAH		12/11/11 4:36 PM (-05:00)			12/11/11 7:14 PM (-06:00)	
flytecomm	UA-1005-BOS-IAH	12/11/11 4:19 PM (-05:00)			12/11/11 7:49 PM (-06:00)		
flightaware	UA-1005-BOS-IAH	2011-12-11 04:19PM EST	2011-12-11 04:29PM EST	 A5 	2011-12-11 07:29PM CST	2011-12-11 07:39PM CST	 37 
wunderground	UA-1005-BOS-IAH	2011-12-11 04:19PM EST	2011-12-11 04:29PM EST	 A5 	2011-12-11 07:29PM CST	2011-12-11 07:39PM CST	 37 
flights	UA-1005-BOS-IAH	2011-12-11 04:19 PM		A5	2011-12-11 07:49 PM		37
businesstravellogue	UA-1005-BOS-IAH	2011-12-11 04:19 PM		A5	2011-12-11 07:49 PM		37
flylouisville	UA-1005-BOS-IAH	2011-12-11 04:19 PM		A5	2011-12-11 07:49 PM		37
flightview	UA-1005-BOS-IAH	4:19 PMDec 11			7:49 PMDec 11		
panynj	UA-1005-BOS-IAH	4:19 PMDec 11			7:49 PMDec 11		
gofox	UA-1005-BOS-IAH	4:19 PMDec 11			7:49 PMDec 11		
foxbusiness	UA-1005-BOS-IAH	4:19 PMDec 11			7:49 PMDec 11		
allegiantair	UA-1005-BOS-IAH	4:19 PMDec 11			7:49 PMDec 11		
boston	UA-1005-BOS-IAH	4:19 PMDec 11			7:49 PMDec 11		
travelocity	UA-1005-BOS-IAH	Dec 11 - 4:19pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 7:49pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-1005-BOS-IAH	4:19pDec 11		 A5	7:49pDec 11		 37
weather	UA-1005-BOS-IAH	2011-12-11 04:19 PM			2011-12-11 07:49 PM		
usatoday	UA-1005-BOS-IAH	2011-12-11 04:19 PM			2011-12-11 07:49 PM		
aa	AA-185-JFK-LAX	December 11, 2011               09:00 PM    	December 11, 2011     	 46	December 12, 2011               12:23 AM    	December 12, 2011     	 47B    
flightexplorer	AA-185-JFK-LAX	12/11/2011 9:00PM EST			12/12/2011 12:23AM PST		
airtravelcenter	AA-185-JFK-LAX		12/11/11 9:05 PM (-05:00)			12/11/11 11:55 PM (-08:00)	
myrateplan	AA-185-JFK-LAX		12/11/11 9:05 PM (-05:00)			12/11/11 11:55 PM (-08:00)	
helloflight	AA-185-JFK-LAX		12/11/11 9:05 PM (-05:00)			12/11/11 11:55 PM (-08:00)	
flytecomm	AA-185-JFK-LAX		12/11/11 9:05 PM (-05:00)			12/11/11 11:55 PM (-08:00)	
flightaware	AA-185-JFK-LAX	2011-12-11 09:00PM EST	2011-12-11 09:05PM EST	 46 	2011-12-11 11:50PM PST	2011-12-11 11:55PM PST	 47B 
wunderground	AA-185-JFK-LAX	2011-12-11 09:00PM EST	2011-12-11 09:05PM EST	 46 	2011-12-11 11:50PM PST	2011-12-11 11:55PM PST	 47B 
flights	AA-185-JFK-LAX	09:00 PM  Sun 11-Dec-2011		C46	12:23 AM  Mon 12-Dec-2011		47B
businesstravellogue	AA-185-JFK-LAX	09:00 PM  Sun 11-Dec-2011		C46	12:23 AM  Mon 12-Dec-2011		47B
flylouisville	AA-185-JFK-LAX	09:00 PM  Sun 11-Dec-2011		C46	12:23 AM  Mon 12-Dec-2011		47B
flightstats	AA-185-JFK-LAX	2011-12-11 9:00 PM	2011-12-11 9:00 PM (Estimated)		2011-12-11 12:23 AM	2011-12-11 12:23 AM (Estimated)	
quicktrip	AA-185-JFK-LAX	2011-12-11 9:00 PM	2011-12-11 9:00 PM (Estimated)		2011-12-11 12:23 AM	2011-12-11 12:23 AM (Estimated)	
world-flight-tracker	AA-185-JFK-LAX	2011-12-11 9:00 PM	2011-12-11 9:00 PM (Estimated)		2011-12-11 12:23 AM	2011-12-11 12:23 AM (Estimated)	
flightview	AA-185-JFK-LAX	9:00 PM, Dec 11		Terminal 8 - 46	12:23 AM, Dec 12		Terminal 4 - 47B
panynj	AA-185-JFK-LAX	9:00 PM, Dec 11		Terminal 8 - 46	12:23 AM, Dec 12		Terminal 4 - 47B
gofox	AA-185-JFK-LAX	9:00 PM, Dec 11			12:23 AM, Dec 12		
foxbusiness	AA-185-JFK-LAX	9:00 PM, Dec 11		Terminal 8 - 46	12:23 AM, Dec 12		Terminal 4 - 47B
allegiantair	AA-185-JFK-LAX	9:00 PM, Dec 11		Terminal 8 - 46	12:23 AM, Dec 12		Terminal 4 - 47B
boston	AA-185-JFK-LAX	9:00 PM, Dec 11	Not Available		12:23 AM, Dec 12	Not Available	
travelocity	AA-185-JFK-LAX	Dec 11 - 9:00pm	Dec 11 - Not Available	46/8	Dec 12 - 12:23am	Dec 12 - Not Available	47B/T4
orbitz	AA-185-JFK-LAX	9:00pDec 11		 46	12:23aDec 12		 47B
weather	AA-185-JFK-LAX	2011-12-11 09:00 PM	2011-12-11 09:21 PM		2011-12-11 12:23 AM	2011-12-11 11:52 PM	
flightarrival	AA-185-JFK-LAX	2011-12-11 09:00 PM	2011-12-11 09:21 PM		2011-12-11 12:23 AM	2011-12-11 11:52 PM	
aa	AA-3592-MIA-CLE	December 11, 2011               03:15 PM    	December 11, 2011               03:11 PM    	 D60D	December 11, 2011               06:10 PM    	December 11, 2011               06:03 PM    	 A3    
flightexplorer	AA-3592-MIA-CLE		12/11/2011 3:30PM EST			12/11/2011 5:51PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/11/11 3:30 PM (-05:00)			12/11/11 5:51 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/11/11 3:30 PM (-05:00)			12/11/11 5:51 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/11/11 3:30 PM (-05:00)			12/11/11 5:51 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/11/11 3:30 PM (-05:00)			12/11/11 5:51 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-11 03:15PM EST	2011-12-11 03:30PM EST	 D60D 	2011-12-11 05:55PM EST	2011-12-11 05:58PM EST	 A3 
wunderground	AA-3592-MIA-CLE	2011-12-11 03:15PM EST	2011-12-11 03:30PM EST	 D60D 	2011-12-11 05:55PM EST	2011-12-11 05:58PM EST	 A3 
flights	AA-3592-MIA-CLE	03:15 PM  Sun 11-Dec-2011	03:11 PM  Sun 11-Dec-2011	D60	06:10 PM  Sun 11-Dec-2011	06:03 PM  Sun 11-Dec-2011	A3
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Sun 11-Dec-2011	03:11 PM  Sun 11-Dec-2011	D60	06:10 PM  Sun 11-Dec-2011	06:03 PM  Sun 11-Dec-2011	A3
flylouisville	AA-3592-MIA-CLE	03:15 PM  Sun 11-Dec-2011	03:11 PM  Sun 11-Dec-2011	D60	06:10 PM  Sun 11-Dec-2011	06:03 PM  Sun 11-Dec-2011	A3
flightstats	AA-3592-MIA-CLE	2011-12-11 3:15 PM	2011-12-11 3:11 PM		2011-12-11 6:10 PM	2011-12-11 6:03 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-11 3:15 PM	2011-12-11 3:11 PM		2011-12-11 6:10 PM	2011-12-11 6:03 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-11 3:15 PM	2011-12-11 3:11 PM		2011-12-11 6:10 PM	2011-12-11 6:03 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 11	3:30 PM, Dec 11		6:10 PM, Dec 11	5:57 PM, Dec 11	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 11	3:30 PM, Dec 11		6:10 PM, Dec 11	5:57 PM, Dec 11	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 11	3:30 PM, Dec 11		6:10 PM, Dec 11	5:57 PM, Dec 11	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 11	3:30 PM, Dec 11		6:10 PM, Dec 11	5:57 PM, Dec 11	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 11	3:30 PM, Dec 11		6:10 PM, Dec 11	5:57 PM, Dec 11	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 11	3:30 PM, Dec 11		6:10 PM, Dec 11	5:57 PM, Dec 11	
travelocity	AA-3592-MIA-CLE	Dec 11 - 3:15pm	Dec 11 - 3:11pm	D60	Dec 11 - 6:10pm	Dec 11 - 6:03pm	A3
orbitz	AA-3592-MIA-CLE	3:15pDec 11	3:11pDec 11	 D60D	6:10pDec 11	6:03pDec 11	 A3
weather	AA-3592-MIA-CLE	2011-12-11 03:15 PM			2011-12-11 06:10 PM		
usatoday	AA-3592-MIA-CLE	3:15 PM, Dec 11	3:30 PM, Dec 11		6:10 PM, Dec 11	5:57 PM, Dec 11	
mytripandmore	AA-3592-MIA-CLE	3:15pDec 11	3:11pDec 11	 D60D	6:10pDec 11	6:03pDec 11	 A3
ua	UA-3925-IAD-ORF	Sun, Dec 11 8:42 AM	Sun, Dec 11 8:37 AM	A2A	Sun, Dec 11 9:55 AM	Sun, Dec 11 9:31 AM	--
flightexplorer	UA-3925-IAD-ORF		12/11/2011 8:55AM EST			12/11/2011 9:26AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/11/11 8:55 AM (-05:00)			12/11/11 9:26 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/11/11 8:55 AM (-05:00)			12/11/11 9:26 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/11/11 8:55 AM (-05:00)			12/11/11 9:26 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/11/11 8:55 AM (-05:00)			12/11/11 9:26 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-11 08:42AM EST	2011-12-11 08:52AM EST	 A2G 	2011-12-11 09:35AM EST	2011-12-11 09:45AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-11 08:42AM EST	2011-12-11 08:52AM EST	 A2G 	2011-12-11 09:35AM EST	2011-12-11 09:45AM EST	
flights	UA-3925-IAD-ORF		2011-12-11 08:37 AM	A2		2011-12-11 09:31 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-11 08:37 AM	A2		2011-12-11 09:31 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-11 08:37 AM	A2		2011-12-11 09:31 AM	
flightstats	UA-3925-IAD-ORF	2011-12-11 8:42 AM	2011-12-11 8:37 AM		2011-12-11 9:55 AM	2011-12-11 9:31 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-11 8:42 AM	2011-12-11 8:37 AM		2011-12-11 9:55 AM	2011-12-11 9:31 AM	
flightview	UA-3925-IAD-ORF		8:55 AMDec 11			9:31 AMDec 11	
panynj	UA-3925-IAD-ORF		8:55 AMDec 11			9:31 AMDec 11	
gofox	UA-3925-IAD-ORF		8:55 AMDec 11			9:31 AMDec 11	
foxbusiness	UA-3925-IAD-ORF		8:55 AMDec 11			9:31 AMDec 11	
allegiantair	UA-3925-IAD-ORF		8:55 AMDec 11			9:31 AMDec 11	
boston	UA-3925-IAD-ORF		8:55 AMDec 11			9:28 AMDec 11	
travelocity	UA-3925-IAD-ORF	Dec 11 - Not Available	Dec 11 - 8:53am	CHK	Dec 11 - Not Available	Dec 11 - 9:31am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 11		 -	9:55aDec 11		 -
weather	UA-3925-IAD-ORF	2011-12-11 08:42 AM			2011-12-11 09:55 AM		
usatoday	UA-3925-IAD-ORF		8:55 AMDec 11			9:28 AMDec 11	
mytripandmore	UA-3925-IAD-ORF	8:42aDec 11		 -	9:55aDec 11		 -
flightarrival	UA-3925-IAD-ORF	2011-12-11 08:42 AM			2011-12-11 09:55 AM		
ua	UA-1977-CLT-CVG	Sun, Dec 11 11:45 AM	Sun, Dec 11 11:45 AM	E5A	Sun, Dec 11 1:14 PM	Sun, Dec 11 1:05 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/11/11 12:00 PM (-05:00)			12/11/11 12:54 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/11/11 12:00 PM (-05:00)			12/11/11 12:54 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/11/11 12:00 PM (-05:00)			12/11/11 12:54 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/11/11 12:00 PM (-05:00)			12/11/11 12:54 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-11 11:40 AM	E5A		2011-12-11 01:05 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-11 11:40 AM	E5A		2011-12-11 01:05 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-11 11:40 AM	E5A		2011-12-11 01:05 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-11 11:45 AM	2011-12-11 11:40 AM		2011-12-11 1:14 PM	2011-12-11 1:05 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-11 11:45 AM	2011-12-11 11:40 AM		2011-12-11 1:14 PM	2011-12-11 1:05 PM	
flightview	UA-1977-CLT-CVG		12:00 PMDec 11			1:03 PMDec 11	
panynj	UA-1977-CLT-CVG		12:00 PMDec 11			1:03 PMDec 11	
gofox	UA-1977-CLT-CVG		12:00 PMDec 11			1:03 PMDec 11	
foxbusiness	UA-1977-CLT-CVG		12:00 PMDec 11			1:03 PMDec 11	
allegiantair	UA-1977-CLT-CVG		12:00 PMDec 11			1:03 PMDec 11	
boston	UA-1977-CLT-CVG		12:00 PMDec 11			1:03 PMDec 11	
travelocity	UA-1977-CLT-CVG	Dec 11 - 11:45am	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 1:14pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:45aDec 11	11:40aDec 11	 -	1:14pDec 11	1:05pDec 11	 -
weather	UA-1977-CLT-CVG	2011-12-11 11:45 AM			2011-12-11 01:14 PM		
mytripandmore	UA-1977-CLT-CVG	Dec 11 - 11:45am	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 1:14pm	Dec 11 - Contact Airline	Not provided by airline
aa	AA-393-DFW-DEN	December 11, 2011               06:55 AM    	December 11, 2011               06:47 AM    	 C37	December 11, 2011               07:55 AM    	December 11, 2011               07:45 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/11/2011 7:04AM CST			12/11/2011 7:36AM MST	
airtravelcenter	AA-393-DFW-DEN		12/11/11 7:04 AM (-06:00)			12/11/11 7:36 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/11/11 7:04 AM (-06:00)			12/11/11 7:36 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/11/11 7:04 AM (-06:00)			12/11/11 7:36 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/11/11 7:04 AM (-06:00)			12/11/11 7:36 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-11 06:55AM CST	2011-12-11 07:04AM CST	 C37 	2011-12-11 07:46AM MST	2011-12-11 07:35AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-11 06:55AM CST	2011-12-11 07:04AM CST	 C37 	2011-12-11 07:46AM MST	2011-12-11 07:35AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Sun 11-Dec-2011	06:47 AM  Sun 11-Dec-2011	C37	07:55 AM  Sun 11-Dec-2011	07:45 AM  Sun 11-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Sun 11-Dec-2011	06:47 AM  Sun 11-Dec-2011	C37	07:55 AM  Sun 11-Dec-2011	07:45 AM  Sun 11-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Sun 11-Dec-2011	06:47 AM  Sun 11-Dec-2011	C37	07:55 AM  Sun 11-Dec-2011	07:45 AM  Sun 11-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-11 6:55 AM	2011-12-11 6:47 AM		2011-12-11 7:55 AM	2011-12-11 7:45 AM	
quicktrip	AA-393-DFW-DEN	2011-12-11 6:55 AM	2011-12-11 6:47 AM		2011-12-11 7:55 AM	2011-12-11 7:45 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-11 6:55 AM	2011-12-11 6:47 AM		2011-12-11 7:55 AM	2011-12-11 7:45 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 11	7:04 AM, Dec 11	C37	7:55 AM, Dec 11	7:41 AM, Dec 11	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 11	7:04 AM, Dec 11	C37	7:55 AM, Dec 11	7:41 AM, Dec 11	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 11	7:04 AM, Dec 11		7:55 AM, Dec 11	7:41 AM, Dec 11	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 11	7:04 AM, Dec 11	C37	7:55 AM, Dec 11	7:41 AM, Dec 11	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 11	7:04 AM, Dec 11	C37	7:55 AM, Dec 11	7:41 AM, Dec 11	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 11	7:04 AM, Dec 11		7:55 AM, Dec 11	7:41 AM, Dec 11	
travelocity	AA-393-DFW-DEN	Dec 11 - 6:55am	Dec 11 - 6:47am	C37/C	Dec 11 - 7:55am	Dec 11 - 7:45am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 11	6:47aDec 11	 C37	7:55aDec 11	7:45aDec 11	 A49
weather	AA-393-DFW-DEN	2011-12-11 06:55 AM	2011-12-11 07:04 AM		2011-12-11 07:55 AM	2011-12-11 07:36 AM	
den	AA-393-DFW-DEN				2011-12-11 7:55 AM		A49
usatoday	AA-393-DFW-DEN	6:55 AM, Dec 11	7:04 AM, Dec 11		7:55 AM, Dec 11	7:41 AM, Dec 11	
mytripandmore	AA-393-DFW-DEN	6:55aDec 11	6:47aDec 11	 C37	7:55aDec 11	7:45aDec 11	 A49
flightarrival	AA-393-DFW-DEN	2011-12-11 06:55 AM	2011-12-11 07:04 AM		2011-12-11 07:55 AM	2011-12-11 07:36 AM	
aa	AA-3508-ATL-MIA	December 11, 2011               07:40 PM    	December 11, 2011               07:47 PM    	 T10	December 11, 2011               09:40 PM    	December 11, 2011               09:50 PM    	 D60N    
flightexplorer	AA-3508-ATL-MIA		12/11/2011 8:05PM EST			12/11/2011 9:39PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/11/11 8:05 PM (-05:00)			12/11/11 9:39 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/11/11 8:05 PM (-05:00)			12/11/11 9:39 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/11/11 8:05 PM (-05:00)			12/11/11 9:39 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/11/11 8:05 PM (-05:00)			12/11/11 9:39 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-11 07:40PM EST	2011-12-11 08:05PM EST	 T10 	2011-12-11 09:35PM EST	2011-12-11 09:37PM EST	 D60N 
wunderground	AA-3508-ATL-MIA	2011-12-11 07:40PM EST	2011-12-11 08:05PM EST	 T10 	2011-12-11 09:35PM EST	2011-12-11 09:37PM EST	 D60N 
flights	AA-3508-ATL-MIA	07:40 PM  Sun 11-Dec-2011	07:47 PM  Sun 11-Dec-2011	T10	09:40 PM  Sun 11-Dec-2011	09:50 PM  Sun 11-Dec-2011	D60
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Sun 11-Dec-2011	07:47 PM  Sun 11-Dec-2011	T10	09:40 PM  Sun 11-Dec-2011	09:50 PM  Sun 11-Dec-2011	D60
