CO	CO-4237-EWR-DTW	Tue., Dec.27, 2011 12:17 p.m.	Tue., Dec.27, 2011 12:20 p.m.		Tue., Dec.27, 2011 2:24 p.m.	Tue., Dec.27, 2011 2:07 p.m.	
businesstravellogue	UA-4288-EWR-STL	2011-12-27 05:29 PM		28	2011-12-27 07:21 PM		A9
flylouisville	UA-4288-EWR-STL	2011-12-27 05:29 PM		28	2011-12-27 07:21 PM		A9
flightview	UA-4288-EWR-STL	5:29 PMDec 27			7:21 PMDec 27		
panynj	UA-4288-EWR-STL	5:29 PMDec 27			7:21 PMDec 27		
gofox	UA-4288-EWR-STL	5:29 PMDec 27			7:21 PMDec 27		
foxbusiness	UA-4288-EWR-STL	5:29 PMDec 27			7:21 PMDec 27		
allegiantair	UA-4288-EWR-STL	5:29 PMDec 27			7:21 PMDec 27		
boston	UA-4288-EWR-STL	5:29 PMDec 27			7:21 PMDec 27		
travelocity	UA-4288-EWR-STL	Dec 27 - 5:29pm	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 7:21pm	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-4288-EWR-STL	5:29pDec 27		 -	7:21pDec 27		 -
weather	UA-4288-EWR-STL	2011-12-27 05:29 PM			2011-12-27 07:21 PM		
aa	AA-3592-MIA-CLE	December 27, 2011               03:15 PM    	December 27, 2011               03:12 PM    	 D55	December 27, 2011               06:10 PM    	December 27, 2011               06:31 PM    	 A3    
airtravelcenter	AA-3592-MIA-CLE		12/27/11 3:30 PM (-05:00)			12/27/11 5:43 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/27/11 3:30 PM (-05:00)			12/27/11 5:43 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/27/11 3:30 PM (-05:00)			12/27/11 5:43 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/27/11 3:30 PM (-05:00)			12/27/11 5:43 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-27 03:15PM EST	2011-12-27 03:30PM EST	 D55 	2011-12-27 05:50PM EST	2011-12-27 05:51PM EST	 A3 
wunderground	AA-3592-MIA-CLE	2011-12-27 03:15PM EST	2011-12-27 03:30PM EST	 D55 	2011-12-27 05:50PM EST	2011-12-27 05:51PM EST	 A3 
flights	AA-3592-MIA-CLE	03:15 PM  Tue 27-Dec-2011	03:12 PM  Tue 27-Dec-2011	D55	06:10 PM  Tue 27-Dec-2011	06:31 PM  Tue 27-Dec-2011	A3
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Tue 27-Dec-2011	03:12 PM  Tue 27-Dec-2011	D55	06:10 PM  Tue 27-Dec-2011	06:31 PM  Tue 27-Dec-2011	A3
flylouisville	AA-3592-MIA-CLE	03:15 PM  Tue 27-Dec-2011	03:12 PM  Tue 27-Dec-2011	D55	06:10 PM  Tue 27-Dec-2011	06:31 PM  Tue 27-Dec-2011	A3
flightstats	AA-3592-MIA-CLE	2011-12-27 3:15 PM	2011-12-27 3:12 PM		2011-12-27 6:10 PM	2011-12-27 6:31 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-27 3:15 PM	2011-12-27 3:12 PM		2011-12-27 6:10 PM	2011-12-27 6:31 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-27 3:15 PM	2011-12-27 3:12 PM		2011-12-27 6:10 PM	2011-12-27 6:31 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 27	3:30 PM, Dec 27		6:10 PM, Dec 27	5:52 PM, Dec 27	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 27	3:30 PM, Dec 27		6:10 PM, Dec 27	5:52 PM, Dec 27	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 27	3:30 PM, Dec 27		6:10 PM, Dec 27	5:52 PM, Dec 27	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 27	3:30 PM, Dec 27		6:10 PM, Dec 27	5:52 PM, Dec 27	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 27	3:30 PM, Dec 27		6:10 PM, Dec 27	5:52 PM, Dec 27	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 27	3:30 PM, Dec 27		6:10 PM, Dec 27	5:52 PM, Dec 27	
travelocity	AA-3592-MIA-CLE	Dec 27 - 3:15pm	Dec 27 - 3:12pm	D55	Dec 27 - 6:10pm	Dec 27 - 6:31pm	A3
orbitz	AA-3592-MIA-CLE	3:15pDec 27	3:12pDec 27	 D55	6:10pDec 27	6:31pDec 27	 A3
weather	AA-3592-MIA-CLE	2011-12-27 03:15 PM			2011-12-27 06:10 PM		
ifly	AA-3592-MIA-CLE	2011-12-27 3:15 PM	2011-12-27 3:12 PM		2011-12-27 6:10 PM	2011-12-27 6:31 PM	
usatoday	AA-3592-MIA-CLE	3:15 PM, Dec 27	3:30 PM, Dec 27		6:10 PM, Dec 27	5:52 PM, Dec 27	
flightwise	AA-3592-MIA-CLE	2011-12-27 03:15PM EST	2011-12-27 03:30PM EST	 D55 	2011-12-27 05:50PM EST	2011-12-27 05:51PM EST	 A3 
flightarrival	AA-3592-MIA-CLE	2011-12-27 03:15 PM			2011-12-27 06:10 PM		
ua	UA-3925-IAD-ORF	Tue, Dec 27 8:42 AM	Tue, Dec 27 8:43 AM	A2G	Tue, Dec 27 9:55 AM	Tue, Dec 27 9:40 AM	--
flightexplorer	UA-3925-IAD-ORF		12/27/2011 8:55AM EST			12/27/2011 9:33AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/27/11 8:55 AM (-05:00)			12/27/11 9:33 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/27/11 8:55 AM (-05:00)			12/27/11 9:33 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/27/11 8:55 AM (-05:00)			12/27/11 9:33 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/27/11 8:55 AM (-05:00)			12/27/11 9:33 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-27 08:42AM EST	2011-12-27 08:52AM EST	 A2A 	2011-12-27 09:35AM EST	2011-12-27 09:45AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-27 08:42AM EST	2011-12-27 08:52AM EST	 A2A 	2011-12-27 09:35AM EST	2011-12-27 09:45AM EST	
flights	UA-3925-IAD-ORF		2011-12-27 08:43 AM	A2		2011-12-27 09:40 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-27 08:43 AM	A2		2011-12-27 09:40 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-27 08:43 AM	A2		2011-12-27 09:40 AM	
flightstats	UA-3925-IAD-ORF	2011-12-27 8:42 AM	2011-12-27 8:43 AM		2011-12-27 9:55 AM	2011-12-27 9:40 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-27 8:42 AM	2011-12-27 8:43 AM		2011-12-27 9:55 AM	2011-12-27 9:40 AM	
flightview	UA-3925-IAD-ORF		8:55 AMDec 27			9:40 AMDec 27	
panynj	UA-3925-IAD-ORF		8:55 AMDec 27			9:40 AMDec 27	
gofox	UA-3925-IAD-ORF		8:55 AMDec 27			9:40 AMDec 27	
foxbusiness	UA-3925-IAD-ORF		8:55 AMDec 27			9:40 AMDec 27	
allegiantair	UA-3925-IAD-ORF		8:55 AMDec 27			9:40 AMDec 27	
boston	UA-3925-IAD-ORF		8:55 AMDec 27			9:36 AMDec 27	
travelocity	UA-3925-IAD-ORF	Dec 27 - Not Available	Dec 27 - 8:54am	A2G	Dec 27 - Not Available	Dec 27 - 9:40am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 27	8:43aDec 27	 A2G	9:55aDec 27	9:40aDec 27	 -
weather	UA-3925-IAD-ORF	2011-12-27 08:42 AM			2011-12-27 09:55 AM		
flightwise	UA-3925-IAD-ORF	2011-12-27 08:42AM EST	2011-12-27 08:52AM EST	 A2A 	2011-12-27 09:35AM EST	2011-12-27 09:45AM EST	
flightarrival	UA-3925-IAD-ORF	2011-12-27 8:42 AM	2011-12-27 8:43 AM		2011-12-27 9:55 AM	2011-12-27 9:40 AM	
ua	UA-1977-CLT-CVG	Tue, Dec 27 11:50 AM	Tue, Dec 27 12:22 PM	E7	Tue, Dec 27 1:21 PM	Tue, Dec 27 1:46 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/27/11 12:38 PM (-05:00)			12/27/11 1:34 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/27/11 12:38 PM (-05:00)			12/27/11 1:34 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/27/11 12:38 PM (-05:00)			12/27/11 1:34 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/27/11 12:38 PM (-05:00)			12/27/11 1:34 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-27 12:22 PM	E7		2011-12-27 01:46 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-27 12:22 PM	E7		2011-12-27 01:46 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-27 12:22 PM	E7		2011-12-27 01:46 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-27 11:50 AM	2011-12-27 12:22 PM		2011-12-27 1:21 PM	2011-12-27 1:46 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-27 11:50 AM	2011-12-27 12:22 PM		2011-12-27 1:21 PM	2011-12-27 1:46 PM	
flightview	UA-1977-CLT-CVG		12:39 PMDec 27			1:42 PMDec 27	
panynj	UA-1977-CLT-CVG		12:39 PMDec 27			1:42 PMDec 27	
gofox	UA-1977-CLT-CVG		12:39 PMDec 27			1:42 PMDec 27	
foxbusiness	UA-1977-CLT-CVG		12:39 PMDec 27			1:42 PMDec 27	
allegiantair	UA-1977-CLT-CVG		12:39 PMDec 27			1:42 PMDec 27	
boston	UA-1977-CLT-CVG		12:39 PMDec 27			1:42 PMDec 27	
travelocity	UA-1977-CLT-CVG	Dec 27 - 11:50am	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 1:21pm	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:50aDec 27	12:22pDec 27	 -	1:21pDec 27	1:46pDec 27	 -
weather	UA-1977-CLT-CVG	2011-12-27 11:50 AM			2011-12-27 01:21 PM		
ifly	UA-1977-CLT-CVG	2011-12-27 11:50 AM	2011-12-27 12:22 PM		2011-12-27 1:21 PM	2011-12-27 1:46 PM	
mytripandmore	UA-1977-CLT-CVG	11:50aDec 27	12:22pDec 27	 -	1:21pDec 27	1:46pDec 27	 -
aa	AA-393-DFW-DEN	December 27, 2011               06:55 AM    	December 27, 2011               07:13 AM    	 C30	December 27, 2011               07:55 AM    	December 27, 2011               08:15 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/27/2011 7:28AM CST			12/27/2011 8:01AM MST	
airtravelcenter	AA-393-DFW-DEN		12/27/11 7:28 AM (-06:00)			12/27/11 8:01 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/27/11 7:28 AM (-06:00)			12/27/11 8:01 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/27/11 7:28 AM (-06:00)			12/27/11 8:01 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/27/11 7:28 AM (-06:00)			12/27/11 8:01 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-27 06:55AM CST	2011-12-27 07:28AM CST	 C30 	2011-12-27 07:53AM MST	2011-12-27 08:07AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-27 06:55AM CST	2011-12-27 07:28AM CST	 C30 	2011-12-27 07:53AM MST	2011-12-27 08:07AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Tue 27-Dec-2011	07:13 AM  Tue 27-Dec-2011	C30	07:55 AM  Tue 27-Dec-2011	08:15 AM  Tue 27-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Tue 27-Dec-2011	07:13 AM  Tue 27-Dec-2011	C30	07:55 AM  Tue 27-Dec-2011	08:15 AM  Tue 27-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Tue 27-Dec-2011	07:13 AM  Tue 27-Dec-2011	C30	07:55 AM  Tue 27-Dec-2011	08:15 AM  Tue 27-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-27 6:55 AM	2011-12-27 7:13 AM		2011-12-27 7:55 AM	2011-12-27 8:15 AM	
quicktrip	AA-393-DFW-DEN	2011-12-27 6:55 AM	2011-12-27 7:13 AM		2011-12-27 7:55 AM	2011-12-27 8:15 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-27 6:55 AM	2011-12-27 7:13 AM		2011-12-27 7:55 AM	2011-12-27 8:15 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 27	7:28 AM, Dec 27	C30	7:55 AM, Dec 27	8:12 AM, Dec 27	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 27	7:28 AM, Dec 27	C30	7:55 AM, Dec 27	8:12 AM, Dec 27	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 27	7:28 AM, Dec 27		7:55 AM, Dec 27	8:12 AM, Dec 27	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 27	7:28 AM, Dec 27	C30	7:55 AM, Dec 27	8:12 AM, Dec 27	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 27	7:28 AM, Dec 27	C30	7:55 AM, Dec 27	8:12 AM, Dec 27	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 27	7:28 AM, Dec 27		7:55 AM, Dec 27	8:12 AM, Dec 27	
travelocity	AA-393-DFW-DEN	Dec 27 - 6:55am	Dec 27 - 7:13am	C30/C	Dec 27 - 7:55am	Dec 27 - 8:15am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 27	7:13aDec 27	 C30	7:55aDec 27	8:15aDec 27	 A49
weather	AA-393-DFW-DEN	2011-12-27 06:55 AM	2011-12-27 07:28 AM		2011-12-27 07:55 AM	2011-12-27 08:08 AM	
den	AA-393-DFW-DEN				2011-12-27 7:55 AM		A49
flightarrival	AA-393-DFW-DEN	2011-12-27 06:55 AM	2011-12-27 07:28 AM		2011-12-27 07:55 AM	2011-12-27 08:08 AM	
aa	AA-3508-ATL-MIA	December 27, 2011               07:40 PM    	December 27, 2011               07:49 PM    	 T10	December 27, 2011               09:40 PM    	December 27, 2011               09:58 PM    	 D60B    
flightexplorer	AA-3508-ATL-MIA		12/27/2011 8:16PM EST			12/27/2011 9:48PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/27/11 8:16 PM (-05:00)			12/27/11 9:48 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/27/11 8:16 PM (-05:00)			12/27/11 9:48 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/27/11 8:16 PM (-05:00)			12/27/11 9:48 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/27/11 8:16 PM (-05:00)			12/27/11 9:48 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-27 07:40PM EST	2011-12-27 08:16PM EST	 T10 	2011-12-27 09:35PM EST	2011-12-27 09:45PM EST	 D60B 
wunderground	AA-3508-ATL-MIA	2011-12-27 07:40PM EST	2011-12-27 08:16PM EST	 T10 	2011-12-27 09:35PM EST	2011-12-27 09:45PM EST	 D60B 
flights	AA-3508-ATL-MIA	07:40 PM  Tue 27-Dec-2011	07:49 PM  Tue 27-Dec-2011	T10	09:40 PM  Tue 27-Dec-2011	09:58 PM  Tue 27-Dec-2011	D60
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Tue 27-Dec-2011	07:49 PM  Tue 27-Dec-2011	T10	09:40 PM  Tue 27-Dec-2011	09:58 PM  Tue 27-Dec-2011	D60
flylouisville	AA-3508-ATL-MIA	07:40 PM  Tue 27-Dec-2011	07:49 PM  Tue 27-Dec-2011	T10	09:40 PM  Tue 27-Dec-2011	09:58 PM  Tue 27-Dec-2011	D60
flightstats	AA-3508-ATL-MIA	2011-12-27 7:40 PM	2011-12-27 7:49 PM		2011-12-27 9:40 PM	2011-12-27 9:58 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-27 7:40 PM	2011-12-27 7:49 PM		2011-12-27 9:40 PM	2011-12-27 9:58 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-27 7:40 PM	2011-12-27 7:49 PM		2011-12-27 9:40 PM	2011-12-27 9:58 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 27	8:16 PM, Dec 27	T10	9:40 PM, Dec 27	9:58 PM, Dec 27	Terminal D - D60
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 27	8:16 PM, Dec 27	T10	9:40 PM, Dec 27	9:58 PM, Dec 27	Terminal D - D60
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 27	8:16 PM, Dec 27		9:40 PM, Dec 27	9:58 PM, Dec 27	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 27	8:16 PM, Dec 27	T10	9:40 PM, Dec 27	9:58 PM, Dec 27	Terminal D - D60
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 27	8:16 PM, Dec 27	T10	9:40 PM, Dec 27	9:58 PM, Dec 27	Terminal D - D60
boston	AA-3508-ATL-MIA	7:40 PM, Dec 27	8:16 PM, Dec 27		9:40 PM, Dec 27	9:46 PM, Dec 27	
travelocity	AA-3508-ATL-MIA	Dec 27 - 7:40pm	Dec 27 - 7:49pm	T10	Dec 27 - 9:40pm	Dec 27 - 9:58pm	D60
orbitz	AA-3508-ATL-MIA	7:40pDec 27	7:49pDec 27	 T10	9:40pDec 27	9:58pDec 27	 D60B
weather	AA-3508-ATL-MIA	2011-12-27 07:40 PM			2011-12-27 09:40 PM		
usatoday	AA-3508-ATL-MIA	7:40 PM, Dec 27	8:16 PM, Dec 27		9:40 PM, Dec 27	9:46 PM, Dec 27	
mytripandmore	AA-3508-ATL-MIA	Dec 27 - 7:40pm	Dec 27 - 7:49pm	T10	Dec 27 - 9:40pm	Dec 27 - 9:58pm	D60
ua	UA-2690-DTW-PHL	Tue, Dec 27 7:10 AM	Tue, Dec 27 7:10 AM	D24	Tue, Dec 27 8:53 AM	Tue, Dec 27 9:14 AM	A21
airtravelcenter	UA-2690-DTW-PHL		12/27/11 7:49 AM (-05:00)			12/27/11 9:12 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/27/11 7:49 AM (-05:00)			12/27/11 9:12 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/27/11 7:49 AM (-05:00)			12/27/11 9:12 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/27/11 7:49 AM (-05:00)			12/27/11 9:12 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-27 07:03 AM	D24		2011-12-27 09:14 AM	21
businesstravellogue	UA-2690-DTW-PHL		2011-12-27 07:03 AM	D24		2011-12-27 09:14 AM	21
flylouisville	UA-2690-DTW-PHL		2011-12-27 07:03 AM	D24		2011-12-27 09:14 AM	21
flightview	UA-2690-DTW-PHL		7:49 AMDec 27			8:53 AMDec 27	
panynj	UA-2690-DTW-PHL		7:49 AMDec 27			8:53 AMDec 27	
gofox	UA-2690-DTW-PHL		7:49 AMDec 27			8:53 AMDec 27	
foxbusiness	UA-2690-DTW-PHL		7:49 AMDec 27			8:53 AMDec 27	
allegiantair	UA-2690-DTW-PHL		7:49 AMDec 27			8:53 AMDec 27	
boston	UA-2690-DTW-PHL		7:49 AMDec 27			9:09 AMDec 27	
travelocity	UA-2690-DTW-PHL	Dec 27 - 7:10am	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 8:53am	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-2690-DTW-PHL	7:10aDec 27	7:03aDec 27	 -	8:53aDec 27	9:14aDec 27	 -
weather	UA-2690-DTW-PHL	2011-12-27 07:10 AM			2011-12-27 08:53 AM		
mytripandmore	UA-2690-DTW-PHL	7:10aDec 27	7:03aDec 27	 -	8:53aDec 27	9:14aDec 27	 -
flightarrival	UA-2690-DTW-PHL	2011-12-27 07:10 AM			2011-12-27 08:53 AM		
CO	CO-1097-IAH-LAX	Tue., Dec.27, 2011 1:05 p.m.	Tue., Dec.27, 2011 1:12 p.m.		Tue., Dec.27, 2011 3:00 p.m.	Tue., Dec.27, 2011 2:59 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/27/2011 1:05PM CST			12/27/2011 3:00PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/27/11 1:05 PM (-06:00)			12/27/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/27/11 1:05 PM (-06:00)			12/27/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/27/11 1:05 PM (-06:00)			12/27/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/27/11 1:05 PM (-06:00)			12/27/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-27 01:05PM CST	2011-12-27 01:29PM CST	 39 	2011-12-27 02:32PM PST	2011-12-27 02:51PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-27 01:05PM CST	2011-12-27 01:29PM CST	 39 	2011-12-27 02:32PM PST	2011-12-27 02:51PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-27 01:12 PM	39		2011-12-27 02:59 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-27 01:12 PM	39		2011-12-27 02:59 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-27 01:12 PM	39		2011-12-27 02:59 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-27 1:05 PM	2011-12-27 1:12 PM		2011-12-27 3:00 PM	2011-12-27 2:59 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-27 1:05 PM	2011-12-27 1:12 PM		2011-12-27 3:00 PM	2011-12-27 2:59 PM	
flightview	CO-1097-IAH-LAX		1:12 PMDec 27			2:59 PMDec 27	
panynj	CO-1097-IAH-LAX		1:12 PMDec 27			2:59 PMDec 27	
gofox	CO-1097-IAH-LAX		1:12 PMDec 27			2:59 PMDec 27	
foxbusiness	CO-1097-IAH-LAX		1:12 PMDec 27			2:59 PMDec 27	
allegiantair	CO-1097-IAH-LAX		1:12 PMDec 27			2:59 PMDec 27	
boston	CO-1097-IAH-LAX	1:05 PMDec 27			3:00 PMDec 27		
orbitz	CO-1097-IAH-LAX	1:05pDec 27	1:12pDec 27	 39	3:00pDec 27	2:59pDec 27	 64
usatoday	CO-1097-IAH-LAX	2011-12-27 1:05 PM	2011-12-27 1:12 PM		2011-12-27 3:00 PM	2011-12-27 2:59 PM	
aa	AA-637-ORD-LAX	December 27, 2011               04:40 PM    	December 27, 2011               04:40 PM    	 H14	December 27, 2011               07:10 PM    	December 27, 2011     	 47B    
flightexplorer	AA-637-ORD-LAX		12/27/2011 4:53PM CST			12/27/2011 7:05PM PST	
airtravelcenter	AA-637-ORD-LAX		12/27/11 4:53 PM (-06:00)			12/27/11 7:07 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/27/11 4:53 PM (-06:00)			12/27/11 7:07 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/27/11 4:53 PM (-06:00)			12/27/11 7:07 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/27/11 4:53 PM (-06:00)			12/27/11 7:07 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-27 04:40PM CST	2011-12-27 04:53PM CST	 H14 	2011-12-27 07:03PM PST	2011-12-27 07:05PM PST	 47B 
wunderground	AA-637-ORD-LAX	2011-12-27 04:40PM CST	2011-12-27 04:53PM CST	 H14 	2011-12-27 07:03PM PST	2011-12-27 07:05PM PST	 47B 
flights	AA-637-ORD-LAX	04:40 PM  Tue 27-Dec-2011		H14	07:10 PM  Tue 27-Dec-2011		47B
businesstravellogue	AA-637-ORD-LAX	04:40 PM  Tue 27-Dec-2011		H14	07:10 PM  Tue 27-Dec-2011		47B
flylouisville	AA-637-ORD-LAX	04:40 PM  Tue 27-Dec-2011		H14	07:10 PM  Tue 27-Dec-2011		47B
world-flight-tracker	AA-637-ORD-LAX	2011-12-27 4:40 PM	2011-12-27 4:40 PM		2011-12-27 7:10 PM	2011-12-27 7:09 PM (Estimated)	
flightview	AA-637-ORD-LAX	4:40 PM, Dec 27	4:53 PM, Dec 27		7:10 PM, Dec 27		
panynj	AA-637-ORD-LAX	4:40 PM, Dec 27	4:53 PM, Dec 27		7:10 PM, Dec 27		
gofox	AA-637-ORD-LAX	4:40 PM, Dec 27	4:53 PM, Dec 27		7:10 PM, Dec 27		
foxbusiness	AA-637-ORD-LAX	4:40 PM, Dec 27	4:53 PM, Dec 27		7:10 PM, Dec 27		
allegiantair	AA-637-ORD-LAX	4:40 PM, Dec 27	4:53 PM, Dec 27		7:10 PM, Dec 27		
boston	AA-637-ORD-LAX	4:40 PM, Dec 27	4:53 PM, Dec 27		7:10 PM, Dec 27	7:02 PM, Dec 27&nbsp(Estimated)	
travelocity	AA-637-ORD-LAX	Dec 27 - 4:40pm	Dec 27 - 4:40pm	H14/T3	Dec 27 - 7:10pm	Dec 27 - 7:05pm*	47B/T4
orbitz	AA-637-ORD-LAX	4:40pDec 27	4:40pDec 27	 H14	6:58pDec 27		 47B
weather	AA-637-ORD-LAX	2011-12-27 04:40 PM	2011-12-27 04:53 PM		2011-12-27 07:10 PM	2011-12-27 07:07 PM	
usatoday	AA-637-ORD-LAX	2011-12-27 04:40 PM	2011-12-27 04:53 PM		2011-12-27 07:10 PM	2011-12-27 07:07 PM	
mytripandmore	AA-637-ORD-LAX	4:40pDec 27	4:40pDec 27	 H14	6:58pDec 27		 47B
ua	UA-1406-IAH-LAX	Tue, Dec 27 8:30 PM	Tue, Dec 27 8:36 PM            Delayed	E23	Tue, Dec 27 10:24 PM	Tue, Dec 27 10:37 PM	61
flightexplorer	UA-1406-IAH-LAX		12/27/2011 8:53PM CST			12/27/2011 10:23PM PST	
airtravelcenter	UA-1406-IAH-LAX	12/27/11 8:30 PM (-06:00)			12/27/11 10:24 PM (-08:00)		
myrateplan	UA-1406-IAH-LAX	12/27/11 8:30 PM (-06:00)			12/27/11 10:24 PM (-08:00)		
helloflight	UA-1406-IAH-LAX	12/27/11 8:30 PM (-06:00)			12/27/11 10:24 PM (-08:00)		
flytecomm	UA-1406-IAH-LAX	12/27/11 8:30 PM (-06:00)			12/27/11 10:24 PM (-08:00)		
flightaware	UA-1406-IAH-LAX	2011-12-27 08:30PM CST	2011-12-27 08:54PM CST	 E23 	2011-12-27 10:14PM PST	2011-12-27 10:26PM PST	 61 
wunderground	UA-1406-IAH-LAX	2011-12-27 08:30PM CST	2011-12-27 08:54PM CST	 E23 	2011-12-27 10:14PM PST	2011-12-27 10:26PM PST	 61 
flights	UA-1406-IAH-LAX		2011-12-27 08:36 PM	23		2011-12-27 10:24 PM	61
businesstravellogue	UA-1406-IAH-LAX		2011-12-27 08:36 PM	23		2011-12-27 10:24 PM	61
flylouisville	UA-1406-IAH-LAX		2011-12-27 08:36 PM	23		2011-12-27 10:24 PM	61
flightstats	UA-1406-IAH-LAX	2011-12-27 8:30 PM	2011-12-27 8:36 PM		2011-12-27 10:24 PM	2011-12-27 10:28 PM (Estimated)	
quicktrip	UA-1406-IAH-LAX	2011-12-27 8:30 PM	2011-12-27 8:36 PM		2011-12-27 10:24 PM	2011-12-27 10:28 PM (Estimated)	
flightview	UA-1406-IAH-LAX		8:54 PMDec 27			10:32 PMDec 27	
panynj	UA-1406-IAH-LAX		8:54 PMDec 27			10:32 PMDec 27	
gofox	UA-1406-IAH-LAX		8:54 PMDec 27			10:32 PMDec 27	
foxbusiness	UA-1406-IAH-LAX		8:54 PMDec 27			10:32 PMDec 27	
