aa	AA-1007-TPA-MIA	December 8, 2011               01:55 PM    	December 8, 2011               01:55 PM    	 F80	December 8, 2011               03:00 PM    	December 8, 2011               02:55 PM    	 D12    
boston	CO-53-LAX-IAH		2:53 PMDec 08			7:33 PMDec 08	
travelocity	CO-53-LAX-IAH	Dec 08 - 2:40pm	Dec 08 - 2:39pm	60	Dec 08 - 7:48pm	Dec 08 - 7:35pm	E8
orbitz	CO-53-LAX-IAH	2:40pDec 8	2:39pDec 8	 60	7:48pDec 8	7:35pDec 8	 E8
weather	CO-53-LAX-IAH	2011-12-08 02:40 PM			2011-12-08 07:48 PM		
mytripandmore	CO-53-LAX-IAH	2:40pDec 8	2:39pDec 8	 60	7:48pDec 8	7:35pDec 8	 E8
flightarrival	CO-53-LAX-IAH		2:53 PMDec 08			7:33 PMDec 08	
CO	CO-1030-DEN-IAH	Thu., Dec.08, 2011 2:15 p.m.	Thu., Dec.08, 2011 2:19 p.m.		Thu., Dec.08, 2011 5:38 p.m.	Thu., Dec.08, 2011 5:33 p.m.	
airtravelcenter	CO-1030-DEN-IAH	12/8/11 2:15 PM (-07:00)			12/8/11 5:38 PM (-06:00)		
myrateplan	CO-1030-DEN-IAH	12/8/11 2:15 PM (-07:00)			12/8/11 5:38 PM (-06:00)		
helloflight	CO-1030-DEN-IAH	12/8/11 2:15 PM (-07:00)			12/8/11 5:38 PM (-06:00)		
flytecomm	CO-1030-DEN-IAH	12/8/11 2:15 PM (-07:00)			12/8/11 5:38 PM (-06:00)		
flights	CO-1030-DEN-IAH		2011-12-08 02:19 PM	B18		2011-12-08 05:33 PM	34
businesstravellogue	CO-1030-DEN-IAH		2011-12-08 02:19 PM	B18		2011-12-08 05:33 PM	34
flylouisville	CO-1030-DEN-IAH		2011-12-08 02:19 PM	B18		2011-12-08 05:33 PM	34
flightstats	CO-1030-DEN-IAH	2011-12-08 2:15 PM	2011-12-08 2:19 PM		2011-12-08 5:38 PM	2011-12-08 5:33 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-08 2:15 PM	2011-12-08 2:19 PM		2011-12-08 5:38 PM	2011-12-08 5:33 PM	
flightview	CO-1030-DEN-IAH		2:32 PMDec 08			5:33 PMDec 08	
panynj	CO-1030-DEN-IAH		2:32 PMDec 08			5:33 PMDec 08	
gofox	CO-1030-DEN-IAH		2:32 PMDec 08			5:33 PMDec 08	
foxbusiness	CO-1030-DEN-IAH		2:32 PMDec 08			5:33 PMDec 08	
allegiantair	CO-1030-DEN-IAH		2:32 PMDec 08			5:33 PMDec 08	
boston	CO-1030-DEN-IAH		2:32 PMDec 08			5:24 PMDec 08	
travelocity	CO-1030-DEN-IAH	Dec 08 - 2:15pm	Dec 08 - 2:19pm	B18	Dec 08 - 5:38pm	Dec 08 - 5:33pm	C-34
orbitz	CO-1030-DEN-IAH	2:15pDec 8	2:19pDec 8	 B18	5:38pDec 8	5:33pDec 8	 C-34
weather	CO-1030-DEN-IAH	2011-12-08 02:15 PM			2011-12-08 05:38 PM		
den	CO-1030-DEN-IAH	2011-12-08 2:15 PM		B18			
ifly	CO-1030-DEN-IAH	2011-12-08 2:15 PM	2011-12-08 2:19 PM		2011-12-08 5:38 PM	2011-12-08 5:33 PM	
usatoday	CO-1030-DEN-IAH		2:32 PMDec 08			5:24 PMDec 08	
mytripandmore	CO-1030-DEN-IAH	Dec 08 - 2:15pm	Dec 08 - 2:19pm	B18	Dec 08 - 5:38pm	Dec 08 - 5:33pm	C-34
ua	UA-1005-BOS-IAH	Thu, Dec 8 4:19 PM	Thu, Dec 8 4:19 PM	A7	Thu, Dec 8 7:49 PM	Thu, Dec 8 7:49 PM	C-45
flightexplorer	UA-1005-BOS-IAH	12/8/2011 4:19PM EST			12/8/2011 7:49PM CST		
airtravelcenter	UA-1005-BOS-IAH	12/8/11 4:19 PM (-05:00)			12/8/11 7:49 PM (-06:00)		
myrateplan	UA-1005-BOS-IAH	12/8/11 4:19 PM (-05:00)			12/8/11 7:49 PM (-06:00)		
helloflight	UA-1005-BOS-IAH	12/8/11 4:19 PM (-05:00)			12/8/11 7:49 PM (-06:00)		
flytecomm	UA-1005-BOS-IAH	12/8/11 4:19 PM (-05:00)			12/8/11 7:49 PM (-06:00)		
flightaware	UA-1005-BOS-IAH	2011-12-08 04:19PM EST	2011-12-08 04:29PM EST	 A7 	2011-12-08 07:29PM CST	2011-12-08 07:39PM CST	 45 
wunderground	UA-1005-BOS-IAH	2011-12-08 04:19PM EST	2011-12-08 04:29PM EST	 A7 	2011-12-08 07:29PM CST	2011-12-08 07:39PM CST	 45 
flights	UA-1005-BOS-IAH	2011-12-08 04:19 PM		A7	2011-12-08 07:49 PM		45
businesstravellogue	UA-1005-BOS-IAH	2011-12-08 04:19 PM		A7	2011-12-08 07:49 PM		45
flylouisville	UA-1005-BOS-IAH	2011-12-08 04:19 PM		A7	2011-12-08 07:49 PM		45
flightview	UA-1005-BOS-IAH	4:19 PMDec 08			7:49 PMDec 08		
panynj	UA-1005-BOS-IAH	4:19 PMDec 08			7:49 PMDec 08		
gofox	UA-1005-BOS-IAH	4:19 PMDec 08			7:49 PMDec 08		
foxbusiness	UA-1005-BOS-IAH	4:19 PMDec 08			7:49 PMDec 08		
allegiantair	UA-1005-BOS-IAH	4:19 PMDec 08			7:49 PMDec 08		
boston	UA-1005-BOS-IAH	4:19 PMDec 08			7:49 PMDec 08		
travelocity	UA-1005-BOS-IAH	Dec 08 - 4:19pm	Dec 08 - Contact Airline	Not provided by airline	Dec 08 - 7:49pm	Dec 08 - Contact Airline	Not provided by airline
orbitz	UA-1005-BOS-IAH	4:19pDec 8		 A7	7:49pDec 8		 45
weather	UA-1005-BOS-IAH	2011-12-08 04:19 PM			2011-12-08 07:49 PM		
mytripandmore	UA-1005-BOS-IAH	Dec 08 - 4:19pm	Dec 08 - Contact Airline	Not provided by airline	Dec 08 - 7:49pm	Dec 08 - Contact Airline	Not provided by airline
aa	AA-185-JFK-LAX	December 8, 2011               09:00 PM    	December 8, 2011     	 46	December 9, 2011               12:23 AM    	December 9, 2011     	 49A    
flightexplorer	AA-185-JFK-LAX		12/7/2011 9:32PM EST			12/8/2011 12:18AM PST	
flightexplorer	AA-185-JFK-LAX	12/8/2011 10:07PM EST			12/9/2011 12:55AM PST		
airtravelcenter	AA-185-JFK-LAX		12/8/11 10:05 PM (-05:00)			12/9/11 12:03 AM (-08:00)	
myrateplan	AA-185-JFK-LAX		12/8/11 10:05 PM (-05:00)			12/9/11 12:03 AM (-08:00)	
helloflight	AA-185-JFK-LAX		12/8/11 10:05 PM (-05:00)			12/9/11 12:03 AM (-08:00)	
flytecomm	AA-185-JFK-LAX		12/8/11 10:05 PM (-05:00)			12/9/11 12:03 AM (-08:00)	
flightaware	AA-185-JFK-LAX	2011-12-08 09:00PM EST	2011-12-08 09:27PM EST	 46 	2011-12-08 11:49PM PST	2011-12-08 12:55AM PST	 49A 
wunderground	AA-185-JFK-LAX	2011-12-08 09:00PM EST	2011-12-08 09:27PM EST	 46 	2011-12-08 11:49PM PST	2011-12-08 12:55AM PST	 49A 
flights	AA-185-JFK-LAX	09:00 PM  Thu 08-Dec-2011		C46	12:23 AM  Fri 09-Dec-2011		47B
businesstravellogue	AA-185-JFK-LAX	09:00 PM  Thu 08-Dec-2011		C46	12:23 AM  Fri 09-Dec-2011		47B
flylouisville	AA-185-JFK-LAX	09:00 PM  Thu 08-Dec-2011		C46	12:23 AM  Fri 09-Dec-2011		47B
flightstats	AA-185-JFK-LAX	2011-12-08 9:00 PM	2011-12-08 9:10 PM (Estimated runway)		2011-12-08 12:23 AM	2011-12-08 11:59 PM (Estimated runway)	
quicktrip	AA-185-JFK-LAX	2011-12-08 9:00 PM	2011-12-08 9:10 PM (Estimated runway)		2011-12-08 12:23 AM	2011-12-08 11:59 PM (Estimated runway)	
world-flight-tracker	AA-185-JFK-LAX	2011-12-08 9:00 PM	2011-12-08 9:10 PM (Estimated runway)		2011-12-08 12:23 AM	2011-12-08 11:59 PM (Estimated runway)	
flightview	AA-185-JFK-LAX	9:00 PM, Dec 08		Terminal 8 - 46	12:23 AM, Dec 09		Terminal 4 - 49A
panynj	AA-185-JFK-LAX	9:00 PM, Dec 08		Terminal 8 - 46	12:23 AM, Dec 09		Terminal 4 - 49A
gofox	AA-185-JFK-LAX	9:00 PM, Dec 08			12:23 AM, Dec 09		
foxbusiness	AA-185-JFK-LAX	9:00 PM, Dec 08		Terminal 8 - 46	12:23 AM, Dec 09		Terminal 4 - 49A
allegiantair	AA-185-JFK-LAX	9:00 PM, Dec 08		Terminal 8 - 46	12:23 AM, Dec 09		Terminal 4 - 49A
boston	AA-185-JFK-LAX	9:00 PM, Dec 08	Not Available		12:23 AM, Dec 09	Not Available	
travelocity	AA-185-JFK-LAX	Dec 08 - 9:00pm	Dec 08 - Not Available	46/8	Dec 09 - 12:23am	Dec 09 - Not Available	49A/T4
orbitz	AA-185-JFK-LAX	9:00pDec 8		 46	12:23aDec 9		 49A
weather	AA-185-JFK-LAX	2011-12-08 09:00 PM	2011-12-08 09:27 PM		2011-12-08 12:23 AM	2011-12-08 12:03 AM	
usatoday	AA-185-JFK-LAX	9:00 PM, Dec 08	Not Available		12:23 AM, Dec 09	Not Available	
mytripandmore	AA-185-JFK-LAX	9:00pDec 8		 46	12:23aDec 9		 49A
flightarrival	AA-185-JFK-LAX	9:00 PM, Dec 08	Not Available		12:23 AM, Dec 09	Not Available	
aa	AA-3592-MIA-CLE	December 8, 2011               03:15 PM    	December 8, 2011               03:26 PM    	 D60	December 8, 2011               06:10 PM    	December 8, 2011               06:10 PM    	 A3    
flightexplorer	AA-3592-MIA-CLE		12/8/2011 3:39PM EST			12/8/2011 5:56PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/8/11 3:39 PM (-05:00)			12/8/11 5:56 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/8/11 3:39 PM (-05:00)			12/8/11 5:56 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/8/11 3:39 PM (-05:00)			12/8/11 5:56 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/8/11 3:39 PM (-05:00)			12/8/11 5:56 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-08 03:15PM EST	2011-12-08 03:39PM EST	 D60 	2011-12-08 05:50PM EST	2011-12-08 06:04PM EST	 A3 
wunderground	AA-3592-MIA-CLE	2011-12-08 03:15PM EST	2011-12-08 03:39PM EST	 D60 	2011-12-08 05:50PM EST	2011-12-08 06:04PM EST	 A3 
flights	AA-3592-MIA-CLE	03:15 PM  Thu 08-Dec-2011	03:26 PM  Thu 08-Dec-2011	D60	06:10 PM  Thu 08-Dec-2011	06:10 PM  Thu 08-Dec-2011	A3
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Thu 08-Dec-2011	03:26 PM  Thu 08-Dec-2011	D60	06:10 PM  Thu 08-Dec-2011	06:10 PM  Thu 08-Dec-2011	A3
flylouisville	AA-3592-MIA-CLE	03:15 PM  Thu 08-Dec-2011	03:26 PM  Thu 08-Dec-2011	D60	06:10 PM  Thu 08-Dec-2011	06:10 PM  Thu 08-Dec-2011	A3
flightstats	AA-3592-MIA-CLE	2011-12-08 3:15 PM	2011-12-08 3:26 PM		2011-12-08 6:10 PM	2011-12-08 6:10 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-08 3:15 PM	2011-12-08 3:26 PM		2011-12-08 6:10 PM	2011-12-08 6:10 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-08 3:15 PM	2011-12-08 3:26 PM		2011-12-08 6:10 PM	2011-12-08 6:10 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 08	3:39 PM, Dec 08		6:10 PM, Dec 08	6:02 PM, Dec 08	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 08	3:39 PM, Dec 08		6:10 PM, Dec 08	6:02 PM, Dec 08	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 08	3:39 PM, Dec 08		6:10 PM, Dec 08	6:02 PM, Dec 08	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 08	3:39 PM, Dec 08		6:10 PM, Dec 08	6:02 PM, Dec 08	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 08	3:39 PM, Dec 08		6:10 PM, Dec 08	6:02 PM, Dec 08	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 08	3:39 PM, Dec 08		6:10 PM, Dec 08	6:02 PM, Dec 08	
travelocity	AA-3592-MIA-CLE	Dec 08 - 3:15pm	Dec 08 - 3:26pm	D60	Dec 08 - 6:10pm	Dec 08 - 6:10pm	A3
orbitz	AA-3592-MIA-CLE	3:15pDec 8	3:26pDec 8	 D60	6:10pDec 8	6:10pDec 8	 A3
weather	AA-3592-MIA-CLE	2011-12-08 03:15 PM			2011-12-08 06:10 PM		
mytripandmore	AA-3592-MIA-CLE	Dec 08 - 3:15pm	Dec 08 - 3:26pm	D60	Dec 08 - 6:10pm	Dec 08 - 6:10pm	A3
flightarrival	AA-3592-MIA-CLE	3:15 PM, Dec 08	3:39 PM, Dec 08		6:10 PM, Dec 08	6:02 PM, Dec 08	
ua	UA-3925-IAD-ORF	Thu, Dec 8 8:42 AM	Thu, Dec 8 8:59 AM	A1G	Thu, Dec 8 9:55 AM	Thu, Dec 8 9:53 AM	1C
flightexplorer	UA-3925-IAD-ORF		12/8/2011 9:16AM EST			12/8/2011 9:50AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/8/11 9:16 AM (-05:00)			12/8/11 9:45 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/8/11 9:16 AM (-05:00)			12/8/11 9:45 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/8/11 9:16 AM (-05:00)			12/8/11 9:45 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/8/11 9:16 AM (-05:00)			12/8/11 9:45 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-08 08:42AM EST	2011-12-08 09:03AM EST	 A2G 	2011-12-08 09:20AM EST	2011-12-08 09:41AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-08 08:42AM EST	2011-12-08 09:03AM EST	 A2G 	2011-12-08 09:20AM EST	2011-12-08 09:41AM EST	
flights	UA-3925-IAD-ORF		2011-12-08 08:59 AM	A1		2011-12-08 09:53 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-08 08:59 AM	A1		2011-12-08 09:53 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-08 08:59 AM	A1		2011-12-08 09:53 AM	
flightstats	UA-3925-IAD-ORF	2011-12-08 8:42 AM	2011-12-08 8:59 AM		2011-12-08 9:55 AM	2011-12-08 9:53 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-08 8:42 AM	2011-12-08 8:59 AM		2011-12-08 9:55 AM	2011-12-08 9:53 AM	
flightview	UA-3925-IAD-ORF		9:16 AMDec 08			9:53 AMDec 08	
panynj	UA-3925-IAD-ORF		9:16 AMDec 08			9:53 AMDec 08	
gofox	UA-3925-IAD-ORF		9:16 AMDec 08			9:53 AMDec 08	
foxbusiness	UA-3925-IAD-ORF		9:16 AMDec 08			9:53 AMDec 08	
allegiantair	UA-3925-IAD-ORF		9:16 AMDec 08			9:53 AMDec 08	
boston	UA-3925-IAD-ORF		9:16 AMDec 08			9:50 AMDec 08	
travelocity	UA-3925-IAD-ORF	Dec 08 - Not Available	Dec 08 - 9:15am	A1G	Dec 08 - Not Available	Dec 08 - 9:53am	1C
orbitz	UA-3925-IAD-ORF	8:42aDec 8	8:59aDec 8	 A1G	9:55aDec 8	9:53aDec 8	 1C
weather	UA-3925-IAD-ORF	2011-12-08 08:42 AM			2011-12-08 09:55 AM		
usatoday	UA-3925-IAD-ORF	2011-12-08 08:42 AM			2011-12-08 09:55 AM		
mytripandmore	UA-3925-IAD-ORF	8:42aDec 8	8:59aDec 8	 A1G	9:55aDec 8	9:53aDec 8	 1C
ua	UA-1977-CLT-CVG	Thu, Dec 8 11:45 AM	Thu, Dec 8 11:45 AM	E7	Thu, Dec 8 1:14 PM	Thu, Dec 8 1:17 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/8/11 12:03 PM (-05:00)			12/8/11 1:01 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/8/11 12:03 PM (-05:00)			12/8/11 1:01 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/8/11 12:03 PM (-05:00)			12/8/11 1:01 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/8/11 12:03 PM (-05:00)			12/8/11 1:01 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-08 11:48 AM	E7		2011-12-08 01:17 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-08 11:48 AM	E7		2011-12-08 01:17 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-08 11:48 AM	E7		2011-12-08 01:17 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-08 11:45 AM	2011-12-08 11:48 AM		2011-12-08 1:14 PM	2011-12-08 1:17 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-08 11:45 AM	2011-12-08 11:48 AM		2011-12-08 1:14 PM	2011-12-08 1:17 PM	
flightview	UA-1977-CLT-CVG		12:04 PMDec 08			1:07 PMDec 08	
panynj	UA-1977-CLT-CVG		12:04 PMDec 08			1:07 PMDec 08	
gofox	UA-1977-CLT-CVG		12:04 PMDec 08			1:07 PMDec 08	
foxbusiness	UA-1977-CLT-CVG		12:04 PMDec 08			1:07 PMDec 08	
allegiantair	UA-1977-CLT-CVG		12:04 PMDec 08			1:07 PMDec 08	
boston	UA-1977-CLT-CVG		12:04 PMDec 08			1:07 PMDec 08	
travelocity	UA-1977-CLT-CVG	Dec 08 - 11:45am	Dec 08 - Contact Airline	Not provided by airline	Dec 08 - 1:14pm	Dec 08 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:45aDec 8	11:48aDec 8	 -	1:14pDec 8	1:17pDec 8	 -
weather	UA-1977-CLT-CVG	2011-12-08 11:45 AM			2011-12-08 01:14 PM		
ifly	UA-1977-CLT-CVG	2011-12-08 11:45 AM	2011-12-08 11:48 AM		2011-12-08 1:14 PM	2011-12-08 1:17 PM	
usatoday	UA-1977-CLT-CVG		12:04 PMDec 08			1:07 PMDec 08	
aa	AA-393-DFW-DEN	December 8, 2011               06:55 AM    	December 8, 2011               06:49 AM    	 D27	December 8, 2011               07:55 AM    	December 8, 2011               07:37 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/8/2011 7:02AM CST			12/8/2011 7:39AM MST	
airtravelcenter	AA-393-DFW-DEN		12/8/11 7:02 AM (-06:00)			12/8/11 7:39 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/8/11 7:02 AM (-06:00)			12/8/11 7:39 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/8/11 7:02 AM (-06:00)			12/8/11 7:39 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/8/11 7:02 AM (-06:00)			12/8/11 7:39 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-08 06:55AM CST	2011-12-08 07:01AM CST	 D27 	2011-12-08 07:24AM MST	2011-12-08 07:33AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-08 06:55AM CST	2011-12-08 07:01AM CST	 D27 	2011-12-08 07:24AM MST	2011-12-08 07:33AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Thu 08-Dec-2011	07:02 AM  Thu 08-Dec-2011 (Runway)	D34	07:55 AM  Thu 08-Dec-2011	07:39 AM  Thu 08-Dec-2011 (Runway)	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Thu 08-Dec-2011	07:02 AM  Thu 08-Dec-2011 (Runway)	D34	07:55 AM  Thu 08-Dec-2011	07:39 AM  Thu 08-Dec-2011 (Runway)	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Thu 08-Dec-2011	07:02 AM  Thu 08-Dec-2011 (Runway)	D34	07:55 AM  Thu 08-Dec-2011	07:39 AM  Thu 08-Dec-2011 (Runway)	A49
flightstats	AA-393-DFW-DEN	2011-12-08 6:55 AM	2011-12-08 7:02 AM (runway)		2011-12-08 7:55 AM	2011-12-08 7:39 AM (runway)	
quicktrip	AA-393-DFW-DEN	2011-12-08 6:55 AM	2011-12-08 7:02 AM (runway)		2011-12-08 7:55 AM	2011-12-08 7:39 AM (runway)	
world-flight-tracker	AA-393-DFW-DEN	2011-12-08 6:55 AM	2011-12-08 7:02 AM (runway)		2011-12-08 7:55 AM	2011-12-08 7:39 AM (runway)	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 08	7:02 AM, Dec 08	D27	7:55 AM, Dec 08	7:39 AM, Dec 08	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 08	7:02 AM, Dec 08	D27	7:55 AM, Dec 08	7:39 AM, Dec 08	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 08	7:02 AM, Dec 08		7:55 AM, Dec 08	7:39 AM, Dec 08	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 08	7:02 AM, Dec 08	D27	7:55 AM, Dec 08	7:39 AM, Dec 08	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 08	7:02 AM, Dec 08	D27	7:55 AM, Dec 08	7:39 AM, Dec 08	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 08	7:02 AM, Dec 08		7:55 AM, Dec 08	7:39 AM, Dec 08	
travelocity	AA-393-DFW-DEN	Dec 08 - 6:55am	Dec 08 - 6:49am	D27/D	Dec 08 - 7:55am	Dec 08 - 7:37am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 8	6:49aDec 8	 D27	7:55aDec 8	7:37aDec 8	 A49
weather	AA-393-DFW-DEN	2011-12-08 06:55 AM	2011-12-08 07:02 AM		2011-12-08 07:55 AM	2011-12-08 07:33 AM	
den	AA-393-DFW-DEN				2011-12-08 7:55 AM		A49
usatoday	AA-393-DFW-DEN	2011-12-08 06:55 AM	2011-12-08 07:02 AM		2011-12-08 07:55 AM	2011-12-08 07:33 AM	
flightarrival	AA-393-DFW-DEN	2011-12-08 6:55 AM	2011-12-08 7:02 AM (runway)		2011-12-08 7:55 AM	2011-12-08 7:39 AM (runway)	
aa	AA-3508-ATL-MIA	December 8, 2011               07:40 PM    	December 8, 2011               07:33 PM    	 T10	December 8, 2011               09:40 PM    	December 8, 2011               09:50 PM    	 D55    
flightexplorer	AA-3508-ATL-MIA		12/8/2011 8:09PM EST			12/8/2011 9:43PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/8/11 8:09 PM (-05:00)			12/8/11 9:43 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/8/11 8:09 PM (-05:00)			12/8/11 9:43 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/8/11 8:09 PM (-05:00)			12/8/11 9:43 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/8/11 8:09 PM (-05:00)			12/8/11 9:43 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-08 07:40PM EST	2011-12-08 08:08PM EST	 T10 	2011-12-08 09:36PM EST	2011-12-08 09:40PM EST	 D55 
wunderground	AA-3508-ATL-MIA	2011-12-08 07:40PM EST	2011-12-08 08:08PM EST	 T10 	2011-12-08 09:36PM EST	2011-12-08 09:40PM EST	 D55 
flights	AA-3508-ATL-MIA	07:40 PM  Thu 08-Dec-2011	07:33 PM  Thu 08-Dec-2011	T10	09:40 PM  Thu 08-Dec-2011	09:50 PM  Thu 08-Dec-2011	D55
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Thu 08-Dec-2011	07:33 PM  Thu 08-Dec-2011	T10	09:40 PM  Thu 08-Dec-2011	09:50 PM  Thu 08-Dec-2011	D55
flylouisville	AA-3508-ATL-MIA	07:40 PM  Thu 08-Dec-2011	07:33 PM  Thu 08-Dec-2011	T10	09:40 PM  Thu 08-Dec-2011	09:50 PM  Thu 08-Dec-2011	D55
flightstats	AA-3508-ATL-MIA	2011-12-08 7:40 PM	2011-12-08 7:33 PM		2011-12-08 9:40 PM	2011-12-08 9:50 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-08 7:40 PM	2011-12-08 7:33 PM		2011-12-08 9:40 PM	2011-12-08 9:50 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-08 7:40 PM	2011-12-08 7:33 PM		2011-12-08 9:40 PM	2011-12-08 9:50 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 08	8:09 PM, Dec 08	T10	9:40 PM, Dec 08	9:50 PM, Dec 08	Terminal D - D53
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 08	8:09 PM, Dec 08	T10	9:40 PM, Dec 08	9:50 PM, Dec 08	Terminal D - D53
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 08	8:09 PM, Dec 08		9:40 PM, Dec 08	9:50 PM, Dec 08	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 08	8:09 PM, Dec 08	T10	9:40 PM, Dec 08	9:50 PM, Dec 08	Terminal D - D53
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 08	8:09 PM, Dec 08	T10	9:40 PM, Dec 08	9:50 PM, Dec 08	Terminal D - D53
boston	AA-3508-ATL-MIA	7:40 PM, Dec 08	8:09 PM, Dec 08		9:40 PM, Dec 08	9:40 PM, Dec 08	
travelocity	AA-3508-ATL-MIA	Dec 08 - 7:40pm	Dec 08 - 7:33pm	T10	Dec 08 - 9:40pm	Dec 08 - 9:50pm	D55
orbitz	AA-3508-ATL-MIA	7:40pDec 8	7:33pDec 8	 T10	9:40pDec 8	9:50pDec 8	 D55
weather	AA-3508-ATL-MIA	2011-12-08 07:40 PM			2011-12-08 09:40 PM		
ifly	AA-3508-ATL-MIA	2011-12-08 7:40 PM	2011-12-08 7:33 PM		2011-12-08 9:40 PM	2011-12-08 9:50 PM	
usatoday	AA-3508-ATL-MIA	7:40 PM, Dec 08	8:09 PM, Dec 08		9:40 PM, Dec 08	9:40 PM, Dec 08	
mytripandmore	AA-3508-ATL-MIA	7:40pDec 8	7:33pDec 8	 T10	9:40pDec 8	9:50pDec 8	 D55
flightwise	AA-3508-ATL-MIA	2011-12-08 07:40PM EST	2011-12-08 08:08PM EST	 T10 	2011-12-08 09:36PM EST	2011-12-08 09:40PM EST	 D55 
flightarrival	AA-3508-ATL-MIA	7:40 PM, Dec 08	8:09 PM, Dec 08		9:40 PM, Dec 08	9:40 PM, Dec 08	
ua	UA-2690-DTW-PHL	Thu, Dec 8 7:10 AM	Thu, Dec 8 7:10 AM	D14	Thu, Dec 8 8:53 AM	Thu, Dec 8 8:56 AM	C27
airtravelcenter	UA-2690-DTW-PHL		12/8/11 7:32 AM (-05:00)			12/8/11 8:54 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/8/11 7:32 AM (-05:00)			12/8/11 8:54 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/8/11 7:32 AM (-05:00)			12/8/11 8:54 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/8/11 7:32 AM (-05:00)			12/8/11 8:54 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-08 07:00 AM	D14		2011-12-08 08:56 AM	C27
businesstravellogue	UA-2690-DTW-PHL		2011-12-08 07:00 AM	D14		2011-12-08 08:56 AM	C27
flylouisville	UA-2690-DTW-PHL		2011-12-08 07:00 AM	D14		2011-12-08 08:56 AM	C27
flightview	UA-2690-DTW-PHL		7:33 AMDec 08			8:53 AMDec 08	
panynj	UA-2690-DTW-PHL		7:33 AMDec 08			8:53 AMDec 08	
