CO	CO-4237-EWR-DTW	Sat., Dec.17, 2011 12:33 p.m.	Sat., Dec.17, 2011 12:34 p.m.		Sat., Dec.17, 2011 2:38 p.m.	Sat., Dec.17, 2011 2:23 p.m.	
flights	UA-4288-EWR-STL	05:20 PM  Sat 17-Dec-2011			07:10 PM  Sat 17-Dec-2011		
businesstravellogue	UA-4288-EWR-STL	05:20 PM  Sat 17-Dec-2011			07:10 PM  Sat 17-Dec-2011		
flylouisville	UA-4288-EWR-STL	05:20 PM  Sat 17-Dec-2011			07:10 PM  Sat 17-Dec-2011		
world-flight-tracker	UA-4288-EWR-STL	2011-12-17 5:20 PM	2011-12-17 5:20 PM (Estimated)		2011-12-17 7:10 PM	2011-12-17 7:10 PM (Estimated)	
flightview	UA-4288-EWR-STL	5:20 PM, Dec 17		Term C - C136	7:10 PM, Dec 17		Main Term
panynj	UA-4288-EWR-STL	5:20 PM, Dec 17		Term C - C136	7:10 PM, Dec 17		Main Term
gofox	UA-4288-EWR-STL	5:20 PM, Dec 17			7:10 PM, Dec 17		
foxbusiness	UA-4288-EWR-STL	5:20 PM, Dec 17		Term C - C136	7:10 PM, Dec 17		Main Term
allegiantair	UA-4288-EWR-STL	5:20 PM, Dec 17		Term C - C136	7:10 PM, Dec 17		Main Term
boston	UA-4288-EWR-STL	5:20 PM, Dec 17	Not Available		7:10 PM, Dec 17	Not Available	
travelocity	UA-4288-EWR-STL	Dec 17 - 5:20pm	Dec 17 - Contact Airline	Not provided by airline	Dec 17 - 7:10pm	Dec 17 - Contact Airline	Not provided by airline
orbitz	UA-4288-EWR-STL	5:20pDec 17		 C136	7:10pDec 17		 -
weather	UA-4288-EWR-STL	2011-12-17 05:20 PM			2011-12-17 07:10 PM		
usatoday	UA-4288-EWR-STL	2011-12-17 05:20 PM			2011-12-17 07:10 PM		
mytripandmore	UA-4288-EWR-STL	5:20pDec 17		 C136	7:10pDec 17		 -
flightarrival	UA-4288-EWR-STL	2011-12-17 05:20 PM			2011-12-17 07:10 PM		
aa	AA-3592-MIA-CLE	December 17, 2011               03:15 PM    	December 17, 2011               03:04 PM    	 D60N	December 17, 2011               06:10 PM    	December 17, 2011               06:38 PM    	 A1    
airtravelcenter	AA-3592-MIA-CLE		12/17/11 3:40 PM (-05:00)			12/17/11 6:19 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/17/11 3:40 PM (-05:00)			12/17/11 6:19 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/17/11 3:40 PM (-05:00)			12/17/11 6:19 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/17/11 3:40 PM (-05:00)			12/17/11 6:19 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-17 03:15PM EST	2011-12-17 03:40PM EST	 D60N 	2011-12-17 06:04PM EST	2011-12-17 06:25PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2011-12-17 03:15PM EST	2011-12-17 03:40PM EST	 D60N 	2011-12-17 06:04PM EST	2011-12-17 06:25PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Sat 17-Dec-2011	03:04 PM  Sat 17-Dec-2011	D60	06:10 PM  Sat 17-Dec-2011	06:38 PM  Sat 17-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Sat 17-Dec-2011	03:04 PM  Sat 17-Dec-2011	D60	06:10 PM  Sat 17-Dec-2011	06:38 PM  Sat 17-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Sat 17-Dec-2011	03:04 PM  Sat 17-Dec-2011	D60	06:10 PM  Sat 17-Dec-2011	06:38 PM  Sat 17-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-17 3:15 PM	2011-12-17 3:04 PM		2011-12-17 6:10 PM	2011-12-17 6:38 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-17 3:15 PM	2011-12-17 3:04 PM		2011-12-17 6:10 PM	2011-12-17 6:38 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-17 3:15 PM	2011-12-17 3:04 PM		2011-12-17 6:10 PM	2011-12-17 6:38 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 17	3:40 PM, Dec 17		6:10 PM, Dec 17	6:25 PM, Dec 17	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 17	3:40 PM, Dec 17		6:10 PM, Dec 17	6:25 PM, Dec 17	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 17	3:40 PM, Dec 17		6:10 PM, Dec 17	6:25 PM, Dec 17	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 17	3:40 PM, Dec 17		6:10 PM, Dec 17	6:25 PM, Dec 17	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 17	3:40 PM, Dec 17		6:10 PM, Dec 17	6:25 PM, Dec 17	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 17	3:40 PM, Dec 17		6:10 PM, Dec 17	6:25 PM, Dec 17	
orbitz	AA-3592-MIA-CLE	3:15pDec 17	3:04pDec 17	 D60	6:10pDec 17	6:38pDec 17	 A1
weather	AA-3592-MIA-CLE	2011-12-17 03:15 PM			2011-12-17 06:10 PM		
usatoday	AA-3592-MIA-CLE	2011-12-17 03:15 PM			2011-12-17 06:10 PM		
ua	UA-3925-IAD-ORF	Sat, Dec 17 8:42 AM	Sat, Dec 17 8:35 AM	A2G	Sat, Dec 17 9:55 AM	Sat, Dec 17 9:33 AM	--
flightexplorer	UA-3925-IAD-ORF		12/17/2011 8:55AM EST			12/17/2011 9:28AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/17/11 8:55 AM (-05:00)			12/17/11 9:28 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/17/11 8:55 AM (-05:00)			12/17/11 9:28 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/17/11 8:55 AM (-05:00)			12/17/11 9:28 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/17/11 8:55 AM (-05:00)			12/17/11 9:28 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-17 08:42AM EST	2011-12-17 09:02AM EST	 A2A 	2011-12-17 09:20AM EST	2011-12-17 09:40AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-17 08:42AM EST	2011-12-17 09:02AM EST	 A2A 	2011-12-17 09:20AM EST	2011-12-17 09:40AM EST	
flights	UA-3925-IAD-ORF		2011-12-17 08:35 AM	A2		2011-12-17 09:33 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-17 08:35 AM	A2		2011-12-17 09:33 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-17 08:35 AM	A2		2011-12-17 09:33 AM	
flightstats	UA-3925-IAD-ORF	2011-12-17 8:42 AM	2011-12-17 8:35 AM		2011-12-17 9:55 AM	2011-12-17 9:33 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-17 8:42 AM	2011-12-17 8:35 AM		2011-12-17 9:55 AM	2011-12-17 9:33 AM	
flightview	UA-3925-IAD-ORF		8:55 AMDec 17			9:33 AMDec 17	
panynj	UA-3925-IAD-ORF		8:55 AMDec 17			9:33 AMDec 17	
gofox	UA-3925-IAD-ORF		8:55 AMDec 17			9:33 AMDec 17	
foxbusiness	UA-3925-IAD-ORF		8:55 AMDec 17			9:33 AMDec 17	
allegiantair	UA-3925-IAD-ORF		8:55 AMDec 17			9:33 AMDec 17	
boston	UA-3925-IAD-ORF		8:55 AMDec 17			9:30 AMDec 17	
orbitz	UA-3925-IAD-ORF	8:42aDec 17	8:35aDec 17	 A2G	9:55aDec 17	9:33aDec 17	 -
weather	UA-3925-IAD-ORF	2011-12-17 08:42 AM			2011-12-17 09:55 AM		
usatoday	UA-3925-IAD-ORF		8:55 AMDec 17			9:30 AMDec 17	
flightarrival	UA-3925-IAD-ORF	2011-12-17 08:42 AM			2011-12-17 09:55 AM		
aa	AA-393-DFW-DEN	December 17, 2011               06:55 AM    	December 17, 2011               06:58 AM    	 D29	December 17, 2011               07:55 AM    	December 17, 2011               07:56 AM    	 A49    
airtravelcenter	AA-393-DFW-DEN		12/17/11 7:12 AM (-06:00)			12/17/11 7:43 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/17/11 7:12 AM (-06:00)			12/17/11 7:43 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/17/11 7:12 AM (-06:00)			12/17/11 7:43 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/17/11 7:12 AM (-06:00)			12/17/11 7:43 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-17 06:55AM CST	2011-12-17 07:12AM CST	 D29 	2011-12-17 07:48AM MST	2011-12-17 07:50AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-17 06:55AM CST	2011-12-17 07:12AM CST	 D29 	2011-12-17 07:48AM MST	2011-12-17 07:50AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Sat 17-Dec-2011	06:58 AM  Sat 17-Dec-2011	D29	07:55 AM  Sat 17-Dec-2011	07:56 AM  Sat 17-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Sat 17-Dec-2011	06:58 AM  Sat 17-Dec-2011	D29	07:55 AM  Sat 17-Dec-2011	07:56 AM  Sat 17-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Sat 17-Dec-2011	06:58 AM  Sat 17-Dec-2011	D29	07:55 AM  Sat 17-Dec-2011	07:56 AM  Sat 17-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-17 6:55 AM	2011-12-17 6:58 AM		2011-12-17 7:55 AM	2011-12-17 7:56 AM	
quicktrip	AA-393-DFW-DEN	2011-12-17 6:55 AM	2011-12-17 6:58 AM		2011-12-17 7:55 AM	2011-12-17 7:56 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-17 6:55 AM	2011-12-17 6:58 AM		2011-12-17 7:55 AM	2011-12-17 7:56 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 17	7:12 AM, Dec 17	D29	7:55 AM, Dec 17	7:55 AM, Dec 17	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 17	7:12 AM, Dec 17	D29	7:55 AM, Dec 17	7:55 AM, Dec 17	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 17	7:12 AM, Dec 17		7:55 AM, Dec 17	7:55 AM, Dec 17	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 17	7:12 AM, Dec 17	D29	7:55 AM, Dec 17	7:55 AM, Dec 17	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 17	7:12 AM, Dec 17	D29	7:55 AM, Dec 17	7:55 AM, Dec 17	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 17	7:12 AM, Dec 17		7:55 AM, Dec 17	7:55 AM, Dec 17	
travelocity	AA-393-DFW-DEN	Dec 17 - 6:55am	Dec 17 - 6:58am	D29/D	Dec 17 - 7:55am	Dec 17 - 7:56am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 17	6:58aDec 17	 D29	7:55aDec 17	7:56aDec 17	 A49
weather	AA-393-DFW-DEN	2011-12-17 06:55 AM	2011-12-17 07:12 AM		2011-12-17 07:55 AM	2011-12-17 07:51 AM	
den	AA-393-DFW-DEN				2011-12-17 7:55 AM		A49
ifly	AA-393-DFW-DEN	2011-12-17 6:55 AM	2011-12-17 6:58 AM		2011-12-17 7:55 AM	2011-12-17 7:56 AM	
flightarrival	AA-393-DFW-DEN	2011-12-17 06:55 AM	2011-12-17 07:12 AM		2011-12-17 07:55 AM	2011-12-17 07:51 AM	
aa	AA-3508-ATL-MIA	December 17, 2011               07:40 PM    	December 17, 2011               07:33 PM    	 T10	December 17, 2011               09:40 PM    	December 17, 2011               09:33 PM    	 D53    
airtravelcenter	AA-3508-ATL-MIA		12/17/11 8:02 PM (-05:00)			12/17/11 9:29 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/17/11 8:02 PM (-05:00)			12/17/11 9:29 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/17/11 8:02 PM (-05:00)			12/17/11 9:29 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/17/11 8:02 PM (-05:00)			12/17/11 9:29 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-17 07:40PM EST	2011-12-17 08:02PM EST	 T10 	2011-12-17 09:27PM EST	2011-12-17 09:26PM EST	 D53 
wunderground	AA-3508-ATL-MIA	2011-12-17 07:40PM EST	2011-12-17 08:02PM EST	 T10 	2011-12-17 09:27PM EST	2011-12-17 09:26PM EST	 D53 
flights	AA-3508-ATL-MIA	07:40 PM  Sat 17-Dec-2011	07:33 PM  Sat 17-Dec-2011	T10	09:40 PM  Sat 17-Dec-2011	09:33 PM  Sat 17-Dec-2011	D53
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Sat 17-Dec-2011	07:33 PM  Sat 17-Dec-2011	T10	09:40 PM  Sat 17-Dec-2011	09:33 PM  Sat 17-Dec-2011	D53
flylouisville	AA-3508-ATL-MIA	07:40 PM  Sat 17-Dec-2011	07:33 PM  Sat 17-Dec-2011	T10	09:40 PM  Sat 17-Dec-2011	09:33 PM  Sat 17-Dec-2011	D53
flightstats	AA-3508-ATL-MIA	2011-12-17 7:40 PM	2011-12-17 7:33 PM		2011-12-17 9:40 PM	2011-12-17 9:33 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-17 7:40 PM	2011-12-17 7:33 PM		2011-12-17 9:40 PM	2011-12-17 9:33 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-17 7:40 PM	2011-12-17 7:33 PM		2011-12-17 9:40 PM	2011-12-17 9:33 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 17	8:02 PM, Dec 17	T10	9:40 PM, Dec 17	9:33 PM, Dec 17	Terminal D - D53
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 17	8:02 PM, Dec 17	T10	9:40 PM, Dec 17	9:33 PM, Dec 17	Terminal D - D53
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 17	8:02 PM, Dec 17		9:40 PM, Dec 17	9:33 PM, Dec 17	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 17	8:02 PM, Dec 17	T10	9:40 PM, Dec 17	9:33 PM, Dec 17	Terminal D - D53
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 17	8:02 PM, Dec 17	T10	9:40 PM, Dec 17	9:33 PM, Dec 17	Terminal D - D53
boston	AA-3508-ATL-MIA	7:40 PM, Dec 17	8:02 PM, Dec 17		9:40 PM, Dec 17	9:27 PM, Dec 17	
orbitz	AA-3508-ATL-MIA	7:40pDec 17	7:33pDec 17	 T10	9:40pDec 17	9:33pDec 17	 D53
weather	AA-3508-ATL-MIA	2011-12-17 07:40 PM			2011-12-17 09:40 PM		
usatoday	AA-3508-ATL-MIA	2011-12-17 07:40 PM			2011-12-17 09:40 PM		
flightwise	AA-3508-ATL-MIA	2011-12-17 07:40PM EST	2011-12-17 08:02PM EST	 T10 	2011-12-17 09:27PM EST	2011-12-17 09:26PM EST	 D53 
CO	CO-1097-IAH-LAX	Sat., Dec.17, 2011 1:05 p.m.	Sat., Dec.17, 2011 1:06 p.m.		Sat., Dec.17, 2011 3:00 p.m.	Sat., Dec.17, 2011 2:23 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/17/2011 1:22PM CST			12/17/2011 2:18PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/17/11 1:05 PM (-06:00)			12/17/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/17/11 1:05 PM (-06:00)			12/17/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/17/11 1:05 PM (-06:00)			12/17/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/17/11 1:05 PM (-06:00)			12/17/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-17 01:05PM CST	2011-12-17 01:23PM CST	 34 	2011-12-17 02:13PM PST	2011-12-17 02:19PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-17 01:05PM CST	2011-12-17 01:23PM CST	 34 	2011-12-17 02:13PM PST	2011-12-17 02:19PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-17 01:06 PM	34		2011-12-17 02:23 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-17 01:06 PM	34		2011-12-17 02:23 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-17 01:06 PM	34		2011-12-17 02:23 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-17 1:05 PM	2011-12-17 1:06 PM		2011-12-17 3:00 PM	2011-12-17 2:23 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-17 1:05 PM	2011-12-17 1:06 PM		2011-12-17 3:00 PM	2011-12-17 2:23 PM	
flightview	CO-1097-IAH-LAX		1:23 PMDec 17			2:23 PMDec 17	
panynj	CO-1097-IAH-LAX		1:23 PMDec 17			2:23 PMDec 17	
gofox	CO-1097-IAH-LAX		1:23 PMDec 17			2:23 PMDec 17	
foxbusiness	CO-1097-IAH-LAX		1:23 PMDec 17			2:23 PMDec 17	
allegiantair	CO-1097-IAH-LAX		1:23 PMDec 17			2:23 PMDec 17	
boston	CO-1097-IAH-LAX		1:23 PMDec 17			2:20 PMDec 17	
orbitz	CO-1097-IAH-LAX	1:05pDec 17	1:06pDec 17	 C-34	3:00pDec 17	2:23pDec 17	 64
flightwise	CO-1097-IAH-LAX	2011-12-17 01:05PM CST	2011-12-17 01:23PM CST	 34 	2011-12-17 02:13PM PST	2011-12-17 02:19PM PST	 64 
ua	UA-2359-CLT-CZM	Sat, Dec 17 9:40 AM	Sat, Dec 17 9:40 AM	B5	Sat, Dec 17 11:49 AM	Sat, Dec 17 11:35 AM	3
flights	UA-2359-CLT-CZM	09:40 AM  Sat 17-Dec-2011	09:44 AM  Sat 17-Dec-2011	B5	11:49 AM  Sat 17-Dec-2011	11:35 AM  Sat 17-Dec-2011	3
businesstravellogue	UA-2359-CLT-CZM	09:40 AM  Sat 17-Dec-2011	09:44 AM  Sat 17-Dec-2011	B5	11:49 AM  Sat 17-Dec-2011	11:35 AM  Sat 17-Dec-2011	3
flylouisville	UA-2359-CLT-CZM	09:40 AM  Sat 17-Dec-2011	09:44 AM  Sat 17-Dec-2011	B5	11:49 AM  Sat 17-Dec-2011	11:35 AM  Sat 17-Dec-2011	3
flightstats	UA-2359-CLT-CZM	2011-12-17 9:40 AM	2011-12-17 9:44 AM		2011-12-17 11:49 AM	2011-12-17 11:35 AM	
quicktrip	UA-2359-CLT-CZM	2011-12-17 9:40 AM	2011-12-17 9:44 AM		2011-12-17 11:49 AM	2011-12-17 11:35 AM	
world-flight-tracker	UA-2359-CLT-CZM	2011-12-17 9:40 AM	2011-12-17 9:44 AM		2011-12-17 11:49 AM	2011-12-17 11:35 AM	
flightview	UA-2359-CLT-CZM	9:40 AM, Dec 17	9:56 AM, Dec 17		11:49 AM, Dec 17	12:23 PM, Dec 17	
panynj	UA-2359-CLT-CZM	9:40 AM, Dec 17	9:56 AM, Dec 17		11:49 AM, Dec 17	12:23 PM, Dec 17	
gofox	UA-2359-CLT-CZM	9:40 AM, Dec 17	9:56 AM, Dec 17		11:49 AM, Dec 17	12:23 PM, Dec 17	
foxbusiness	UA-2359-CLT-CZM	9:40 AM, Dec 17	9:56 AM, Dec 17		11:49 AM, Dec 17	12:23 PM, Dec 17	
allegiantair	UA-2359-CLT-CZM	9:40 AM, Dec 17	9:56 AM, Dec 17		11:49 AM, Dec 17	12:23 PM, Dec 17	
boston	UA-2359-CLT-CZM	9:40 AM, Dec 17	9:56 AM, Dec 17		11:49 AM, Dec 17	12:23 PM, Dec 17	
travelocity	UA-2359-CLT-CZM	Dec 17 - 9:40am	Dec 17 - Contact Airline	Not provided by airline	Dec 17 - 11:49am	Dec 17 - Contact Airline	Not provided by airline
orbitz	UA-2359-CLT-CZM	9:40aDec 17	9:44aDec 17	 -	11:49aDec 17	11:35aDec 17	 -
ifly	UA-2359-CLT-CZM	2011-12-17 9:40 AM	2011-12-17 9:44 AM		2011-12-17 11:49 AM	2011-12-17 11:35 AM	
flightarrival	UA-2359-CLT-CZM	9:40 AM, Dec 17	9:56 AM, Dec 17		11:49 AM, Dec 17	12:23 PM, Dec 17	
aa	AA-637-ORD-LAX	December 17, 2011               04:40 PM    	December 17, 2011     	 H12	December 17, 2011               07:10 PM    	December 17, 2011     	 212    
flightexplorer	AA-637-ORD-LAX	12/17/2011 4:40PM CST			12/17/2011 7:10PM PST		
airtravelcenter	AA-637-ORD-LAX		12/17/11 4:50 PM (-06:00)			12/17/11 6:33 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/17/11 4:50 PM (-06:00)			12/17/11 6:33 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/17/11 4:50 PM (-06:00)			12/17/11 6:33 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/17/11 4:50 PM (-06:00)			12/17/11 6:33 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-17 04:40PM CST	2011-12-17 06:56PM CST	 H12 	2011-12-17 06:46PM PST	2011-12-17 09:02PM PST	 212 
wunderground	AA-637-ORD-LAX	2011-12-17 04:40PM CST	2011-12-17 06:56PM CST	 H12 	2011-12-17 06:46PM PST	2011-12-17 09:02PM PST	 212 
flights	AA-637-ORD-LAX	04:40 PM  Sat 17-Dec-2011		H12	07:10 PM  Sat 17-Dec-2011		45
businesstravellogue	AA-637-ORD-LAX	04:40 PM  Sat 17-Dec-2011		H12	07:10 PM  Sat 17-Dec-2011		45
flylouisville	AA-637-ORD-LAX	04:40 PM  Sat 17-Dec-2011		H12	07:10 PM  Sat 17-Dec-2011		45
world-flight-tracker	AA-637-ORD-LAX	2011-12-17 4:40 PM	2011-12-17 6:40 PM (Estimated)		2011-12-17 7:10 PM	2011-12-17 9:10 PM (Estimated)	
flightview	AA-637-ORD-LAX	4:40 PM, Dec 17		Terminal 3 - H12	7:10 PM, Dec 17		Terminal 4 - 212
panynj	AA-637-ORD-LAX	4:40 PM, Dec 17		Terminal 3 - H12	7:10 PM, Dec 17		Terminal 4 - 212
gofox	AA-637-ORD-LAX	4:40 PM, Dec 17			7:10 PM, Dec 17		
foxbusiness	AA-637-ORD-LAX	4:40 PM, Dec 17		Terminal 3 - H12	7:10 PM, Dec 17		Terminal 4 - 212
allegiantair	AA-637-ORD-LAX	4:40 PM, Dec 17		Terminal 3 - H12	7:10 PM, Dec 17		Terminal 4 - 212
boston	AA-637-ORD-LAX	4:40 PM, Dec 17	6:40 PM, Dec 17&nbsp(Estimated)		7:10 PM, Dec 17	9:02 PM, Dec 17&nbsp(Estimated)	
orbitz	AA-637-ORD-LAX	4:40pDec 17		 H12	11:10pDec 17		 42A
weather	AA-637-ORD-LAX	2011-12-17 04:40 PM			2011-12-17 07:10 PM		
flightwise	AA-637-ORD-LAX	2011-12-17 04:40PM CST	2011-12-17 06:56PM CST	 H12 	2011-12-17 06:46PM PST	2011-12-17 09:02PM PST	 212 
flightarrival	AA-637-ORD-LAX	2011-12-17 04:40 PM			2011-12-17 07:10 PM		
ua	UA-1406-IAH-LAX	Sat, Dec 17 8:30 PM	Sat, Dec 17 8:40 PM            Delayed	E2	Sat, Dec 17 10:25 PM	Sat, Dec 17 10:17 PM	64
flightexplorer	UA-1406-IAH-LAX		12/17/2011 8:56PM CST			12/17/2011 10:04PM PST	
airtravelcenter	UA-1406-IAH-LAX	12/17/11 8:30 PM (-06:00)			12/17/11 10:25 PM (-08:00)		
myrateplan	UA-1406-IAH-LAX	12/17/11 8:30 PM (-06:00)			12/17/11 10:25 PM (-08:00)		
helloflight	UA-1406-IAH-LAX	12/17/11 8:30 PM (-06:00)			12/17/11 10:25 PM (-08:00)		
flytecomm	UA-1406-IAH-LAX	12/17/11 8:30 PM (-06:00)			12/17/11 10:25 PM (-08:00)		
flightaware	UA-1406-IAH-LAX	2011-12-17 08:30PM CST	2011-12-17 08:57PM CST	 E2 	2011-12-17 09:46PM PST	2011-12-17 10:05PM PST	 64 
wunderground	UA-1406-IAH-LAX	2011-12-17 08:30PM CST	2011-12-17 08:57PM CST	 E2 	2011-12-17 09:46PM PST	2011-12-17 10:05PM PST	 64 
flights	UA-1406-IAH-LAX		2011-12-17 08:40 PM	2		2011-12-17 10:25 PM	64
businesstravellogue	UA-1406-IAH-LAX		2011-12-17 08:40 PM	2		2011-12-17 10:25 PM	64
flylouisville	UA-1406-IAH-LAX		2011-12-17 08:40 PM	2		2011-12-17 10:25 PM	64
flightstats	UA-1406-IAH-LAX	2011-12-17 8:30 PM	2011-12-17 8:40 PM		2011-12-17 10:25 PM	2011-12-17 10:10 PM (Estimated)	
quicktrip	UA-1406-IAH-LAX	2011-12-17 8:30 PM	2011-12-17 8:40 PM		2011-12-17 10:25 PM	2011-12-17 10:10 PM (Estimated)	
flightview	UA-1406-IAH-LAX		8:57 PMDec 17			10:07 PMDec 17	
panynj	UA-1406-IAH-LAX		8:57 PMDec 17			10:07 PMDec 17	
gofox	UA-1406-IAH-LAX		8:57 PMDec 17			10:07 PMDec 17	
foxbusiness	UA-1406-IAH-LAX		8:57 PMDec 17			10:07 PMDec 17	
allegiantair	UA-1406-IAH-LAX		8:57 PMDec 17			10:07 PMDec 17	
boston	UA-1406-IAH-LAX		8:57 PMDec 17			10:07 PMDec 17	
orbitz	UA-1406-IAH-LAX	8:30pDec 17	8:40pDec 17	 E2	10:09pDec 17		 64
weather	UA-1406-IAH-LAX	2011-12-17 08:30 PM			2011-12-17 10:25 PM		
flightwise	UA-1406-IAH-LAX	2011-12-17 08:30PM CST	2011-12-17 08:57PM CST	 E2 	2011-12-17 09:46PM PST	2011-12-17 10:05PM PST	 64 
flightarrival	UA-1406-IAH-LAX	2011-12-17 08:30 PM			2011-12-17 10:25 PM		
CO	CO-1239-IAH-LAX	Sat., Dec.17, 2011 9:00 a.m.	Sat., Dec.17, 2011 9:20 a.m.		Sat., Dec.17, 2011 10:55 a.m.	Sat., Dec.17, 2011 10:44 a.m.	
flightexplorer	CO-1239-IAH-LAX		12/17/2011 9:40AM CST			12/17/2011 10:36AM PST	
airtravelcenter	CO-1239-IAH-LAX	12/17/11 9:00 AM (-06:00)			12/17/11 10:55 AM (-08:00)		
myrateplan	CO-1239-IAH-LAX	12/17/11 9:00 AM (-06:00)			12/17/11 10:55 AM (-08:00)		
helloflight	CO-1239-IAH-LAX	12/17/11 9:00 AM (-06:00)			12/17/11 10:55 AM (-08:00)		
flytecomm	CO-1239-IAH-LAX	12/17/11 9:00 AM (-06:00)			12/17/11 10:55 AM (-08:00)		
flightaware	CO-1239-IAH-LAX	2011-12-17 09:00AM CST	2011-12-17 09:41AM CST	 34 	2011-12-17 10:45AM PST	2011-12-17 10:36AM PST	 64 
wunderground	CO-1239-IAH-LAX	2011-12-17 09:00AM CST	2011-12-17 09:41AM CST	 34 	2011-12-17 10:45AM PST	2011-12-17 10:36AM PST	 64 
flights	CO-1239-IAH-LAX	09:00 AM  Sat 17-Dec-2011	09:20 AM  Sat 17-Dec-2011	34	10:55 AM  Sat 17-Dec-2011	10:44 AM  Sat 17-Dec-2011	64
businesstravellogue	CO-1239-IAH-LAX	09:00 AM  Sat 17-Dec-2011	09:20 AM  Sat 17-Dec-2011	34	10:55 AM  Sat 17-Dec-2011	10:44 AM  Sat 17-Dec-2011	64
flylouisville	CO-1239-IAH-LAX	09:00 AM  Sat 17-Dec-2011	09:20 AM  Sat 17-Dec-2011	34	10:55 AM  Sat 17-Dec-2011	10:44 AM  Sat 17-Dec-2011	64
