ua	UA-1534-RTB-IAH	Sat, Dec 10 2:05 PM	Sat, Dec 10 5:00 PM	--	Sat, Dec 10 5:01 PM	Sat, Dec 10 7:44 PM	E24
wunderground	AA-185-JFK-LAX	2011-12-10 09:00PM EST	2011-12-10 09:10PM EST	 46 	2011-12-10 11:45PM PST	2011-12-10 11:55PM PST	 47B 
flights	AA-185-JFK-LAX	09:00 PM  Sat 10-Dec-2011		C46	12:23 AM  Sun 11-Dec-2011		47B
businesstravellogue	AA-185-JFK-LAX	09:00 PM  Sat 10-Dec-2011		C46	12:23 AM  Sun 11-Dec-2011		47B
flylouisville	AA-185-JFK-LAX	09:00 PM  Sat 10-Dec-2011		C46	12:23 AM  Sun 11-Dec-2011		47B
flightstats	AA-185-JFK-LAX	2011-12-10 9:00 PM	2011-12-10 9:00 PM (Estimated)		2011-12-10 12:23 AM	2011-12-10 12:23 AM (Estimated)	
quicktrip	AA-185-JFK-LAX	2011-12-10 9:00 PM	2011-12-10 9:00 PM (Estimated)		2011-12-10 12:23 AM	2011-12-10 12:23 AM (Estimated)	
world-flight-tracker	AA-185-JFK-LAX	2011-12-10 9:00 PM	2011-12-10 9:00 PM (Estimated)		2011-12-10 12:23 AM	2011-12-10 12:23 AM (Estimated)	
flightview	AA-185-JFK-LAX	9:00 PM, Dec 10		Terminal 8 - 46	12:23 AM, Dec 11		Terminal 4 - 47B
panynj	AA-185-JFK-LAX	9:00 PM, Dec 10		Terminal 8 - 46	12:23 AM, Dec 11		Terminal 4 - 47B
gofox	AA-185-JFK-LAX	9:00 PM, Dec 10			12:23 AM, Dec 11		
foxbusiness	AA-185-JFK-LAX	9:00 PM, Dec 10		Terminal 8 - 46	12:23 AM, Dec 11		Terminal 4 - 47B
allegiantair	AA-185-JFK-LAX	9:00 PM, Dec 10		Terminal 8 - 46	12:23 AM, Dec 11		Terminal 4 - 47B
boston	AA-185-JFK-LAX	9:00 PM, Dec 10	Not Available		12:23 AM, Dec 11	Not Available	
travelocity	AA-185-JFK-LAX	Dec 10 - 9:00pm	Dec 10 - Not Available	46/8	Dec 11 - 12:23am	Dec 11 - Not Available	47B/T4
orbitz	AA-185-JFK-LAX	9:00pDec 10		 46	12:23aDec 11		 47B
weather	AA-185-JFK-LAX	2011-12-10 09:00 PM	2011-12-10 09:19 PM		2011-12-10 12:23 AM	2011-12-10 11:54 PM	
ifly	AA-185-JFK-LAX	2011-12-10 9:00 PM	2011-12-10 9:00 PM (Estimated)		2011-12-10 12:23 AM	2011-12-10 12:23 AM (Estimated)	
usatoday	AA-185-JFK-LAX	2011-12-10 09:00 PM	2011-12-10 09:19 PM		2011-12-10 12:23 AM	2011-12-10 11:54 PM	
flightarrival	AA-185-JFK-LAX	2011-12-10 09:00 PM	2011-12-10 09:19 PM		2011-12-10 12:23 AM	2011-12-10 11:54 PM	
aa	AA-3592-MIA-CLE	December 10, 2011               03:15 PM    	December 10, 2011               03:39 PM    	 D60F	December 10, 2011               06:10 PM    	December 10, 2011               06:33 PM    	 A1    
flightexplorer	AA-3592-MIA-CLE		12/10/2011 3:56PM EST			12/10/2011 6:22PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/10/11 3:56 PM (-05:00)			12/10/11 6:22 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/10/11 3:56 PM (-05:00)			12/10/11 6:22 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/10/11 3:56 PM (-05:00)			12/10/11 6:22 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/10/11 3:56 PM (-05:00)			12/10/11 6:22 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-10 03:15PM EST	2011-12-10 03:56PM EST	 D60F 	2011-12-10 05:56PM EST	2011-12-10 06:22PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2011-12-10 03:15PM EST	2011-12-10 03:56PM EST	 D60F 	2011-12-10 05:56PM EST	2011-12-10 06:22PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Sat 10-Dec-2011	03:39 PM  Sat 10-Dec-2011	D60	06:10 PM  Sat 10-Dec-2011	06:33 PM  Sat 10-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Sat 10-Dec-2011	03:39 PM  Sat 10-Dec-2011	D60	06:10 PM  Sat 10-Dec-2011	06:33 PM  Sat 10-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Sat 10-Dec-2011	03:39 PM  Sat 10-Dec-2011	D60	06:10 PM  Sat 10-Dec-2011	06:33 PM  Sat 10-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-10 3:15 PM	2011-12-10 3:39 PM		2011-12-10 6:10 PM	2011-12-10 6:33 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-10 3:15 PM	2011-12-10 3:39 PM		2011-12-10 6:10 PM	2011-12-10 6:33 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-10 3:15 PM	2011-12-10 3:39 PM		2011-12-10 6:10 PM	2011-12-10 6:33 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 10	3:56 PM, Dec 10		6:10 PM, Dec 10	6:32 PM, Dec 10	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 10	3:56 PM, Dec 10		6:10 PM, Dec 10	6:32 PM, Dec 10	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 10	3:56 PM, Dec 10		6:10 PM, Dec 10	6:32 PM, Dec 10	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 10	3:56 PM, Dec 10		6:10 PM, Dec 10	6:32 PM, Dec 10	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 10	3:56 PM, Dec 10		6:10 PM, Dec 10	6:32 PM, Dec 10	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 10	3:56 PM, Dec 10		6:10 PM, Dec 10	6:32 PM, Dec 10	
travelocity	AA-3592-MIA-CLE	Dec 10 - 3:15pm	Dec 10 - 3:39pm	D60	Dec 10 - 6:10pm	Dec 10 - 6:33pm	A1
orbitz	AA-3592-MIA-CLE	3:15pDec 10	3:39pDec 10	 D60F	6:10pDec 10	6:33pDec 10	 A1
weather	AA-3592-MIA-CLE	2011-12-10 03:15 PM			2011-12-10 06:10 PM		
ifly	AA-3592-MIA-CLE	2011-12-10 3:15 PM	2011-12-10 3:39 PM		2011-12-10 6:10 PM	2011-12-10 6:33 PM	
usatoday	AA-3592-MIA-CLE	2011-12-10 3:15 PM	2011-12-10 3:39 PM		2011-12-10 6:10 PM	2011-12-10 6:33 PM	
flightwise	AA-3592-MIA-CLE	2011-12-10 03:15PM EST	2011-12-10 03:56PM EST	 D60F 	2011-12-10 05:56PM EST	2011-12-10 06:22PM EST	 A1 
flightarrival	AA-3592-MIA-CLE	2011-12-10 03:15 PM			2011-12-10 06:10 PM		
ua	UA-3925-IAD-ORF	Sat, Dec 10 8:42 AM	Sat, Dec 10 8:39 AM	A2A	Sat, Dec 10 9:55 AM	Sat, Dec 10 9:38 AM	--
flightexplorer	UA-3925-IAD-ORF		12/10/2011 8:58AM EST			12/10/2011 9:34AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/10/11 8:58 AM (-05:00)			12/10/11 9:29 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/10/11 8:58 AM (-05:00)			12/10/11 9:29 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/10/11 8:58 AM (-05:00)			12/10/11 9:29 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/10/11 8:58 AM (-05:00)			12/10/11 9:29 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-10 08:42AM EST	2011-12-10 08:52AM EST	 A2A 	2011-12-10 09:35AM EST	2011-12-10 09:45AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-10 08:42AM EST	2011-12-10 08:52AM EST	 A2A 	2011-12-10 09:35AM EST	2011-12-10 09:45AM EST	
flights	UA-3925-IAD-ORF		2011-12-10 08:39 AM	A2		2011-12-10 09:38 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-10 08:39 AM	A2		2011-12-10 09:38 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-10 08:39 AM	A2		2011-12-10 09:38 AM	
flightstats	UA-3925-IAD-ORF	2011-12-10 8:42 AM	2011-12-10 8:39 AM		2011-12-10 9:55 AM	2011-12-10 9:38 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-10 8:42 AM	2011-12-10 8:39 AM		2011-12-10 9:55 AM	2011-12-10 9:38 AM	
flightview	UA-3925-IAD-ORF		8:58 AMDec 10			9:38 AMDec 10	
panynj	UA-3925-IAD-ORF		8:58 AMDec 10			9:38 AMDec 10	
gofox	UA-3925-IAD-ORF		8:58 AMDec 10			9:38 AMDec 10	
foxbusiness	UA-3925-IAD-ORF		8:58 AMDec 10			9:38 AMDec 10	
allegiantair	UA-3925-IAD-ORF		8:58 AMDec 10			9:38 AMDec 10	
boston	UA-3925-IAD-ORF		8:58 AMDec 10			9:35 AMDec 10	
travelocity	UA-3925-IAD-ORF	Dec 10 - Not Available	Dec 10 - 8:57am	A2A	Dec 10 - Not Available	Dec 10 - 9:38am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 10	8:39aDec 10	 A2A	9:55aDec 10	9:38aDec 10	 -
weather	UA-3925-IAD-ORF	2011-12-10 08:42 AM			2011-12-10 09:55 AM		
ifly	UA-3925-IAD-ORF	2011-12-10 8:42 AM	2011-12-10 8:39 AM		2011-12-10 9:55 AM	2011-12-10 9:38 AM	
usatoday	UA-3925-IAD-ORF	2011-12-10 8:42 AM	2011-12-10 8:39 AM		2011-12-10 9:55 AM	2011-12-10 9:38 AM	
mytripandmore	UA-3925-IAD-ORF	8:42aDec 10	8:39aDec 10	 A2A	9:55aDec 10	9:38aDec 10	 -
aa	AA-393-DFW-DEN	December 10, 2011               06:55 AM    	December 10, 2011               06:53 AM    	 C36	December 10, 2011               07:55 AM    	December 10, 2011               07:49 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/10/2011 7:06AM CST			12/10/2011 7:33AM MST	
airtravelcenter	AA-393-DFW-DEN		12/10/11 7:06 AM (-06:00)			12/10/11 7:33 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/10/11 7:06 AM (-06:00)			12/10/11 7:33 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/10/11 7:06 AM (-06:00)			12/10/11 7:33 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/10/11 7:06 AM (-06:00)			12/10/11 7:33 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-10 06:55AM CST	2011-12-10 07:06AM CST	 C36 	2011-12-10 07:46AM MST	2011-12-10 07:40AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-10 06:55AM CST	2011-12-10 07:06AM CST	 C36 	2011-12-10 07:46AM MST	2011-12-10 07:40AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Sat 10-Dec-2011	06:53 AM  Sat 10-Dec-2011	C36	07:55 AM  Sat 10-Dec-2011	07:49 AM  Sat 10-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Sat 10-Dec-2011	06:53 AM  Sat 10-Dec-2011	C36	07:55 AM  Sat 10-Dec-2011	07:49 AM  Sat 10-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Sat 10-Dec-2011	06:53 AM  Sat 10-Dec-2011	C36	07:55 AM  Sat 10-Dec-2011	07:49 AM  Sat 10-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-10 6:55 AM	2011-12-10 6:53 AM		2011-12-10 7:55 AM	2011-12-10 7:49 AM	
quicktrip	AA-393-DFW-DEN	2011-12-10 6:55 AM	2011-12-10 6:53 AM		2011-12-10 7:55 AM	2011-12-10 7:49 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-10 6:55 AM	2011-12-10 6:53 AM		2011-12-10 7:55 AM	2011-12-10 7:49 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 10	7:06 AM, Dec 10	C36	7:55 AM, Dec 10	7:46 AM, Dec 10	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 10	7:06 AM, Dec 10	C36	7:55 AM, Dec 10	7:46 AM, Dec 10	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 10	7:06 AM, Dec 10		7:55 AM, Dec 10	7:46 AM, Dec 10	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 10	7:06 AM, Dec 10	C36	7:55 AM, Dec 10	7:46 AM, Dec 10	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 10	7:06 AM, Dec 10	C36	7:55 AM, Dec 10	7:46 AM, Dec 10	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 10	7:06 AM, Dec 10		7:55 AM, Dec 10	7:46 AM, Dec 10	
travelocity	AA-393-DFW-DEN	Dec 10 - 6:55am	Dec 10 - 6:53am	C36/C	Dec 10 - 7:55am	Dec 10 - 7:49am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 10	6:53aDec 10	 C36	7:55aDec 10	7:49aDec 10	 A49
weather	AA-393-DFW-DEN	2011-12-10 06:55 AM	2011-12-10 07:06 AM		2011-12-10 07:55 AM	2011-12-10 07:40 AM	
den	AA-393-DFW-DEN				2011-12-10 7:55 AM		A49
flightarrival	AA-393-DFW-DEN	2011-12-10 6:55 AM	2011-12-10 6:53 AM		2011-12-10 7:55 AM	2011-12-10 7:49 AM	
aa	AA-3508-ATL-MIA	December 10, 2011               07:40 PM    	December 10, 2011               07:33 PM    	 T10	December 10, 2011               09:40 PM    	December 10, 2011               09:23 PM    	 D53    
flightexplorer	AA-3508-ATL-MIA		12/10/2011 7:49PM EST			12/10/2011 9:21PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/10/11 7:49 PM (-05:00)			12/10/11 9:21 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/10/11 7:49 PM (-05:00)			12/10/11 9:21 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/10/11 7:49 PM (-05:00)			12/10/11 9:21 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/10/11 7:49 PM (-05:00)			12/10/11 9:21 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-10 07:40PM EST	2011-12-10 07:49PM EST	 T10 	2011-12-10 09:34PM EST	2011-12-10 09:18PM EST	 D53 
wunderground	AA-3508-ATL-MIA	2011-12-10 07:40PM EST	2011-12-10 07:49PM EST	 T10 	2011-12-10 09:34PM EST	2011-12-10 09:18PM EST	 D53 
flights	AA-3508-ATL-MIA	07:40 PM  Sat 10-Dec-2011	07:33 PM  Sat 10-Dec-2011	T10	09:40 PM  Sat 10-Dec-2011	09:23 PM  Sat 10-Dec-2011	D53
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Sat 10-Dec-2011	07:33 PM  Sat 10-Dec-2011	T10	09:40 PM  Sat 10-Dec-2011	09:23 PM  Sat 10-Dec-2011	D53
flylouisville	AA-3508-ATL-MIA	07:40 PM  Sat 10-Dec-2011	07:33 PM  Sat 10-Dec-2011	T10	09:40 PM  Sat 10-Dec-2011	09:23 PM  Sat 10-Dec-2011	D53
flightstats	AA-3508-ATL-MIA	2011-12-10 7:40 PM	2011-12-10 7:33 PM		2011-12-10 9:40 PM	2011-12-10 9:23 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-10 7:40 PM	2011-12-10 7:33 PM		2011-12-10 9:40 PM	2011-12-10 9:23 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-10 7:40 PM	2011-12-10 7:33 PM		2011-12-10 9:40 PM	2011-12-10 9:23 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 10	7:49 PM, Dec 10	T10	9:40 PM, Dec 10	9:23 PM, Dec 10	Terminal D - D53
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 10	7:49 PM, Dec 10	T10	9:40 PM, Dec 10	9:23 PM, Dec 10	Terminal D - D53
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 10	7:49 PM, Dec 10		9:40 PM, Dec 10	9:23 PM, Dec 10	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 10	7:49 PM, Dec 10	T10	9:40 PM, Dec 10	9:23 PM, Dec 10	Terminal D - D53
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 10	7:49 PM, Dec 10	T10	9:40 PM, Dec 10	9:23 PM, Dec 10	Terminal D - D53
boston	AA-3508-ATL-MIA	7:40 PM, Dec 10	7:49 PM, Dec 10		9:40 PM, Dec 10	9:18 PM, Dec 10	
travelocity	AA-3508-ATL-MIA	Dec 10 - 7:40pm	Dec 10 - 7:33pm	T10	Dec 10 - 9:40pm	Dec 10 - 9:23pm	D53
orbitz	AA-3508-ATL-MIA	7:40pDec 10	7:33pDec 10	 T10	9:40pDec 10	9:23pDec 10	 D53
weather	AA-3508-ATL-MIA	2011-12-10 07:40 PM			2011-12-10 09:40 PM		
ifly	AA-3508-ATL-MIA	2011-12-10 7:40 PM	2011-12-10 7:33 PM		2011-12-10 9:40 PM	2011-12-10 9:23 PM	
usatoday	AA-3508-ATL-MIA	7:40 PM, Dec 10	7:49 PM, Dec 10		9:40 PM, Dec 10	9:18 PM, Dec 10	
mytripandmore	AA-3508-ATL-MIA	7:40pDec 10	7:33pDec 10	 T10	9:40pDec 10	9:23pDec 10	 D53
CO	CO-1097-IAH-LAX	Sat., Dec.10, 2011 1:05 p.m.	Sat., Dec.10, 2011 1:04 p.m.		Sat., Dec.10, 2011 2:53 p.m.	Sat., Dec.10, 2011 2:52 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/10/2011 1:18PM CST			12/10/2011 2:43PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/10/11 1:05 PM (-06:00)			12/10/11 2:53 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/10/11 1:05 PM (-06:00)			12/10/11 2:53 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/10/11 1:05 PM (-06:00)			12/10/11 2:53 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/10/11 1:05 PM (-06:00)			12/10/11 2:53 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-10 01:05PM CST	2011-12-10 01:19PM CST	 E9 	2011-12-10 02:38PM PST	2011-12-10 02:47PM PST	 60 
wunderground	CO-1097-IAH-LAX	2011-12-10 01:05PM CST	2011-12-10 01:19PM CST	 E9 	2011-12-10 02:38PM PST	2011-12-10 02:47PM PST	 60 
flights	CO-1097-IAH-LAX		2011-12-10 01:04 PM	9		2011-12-10 02:52 PM	60
businesstravellogue	CO-1097-IAH-LAX		2011-12-10 01:04 PM	9		2011-12-10 02:52 PM	60
flylouisville	CO-1097-IAH-LAX		2011-12-10 01:04 PM	9		2011-12-10 02:52 PM	60
flightstats	CO-1097-IAH-LAX	2011-12-10 1:05 PM	2011-12-10 1:04 PM		2011-12-10 2:53 PM	2011-12-10 2:52 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-10 1:05 PM	2011-12-10 1:04 PM		2011-12-10 2:53 PM	2011-12-10 2:52 PM	
flightview	CO-1097-IAH-LAX		1:19 PMDec 10			2:52 PMDec 10	
panynj	CO-1097-IAH-LAX		1:19 PMDec 10			2:52 PMDec 10	
gofox	CO-1097-IAH-LAX		1:19 PMDec 10			2:52 PMDec 10	
foxbusiness	CO-1097-IAH-LAX		1:19 PMDec 10			2:52 PMDec 10	
allegiantair	CO-1097-IAH-LAX		1:19 PMDec 10			2:52 PMDec 10	
boston	CO-1097-IAH-LAX		1:19 PMDec 10			2:44 PMDec 10	
orbitz	CO-1097-IAH-LAX	1:05pDec 10	1:04pDec 10	 E9	2:53pDec 10	2:52pDec 10	 60
usatoday	CO-1097-IAH-LAX	2011-12-10 1:05 PM	2011-12-10 1:04 PM		2011-12-10 2:53 PM	2011-12-10 2:52 PM	
ua	UA-2546-CLT-PBI	Sat, Dec 10 1:25 PM	Sat, Dec 10 1:25 PM            Delayed	C7	Sat, Dec 10 3:19 PM	Sat, Dec 10 3:26 PM	B11
airtravelcenter	UA-2546-CLT-PBI	12/10/11 1:25 PM (-05:00)			12/10/11 3:19 PM (-05:00)		
myrateplan	UA-2546-CLT-PBI	12/10/11 1:25 PM (-05:00)			12/10/11 3:19 PM (-05:00)		
helloflight	UA-2546-CLT-PBI	12/10/11 1:25 PM (-05:00)			12/10/11 3:19 PM (-05:00)		
flytecomm	UA-2546-CLT-PBI	12/10/11 1:25 PM (-05:00)			12/10/11 3:19 PM (-05:00)		
flights	UA-2546-CLT-PBI		2011-12-10 01:19 PM	C7		2011-12-10 03:19 PM	B11
businesstravellogue	UA-2546-CLT-PBI		2011-12-10 01:19 PM	C7		2011-12-10 03:19 PM	B11
flylouisville	UA-2546-CLT-PBI		2011-12-10 01:19 PM	C7		2011-12-10 03:19 PM	B11
flightstats	UA-2546-CLT-PBI	2011-12-10 1:25 PM	2011-12-10 1:19 PM		2011-12-10 3:19 PM	2011-12-10 3:26 PM (Estimated)	
quicktrip	UA-2546-CLT-PBI	2011-12-10 1:25 PM	2011-12-10 1:19 PM		2011-12-10 3:19 PM	2011-12-10 3:26 PM (Estimated)	
flightview	UA-2546-CLT-PBI		1:40 PMDec 10			3:25 PMDec 10	
panynj	UA-2546-CLT-PBI		1:40 PMDec 10			3:25 PMDec 10	
gofox	UA-2546-CLT-PBI		1:40 PMDec 10			3:25 PMDec 10	
foxbusiness	UA-2546-CLT-PBI		1:40 PMDec 10			3:25 PMDec 10	
allegiantair	UA-2546-CLT-PBI		1:40 PMDec 10			3:25 PMDec 10	
boston	UA-2546-CLT-PBI		1:40 PMDec 10			3:25 PMDec 10	
orbitz	UA-2546-CLT-PBI	1:25pDec 10	1:19pDec 10	 -	3:33pDec 10		 -
usatoday	UA-2546-CLT-PBI		1:40 PMDec 10			3:25 PMDec 10	
mytripandmore	UA-2546-CLT-PBI	1:25pDec 10	1:19pDec 10	 -	3:33pDec 10		 -
flightarrival	UA-2546-CLT-PBI		1:40 PMDec 10			3:25 PMDec 10	
ua	UA-1406-IAH-LAX	Sat, Dec 10 8:51 PM	Sat, Dec 10 8:56 PM            Delayed	E10	Sat, Dec 10 10:40 PM	Sat, Dec 10 10:45 PM	62
flightexplorer	UA-1406-IAH-LAX		12/10/2011 9:09PM CST			12/10/2011 10:28PM PST	
airtravelcenter	UA-1406-IAH-LAX		12/10/11 9:10 PM (-06:00)			12/10/11 10:31 PM (-08:00)	
myrateplan	UA-1406-IAH-LAX		12/10/11 9:10 PM (-06:00)			12/10/11 10:31 PM (-08:00)	
helloflight	UA-1406-IAH-LAX		12/10/11 9:10 PM (-06:00)			12/10/11 10:31 PM (-08:00)	
flytecomm	UA-1406-IAH-LAX		12/10/11 9:10 PM (-06:00)			12/10/11 10:31 PM (-08:00)	
flightaware	UA-1406-IAH-LAX	2011-12-10 08:51PM CST	2011-12-10 09:10PM CST	 E10 	2011-12-10 10:30PM PST	2011-12-10 10:29PM PST	 62 
wunderground	UA-1406-IAH-LAX	2011-12-10 08:51PM CST	2011-12-10 09:10PM CST	 E10 	2011-12-10 10:30PM PST	2011-12-10 10:29PM PST	 62 
flights	UA-1406-IAH-LAX		2011-12-10 08:56 PM	10		2011-12-10 10:40 PM	62
businesstravellogue	UA-1406-IAH-LAX		2011-12-10 08:56 PM	10		2011-12-10 10:40 PM	62
flylouisville	UA-1406-IAH-LAX		2011-12-10 08:56 PM	10		2011-12-10 10:40 PM	62
flightstats	UA-1406-IAH-LAX	2011-12-10 8:51 PM	2011-12-10 8:56 PM		2011-12-10 10:40 PM	2011-12-10 10:48 PM (Estimated)	
quicktrip	UA-1406-IAH-LAX	2011-12-10 8:51 PM	2011-12-10 8:56 PM		2011-12-10 10:40 PM	2011-12-10 10:48 PM (Estimated)	
flightview	UA-1406-IAH-LAX		9:10 PMDec 10			10:35 PMDec 10	
panynj	UA-1406-IAH-LAX		9:10 PMDec 10			10:35 PMDec 10	
gofox	UA-1406-IAH-LAX		9:10 PMDec 10			10:35 PMDec 10	
foxbusiness	UA-1406-IAH-LAX		9:10 PMDec 10			10:35 PMDec 10	
allegiantair	UA-1406-IAH-LAX		9:10 PMDec 10			10:35 PMDec 10	
boston	UA-1406-IAH-LAX		9:10 PMDec 10			10:35 PMDec 10	
orbitz	UA-1406-IAH-LAX	8:51pDec 10	8:56pDec 10	 E10	10:50pDec 10		 62
weather	UA-1406-IAH-LAX	2011-12-10 08:51 PM			2011-12-10 10:40 PM		
ifly	UA-1406-IAH-LAX	2011-12-10 8:51 PM	2011-12-10 8:56 PM		2011-12-10 10:40 PM	2011-12-10 10:48 PM (Estimated)	
usatoday	UA-1406-IAH-LAX		9:10 PMDec 10			10:35 PMDec 10	
ua	UA-4140-MSP-EWR	Sat, Dec 10 9:50 AM	Sat, Dec 10 9:41 AM	E9	Sat, Dec 10 1:25 PM	Sat, Dec 10 1:29 PM	C72
airtravelcenter	UA-4140-MSP-EWR	12/10/11 9:50 AM (-06:00)			12/10/11 1:25 PM (-05:00)		
myrateplan	UA-4140-MSP-EWR	12/10/11 9:50 AM (-06:00)			12/10/11 1:25 PM (-05:00)		
helloflight	UA-4140-MSP-EWR	12/10/11 9:50 AM (-06:00)			12/10/11 1:25 PM (-05:00)		
flytecomm	UA-4140-MSP-EWR	12/10/11 9:50 AM (-06:00)			12/10/11 1:25 PM (-05:00)		
flights	UA-4140-MSP-EWR	09:50 AM  Sat 10-Dec-2011	09:41 AM  Sat 10-Dec-2011	E9	01:25 PM  Sat 10-Dec-2011	01:29 PM  Sat 10-Dec-2011	72
businesstravellogue	UA-4140-MSP-EWR	09:50 AM  Sat 10-Dec-2011	09:41 AM  Sat 10-Dec-2011	E9	01:25 PM  Sat 10-Dec-2011	01:29 PM  Sat 10-Dec-2011	72
flylouisville	UA-4140-MSP-EWR	09:50 AM  Sat 10-Dec-2011	09:41 AM  Sat 10-Dec-2011	E9	01:25 PM  Sat 10-Dec-2011	01:29 PM  Sat 10-Dec-2011	72
flightstats	UA-4140-MSP-EWR	2011-12-10 9:50 AM	2011-12-10 9:41 AM		2011-12-10 1:25 PM	2011-12-10 1:29 PM	
quicktrip	UA-4140-MSP-EWR	2011-12-10 9:50 AM	2011-12-10 9:41 AM		2011-12-10 1:25 PM	2011-12-10 1:29 PM	
world-flight-tracker	UA-4140-MSP-EWR	2011-12-10 9:50 AM	2011-12-10 9:41 AM		2011-12-10 1:25 PM	2011-12-10 1:29 PM	
flightview	UA-4140-MSP-EWR	9:50 AM, Dec 10	9:57 AM, Dec 10	Terminal Conc E - E9	1:25 PM, Dec 10	1:29 PM, Dec 10	Term C - C72
panynj	UA-4140-MSP-EWR	9:50 AM, Dec 10	9:57 AM, Dec 10	Terminal Conc E - E9	1:25 PM, Dec 10	1:29 PM, Dec 10	Term C - C72
gofox	UA-4140-MSP-EWR	9:50 AM, Dec 10	9:57 AM, Dec 10		1:25 PM, Dec 10	1:29 PM, Dec 10	
foxbusiness	UA-4140-MSP-EWR	9:50 AM, Dec 10	9:57 AM, Dec 10	Terminal Conc E - E9	1:25 PM, Dec 10	1:29 PM, Dec 10	Term C - C72
allegiantair	UA-4140-MSP-EWR	9:50 AM, Dec 10	9:57 AM, Dec 10	Terminal Conc E - E9	1:25 PM, Dec 10	1:29 PM, Dec 10	Term C - C72
boston	UA-4140-MSP-EWR	9:50 AM, Dec 10	9:57 AM, Dec 10		1:25 PM, Dec 10	1:19 PM, Dec 10	
travelocity	UA-4140-MSP-EWR	Dec 10 - 9:50am	Dec 10 - Contact Airline	Not provided by airline	Dec 10 - 1:25pm	Dec 10 - Contact Airline	Not provided by airline
