CO	CO-4237-EWR-DTW	Sat., Dec.31, 2011 12:33 p.m.	Sat., Dec.31, 2011 12:29 p.m.		Sat., Dec.31, 2011 2:38 p.m.	Sat., Dec.31, 2011 2:15 p.m.	
orbitz	CO-1030-DEN-IAH	2:19pDec 31	2:17pDec 31	 B18	5:45pDec 31	5:41pDec 31	 44
weather	CO-1030-DEN-IAH	2011-12-31 02:19 PM			2011-12-31 05:45 PM		
den	CO-1030-DEN-IAH	2011-12-31 2:19 PM		B18			
mytripandmore	CO-1030-DEN-IAH	2:19pDec 31	2:17pDec 31	 B18	5:45pDec 31	5:41pDec 31	 44
flightarrival	CO-1030-DEN-IAH	2:19 PM, Dec 31	2:27 PM, Dec 31		5:45 PM, Dec 31	5:27 PM, Dec 31	
ua	UA-4288-EWR-STL	Sat, Dec 31 5:27 PM	Sat, Dec 31 5:27 PM	A20	Sat, Dec 31 7:17 PM	Sat, Dec 31 7:17 PM	--
airtravelcenter	UA-4288-EWR-STL	12/31/11 5:27 PM (-05:00)			12/31/11 7:17 PM (-06:00)		
myrateplan	UA-4288-EWR-STL	12/31/11 5:27 PM (-05:00)			12/31/11 7:17 PM (-06:00)		
helloflight	UA-4288-EWR-STL	12/31/11 5:27 PM (-05:00)			12/31/11 7:17 PM (-06:00)		
flytecomm	UA-4288-EWR-STL	12/31/11 5:27 PM (-05:00)			12/31/11 7:17 PM (-06:00)		
flights	UA-4288-EWR-STL	05:27 PM  Sat 31-Dec-2011			07:17 PM  Sat 31-Dec-2011		
businesstravellogue	UA-4288-EWR-STL	05:27 PM  Sat 31-Dec-2011			07:17 PM  Sat 31-Dec-2011		
flylouisville	UA-4288-EWR-STL	05:27 PM  Sat 31-Dec-2011			07:17 PM  Sat 31-Dec-2011		
world-flight-tracker	UA-4288-EWR-STL	2011-12-31 5:27 PM	2011-12-31 5:27 PM (Estimated)		2011-12-31 7:17 PM	2011-12-31 7:17 PM (Estimated)	
flightview	UA-4288-EWR-STL	5:27 PM, Dec 31		Term A - A20	7:17 PM, Dec 31		Main Term
panynj	UA-4288-EWR-STL	5:27 PM, Dec 31		Term A - A20	7:17 PM, Dec 31		Main Term
gofox	UA-4288-EWR-STL	5:27 PM, Dec 31			7:17 PM, Dec 31		
foxbusiness	UA-4288-EWR-STL	5:27 PM, Dec 31		Term A - A20	7:17 PM, Dec 31		Main Term
allegiantair	UA-4288-EWR-STL	5:27 PM, Dec 31		Term A - A20	7:17 PM, Dec 31		Main Term
boston	UA-4288-EWR-STL	5:27 PM, Dec 31	Not Available		7:17 PM, Dec 31	Not Available	
travelocity	UA-4288-EWR-STL	Dec 31 - 5:27pm	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 7:17pm	Dec 31 - Contact Airline	Not provided by airline
weather	UA-4288-EWR-STL	2011-12-31 05:27 PM			2011-12-31 07:17 PM		
usatoday	UA-4288-EWR-STL	5:27 PM, Dec 31	Not Available		7:17 PM, Dec 31	Not Available	
aa	AA-3592-MIA-CLE	December 31, 2011               03:15 PM    	December 31, 2011               03:05 PM    	 D55	December 31, 2011               06:10 PM    	December 31, 2011               06:16 PM    	 A1    
flightexplorer	AA-3592-MIA-CLE		12/31/2011 3:33PM EST			12/31/2011 6:15PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/31/11 3:33 PM (-05:00)			12/31/11 5:59 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/31/11 3:33 PM (-05:00)			12/31/11 5:59 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/31/11 3:33 PM (-05:00)			12/31/11 5:59 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/31/11 3:33 PM (-05:00)			12/31/11 5:59 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-31 03:15PM EST	2011-12-31 03:33PM EST	 D55 	2011-12-31 06:02PM EST	2011-12-31 06:05PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2011-12-31 03:15PM EST	2011-12-31 03:33PM EST	 D55 	2011-12-31 06:02PM EST	2011-12-31 06:05PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Sat 31-Dec-2011	03:05 PM  Sat 31-Dec-2011	D55	06:10 PM  Sat 31-Dec-2011	06:16 PM  Sat 31-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Sat 31-Dec-2011	03:05 PM  Sat 31-Dec-2011	D55	06:10 PM  Sat 31-Dec-2011	06:16 PM  Sat 31-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Sat 31-Dec-2011	03:05 PM  Sat 31-Dec-2011	D55	06:10 PM  Sat 31-Dec-2011	06:16 PM  Sat 31-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-31 3:15 PM	2011-12-31 3:05 PM		2011-12-31 6:10 PM	2011-12-31 6:16 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-31 3:15 PM	2011-12-31 3:05 PM		2011-12-31 6:10 PM	2011-12-31 6:16 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-31 3:15 PM	2011-12-31 3:05 PM		2011-12-31 6:10 PM	2011-12-31 6:16 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 31	3:33 PM, Dec 31		6:10 PM, Dec 31	6:11 PM, Dec 31	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 31	3:33 PM, Dec 31		6:10 PM, Dec 31	6:11 PM, Dec 31	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 31	3:33 PM, Dec 31		6:10 PM, Dec 31	6:11 PM, Dec 31	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 31	3:33 PM, Dec 31		6:10 PM, Dec 31	6:11 PM, Dec 31	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 31	3:33 PM, Dec 31		6:10 PM, Dec 31	6:11 PM, Dec 31	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 31	3:33 PM, Dec 31		6:10 PM, Dec 31	6:11 PM, Dec 31	
travelocity	AA-3592-MIA-CLE	Dec 31 - 3:15pm	Dec 31 - 3:05pm	D55	Dec 31 - 6:10pm	Dec 31 - 6:16pm	A1
orbitz	AA-3592-MIA-CLE	3:15pDec 31	3:05pDec 31	 D55	6:10pDec 31	6:16pDec 31	 A1
weather	AA-3592-MIA-CLE	2011-12-31 03:15 PM			2011-12-31 06:10 PM		
usatoday	AA-3592-MIA-CLE	3:15 PM, Dec 31	3:33 PM, Dec 31		6:10 PM, Dec 31	6:11 PM, Dec 31	
mytripandmore	AA-3592-MIA-CLE	3:15pDec 31	3:05pDec 31	 D55	6:10pDec 31	6:16pDec 31	 A1
ua	UA-3925-IAD-ORF	Sat, Dec 31 8:42 AM	Sat, Dec 31 10:05 AM	A2C	Sat, Dec 31 9:55 AM	Sat, Dec 31 11:24 AM	--
flightexplorer	UA-3925-IAD-ORF		12/31/2011 10:49AM EST			12/31/2011 11:18AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/31/11 10:49 AM (-05:00)			12/31/11 11:18 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/31/11 10:49 AM (-05:00)			12/31/11 11:18 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/31/11 10:49 AM (-05:00)			12/31/11 11:18 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/31/11 10:49 AM (-05:00)			12/31/11 11:18 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-31 08:42AM EST	2011-12-31 08:52AM EST	 A2A 	2011-12-31 09:35AM EST	2011-12-31 09:45AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-31 08:42AM EST	2011-12-31 08:52AM EST	 A2A 	2011-12-31 09:35AM EST	2011-12-31 09:45AM EST	
flights	UA-3925-IAD-ORF		2011-12-31 10:05 AM	A2		2011-12-31 11:24 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-31 10:05 AM	A2		2011-12-31 11:24 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-31 10:05 AM	A2		2011-12-31 11:24 AM	
flightstats	UA-3925-IAD-ORF	2011-12-31 8:42 AM	2011-12-31 10:05 AM		2011-12-31 9:55 AM	2011-12-31 11:24 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-31 8:42 AM	2011-12-31 10:05 AM		2011-12-31 9:55 AM	2011-12-31 11:24 AM	
flightview	UA-3925-IAD-ORF		10:49 AMDec 31			11:24 AMDec 31	
panynj	UA-3925-IAD-ORF		10:49 AMDec 31			11:24 AMDec 31	
gofox	UA-3925-IAD-ORF		10:49 AMDec 31			11:24 AMDec 31	
foxbusiness	UA-3925-IAD-ORF		10:49 AMDec 31			11:24 AMDec 31	
allegiantair	UA-3925-IAD-ORF		10:49 AMDec 31			11:24 AMDec 31	
boston	UA-3925-IAD-ORF		10:49 AMDec 31			11:21 AMDec 31	
travelocity	UA-3925-IAD-ORF	Dec 31 - Not Available	Dec 31 - 10:48am	A2C	Dec 31 - Not Available	Dec 31 - 11:24am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 31	10:05aDec 31	 A2C	9:55aDec 31	11:24aDec 31	 -
weather	UA-3925-IAD-ORF	2011-12-31 08:42 AM			2011-12-31 09:55 AM		
iad	UA-3925-IAD-ORF	2011-12-31 08:42 	2011-12-31 10:05 				
flightwise	UA-3925-IAD-ORF	2011-12-31 08:42AM EST	2011-12-31 08:52AM EST	 A2A 	2011-12-31 09:35AM EST	2011-12-31 09:45AM EST	
flightarrival	UA-3925-IAD-ORF		10:49 AMDec 31			11:21 AMDec 31	
aa	AA-393-DFW-DEN	December 31, 2011               06:55 AM    	December 31, 2011               06:57 AM    	 A29	December 31, 2011               07:55 AM    	December 31, 2011               07:54 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/31/2011 7:10AM CST			12/31/2011 7:54AM MST	
airtravelcenter	AA-393-DFW-DEN		12/31/11 7:10 AM (-06:00)			12/31/11 7:54 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/31/11 7:10 AM (-06:00)			12/31/11 7:54 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/31/11 7:10 AM (-06:00)			12/31/11 7:54 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/31/11 7:10 AM (-06:00)			12/31/11 7:54 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-31 06:55AM CST	2011-12-31 07:10AM CST	 A29 	2011-12-31 07:49AM MST	2011-12-31 07:48AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-31 06:55AM CST	2011-12-31 07:10AM CST	 A29 	2011-12-31 07:49AM MST	2011-12-31 07:48AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Sat 31-Dec-2011	06:57 AM  Sat 31-Dec-2011	A29	07:55 AM  Sat 31-Dec-2011	07:54 AM  Sat 31-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Sat 31-Dec-2011	06:57 AM  Sat 31-Dec-2011	A29	07:55 AM  Sat 31-Dec-2011	07:54 AM  Sat 31-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Sat 31-Dec-2011	06:57 AM  Sat 31-Dec-2011	A29	07:55 AM  Sat 31-Dec-2011	07:54 AM  Sat 31-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-31 6:55 AM	2011-12-31 6:57 AM		2011-12-31 7:55 AM	2011-12-31 7:54 AM	
quicktrip	AA-393-DFW-DEN	2011-12-31 6:55 AM	2011-12-31 6:57 AM		2011-12-31 7:55 AM	2011-12-31 7:54 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-31 6:55 AM	2011-12-31 6:57 AM		2011-12-31 7:55 AM	2011-12-31 7:54 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 31	7:10 AM, Dec 31	A29	7:55 AM, Dec 31	7:53 AM, Dec 31	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 31	7:10 AM, Dec 31	A29	7:55 AM, Dec 31	7:53 AM, Dec 31	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 31	7:10 AM, Dec 31		7:55 AM, Dec 31	7:53 AM, Dec 31	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 31	7:10 AM, Dec 31	A29	7:55 AM, Dec 31	7:53 AM, Dec 31	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 31	7:10 AM, Dec 31	A29	7:55 AM, Dec 31	7:53 AM, Dec 31	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 31	7:10 AM, Dec 31		7:55 AM, Dec 31	7:53 AM, Dec 31	
travelocity	AA-393-DFW-DEN	Dec 31 - 6:55am	Dec 31 - 6:57am	A29/A	Dec 31 - 7:55am	Dec 31 - 7:54am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 31	6:57aDec 31	 A29	7:55aDec 31	7:54aDec 31	 A49
weather	AA-393-DFW-DEN	2011-12-31 06:55 AM	2011-12-31 07:10 AM		2011-12-31 07:55 AM	2011-12-31 07:48 AM	
den	AA-393-DFW-DEN				2011-12-31 7:55 AM		A49
usatoday	AA-393-DFW-DEN	2011-12-31 06:55 AM	2011-12-31 07:10 AM		2011-12-31 07:55 AM	2011-12-31 07:48 AM	
mytripandmore	AA-393-DFW-DEN	6:55aDec 31	6:57aDec 31	 A29	7:55aDec 31	7:54aDec 31	 A49
aa	AA-3508-ATL-MIA	December 31, 2011               07:40 PM    	December 31, 2011               07:47 PM    	 T10	December 31, 2011               09:40 PM    	December 31, 2011               09:35 PM    	 D55    
flightexplorer	AA-3508-ATL-MIA		12/31/2011 8:04PM EST			12/31/2011 9:34PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/31/11 8:04 PM (-05:00)			12/31/11 9:34 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/31/11 8:04 PM (-05:00)			12/31/11 9:34 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/31/11 8:04 PM (-05:00)			12/31/11 9:34 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/31/11 8:04 PM (-05:00)			12/31/11 9:34 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-31 07:40PM EST	2011-12-31 08:04PM EST	 T10 	2011-12-31 09:33PM EST	2011-12-31 09:31PM EST	 D55 
wunderground	AA-3508-ATL-MIA	2011-12-31 07:40PM EST	2011-12-31 08:04PM EST	 T10 	2011-12-31 09:33PM EST	2011-12-31 09:31PM EST	 D55 
flights	AA-3508-ATL-MIA	07:40 PM  Sat 31-Dec-2011	07:47 PM  Sat 31-Dec-2011	T10	09:40 PM  Sat 31-Dec-2011	09:35 PM  Sat 31-Dec-2011	D55
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Sat 31-Dec-2011	07:47 PM  Sat 31-Dec-2011	T10	09:40 PM  Sat 31-Dec-2011	09:35 PM  Sat 31-Dec-2011	D55
flylouisville	AA-3508-ATL-MIA	07:40 PM  Sat 31-Dec-2011	07:47 PM  Sat 31-Dec-2011	T10	09:40 PM  Sat 31-Dec-2011	09:35 PM  Sat 31-Dec-2011	D55
flightstats	AA-3508-ATL-MIA	2011-12-31 7:40 PM	2011-12-31 7:47 PM		2011-12-31 9:40 PM	2011-12-31 9:35 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-31 7:40 PM	2011-12-31 7:47 PM		2011-12-31 9:40 PM	2011-12-31 9:35 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-31 7:40 PM	2011-12-31 7:47 PM		2011-12-31 9:40 PM	2011-12-31 9:35 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 31	8:04 PM, Dec 31	T10	9:40 PM, Dec 31	9:35 PM, Dec 31	Terminal D - D55
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 31	8:04 PM, Dec 31	T10	9:40 PM, Dec 31	9:35 PM, Dec 31	Terminal D - D55
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 31	8:04 PM, Dec 31		9:40 PM, Dec 31	9:35 PM, Dec 31	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 31	8:04 PM, Dec 31	T10	9:40 PM, Dec 31	9:35 PM, Dec 31	Terminal D - D55
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 31	8:04 PM, Dec 31	T10	9:40 PM, Dec 31	9:35 PM, Dec 31	Terminal D - D55
boston	AA-3508-ATL-MIA	7:40 PM, Dec 31	8:04 PM, Dec 31		9:40 PM, Dec 31	9:32 PM, Dec 31	
travelocity	AA-3508-ATL-MIA	Dec 31 - 7:40pm	Dec 31 - 7:47pm	T10	Dec 31 - 9:40pm	Dec 31 - 9:35pm	D55
orbitz	AA-3508-ATL-MIA	7:40pDec 31	7:47pDec 31	 T10	9:40pDec 31	9:35pDec 31	 D55
weather	AA-3508-ATL-MIA	2011-12-31 07:40 PM			2011-12-31 09:40 PM		
usatoday	AA-3508-ATL-MIA	2011-12-31 07:40 PM			2011-12-31 09:40 PM		
CO	CO-1097-IAH-LAX	Sat., Dec.31, 2011 1:05 p.m.	Sat., Dec.31, 2011 1:14 p.m.		Sat., Dec.31, 2011 3:00 p.m.	Sat., Dec.31, 2011 2:29 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/31/2011 1:27PM CST			12/31/2011 2:24PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/31/11 1:05 PM (-06:00)			12/31/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/31/11 1:05 PM (-06:00)			12/31/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/31/11 1:05 PM (-06:00)			12/31/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/31/11 1:05 PM (-06:00)			12/31/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-31 01:05PM CST	2011-12-31 01:27PM CST	 40 	2011-12-31 02:21PM PST	2011-12-31 02:23PM PST	 62 
wunderground	CO-1097-IAH-LAX	2011-12-31 01:05PM CST	2011-12-31 01:27PM CST	 40 	2011-12-31 02:21PM PST	2011-12-31 02:23PM PST	 62 
flights	CO-1097-IAH-LAX		2011-12-31 01:14 PM	40		2011-12-31 02:29 PM	62
businesstravellogue	CO-1097-IAH-LAX		2011-12-31 01:14 PM	40		2011-12-31 02:29 PM	62
flylouisville	CO-1097-IAH-LAX		2011-12-31 01:14 PM	40		2011-12-31 02:29 PM	62
flightstats	CO-1097-IAH-LAX	2011-12-31 1:05 PM	2011-12-31 1:14 PM		2011-12-31 3:00 PM	2011-12-31 2:29 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-31 1:05 PM	2011-12-31 1:14 PM		2011-12-31 3:00 PM	2011-12-31 2:29 PM	
flightview	CO-1097-IAH-LAX		1:28 PMDec 31			2:29 PMDec 31	
panynj	CO-1097-IAH-LAX		1:28 PMDec 31			2:29 PMDec 31	
gofox	CO-1097-IAH-LAX		1:28 PMDec 31			2:29 PMDec 31	
foxbusiness	CO-1097-IAH-LAX		1:28 PMDec 31			2:29 PMDec 31	
allegiantair	CO-1097-IAH-LAX		1:28 PMDec 31			2:29 PMDec 31	
boston	CO-1097-IAH-LAX		1:28 PMDec 31			2:24 PMDec 31	
orbitz	CO-1097-IAH-LAX	1:05pDec 31	1:14pDec 31	 40	3:00pDec 31	2:29pDec 31	 62
flightarrival	CO-1097-IAH-LAX	2011-12-31 1:05 PM	2011-12-31 1:14 PM		2011-12-31 3:00 PM	2011-12-31 2:29 PM	
ua	UA-2359-CLT-CZM	Sat, Dec 31 9:40 AM	Sat, Dec 31 9:40 AM	B7	Sat, Dec 31 11:49 AM	Sat, Dec 31 11:33 AM	3
flights	UA-2359-CLT-CZM	09:40 AM  Sat 31-Dec-2011	09:32 AM  Sat 31-Dec-2011	B7	11:49 AM  Sat 31-Dec-2011	11:33 AM  Sat 31-Dec-2011	3
businesstravellogue	UA-2359-CLT-CZM	09:40 AM  Sat 31-Dec-2011	09:32 AM  Sat 31-Dec-2011	B7	11:49 AM  Sat 31-Dec-2011	11:33 AM  Sat 31-Dec-2011	3
flylouisville	UA-2359-CLT-CZM	09:40 AM  Sat 31-Dec-2011	09:32 AM  Sat 31-Dec-2011	B7	11:49 AM  Sat 31-Dec-2011	11:33 AM  Sat 31-Dec-2011	3
flightstats	UA-2359-CLT-CZM	2011-12-31 9:40 AM	2011-12-31 9:32 AM		2011-12-31 11:49 AM	2011-12-31 11:33 AM	
quicktrip	UA-2359-CLT-CZM	2011-12-31 9:40 AM	2011-12-31 9:32 AM		2011-12-31 11:49 AM	2011-12-31 11:33 AM	
world-flight-tracker	UA-2359-CLT-CZM	2011-12-31 9:40 AM	2011-12-31 9:32 AM		2011-12-31 11:49 AM	2011-12-31 11:33 AM	
flightview	UA-2359-CLT-CZM	9:40 AM, Dec 31	9:52 AM, Dec 31		11:49 AM, Dec 31	12:21 PM, Dec 31	
panynj	UA-2359-CLT-CZM	9:40 AM, Dec 31	9:52 AM, Dec 31		11:49 AM, Dec 31	12:21 PM, Dec 31	
gofox	UA-2359-CLT-CZM	9:40 AM, Dec 31	9:52 AM, Dec 31		11:49 AM, Dec 31	12:21 PM, Dec 31	
foxbusiness	UA-2359-CLT-CZM	9:40 AM, Dec 31	9:52 AM, Dec 31		11:49 AM, Dec 31	12:21 PM, Dec 31	
allegiantair	UA-2359-CLT-CZM	9:40 AM, Dec 31	9:52 AM, Dec 31		11:49 AM, Dec 31	12:21 PM, Dec 31	
boston	UA-2359-CLT-CZM	9:40 AM, Dec 31	9:52 AM, Dec 31		11:49 AM, Dec 31	12:21 PM, Dec 31	
travelocity	UA-2359-CLT-CZM	Dec 31 - 9:40am	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 11:49am	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-2359-CLT-CZM	9:40aDec 31	9:32aDec 31	 -	11:49aDec 31	11:33aDec 31	 -
usatoday	UA-2359-CLT-CZM	2011-12-31 9:40 AM	2011-12-31 9:32 AM		2011-12-31 11:49 AM	2011-12-31 11:33 AM	
ua	UA-254-SLC-DEN	Sat, Dec 31 1:34 PM	Sat, Dec 31 2:19 PM	B7	Sat, Dec 31 3:00 PM	Sat, Dec 31 3:42 PM	B46
flightexplorer	UA-254-SLC-DEN		12/31/2011 2:33PM MST			12/31/2011 3:27PM MST	
airtravelcenter	UA-254-SLC-DEN		12/31/11 2:34 PM (-07:00)			12/31/11 3:27 PM (-07:00)	
myrateplan	UA-254-SLC-DEN		12/31/11 2:34 PM (-07:00)			12/31/11 3:27 PM (-07:00)	
helloflight	UA-254-SLC-DEN		12/31/11 2:34 PM (-07:00)			12/31/11 3:27 PM (-07:00)	
flytecomm	UA-254-SLC-DEN		12/31/11 2:34 PM (-07:00)			12/31/11 3:27 PM (-07:00)	
flights	UA-254-SLC-DEN		2011-12-31 02:19 PM	B7		2011-12-31 03:42 PM	B46
businesstravellogue	UA-254-SLC-DEN		2011-12-31 02:19 PM	B7		2011-12-31 03:42 PM	B46
flylouisville	UA-254-SLC-DEN		2011-12-31 02:19 PM	B7		2011-12-31 03:42 PM	B46
flightview	UA-254-SLC-DEN		2:34 PMDec 31			3:42 PMDec 31	
panynj	UA-254-SLC-DEN		2:34 PMDec 31			3:42 PMDec 31	
gofox	UA-254-SLC-DEN		2:34 PMDec 31			3:42 PMDec 31	
foxbusiness	UA-254-SLC-DEN		2:34 PMDec 31			3:42 PMDec 31	
allegiantair	UA-254-SLC-DEN		2:34 PMDec 31			3:42 PMDec 31	
boston	UA-254-SLC-DEN		2:34 PMDec 31			3:39 PMDec 31	
travelocity	UA-254-SLC-DEN	Dec 31 - Not Available	Dec 31 - 2:34pm	B7	Dec 31 - Not Available	Dec 31 - 3:42pm	B46
orbitz	UA-254-SLC-DEN	1:34pDec 31	2:19pDec 31	 B7	3:00pDec 31	3:42pDec 31	 B46
weather	UA-254-SLC-DEN	2011-12-31 01:34 PM			2011-12-31 03:00 PM		
den	UA-254-SLC-DEN				2011-12-31 3:00 PM		B46
aa	AA-637-ORD-LAX	December 31, 2011               04:40 PM    	December 31, 2011               04:50 PM    	 H10	December 31, 2011               07:10 PM    	December 31, 2011     	 47A    
flightexplorer	AA-637-ORD-LAX		12/31/2011 5:01PM CST			12/31/2011 7:11PM PST	
airtravelcenter	AA-637-ORD-LAX		12/31/11 5:01 PM (-06:00)			12/31/11 7:12 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/31/11 5:01 PM (-06:00)			12/31/11 7:12 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/31/11 5:01 PM (-06:00)			12/31/11 7:12 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/31/11 5:01 PM (-06:00)			12/31/11 7:12 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-31 04:40PM CST	2011-12-31 05:01PM CST	 H10 	2011-12-31 07:00PM PST	2011-12-31 07:11PM PST	 47A 
wunderground	AA-637-ORD-LAX	2011-12-31 04:40PM CST	2011-12-31 05:01PM CST	 H10 	2011-12-31 07:00PM PST	2011-12-31 07:11PM PST	 47A 
flights	AA-637-ORD-LAX	04:40 PM  Sat 31-Dec-2011		H10	07:10 PM  Sat 31-Dec-2011		47A
businesstravellogue	AA-637-ORD-LAX	04:40 PM  Sat 31-Dec-2011		H10	07:10 PM  Sat 31-Dec-2011		47A
flylouisville	AA-637-ORD-LAX	04:40 PM  Sat 31-Dec-2011		H10	07:10 PM  Sat 31-Dec-2011		47A
world-flight-tracker	AA-637-ORD-LAX	2011-12-31 4:40 PM	2011-12-31 4:50 PM		2011-12-31 7:10 PM	2011-12-31 7:13 PM (Estimated)	
flightview	AA-637-ORD-LAX	4:40 PM, Dec 31	5:01 PM, Dec 31		7:10 PM, Dec 31		
panynj	AA-637-ORD-LAX	4:40 PM, Dec 31	5:01 PM, Dec 31		7:10 PM, Dec 31		
gofox	AA-637-ORD-LAX	4:40 PM, Dec 31	5:01 PM, Dec 31		7:10 PM, Dec 31		
foxbusiness	AA-637-ORD-LAX	4:40 PM, Dec 31	5:01 PM, Dec 31		7:10 PM, Dec 31		
allegiantair	AA-637-ORD-LAX	4:40 PM, Dec 31	5:01 PM, Dec 31		7:10 PM, Dec 31		
boston	AA-637-ORD-LAX	4:40 PM, Dec 31	5:01 PM, Dec 31		7:10 PM, Dec 31	7:11 PM, Dec 31&nbsp(Estimated)	
travelocity	AA-637-ORD-LAX	Dec 31 - 4:40pm	Dec 31 - 4:50pm	H10/T3	Dec 31 - 7:10pm	Dec 31 - 7:09pm*	47A/T4
orbitz	AA-637-ORD-LAX	4:40pDec 31	4:50pDec 31	 H10	7:16pDec 31		 47A
weather	AA-637-ORD-LAX	2011-12-31 04:40 PM	2011-12-31 05:01 PM		2011-12-31 07:10 PM	2011-12-31 07:12 PM	
mytripandmore	AA-637-ORD-LAX	4:40pDec 31	4:50pDec 31	 H10	7:16pDec 31		 47A
flightarrival	AA-637-ORD-LAX	2011-12-31 04:40 PM	2011-12-31 05:01 PM		2011-12-31 07:10 PM	2011-12-31 07:12 PM	
ua	UA-1406-IAH-LAX	Sat, Dec 31 8:30 PM	Sat, Dec 31 9:08 PM            Delayed	E19	Sat, Dec 31 10:25 PM	Sat, Dec 31 10:38 PM	64
flightexplorer	UA-1406-IAH-LAX		12/31/2011 8:30PM CST			12/31/2011 10:25PM PST	
flightexplorer	UA-1406-IAH-LAX		12/31/2011 9:22PM CST			12/31/2011 10:24PM PST	
airtravelcenter	UA-1406-IAH-LAX		12/31/11 8:52 PM (-06:00)			12/31/11 9:49 PM (-08:00)	
airtravelcenter	UA-1406-IAH-LAX	12/31/11 8:30 PM (-06:00)			12/31/11 10:25 PM (-08:00)		
