CO	CO-4237-EWR-DTW	Fri., Dec.16, 2011 12:17 p.m.	Fri., Dec.16, 2011 12:11 p.m.		Fri., Dec.16, 2011 2:24 p.m.	Fri., Dec.16, 2011 2:17 p.m.	
flightstats	CO-1030-DEN-IAH	2011-12-16 2:25 PM	2011-12-16 2:26 PM		2011-12-16 5:51 PM	2011-12-16 5:42 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-16 2:25 PM	2011-12-16 2:26 PM		2011-12-16 5:51 PM	2011-12-16 5:42 PM	
flightview	CO-1030-DEN-IAH		2:38 PMDec 16			5:42 PMDec 16	
panynj	CO-1030-DEN-IAH		2:38 PMDec 16			5:42 PMDec 16	
gofox	CO-1030-DEN-IAH		2:38 PMDec 16			5:42 PMDec 16	
foxbusiness	CO-1030-DEN-IAH		2:38 PMDec 16			5:42 PMDec 16	
allegiantair	CO-1030-DEN-IAH		2:38 PMDec 16			5:42 PMDec 16	
boston	CO-1030-DEN-IAH		2:38 PMDec 16			5:35 PMDec 16	
orbitz	CO-1030-DEN-IAH	2:25pDec 16	2:26pDec 16	 B18	5:51pDec 16	5:42pDec 16	 C-40
weather	CO-1030-DEN-IAH	2011-12-16 02:25 PM			2011-12-16 05:51 PM		
den	CO-1030-DEN-IAH	2011-12-16 2:25 PM		B18			
ifly	CO-1030-DEN-IAH	2011-12-16 2:25 PM	2011-12-16 2:26 PM		2011-12-16 5:51 PM	2011-12-16 5:42 PM	
usatoday	CO-1030-DEN-IAH		2:38 PMDec 16			5:35 PMDec 16	
mytripandmore	CO-1030-DEN-IAH	2:25pDec 16	2:26pDec 16	 B18	5:51pDec 16	5:42pDec 16	 C-40
ua	UA-4288-EWR-STL	Fri, Dec 16 5:29 PM	Fri, Dec 16 6:30 PM	A26X	Fri, Dec 16 7:21 PM	Fri, Dec 16 7:21 PM	A9
airtravelcenter	UA-4288-EWR-STL	12/16/11 5:29 PM (-05:00)			12/16/11 7:21 PM (-06:00)		
myrateplan	UA-4288-EWR-STL	12/16/11 5:29 PM (-05:00)			12/16/11 7:21 PM (-06:00)		
helloflight	UA-4288-EWR-STL	12/16/11 5:29 PM (-05:00)			12/16/11 7:21 PM (-06:00)		
flytecomm	UA-4288-EWR-STL	12/16/11 5:29 PM (-05:00)			12/16/11 7:21 PM (-06:00)		
flights	UA-4288-EWR-STL	2011-12-16 05:29 PM		26	2011-12-16 07:21 PM		A9
businesstravellogue	UA-4288-EWR-STL	2011-12-16 05:29 PM		26	2011-12-16 07:21 PM		A9
flylouisville	UA-4288-EWR-STL	2011-12-16 05:29 PM		26	2011-12-16 07:21 PM		A9
flightview	UA-4288-EWR-STL	6:30 PMDec 16			7:21 PMDec 16		
panynj	UA-4288-EWR-STL	6:30 PMDec 16			7:21 PMDec 16		
gofox	UA-4288-EWR-STL	6:30 PMDec 16			7:21 PMDec 16		
foxbusiness	UA-4288-EWR-STL	6:30 PMDec 16			7:21 PMDec 16		
allegiantair	UA-4288-EWR-STL	6:30 PMDec 16			7:21 PMDec 16		
boston	UA-4288-EWR-STL	5:29 PMDec 16			7:21 PMDec 16		
travelocity	UA-4288-EWR-STL	Dec 16 - 5:29pm	Dec 16 - Contact Airline	Not provided by airline	Dec 16 - 7:21pm	Dec 16 - Contact Airline	Not provided by airline
orbitz	UA-4288-EWR-STL	5:29pDec 16		 -	7:21pDec 16		 -
weather	UA-4288-EWR-STL	2011-12-16 05:29 PM			2011-12-16 07:21 PM		
usatoday	UA-4288-EWR-STL	2011-12-16 05:29 PM			2011-12-16 07:21 PM		
mytripandmore	UA-4288-EWR-STL	5:29pDec 16		 -	7:21pDec 16		 -
flightarrival	UA-4288-EWR-STL	2011-12-16 05:29 PM			2011-12-16 07:21 PM		
aa	AA-3592-MIA-CLE	December 16, 2011               03:15 PM    	December 16, 2011               04:10 PM    	 D60B	December 16, 2011               06:10 PM    	December 16, 2011               06:55 PM    	 A3    
flightexplorer	AA-3592-MIA-CLE		12/16/2011 4:21PM EST			12/16/2011 6:42PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/16/11 4:21 PM (-05:00)			12/16/11 6:42 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/16/11 4:21 PM (-05:00)			12/16/11 6:42 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/16/11 4:21 PM (-05:00)			12/16/11 6:42 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/16/11 4:21 PM (-05:00)			12/16/11 6:42 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-16 03:15PM EST	2011-12-16 04:21PM EST	 D60B 	2011-12-16 05:58PM EST	2011-12-16 06:43PM EST	 A3 
wunderground	AA-3592-MIA-CLE	2011-12-16 03:15PM EST	2011-12-16 04:21PM EST	 D60B 	2011-12-16 05:58PM EST	2011-12-16 06:43PM EST	 A3 
flights	AA-3592-MIA-CLE	03:15 PM  Fri 16-Dec-2011	04:10 PM  Fri 16-Dec-2011	D60	06:10 PM  Fri 16-Dec-2011	06:55 PM  Fri 16-Dec-2011	A3
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Fri 16-Dec-2011	04:10 PM  Fri 16-Dec-2011	D60	06:10 PM  Fri 16-Dec-2011	06:55 PM  Fri 16-Dec-2011	A3
flylouisville	AA-3592-MIA-CLE	03:15 PM  Fri 16-Dec-2011	04:10 PM  Fri 16-Dec-2011	D60	06:10 PM  Fri 16-Dec-2011	06:55 PM  Fri 16-Dec-2011	A3
flightstats	AA-3592-MIA-CLE	2011-12-16 3:15 PM	2011-12-16 4:10 PM		2011-12-16 6:10 PM	2011-12-16 6:55 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-16 3:15 PM	2011-12-16 4:10 PM		2011-12-16 6:10 PM	2011-12-16 6:55 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-16 3:15 PM	2011-12-16 4:10 PM		2011-12-16 6:10 PM	2011-12-16 6:55 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 16	4:21 PM, Dec 16		6:10 PM, Dec 16	6:49 PM, Dec 16	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 16	4:21 PM, Dec 16		6:10 PM, Dec 16	6:49 PM, Dec 16	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 16	4:21 PM, Dec 16		6:10 PM, Dec 16	6:49 PM, Dec 16	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 16	4:21 PM, Dec 16		6:10 PM, Dec 16	6:49 PM, Dec 16	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 16	4:21 PM, Dec 16		6:10 PM, Dec 16	6:49 PM, Dec 16	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 16	4:21 PM, Dec 16		6:10 PM, Dec 16	6:49 PM, Dec 16	
travelocity	AA-3592-MIA-CLE	Dec 16 - 3:15pm	Dec 16 - 4:10pm	D60	Dec 16 - 6:10pm	Dec 16 - 6:55pm	A3
orbitz	AA-3592-MIA-CLE	3:15pDec 16	4:10pDec 16	 D60B	6:10pDec 16	6:55pDec 16	 A3
weather	AA-3592-MIA-CLE	2011-12-16 03:15 PM			2011-12-16 06:10 PM		
flightarrival	AA-3592-MIA-CLE	2011-12-16 03:15 PM			2011-12-16 06:10 PM		
ua	UA-2316-BUF-CLT	Fri, Dec 16 11:40 AM	Fri, Dec 16 11:40 AM	6	Fri, Dec 16 1:34 PM	Fri, Dec 16 1:38 PM	B1
airtravelcenter	UA-2316-BUF-CLT		12/16/11 11:55 AM (-05:00)			12/16/11 1:29 PM (-05:00)	
myrateplan	UA-2316-BUF-CLT		12/16/11 11:55 AM (-05:00)			12/16/11 1:29 PM (-05:00)	
helloflight	UA-2316-BUF-CLT		12/16/11 11:55 AM (-05:00)			12/16/11 1:29 PM (-05:00)	
flytecomm	UA-2316-BUF-CLT		12/16/11 11:55 AM (-05:00)			12/16/11 1:29 PM (-05:00)	
flights	UA-2316-BUF-CLT		2011-12-16 11:40 AM	6		2011-12-16 01:38 PM	B1
businesstravellogue	UA-2316-BUF-CLT		2011-12-16 11:40 AM	6		2011-12-16 01:38 PM	B1
flylouisville	UA-2316-BUF-CLT		2011-12-16 11:40 AM	6		2011-12-16 01:38 PM	B1
flightview	UA-2316-BUF-CLT		11:55 AMDec 16			1:31 PMDec 16	
panynj	UA-2316-BUF-CLT		11:55 AMDec 16			1:31 PMDec 16	
gofox	UA-2316-BUF-CLT		11:55 AMDec 16			1:31 PMDec 16	
foxbusiness	UA-2316-BUF-CLT		11:55 AMDec 16			1:31 PMDec 16	
allegiantair	UA-2316-BUF-CLT		11:55 AMDec 16			1:31 PMDec 16	
boston	UA-2316-BUF-CLT		11:55 AMDec 16			1:31 PMDec 16	
travelocity	UA-2316-BUF-CLT	Dec 16 - 11:40am	Dec 16 - Contact Airline	Not provided by airline	Dec 16 - 1:34pm	Dec 16 - Contact Airline	Not provided by airline
orbitz	UA-2316-BUF-CLT	11:40aDec 16	11:40aDec 16	 -	1:34pDec 16	1:38pDec 16	 -
weather	UA-2316-BUF-CLT	2011-12-16 11:40 AM			2011-12-16 01:34 PM		
usatoday	UA-2316-BUF-CLT	2011-12-16 11:40 AM			2011-12-16 01:34 PM		
mytripandmore	UA-2316-BUF-CLT	11:40aDec 16	11:40aDec 16	 -	1:34pDec 16	1:38pDec 16	 -
ua	UA-3925-IAD-ORF	Fri, Dec 16 8:42 AM	Fri, Dec 16 8:42 AM	A2G	Fri, Dec 16 9:55 AM	Fri, Dec 16 9:58 AM	--
flightexplorer	UA-3925-IAD-ORF		12/16/2011 9:15AM EST			12/16/2011 9:55AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/16/11 9:15 AM (-05:00)			12/16/11 9:49 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/16/11 9:15 AM (-05:00)			12/16/11 9:49 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/16/11 9:15 AM (-05:00)			12/16/11 9:49 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/16/11 9:15 AM (-05:00)			12/16/11 9:49 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-16 08:42AM EST	2011-12-16 09:01AM EST	 A2G 	2011-12-16 09:20AM EST	2011-12-16 09:39AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-16 08:42AM EST	2011-12-16 09:01AM EST	 A2G 	2011-12-16 09:20AM EST	2011-12-16 09:39AM EST	
flights	UA-3925-IAD-ORF		2011-12-16 08:42 AM	A2		2011-12-16 09:58 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-16 08:42 AM	A2		2011-12-16 09:58 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-16 08:42 AM	A2		2011-12-16 09:58 AM	
flightstats	UA-3925-IAD-ORF	2011-12-16 8:42 AM	2011-12-16 8:42 AM		2011-12-16 9:55 AM	2011-12-16 9:58 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-16 8:42 AM	2011-12-16 8:42 AM		2011-12-16 9:55 AM	2011-12-16 9:58 AM	
flightview	UA-3925-IAD-ORF		9:15 AMDec 16			9:58 AMDec 16	
panynj	UA-3925-IAD-ORF		9:15 AMDec 16			9:58 AMDec 16	
gofox	UA-3925-IAD-ORF		9:15 AMDec 16			9:58 AMDec 16	
foxbusiness	UA-3925-IAD-ORF		9:15 AMDec 16			9:58 AMDec 16	
allegiantair	UA-3925-IAD-ORF		9:15 AMDec 16			9:58 AMDec 16	
boston	UA-3925-IAD-ORF		9:15 AMDec 16			9:55 AMDec 16	
travelocity	UA-3925-IAD-ORF	Dec 16 - Not Available	Dec 16 - 9:14am	A2G	Dec 16 - Not Available	Dec 16 - 9:58am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 16	8:42aDec 16	 A2G	9:55aDec 16	9:58aDec 16	 -
weather	UA-3925-IAD-ORF	2011-12-16 08:42 AM			2011-12-16 09:55 AM		
usatoday	UA-3925-IAD-ORF	2011-12-16 08:42 AM			2011-12-16 09:55 AM		
mytripandmore	UA-3925-IAD-ORF	8:42aDec 16	8:42aDec 16	 A2G	9:55aDec 16	9:58aDec 16	 -
flightwise	UA-3925-IAD-ORF	2011-12-16 08:42AM EST	2011-12-16 09:01AM EST	 A2G 	2011-12-16 09:20AM EST	2011-12-16 09:39AM EST	
ua	UA-1977-CLT-CVG	Fri, Dec 16 11:50 AM	Fri, Dec 16 11:50 AM	E8	Fri, Dec 16 1:21 PM	Fri, Dec 16 1:12 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/16/11 12:04 PM (-05:00)			12/16/11 1:03 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/16/11 12:04 PM (-05:00)			12/16/11 1:03 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/16/11 12:04 PM (-05:00)			12/16/11 1:03 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/16/11 12:04 PM (-05:00)			12/16/11 1:03 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-16 11:42 AM	E8		2011-12-16 01:12 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-16 11:42 AM	E8		2011-12-16 01:12 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-16 11:42 AM	E8		2011-12-16 01:12 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-16 11:50 AM	2011-12-16 11:42 AM		2011-12-16 1:21 PM	2011-12-16 1:12 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-16 11:50 AM	2011-12-16 11:42 AM		2011-12-16 1:21 PM	2011-12-16 1:12 PM	
flightview	UA-1977-CLT-CVG		12:04 PMDec 16			1:11 PMDec 16	
panynj	UA-1977-CLT-CVG		12:04 PMDec 16			1:11 PMDec 16	
gofox	UA-1977-CLT-CVG		12:04 PMDec 16			1:11 PMDec 16	
foxbusiness	UA-1977-CLT-CVG		12:04 PMDec 16			1:11 PMDec 16	
allegiantair	UA-1977-CLT-CVG		12:04 PMDec 16			1:11 PMDec 16	
boston	UA-1977-CLT-CVG		12:04 PMDec 16			1:11 PMDec 16	
travelocity	UA-1977-CLT-CVG	Dec 16 - 11:50am	Dec 16 - Contact Airline	Not provided by airline	Dec 16 - 1:21pm	Dec 16 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:50aDec 16	11:42aDec 16	 -	1:21pDec 16	1:12pDec 16	 -
weather	UA-1977-CLT-CVG	2011-12-16 11:50 AM			2011-12-16 01:21 PM		
ifly	UA-1977-CLT-CVG	2011-12-16 11:50 AM	2011-12-16 11:42 AM		2011-12-16 1:21 PM	2011-12-16 1:12 PM	
usatoday	UA-1977-CLT-CVG	2011-12-16 11:50 AM			2011-12-16 01:21 PM		
flightarrival	UA-1977-CLT-CVG		12:04 PMDec 16			1:11 PMDec 16	
aa	AA-393-DFW-DEN	December 16, 2011               06:55 AM    	December 16, 2011               06:51 AM    	 C37	December 16, 2011               07:55 AM    	December 16, 2011               07:54 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/16/2011 7:11AM CST			12/16/2011 7:48AM MST	
airtravelcenter	AA-393-DFW-DEN		12/16/11 7:11 AM (-06:00)			12/16/11 7:48 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/16/11 7:11 AM (-06:00)			12/16/11 7:48 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/16/11 7:11 AM (-06:00)			12/16/11 7:48 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/16/11 7:11 AM (-06:00)			12/16/11 7:48 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-16 06:55AM CST	2011-12-16 07:11AM CST	 C37 	2011-12-16 07:46AM MST	2011-12-16 07:42AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-16 06:55AM CST	2011-12-16 07:11AM CST	 C37 	2011-12-16 07:46AM MST	2011-12-16 07:42AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Fri 16-Dec-2011	06:51 AM  Fri 16-Dec-2011	C37	07:55 AM  Fri 16-Dec-2011	07:54 AM  Fri 16-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Fri 16-Dec-2011	06:51 AM  Fri 16-Dec-2011	C37	07:55 AM  Fri 16-Dec-2011	07:54 AM  Fri 16-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Fri 16-Dec-2011	06:51 AM  Fri 16-Dec-2011	C37	07:55 AM  Fri 16-Dec-2011	07:54 AM  Fri 16-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-16 6:55 AM	2011-12-16 6:51 AM		2011-12-16 7:55 AM	2011-12-16 7:54 AM	
quicktrip	AA-393-DFW-DEN	2011-12-16 6:55 AM	2011-12-16 6:51 AM		2011-12-16 7:55 AM	2011-12-16 7:54 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-16 6:55 AM	2011-12-16 6:51 AM		2011-12-16 7:55 AM	2011-12-16 7:54 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 16	7:11 AM, Dec 16	C37	7:55 AM, Dec 16	7:48 AM, Dec 16	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 16	7:11 AM, Dec 16	C37	7:55 AM, Dec 16	7:48 AM, Dec 16	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 16	7:11 AM, Dec 16		7:55 AM, Dec 16	7:48 AM, Dec 16	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 16	7:11 AM, Dec 16	C37	7:55 AM, Dec 16	7:48 AM, Dec 16	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 16	7:11 AM, Dec 16	C37	7:55 AM, Dec 16	7:48 AM, Dec 16	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 16	7:11 AM, Dec 16		7:55 AM, Dec 16	7:48 AM, Dec 16	
travelocity	AA-393-DFW-DEN	Dec 16 - 6:55am	Dec 16 - 6:51am	C37/C	Dec 16 - 7:55am	Dec 16 - 7:54am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 16	6:51aDec 16	 C37	7:55aDec 16	7:54aDec 16	 A49
weather	AA-393-DFW-DEN	2011-12-16 06:55 AM	2011-12-16 07:11 AM		2011-12-16 07:55 AM	2011-12-16 07:48 AM	
den	AA-393-DFW-DEN				2011-12-16 7:55 AM		A49
ifly	AA-393-DFW-DEN	2011-12-16 6:55 AM	2011-12-16 6:51 AM		2011-12-16 7:55 AM	2011-12-16 7:54 AM	
mytripandmore	AA-393-DFW-DEN	Dec 16 - 6:55am	Dec 16 - 6:51am	C37/C	Dec 16 - 7:55am	Dec 16 - 7:54am	A49
aa	AA-3508-ATL-MIA	December 16, 2011               07:40 PM    	December 16, 2011               07:39 PM    	 T10	December 16, 2011               09:40 PM    	December 16, 2011               09:46 PM    	 D55    
flightexplorer	AA-3508-ATL-MIA		12/16/2011 8:14PM EST			12/16/2011 9:43PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/16/11 8:14 PM (-05:00)			12/16/11 9:43 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/16/11 8:14 PM (-05:00)			12/16/11 9:43 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/16/11 8:14 PM (-05:00)			12/16/11 9:43 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/16/11 8:14 PM (-05:00)			12/16/11 9:43 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-16 07:40PM EST	2011-12-16 08:14PM EST	 T10 	2011-12-16 09:31PM EST	2011-12-16 09:41PM EST	 D55 
wunderground	AA-3508-ATL-MIA	2011-12-16 07:40PM EST	2011-12-16 08:14PM EST	 T10 	2011-12-16 09:31PM EST	2011-12-16 09:41PM EST	 D55 
flights	AA-3508-ATL-MIA	07:40 PM  Fri 16-Dec-2011	07:39 PM  Fri 16-Dec-2011	T10	09:40 PM  Fri 16-Dec-2011	09:46 PM  Fri 16-Dec-2011	D55
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Fri 16-Dec-2011	07:39 PM  Fri 16-Dec-2011	T10	09:40 PM  Fri 16-Dec-2011	09:46 PM  Fri 16-Dec-2011	D55
flylouisville	AA-3508-ATL-MIA	07:40 PM  Fri 16-Dec-2011	07:39 PM  Fri 16-Dec-2011	T10	09:40 PM  Fri 16-Dec-2011	09:46 PM  Fri 16-Dec-2011	D55
flightstats	AA-3508-ATL-MIA	2011-12-16 7:40 PM	2011-12-16 7:39 PM		2011-12-16 9:40 PM	2011-12-16 9:46 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-16 7:40 PM	2011-12-16 7:39 PM		2011-12-16 9:40 PM	2011-12-16 9:46 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-16 7:40 PM	2011-12-16 7:39 PM		2011-12-16 9:40 PM	2011-12-16 9:46 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 16	8:14 PM, Dec 16	T10	9:40 PM, Dec 16	9:46 PM, Dec 16	Terminal D - D55
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 16	8:14 PM, Dec 16	T10	9:40 PM, Dec 16	9:46 PM, Dec 16	Terminal D - D55
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 16	8:14 PM, Dec 16		9:40 PM, Dec 16	9:46 PM, Dec 16	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 16	8:14 PM, Dec 16	T10	9:40 PM, Dec 16	9:46 PM, Dec 16	Terminal D - D55
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 16	8:14 PM, Dec 16	T10	9:40 PM, Dec 16	9:46 PM, Dec 16	Terminal D - D55
boston	AA-3508-ATL-MIA	7:40 PM, Dec 16	8:14 PM, Dec 16		9:40 PM, Dec 16	9:41 PM, Dec 16	
travelocity	AA-3508-ATL-MIA	Dec 16 - 7:40pm	Dec 16 - 7:39pm	T10	Dec 16 - 9:40pm	Dec 16 - 9:46pm	D55
orbitz	AA-3508-ATL-MIA	7:40pDec 16	7:39pDec 16	 T10	9:40pDec 16	9:46pDec 16	 D55
weather	AA-3508-ATL-MIA	2011-12-16 07:40 PM			2011-12-16 09:40 PM		
ifly	AA-3508-ATL-MIA	2011-12-16 7:40 PM	2011-12-16 7:39 PM		2011-12-16 9:40 PM	2011-12-16 9:46 PM	
mytripandmore	AA-3508-ATL-MIA	7:40pDec 16	7:39pDec 16	 T10	9:40pDec 16	9:46pDec 16	 D55
ua	UA-2690-DTW-PHL	Fri, Dec 16 7:10 AM	Fri, Dec 16 7:10 AM	D24	Fri, Dec 16 8:53 AM	Fri, Dec 16 8:26 AM	A13
airtravelcenter	UA-2690-DTW-PHL		12/16/11 7:23 AM (-05:00)			12/16/11 8:26 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/16/11 7:23 AM (-05:00)			12/16/11 8:26 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/16/11 7:23 AM (-05:00)			12/16/11 8:26 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/16/11 7:23 AM (-05:00)			12/16/11 8:26 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-16 07:09 AM	D24		2011-12-16 08:26 AM	13
businesstravellogue	UA-2690-DTW-PHL		2011-12-16 07:09 AM	D24		2011-12-16 08:26 AM	13
flylouisville	UA-2690-DTW-PHL		2011-12-16 07:09 AM	D24		2011-12-16 08:26 AM	13
flightview	UA-2690-DTW-PHL		7:23 AMDec 16			8:24 AMDec 16	
panynj	UA-2690-DTW-PHL		7:23 AMDec 16			8:24 AMDec 16	
gofox	UA-2690-DTW-PHL		7:23 AMDec 16			8:24 AMDec 16	
foxbusiness	UA-2690-DTW-PHL		7:23 AMDec 16			8:24 AMDec 16	
allegiantair	UA-2690-DTW-PHL		7:23 AMDec 16			8:24 AMDec 16	
boston	UA-2690-DTW-PHL		7:23 AMDec 16			8:24 AMDec 16	
travelocity	UA-2690-DTW-PHL	Dec 16 - 7:10am	Dec 16 - Contact Airline	Not provided by airline	Dec 16 - 8:53am	Dec 16 - Contact Airline	Not provided by airline
orbitz	UA-2690-DTW-PHL	7:10aDec 16	7:09aDec 16	 -	8:53aDec 16	8:26aDec 16	 -
weather	UA-2690-DTW-PHL	2011-12-16 07:10 AM			2011-12-16 08:53 AM		
usatoday	UA-2690-DTW-PHL		7:23 AMDec 16			8:24 AMDec 16	
mytripandmore	UA-2690-DTW-PHL	7:10aDec 16	7:09aDec 16	 -	8:53aDec 16	8:26aDec 16	 -
flightarrival	UA-2690-DTW-PHL		7:23 AMDec 16			8:24 AMDec 16	
CO	CO-1097-IAH-LAX	Fri., Dec.16, 2011 1:05 p.m.	Fri., Dec.16, 2011 1:11 p.m.		Fri., Dec.16, 2011 3:00 p.m.	Fri., Dec.16, 2011 2:47 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/16/2011 1:33PM CST			12/16/2011 2:35PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/16/11 1:05 PM (-06:00)			12/16/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/16/11 1:05 PM (-06:00)			12/16/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/16/11 1:05 PM (-06:00)			12/16/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/16/11 1:05 PM (-06:00)			12/16/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-16 01:05PM CST	2011-12-16 01:33PM CST	 39 	2011-12-16 02:20PM PST	2011-12-16 02:35PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-16 01:05PM CST	2011-12-16 01:33PM CST	 39 	2011-12-16 02:20PM PST	2011-12-16 02:35PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-16 01:11 PM	39		2011-12-16 02:47 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-16 01:11 PM	39		2011-12-16 02:47 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-16 01:11 PM	39		2011-12-16 02:47 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-16 1:05 PM	2011-12-16 1:11 PM		2011-12-16 3:00 PM	2011-12-16 2:47 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-16 1:05 PM	2011-12-16 1:11 PM		2011-12-16 3:00 PM	2011-12-16 2:47 PM	
flightview	CO-1097-IAH-LAX		1:34 PMDec 16			2:47 PMDec 16	
panynj	CO-1097-IAH-LAX		1:34 PMDec 16			2:47 PMDec 16	
gofox	CO-1097-IAH-LAX		1:34 PMDec 16			2:47 PMDec 16	
foxbusiness	CO-1097-IAH-LAX		1:34 PMDec 16			2:47 PMDec 16	
allegiantair	CO-1097-IAH-LAX		1:34 PMDec 16			2:47 PMDec 16	
boston	CO-1097-IAH-LAX		1:34 PMDec 16			2:36 PMDec 16	
orbitz	CO-1097-IAH-LAX	1:05pDec 16	1:11pDec 16	 39	3:00pDec 16	2:47pDec 16	 64
flightwise	CO-1097-IAH-LAX	2011-12-16 01:05PM CST	2011-12-16 01:33PM CST	 39 	2011-12-16 02:20PM PST	2011-12-16 02:35PM PST	 64 
flightarrival	CO-1097-IAH-LAX	2011-12-16 1:05 PM	2011-12-16 1:11 PM		2011-12-16 3:00 PM	2011-12-16 2:47 PM	
aa	AA-637-ORD-LAX	December 16, 2011               04:40 PM    	December 16, 2011               04:39 PM    	 H14	December 16, 2011               07:10 PM    	December 16, 2011     	 42B    
flightexplorer	AA-637-ORD-LAX		12/16/2011 4:52PM CST			12/16/2011 6:32PM PST	
airtravelcenter	AA-637-ORD-LAX		12/16/11 4:52 PM (-06:00)			12/16/11 6:34 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/16/11 4:52 PM (-06:00)			12/16/11 6:34 PM (-08:00)	
