CO	CO-4237-EWR-DTW	Mon., Dec.19, 2011 12:17 p.m.	Mon., Dec.19, 2011 12:16 p.m.		Mon., Dec.19, 2011 2:24 p.m.	Mon., Dec.19, 2011 2:17 p.m.	
boston	CO-1030-DEN-IAH		3:03 PMDec 19			6:24 PMDec 19	
orbitz	CO-1030-DEN-IAH	2:25pDec 19	2:27pDec 19	 B18	5:51pDec 19	6:32pDec 19	 43
weather	CO-1030-DEN-IAH	2011-12-19 02:25 PM			2011-12-19 05:51 PM		
den	CO-1030-DEN-IAH	2011-12-19 2:25 PM		B18			
usatoday	CO-1030-DEN-IAH	2011-12-19 02:25 PM			2011-12-19 05:51 PM		
ua	UA-4288-EWR-STL	Mon, Dec 19 5:29 PM	Mon, Dec 19 5:29 PM	A25	Mon, Dec 19 7:21 PM	Mon, Dec 19 7:21 PM	--
airtravelcenter	UA-4288-EWR-STL	12/19/11 5:29 PM (-05:00)			12/19/11 7:21 PM (-06:00)		
myrateplan	UA-4288-EWR-STL	12/19/11 5:29 PM (-05:00)			12/19/11 7:21 PM (-06:00)		
helloflight	UA-4288-EWR-STL	12/19/11 5:29 PM (-05:00)			12/19/11 7:21 PM (-06:00)		
flytecomm	UA-4288-EWR-STL	12/19/11 5:29 PM (-05:00)			12/19/11 7:21 PM (-06:00)		
flights	UA-4288-EWR-STL	05:29 PM  Mon 19-Dec-2011			07:21 PM  Mon 19-Dec-2011		
businesstravellogue	UA-4288-EWR-STL	05:29 PM  Mon 19-Dec-2011			07:21 PM  Mon 19-Dec-2011		
flylouisville	UA-4288-EWR-STL	05:29 PM  Mon 19-Dec-2011			07:21 PM  Mon 19-Dec-2011		
world-flight-tracker	UA-4288-EWR-STL	2011-12-19 5:29 PM	2011-12-19 5:29 PM (Estimated)		2011-12-19 7:21 PM	2011-12-19 7:21 PM (Estimated)	
travelocity	UA-4288-EWR-STL	Dec 19 - 5:29pm	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 7:21pm	Dec 19 - Contact Airline	Not provided by airline
orbitz	UA-4288-EWR-STL	5:29pDec 19		 A25	7:21pDec 19		 -
weather	UA-4288-EWR-STL	2011-12-19 05:29 PM			2011-12-19 07:21 PM		
mytripandmore	UA-4288-EWR-STL	Dec 19 - 5:29pm	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 7:21pm	Dec 19 - Contact Airline	Not provided by airline
aa	AA-3592-MIA-CLE	December 19, 2011               03:15 PM    	December 19, 2011               03:10 PM    	 D55	December 19, 2011               06:10 PM    	December 19, 2011               06:15 PM    	 A1    
airtravelcenter	AA-3592-MIA-CLE		12/19/11 3:32 PM (-05:00)			12/19/11 5:57 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/19/11 3:32 PM (-05:00)			12/19/11 5:57 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/19/11 3:32 PM (-05:00)			12/19/11 5:57 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/19/11 3:32 PM (-05:00)			12/19/11 5:57 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-19 03:15PM EST	2011-12-19 03:32PM EST	 D55 	2011-12-19 06:05PM EST	2011-12-19 06:07PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2011-12-19 03:15PM EST	2011-12-19 03:32PM EST	 D55 	2011-12-19 06:05PM EST	2011-12-19 06:07PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Mon 19-Dec-2011	03:10 PM  Mon 19-Dec-2011	D55	06:10 PM  Mon 19-Dec-2011	06:15 PM  Mon 19-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Mon 19-Dec-2011	03:10 PM  Mon 19-Dec-2011	D55	06:10 PM  Mon 19-Dec-2011	06:15 PM  Mon 19-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Mon 19-Dec-2011	03:10 PM  Mon 19-Dec-2011	D55	06:10 PM  Mon 19-Dec-2011	06:15 PM  Mon 19-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-19 3:15 PM	2011-12-19 3:10 PM		2011-12-19 6:10 PM	2011-12-19 6:15 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-19 3:15 PM	2011-12-19 3:10 PM		2011-12-19 6:10 PM	2011-12-19 6:15 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-19 3:15 PM	2011-12-19 3:10 PM		2011-12-19 6:10 PM	2011-12-19 6:15 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 19	3:32 PM, Dec 19		6:10 PM, Dec 19	6:08 PM, Dec 19	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 19	3:32 PM, Dec 19		6:10 PM, Dec 19	6:08 PM, Dec 19	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 19	3:32 PM, Dec 19		6:10 PM, Dec 19	6:08 PM, Dec 19	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 19	3:32 PM, Dec 19		6:10 PM, Dec 19	6:08 PM, Dec 19	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 19	3:32 PM, Dec 19		6:10 PM, Dec 19	6:08 PM, Dec 19	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 19	3:32 PM, Dec 19		6:10 PM, Dec 19	6:08 PM, Dec 19	
travelocity	AA-3592-MIA-CLE	Dec 19 - 3:15pm	Dec 19 - 3:10pm	D55	Dec 19 - 6:10pm	Dec 19 - 6:15pm	A1
orbitz	AA-3592-MIA-CLE	3:15pDec 19	3:10pDec 19	 D55	6:10pDec 19	6:15pDec 19	 A1
weather	AA-3592-MIA-CLE	2011-12-19 03:15 PM			2011-12-19 06:10 PM		
usatoday	AA-3592-MIA-CLE	2011-12-19 3:15 PM	2011-12-19 3:10 PM		2011-12-19 6:10 PM	2011-12-19 6:15 PM	
ua	UA-3925-IAD-ORF	Mon, Dec 19 8:42 AM	Mon, Dec 19 8:47 AM	A2G	Mon, Dec 19 9:55 AM	Mon, Dec 19 9:46 AM	--
flightexplorer	UA-3925-IAD-ORF		12/19/2011 9:04AM EST			12/19/2011 9:34AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/19/11 9:04 AM (-05:00)			12/19/11 9:34 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/19/11 9:04 AM (-05:00)			12/19/11 9:34 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/19/11 9:04 AM (-05:00)			12/19/11 9:34 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/19/11 9:04 AM (-05:00)			12/19/11 9:34 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-19 08:42AM EST	2011-12-19 09:02AM EST	 A2G 	2011-12-19 09:20AM EST	2011-12-19 09:40AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-19 08:42AM EST	2011-12-19 09:02AM EST	 A2G 	2011-12-19 09:20AM EST	2011-12-19 09:40AM EST	
flights	UA-3925-IAD-ORF		2011-12-19 08:47 AM	A2		2011-12-19 09:46 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-19 08:47 AM	A2		2011-12-19 09:46 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-19 08:47 AM	A2		2011-12-19 09:46 AM	
flightstats	UA-3925-IAD-ORF	2011-12-19 8:42 AM	2011-12-19 8:47 AM		2011-12-19 9:55 AM	2011-12-19 9:46 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-19 8:42 AM	2011-12-19 8:47 AM		2011-12-19 9:55 AM	2011-12-19 9:46 AM	
flightview	UA-3925-IAD-ORF		9:04 AMDec 19			9:46 AMDec 19	
panynj	UA-3925-IAD-ORF		9:04 AMDec 19			9:46 AMDec 19	
gofox	UA-3925-IAD-ORF		9:04 AMDec 19			9:46 AMDec 19	
foxbusiness	UA-3925-IAD-ORF		9:04 AMDec 19			9:46 AMDec 19	
allegiantair	UA-3925-IAD-ORF		9:04 AMDec 19			9:46 AMDec 19	
boston	UA-3925-IAD-ORF		9:04 AMDec 19			9:43 AMDec 19	
travelocity	UA-3925-IAD-ORF	Dec 19 - Not Available	Dec 19 - 9:02am	A2G	Dec 19 - Not Available	Dec 19 - 9:46am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 19	8:47aDec 19	 A2G	9:55aDec 19	9:46aDec 19	 -
weather	UA-3925-IAD-ORF	2011-12-19 08:42 AM			2011-12-19 09:55 AM		
usatoday	UA-3925-IAD-ORF		9:04 AMDec 19			9:43 AMDec 19	
flightwise	UA-3925-IAD-ORF	2011-12-19 08:42AM EST	2011-12-19 09:02AM EST	 A2G 	2011-12-19 09:20AM EST	2011-12-19 09:40AM EST	
flightarrival	UA-3925-IAD-ORF		9:04 AMDec 19			9:43 AMDec 19	
ua	UA-1977-CLT-CVG	Mon, Dec 19 11:50 AM	Mon, Dec 19 11:50 AM	E2	Mon, Dec 19 1:21 PM	Mon, Dec 19 1:39 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/19/11 12:22 PM (-05:00)			12/19/11 1:26 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/19/11 12:22 PM (-05:00)			12/19/11 1:26 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/19/11 12:22 PM (-05:00)			12/19/11 1:26 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/19/11 12:22 PM (-05:00)			12/19/11 1:26 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-19 11:47 AM	E2		2011-12-19 01:39 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-19 11:47 AM	E2		2011-12-19 01:39 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-19 11:47 AM	E2		2011-12-19 01:39 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-19 11:50 AM	2011-12-19 11:47 AM		2011-12-19 1:21 PM	2011-12-19 1:39 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-19 11:50 AM	2011-12-19 11:47 AM		2011-12-19 1:21 PM	2011-12-19 1:39 PM	
flightview	UA-1977-CLT-CVG		12:22 PMDec 19			1:37 PMDec 19	
panynj	UA-1977-CLT-CVG		12:22 PMDec 19			1:37 PMDec 19	
gofox	UA-1977-CLT-CVG		12:22 PMDec 19			1:37 PMDec 19	
foxbusiness	UA-1977-CLT-CVG		12:22 PMDec 19			1:37 PMDec 19	
allegiantair	UA-1977-CLT-CVG		12:22 PMDec 19			1:37 PMDec 19	
boston	UA-1977-CLT-CVG		12:22 PMDec 19			1:37 PMDec 19	
travelocity	UA-1977-CLT-CVG	Dec 19 - 11:50am	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 1:21pm	Dec 19 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:50aDec 19	11:47aDec 19	 -	1:21pDec 19	1:39pDec 19	 -
weather	UA-1977-CLT-CVG	2011-12-19 11:50 AM			2011-12-19 01:21 PM		
aa	AA-393-DFW-DEN	December 19, 2011               06:55 AM    	December 19, 2011               06:55 AM    	 C27	December 19, 2011               07:55 AM    	December 19, 2011               07:45 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/19/2011 7:12AM CST			12/19/2011 7:46AM MST	
airtravelcenter	AA-393-DFW-DEN		12/19/11 7:12 AM (-06:00)			12/19/11 7:46 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/19/11 7:12 AM (-06:00)			12/19/11 7:46 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/19/11 7:12 AM (-06:00)			12/19/11 7:46 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/19/11 7:12 AM (-06:00)			12/19/11 7:46 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-19 06:55AM CST	2011-12-19 07:12AM CST	 C27 	2011-12-19 07:39AM MST	2011-12-19 07:40AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-19 06:55AM CST	2011-12-19 07:12AM CST	 C27 	2011-12-19 07:39AM MST	2011-12-19 07:40AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Mon 19-Dec-2011	06:55 AM  Mon 19-Dec-2011	C27	07:55 AM  Mon 19-Dec-2011	07:45 AM  Mon 19-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Mon 19-Dec-2011	06:55 AM  Mon 19-Dec-2011	C27	07:55 AM  Mon 19-Dec-2011	07:45 AM  Mon 19-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Mon 19-Dec-2011	06:55 AM  Mon 19-Dec-2011	C27	07:55 AM  Mon 19-Dec-2011	07:45 AM  Mon 19-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-19 6:55 AM	2011-12-19 6:55 AM		2011-12-19 7:55 AM	2011-12-19 7:45 AM	
quicktrip	AA-393-DFW-DEN	2011-12-19 6:55 AM	2011-12-19 6:55 AM		2011-12-19 7:55 AM	2011-12-19 7:45 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-19 6:55 AM	2011-12-19 6:55 AM		2011-12-19 7:55 AM	2011-12-19 7:45 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 19	7:12 AM, Dec 19	C27	7:55 AM, Dec 19	7:45 AM, Dec 19	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 19	7:12 AM, Dec 19	C27	7:55 AM, Dec 19	7:45 AM, Dec 19	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 19	7:12 AM, Dec 19		7:55 AM, Dec 19	7:45 AM, Dec 19	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 19	7:12 AM, Dec 19	C27	7:55 AM, Dec 19	7:45 AM, Dec 19	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 19	7:12 AM, Dec 19	C27	7:55 AM, Dec 19	7:45 AM, Dec 19	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 19	7:12 AM, Dec 19		7:55 AM, Dec 19	7:45 AM, Dec 19	
travelocity	AA-393-DFW-DEN	Dec 19 - 6:55am	Dec 19 - 6:55am	C27/C	Dec 19 - 7:55am	Dec 19 - 7:45am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 19	6:55aDec 19	 C27	7:55aDec 19	7:45aDec 19	 A49
weather	AA-393-DFW-DEN	2011-12-19 06:55 AM	2011-12-19 07:12 AM		2011-12-19 07:55 AM	2011-12-19 07:39 AM	
den	AA-393-DFW-DEN				2011-12-19 7:55 AM		A49
flightarrival	AA-393-DFW-DEN	6:55 AM, Dec 19	7:12 AM, Dec 19		7:55 AM, Dec 19	7:45 AM, Dec 19	
aa	AA-3508-ATL-MIA	December 19, 2011               07:40 PM    	December 19, 2011               07:34 PM    	 T10	December 19, 2011               09:40 PM    	December 19, 2011               09:25 PM    	 D55    
flightexplorer	AA-3508-ATL-MIA		12/19/2011 7:51PM EST			12/19/2011 9:21PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/19/11 7:49 PM (-05:00)			12/19/11 9:21 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/19/11 7:49 PM (-05:00)			12/19/11 9:21 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/19/11 7:49 PM (-05:00)			12/19/11 9:21 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/19/11 7:49 PM (-05:00)			12/19/11 9:21 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-19 07:40PM EST	2011-12-19 07:51PM EST	 T10 	2011-12-19 09:09PM EST	2011-12-19 09:19PM EST	 D55 
wunderground	AA-3508-ATL-MIA	2011-12-19 07:40PM EST	2011-12-19 07:51PM EST	 T10 	2011-12-19 09:09PM EST	2011-12-19 09:19PM EST	 D55 
flights	AA-3508-ATL-MIA	07:40 PM  Mon 19-Dec-2011	07:34 PM  Mon 19-Dec-2011	T10	09:40 PM  Mon 19-Dec-2011	09:25 PM  Mon 19-Dec-2011	D55
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Mon 19-Dec-2011	07:34 PM  Mon 19-Dec-2011	T10	09:40 PM  Mon 19-Dec-2011	09:25 PM  Mon 19-Dec-2011	D55
flylouisville	AA-3508-ATL-MIA	07:40 PM  Mon 19-Dec-2011	07:34 PM  Mon 19-Dec-2011	T10	09:40 PM  Mon 19-Dec-2011	09:25 PM  Mon 19-Dec-2011	D55
flightstats	AA-3508-ATL-MIA	2011-12-19 7:40 PM	2011-12-19 7:34 PM		2011-12-19 9:40 PM	2011-12-19 9:25 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-19 7:40 PM	2011-12-19 7:34 PM		2011-12-19 9:40 PM	2011-12-19 9:25 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-19 7:40 PM	2011-12-19 7:34 PM		2011-12-19 9:40 PM	2011-12-19 9:25 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 19	7:51 PM, Dec 19	T10	9:40 PM, Dec 19	9:25 PM, Dec 19	Terminal D - D55
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 19	7:51 PM, Dec 19	T10	9:40 PM, Dec 19	9:25 PM, Dec 19	Terminal D - D55
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 19	7:51 PM, Dec 19		9:40 PM, Dec 19	9:25 PM, Dec 19	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 19	7:51 PM, Dec 19	T10	9:40 PM, Dec 19	9:25 PM, Dec 19	Terminal D - D55
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 19	7:51 PM, Dec 19	T10	9:40 PM, Dec 19	9:25 PM, Dec 19	Terminal D - D55
boston	AA-3508-ATL-MIA	7:40 PM, Dec 19	7:51 PM, Dec 19		9:40 PM, Dec 19	9:23 PM, Dec 19	
travelocity	AA-3508-ATL-MIA	Dec 19 - 7:40pm	Dec 19 - 7:34pm	T10	Dec 19 - 9:40pm	Dec 19 - 9:25pm	D55
orbitz	AA-3508-ATL-MIA	7:40pDec 19	7:34pDec 19	 T10	9:40pDec 19	9:25pDec 19	 D55
weather	AA-3508-ATL-MIA	2011-12-19 07:40 PM			2011-12-19 09:40 PM		
mytripandmore	AA-3508-ATL-MIA	7:40pDec 19	7:34pDec 19	 T10	9:40pDec 19	9:25pDec 19	 D55
flightwise	AA-3508-ATL-MIA	2011-12-19 07:40PM EST	2011-12-19 07:51PM EST	 T10 	2011-12-19 09:09PM EST	2011-12-19 09:19PM EST	 D55 
ua	UA-2690-DTW-PHL	Mon, Dec 19 7:10 AM	Mon, Dec 19 7:10 AM	D24	Mon, Dec 19 8:53 AM	Mon, Dec 19 8:50 AM	A18
airtravelcenter	UA-2690-DTW-PHL		12/19/11 7:30 AM (-05:00)			12/19/11 8:50 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/19/11 7:30 AM (-05:00)			12/19/11 8:50 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/19/11 7:30 AM (-05:00)			12/19/11 8:50 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/19/11 7:30 AM (-05:00)			12/19/11 8:50 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-19 07:09 AM	D24		2011-12-19 08:50 AM	18
businesstravellogue	UA-2690-DTW-PHL		2011-12-19 07:09 AM	D24		2011-12-19 08:50 AM	18
flylouisville	UA-2690-DTW-PHL		2011-12-19 07:09 AM	D24		2011-12-19 08:50 AM	18
flightview	UA-2690-DTW-PHL		7:30 AMDec 19			8:53 AMDec 19	
panynj	UA-2690-DTW-PHL		7:30 AMDec 19			8:53 AMDec 19	
gofox	UA-2690-DTW-PHL		7:30 AMDec 19			8:53 AMDec 19	
foxbusiness	UA-2690-DTW-PHL		7:30 AMDec 19			8:53 AMDec 19	
allegiantair	UA-2690-DTW-PHL		7:30 AMDec 19			8:53 AMDec 19	
boston	UA-2690-DTW-PHL		7:30 AMDec 19			8:47 AMDec 19	
travelocity	UA-2690-DTW-PHL	Dec 19 - 7:10am	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 8:53am	Dec 19 - Contact Airline	Not provided by airline
orbitz	UA-2690-DTW-PHL	7:10aDec 19	7:09aDec 19	 -	8:53aDec 19	8:50aDec 19	 -
weather	UA-2690-DTW-PHL	2011-12-19 07:10 AM			2011-12-19 08:53 AM		
usatoday	UA-2690-DTW-PHL	2011-12-19 07:10 AM			2011-12-19 08:53 AM		
mytripandmore	UA-2690-DTW-PHL	7:10aDec 19	7:09aDec 19	 -	8:53aDec 19	8:50aDec 19	 -
flightarrival	UA-2690-DTW-PHL		7:30 AMDec 19			8:47 AMDec 19	
CO	CO-1097-IAH-LAX	Mon., Dec.19, 2011 1:05 p.m.	Mon., Dec.19, 2011 2:29 p.m.		Mon., Dec.19, 2011 3:00 p.m.	Mon., Dec.19, 2011 4:02 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/19/2011 2:45PM CST			12/19/2011 3:58PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/19/11 1:05 PM (-06:00)			12/19/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/19/11 1:05 PM (-06:00)			12/19/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/19/11 1:05 PM (-06:00)			12/19/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/19/11 1:05 PM (-06:00)			12/19/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-19 01:05PM CST	2011-12-19 02:46PM CST	 E12 	2011-12-19 02:07PM PST	2011-12-19 03:52PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-19 01:05PM CST	2011-12-19 02:46PM CST	 E12 	2011-12-19 02:07PM PST	2011-12-19 03:52PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-19 02:29 PM	12		2011-12-19 03:00 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-19 02:29 PM	12		2011-12-19 03:00 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-19 02:29 PM	12		2011-12-19 03:00 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-19 1:05 PM	2011-12-19 2:29 PM		2011-12-19 3:00 PM	2011-12-19 4:02 PM (Estimated)	
quicktrip	CO-1097-IAH-LAX	2011-12-19 1:05 PM	2011-12-19 2:29 PM		2011-12-19 3:00 PM	2011-12-19 4:02 PM (Estimated)	
flightview	CO-1097-IAH-LAX		2:46 PMDec 19			3:54 PMDec 19	
panynj	CO-1097-IAH-LAX		2:46 PMDec 19			3:54 PMDec 19	
gofox	CO-1097-IAH-LAX		2:46 PMDec 19			3:54 PMDec 19	
foxbusiness	CO-1097-IAH-LAX		2:46 PMDec 19			3:54 PMDec 19	
allegiantair	CO-1097-IAH-LAX		2:46 PMDec 19			3:54 PMDec 19	
boston	CO-1097-IAH-LAX		2:46 PMDec 19			3:54 PMDec 19	
orbitz	CO-1097-IAH-LAX	1:05pDec 19	2:29pDec 19	 E12	5:04pDec 19		 64
flightarrival	CO-1097-IAH-LAX		2:46 PMDec 19			3:54 PMDec 19	
aa	AA-637-ORD-LAX	December 19, 2011               04:40 PM    	December 19, 2011     	 H17	December 19, 2011               07:10 PM    	December 19, 2011     	 46B    
flightexplorer	AA-637-ORD-LAX	12/19/2011 4:40PM CST			12/19/2011 7:10PM PST		
airtravelcenter	AA-637-ORD-LAX		12/19/11 6:17 PM (-06:00)			12/19/11 8:08 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/19/11 6:17 PM (-06:00)			12/19/11 8:08 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/19/11 6:17 PM (-06:00)			12/19/11 8:08 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/19/11 6:17 PM (-06:00)			12/19/11 8:08 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-19 04:40PM CST	2011-12-19 06:20PM CST	 H17 	2011-12-19 06:37PM PST	2011-12-19 08:17PM PST	 46B 
wunderground	AA-637-ORD-LAX	2011-12-19 04:40PM CST	2011-12-19 06:20PM CST	 H17 	2011-12-19 06:37PM PST	2011-12-19 08:17PM PST	 46B 
flights	AA-637-ORD-LAX	04:40 PM  Mon 19-Dec-2011		H17	07:10 PM  Mon 19-Dec-2011		46B
businesstravellogue	AA-637-ORD-LAX	04:40 PM  Mon 19-Dec-2011		H17	07:10 PM  Mon 19-Dec-2011		46B
flylouisville	AA-637-ORD-LAX	04:40 PM  Mon 19-Dec-2011		H17	07:10 PM  Mon 19-Dec-2011		46B
world-flight-tracker	AA-637-ORD-LAX	2011-12-19 4:40 PM	2011-12-19 6:10 PM (Estimated)		2011-12-19 7:10 PM	2011-12-19 8:27 PM (Estimated)	
flightview	AA-637-ORD-LAX	4:40 PM, Dec 19		Terminal 3 - H17	7:10 PM, Dec 19		Terminal 4 - 46B
panynj	AA-637-ORD-LAX	4:40 PM, Dec 19		Terminal 3 - H17	7:10 PM, Dec 19		Terminal 4 - 46B
gofox	AA-637-ORD-LAX	4:40 PM, Dec 19			7:10 PM, Dec 19		
foxbusiness	AA-637-ORD-LAX	4:40 PM, Dec 19		Terminal 3 - H17	7:10 PM, Dec 19		Terminal 4 - 46B
allegiantair	AA-637-ORD-LAX	4:40 PM, Dec 19		Terminal 3 - H17	7:10 PM, Dec 19		Terminal 4 - 46B
boston	AA-637-ORD-LAX	4:40 PM, Dec 19	6:00 PM, Dec 19&nbsp(Estimated)		7:10 PM, Dec 19	8:08 PM, Dec 19&nbsp(Estimated)	
travelocity	AA-637-ORD-LAX	Dec 19 - 4:40pm	Dec 19 - 6:10pm*	H17/T3	Dec 19 - 7:10pm	Dec 19 - 8:27pm	46B/T4
orbitz	AA-637-ORD-LAX	4:40pDec 19		 H17	9:44pDec 19		 46B
weather	AA-637-ORD-LAX	2011-12-19 04:40 PM	2011-12-19 06:16 PM		2011-12-19 07:10 PM	2011-12-19 08:22 PM	
usatoday	AA-637-ORD-LAX	2011-12-19 04:40 PM	2011-12-19 06:16 PM		2011-12-19 07:10 PM	2011-12-19 08:22 PM	
ua	UA-1406-IAH-LAX	Mon, Dec 19 8:30 PM	Mon, Dec 19 8:53 PM            Delayed	E14	Mon, Dec 19 10:24 PM	Mon, Dec 19 10:18 PM	64
flightexplorer	UA-1406-IAH-LAX		12/19/2011 9:07PM CST			12/19/2011 10:09PM PST	
airtravelcenter	UA-1406-IAH-LAX	12/19/11 8:30 PM (-06:00)			12/19/11 10:24 PM (-08:00)		
myrateplan	UA-1406-IAH-LAX	12/19/11 8:30 PM (-06:00)			12/19/11 10:24 PM (-08:00)		
helloflight	UA-1406-IAH-LAX	12/19/11 8:30 PM (-06:00)			12/19/11 10:24 PM (-08:00)		
flytecomm	UA-1406-IAH-LAX	12/19/11 8:30 PM (-06:00)			12/19/11 10:24 PM (-08:00)		
flightaware	UA-1406-IAH-LAX	2011-12-19 08:30PM CST	2011-12-19 09:08PM CST	 E14 	2011-12-19 09:53PM PST	2011-12-19 10:08PM PST	 64 
wunderground	UA-1406-IAH-LAX	2011-12-19 08:30PM CST	2011-12-19 09:08PM CST	 E14 	2011-12-19 09:53PM PST	2011-12-19 10:08PM PST	 64 
flights	UA-1406-IAH-LAX		2011-12-19 08:53 PM	14		2011-12-19 10:24 PM	64
businesstravellogue	UA-1406-IAH-LAX		2011-12-19 08:53 PM	14		2011-12-19 10:24 PM	64
flylouisville	UA-1406-IAH-LAX		2011-12-19 08:53 PM	14		2011-12-19 10:24 PM	64
flightstats	UA-1406-IAH-LAX	2011-12-19 8:30 PM	2011-12-19 8:53 PM		2011-12-19 10:24 PM	2011-12-19 10:18 PM (Estimated)	
quicktrip	UA-1406-IAH-LAX	2011-12-19 8:30 PM	2011-12-19 8:53 PM		2011-12-19 10:24 PM	2011-12-19 10:18 PM (Estimated)	
