aa	AA-1007-TPA-MIA	12/02/2011 01:55 PM	12/02/2011 02:13 PM	F78	12/02/2011 03:00 PM	12/02/2011 03:05 PM	D5
businesstravellogue	CO-53-LAX-IAH		2011-12-02 02:33 PM	60		2011-12-02 07:47 PM	41
flylouisville	CO-53-LAX-IAH		2011-12-02 02:33 PM	60		2011-12-02 07:47 PM	41
flightstats	CO-53-LAX-IAH	2011-12-02 2:40 PM	2011-12-02 2:33 PM		2011-12-02 7:48 PM	2011-12-02 7:47 PM	
quicktrip	CO-53-LAX-IAH	2011-12-02 2:40 PM	2011-12-02 2:33 PM		2011-12-02 7:48 PM	2011-12-02 7:47 PM	
flightview	CO-53-LAX-IAH		2:49 PMDec 02			7:47 PMDec 02	
panynj	CO-53-LAX-IAH		2:49 PMDec 02			7:47 PMDec 02	
gofox	CO-53-LAX-IAH		2:49 PMDec 02			7:47 PMDec 02	
foxbusiness	CO-53-LAX-IAH		2:49 PMDec 02			7:47 PMDec 02	
allegiantair	CO-53-LAX-IAH		2:49 PMDec 02			7:47 PMDec 02	
boston	CO-53-LAX-IAH		2:49 PMDec 02			7:40 PMDec 02	
travelocity	CO-53-LAX-IAH	Dec 02 - 2:40pm	Dec 02 - 2:33pm	60	Dec 02 - 7:48pm	Dec 02 - 7:47pm	C-41
orbitz	CO-53-LAX-IAH	2:40pDec 2	2:33pDec 2	 60	7:48pDec 2	7:47pDec 2	 41
weather	CO-53-LAX-IAH	2011-12-02 02:40 PM			2011-12-02 07:48 PM		
ifly	CO-53-LAX-IAH	2011-12-02 2:40 PM	2011-12-02 2:33 PM		2011-12-02 7:48 PM	2011-12-02 7:47 PM	
usatoday	CO-53-LAX-IAH	2011-12-02 02:40 PM			2011-12-02 07:48 PM		
mytripandmore	CO-53-LAX-IAH	Dec 02 - 2:40pm	Dec 02 - 2:33pm	60	Dec 02 - 7:48pm	Dec 02 - 7:47pm	C-41
CO	CO-1030-DEN-IAH	Fri., Dec.02, 2011 2:15 p.m.	Fri., Dec.02, 2011 2:14 p.m.		Fri., Dec.02, 2011 5:38 p.m.	Fri., Dec.02, 2011 5:28 p.m.	
flightexplorer	CO-1030-DEN-IAH		12/2/2011 2:23PM MST			12/2/2011 5:25PM CST	
airtravelcenter	CO-1030-DEN-IAH	12/2/11 2:15 PM (-07:00)			12/2/11 5:38 PM (-06:00)		
myrateplan	CO-1030-DEN-IAH	12/2/11 2:15 PM (-07:00)			12/2/11 5:38 PM (-06:00)		
helloflight	CO-1030-DEN-IAH	12/2/11 2:15 PM (-07:00)			12/2/11 5:38 PM (-06:00)		
flytecomm	CO-1030-DEN-IAH	12/2/11 2:15 PM (-07:00)			12/2/11 5:38 PM (-06:00)		
flights	CO-1030-DEN-IAH		2011-12-02 02:14 PM	B18		2011-12-02 05:28 PM	35
businesstravellogue	CO-1030-DEN-IAH		2011-12-02 02:14 PM	B18		2011-12-02 05:28 PM	35
flylouisville	CO-1030-DEN-IAH		2011-12-02 02:14 PM	B18		2011-12-02 05:28 PM	35
flightstats	CO-1030-DEN-IAH	2011-12-02 2:15 PM	2011-12-02 2:14 PM		2011-12-02 5:38 PM	2011-12-02 5:28 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-02 2:15 PM	2011-12-02 2:14 PM		2011-12-02 5:38 PM	2011-12-02 5:28 PM	
flightview	CO-1030-DEN-IAH		2:25 PMDec 02			5:28 PMDec 02	
panynj	CO-1030-DEN-IAH		2:25 PMDec 02			5:28 PMDec 02	
gofox	CO-1030-DEN-IAH		2:25 PMDec 02			5:28 PMDec 02	
foxbusiness	CO-1030-DEN-IAH		2:25 PMDec 02			5:28 PMDec 02	
allegiantair	CO-1030-DEN-IAH		2:25 PMDec 02			5:28 PMDec 02	
boston	CO-1030-DEN-IAH		2:25 PMDec 02			5:23 PMDec 02	
travelocity	CO-1030-DEN-IAH	Dec 02 - 2:15pm	Dec 02 - 2:14pm	B18	Dec 02 - 5:38pm	Dec 02 - 5:28pm	C-35
orbitz	CO-1030-DEN-IAH	2:15pDec 2	2:14pDec 2	 B18	5:38pDec 2	5:28pDec 2	 35
weather	CO-1030-DEN-IAH	2011-12-02 02:15 PM			2011-12-02 05:38 PM		
den	CO-1030-DEN-IAH	2011-12-02 2:15 PM		B16			
ua	UA-1005-BOS-IAH	Fri, Dec 2 4:19 PM	Fri, Dec 2 4:19 PM	A7	Fri, Dec 2 7:49 PM	Fri, Dec 2 7:36 PM	C-35
flightexplorer	UA-1005-BOS-IAH	12/2/2011 4:19PM EST			12/2/2011 7:49PM CST		
airtravelcenter	UA-1005-BOS-IAH	12/2/11 4:19 PM (-05:00)			12/2/11 7:49 PM (-06:00)		
airtravelcenter	UA-1005-BOS-IAH		12/2/11 4:29 PM (-05:00)			12/2/11 7:01 PM (-06:00)	
myrateplan	UA-1005-BOS-IAH	12/2/11 4:19 PM (-05:00)			12/2/11 7:49 PM (-06:00)		
myrateplan	UA-1005-BOS-IAH		12/2/11 4:29 PM (-05:00)			12/2/11 7:01 PM (-06:00)	
helloflight	UA-1005-BOS-IAH	12/2/11 4:19 PM (-05:00)			12/2/11 7:49 PM (-06:00)		
helloflight	UA-1005-BOS-IAH		12/2/11 4:29 PM (-05:00)			12/2/11 7:01 PM (-06:00)	
flytecomm	UA-1005-BOS-IAH	12/2/11 4:19 PM (-05:00)			12/2/11 7:49 PM (-06:00)		
flytecomm	UA-1005-BOS-IAH		12/2/11 4:29 PM (-05:00)			12/2/11 7:01 PM (-06:00)	
flightaware	UA-1005-BOS-IAH	2011-12-02 04:19PM EST	2011-12-02 04:29PM EST	 A7 	2011-12-02 07:29PM CST	2011-12-02 07:39PM CST	 35 
wunderground	UA-1005-BOS-IAH	2011-12-02 04:19PM EST	2011-12-02 04:29PM EST	 A7 	2011-12-02 07:29PM CST	2011-12-02 07:39PM CST	 35 
flights	UA-1005-BOS-IAH	2011-12-02 04:19 PM		A7	2011-12-02 07:49 PM		35
businesstravellogue	UA-1005-BOS-IAH	2011-12-02 04:19 PM		A7	2011-12-02 07:49 PM		35
flylouisville	UA-1005-BOS-IAH	2011-12-02 04:19 PM		A7	2011-12-02 07:49 PM		35
flightview	UA-1005-BOS-IAH	4:19 PMDec 02			7:49 PMDec 02		
panynj	UA-1005-BOS-IAH	4:19 PMDec 02			7:49 PMDec 02		
gofox	UA-1005-BOS-IAH	4:19 PMDec 02			7:49 PMDec 02		
foxbusiness	UA-1005-BOS-IAH	4:19 PMDec 02			7:49 PMDec 02		
allegiantair	UA-1005-BOS-IAH	4:19 PMDec 02			7:49 PMDec 02		
boston	UA-1005-BOS-IAH	4:19 PMDec 02			7:49 PMDec 02		
travelocity	UA-1005-BOS-IAH	Dec 02 - 4:19pm	Dec 02 - Contact Airline	Not provided by airline	Dec 02 - 7:49pm	Dec 02 - Contact Airline	Not provided by airline
orbitz	UA-1005-BOS-IAH	4:19pDec 2		 A7	7:49pDec 2		 35
weather	UA-1005-BOS-IAH	2011-12-02 04:19 PM			2011-12-02 07:49 PM		
usatoday	UA-1005-BOS-IAH	2011-12-02 04:19 PM			2011-12-02 07:49 PM		
mytripandmore	UA-1005-BOS-IAH	4:19pDec 2		 A7	7:49pDec 2		 35
aa	AA-185-JFK-LAX	12/02/2011 09:00 PM		46	12/03/2011 12:23 AM		47B
flightexplorer	AA-185-JFK-LAX		12/1/2011 9:11PM EST			12/2/2011 12:02AM PST	
flightexplorer	AA-185-JFK-LAX	12/2/2011 9:00PM EST			12/3/2011 12:23AM PST		
airtravelcenter	AA-185-JFK-LAX		12/2/11 9:04 PM (-05:00)			12/2/11 11:57 PM (-08:00)	
myrateplan	AA-185-JFK-LAX		12/2/11 9:04 PM (-05:00)			12/2/11 11:57 PM (-08:00)	
helloflight	AA-185-JFK-LAX		12/2/11 9:04 PM (-05:00)			12/2/11 11:57 PM (-08:00)	
flytecomm	AA-185-JFK-LAX		12/2/11 9:04 PM (-05:00)			12/2/11 11:57 PM (-08:00)	
flightaware	AA-185-JFK-LAX	2011-12-02 09:00PM EST	2011-12-02 09:04PM EST		2011-12-02 11:53PM PST	2011-12-02 11:57PM PST	
wunderground	AA-185-JFK-LAX	2011-12-02 09:00PM EST	2011-12-02 09:04PM EST		2011-12-02 11:53PM PST	2011-12-02 11:57PM PST	
flights	AA-185-JFK-LAX	09:00 PM  Fri 02-Dec-2011		C46	12:23 AM  Sat 03-Dec-2011		47B
businesstravellogue	AA-185-JFK-LAX	09:00 PM  Fri 02-Dec-2011		C46	12:23 AM  Sat 03-Dec-2011		47B
flylouisville	AA-185-JFK-LAX	09:00 PM  Fri 02-Dec-2011		C46	12:23 AM  Sat 03-Dec-2011		47B
flightstats	AA-185-JFK-LAX	2011-12-02 9:00 PM	2011-12-02 9:04 PM (Estimated runway)		2011-12-02 12:23 AM	2011-12-02 11:57 PM (Estimated runway)	
quicktrip	AA-185-JFK-LAX	2011-12-02 9:00 PM	2011-12-02 9:04 PM (Estimated runway)		2011-12-02 12:23 AM	2011-12-02 11:57 PM (Estimated runway)	
world-flight-tracker	AA-185-JFK-LAX	2011-12-02 9:00 PM	2011-12-02 9:04 PM (Estimated runway)		2011-12-02 12:23 AM	2011-12-02 11:57 PM (Estimated runway)	
flightview	AA-185-JFK-LAX	9:00 PM, Dec 02		Terminal 8	12:23 AM, Dec 03		Terminal 4
panynj	AA-185-JFK-LAX	9:00 PM, Dec 02		Terminal 8	12:23 AM, Dec 03		Terminal 4
gofox	AA-185-JFK-LAX	9:00 PM, Dec 02			12:23 AM, Dec 03		
foxbusiness	AA-185-JFK-LAX	9:00 PM, Dec 02		Terminal 8	12:23 AM, Dec 03		Terminal 4
allegiantair	AA-185-JFK-LAX	9:00 PM, Dec 02		Terminal 8	12:23 AM, Dec 03		Terminal 4
boston	AA-185-JFK-LAX	9:00 PM, Dec 02	Not Available		12:23 AM, Dec 03	Not Available	
travelocity	AA-185-JFK-LAX	Dec 02 - 9:00pm	Dec 02 - Not Available	46/8	Dec 03 - 12:23am	Dec 03 - Not Available	47B/T4
orbitz	AA-185-JFK-LAX	9:00pDec 2		 46	12:23aDec 3		 47B
weather	AA-185-JFK-LAX	2011-12-02 09:00 PM	2011-12-02 09:11 PM		2011-12-02 12:23 AM	2011-12-02 11:54 PM	
ifly	AA-185-JFK-LAX	2011-12-02 9:00 PM	2011-12-02 9:04 PM (Estimated runway)		2011-12-02 12:23 AM	2011-12-02 11:57 PM (Estimated runway)	
usatoday	AA-185-JFK-LAX	2011-12-02 9:00 PM	2011-12-02 9:04 PM (Estimated runway)		2011-12-02 12:23 AM	2011-12-02 11:57 PM (Estimated runway)	
aa	AA-3592-MIA-CLE	12/02/2011 03:15 PM	12/02/2011 03:49 PM	D60	12/02/2011 06:10 PM	12/02/2011 06:33 PM	A3
airtravelcenter	AA-3592-MIA-CLE		12/2/11 3:50 PM (-05:00)			12/2/11 6:16 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/2/11 3:50 PM (-05:00)			12/2/11 6:16 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/2/11 3:50 PM (-05:00)			12/2/11 6:16 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/2/11 3:50 PM (-05:00)			12/2/11 6:16 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-02 03:15PM EST	2011-12-02 03:50PM EST	 D60 	2011-12-02 06:00PM EST	2011-12-02 06:16PM EST	 A3 
wunderground	AA-3592-MIA-CLE	2011-12-02 03:15PM EST	2011-12-02 03:50PM EST	 D60 	2011-12-02 06:00PM EST	2011-12-02 06:16PM EST	 A3 
flights	AA-3592-MIA-CLE	03:15 PM  Fri 02-Dec-2011	03:49 PM  Fri 02-Dec-2011	D60	06:10 PM  Fri 02-Dec-2011	06:33 PM  Fri 02-Dec-2011	A3
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Fri 02-Dec-2011	03:49 PM  Fri 02-Dec-2011	D60	06:10 PM  Fri 02-Dec-2011	06:33 PM  Fri 02-Dec-2011	A3
flylouisville	AA-3592-MIA-CLE	03:15 PM  Fri 02-Dec-2011	03:49 PM  Fri 02-Dec-2011	D60	06:10 PM  Fri 02-Dec-2011	06:33 PM  Fri 02-Dec-2011	A3
flightstats	AA-3592-MIA-CLE	2011-12-02 3:15 PM	2011-12-02 3:49 PM		2011-12-02 6:10 PM	2011-12-02 6:33 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-02 3:15 PM	2011-12-02 3:49 PM		2011-12-02 6:10 PM	2011-12-02 6:33 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-02 3:15 PM	2011-12-02 3:49 PM		2011-12-02 6:10 PM	2011-12-02 6:33 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 02	3:50 PM, Dec 02		6:10 PM, Dec 02	6:26 PM, Dec 02	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 02	3:50 PM, Dec 02		6:10 PM, Dec 02	6:26 PM, Dec 02	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 02	3:50 PM, Dec 02		6:10 PM, Dec 02	6:26 PM, Dec 02	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 02	3:50 PM, Dec 02		6:10 PM, Dec 02	6:26 PM, Dec 02	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 02	3:50 PM, Dec 02		6:10 PM, Dec 02	6:26 PM, Dec 02	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 02	3:50 PM, Dec 02		6:10 PM, Dec 02	6:26 PM, Dec 02	
travelocity	AA-3592-MIA-CLE	Dec 02 - 3:15pm	Dec 02 - 3:34pm	D60	Dec 02 - 6:10pm	Dec 02 - 6:33pm	A3
orbitz	AA-3592-MIA-CLE	3:15pDec 2	3:34pDec 2	 D60	6:10pDec 2	6:33pDec 2	 A3
weather	AA-3592-MIA-CLE	2011-12-02 03:15 PM			2011-12-02 06:10 PM		
mytripandmore	AA-3592-MIA-CLE	3:15pDec 2	3:34pDec 2	 D60	6:10pDec 2	6:33pDec 2	 A3
flightarrival	AA-3592-MIA-CLE	2011-12-02 03:15 PM			2011-12-02 06:10 PM		
ua	UA-3925-IAD-ORF	Fri, Dec 2 8:41 AM	Fri, Dec 2 8:36 AM	A2A	Fri, Dec 2 9:54 AM	Fri, Dec 2 9:42 AM	--
flightexplorer	UA-3925-IAD-ORF		12/2/2011 9:00AM EST			12/2/2011 9:48AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/2/11 9:00 AM (-05:00)			12/2/11 9:32 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/2/11 9:00 AM (-05:00)			12/2/11 9:32 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/2/11 9:00 AM (-05:00)			12/2/11 9:32 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/2/11 9:00 AM (-05:00)			12/2/11 9:32 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-02 08:41AM EST	2011-12-02 08:59AM EST	 A2A 	2011-12-02 09:20AM EST	2011-12-02 09:38AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-02 08:41AM EST	2011-12-02 08:59AM EST	 A2A 	2011-12-02 09:20AM EST	2011-12-02 09:38AM EST	
flights	UA-3925-IAD-ORF		2011-12-02 08:36 AM	A2		2011-12-02 09:42 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-02 08:36 AM	A2		2011-12-02 09:42 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-02 08:36 AM	A2		2011-12-02 09:42 AM	
flightstats	UA-3925-IAD-ORF	2011-12-02 8:41 AM	2011-12-02 8:36 AM		2011-12-02 9:54 AM	2011-12-02 9:42 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-02 8:41 AM	2011-12-02 8:36 AM		2011-12-02 9:54 AM	2011-12-02 9:42 AM	
flightview	UA-3925-IAD-ORF		9:00 AMDec 02			9:42 AMDec 02	
panynj	UA-3925-IAD-ORF		9:00 AMDec 02			9:42 AMDec 02	
gofox	UA-3925-IAD-ORF		9:00 AMDec 02			9:42 AMDec 02	
foxbusiness	UA-3925-IAD-ORF		9:00 AMDec 02			9:42 AMDec 02	
allegiantair	UA-3925-IAD-ORF		9:00 AMDec 02			9:42 AMDec 02	
boston	UA-3925-IAD-ORF		9:00 AMDec 02			9:39 AMDec 02	
travelocity	UA-3925-IAD-ORF	Dec 02 - Not Available	Dec 02 - 8:59am	A2A	Dec 02 - Not Available	Dec 02 - 9:42am	CHK
orbitz	UA-3925-IAD-ORF	8:41aDec 2		 -	9:54aDec 2		 -
weather	UA-3925-IAD-ORF	2011-12-02 08:41 AM			2011-12-02 09:54 AM		
ifly	UA-3925-IAD-ORF	2011-12-02 8:41 AM	2011-12-02 8:36 AM		2011-12-02 9:54 AM	2011-12-02 9:42 AM	
usatoday	UA-3925-IAD-ORF		9:00 AMDec 02			9:39 AMDec 02	
flightarrival	UA-3925-IAD-ORF	2011-12-02 08:41 AM			2011-12-02 09:54 AM		
ua	UA-1977-CLT-CVG	Fri, Dec 2 11:45 AM	Fri, Dec 2 11:45 AM	E16	Fri, Dec 2 1:14 PM	Fri, Dec 2 1:16 PM	8
airtravelcenter	UA-1977-CLT-CVG	12/2/11 11:45 AM (-05:00)			12/2/11 1:14 PM (-05:00)		
myrateplan	UA-1977-CLT-CVG	12/2/11 11:45 AM (-05:00)			12/2/11 1:14 PM (-05:00)		
helloflight	UA-1977-CLT-CVG	12/2/11 11:45 AM (-05:00)			12/2/11 1:14 PM (-05:00)		
flytecomm	UA-1977-CLT-CVG	12/2/11 11:45 AM (-05:00)			12/2/11 1:14 PM (-05:00)		
flights	UA-1977-CLT-CVG		2011-12-02 11:42 AM	E16		2011-12-02 01:16 PM	8
businesstravellogue	UA-1977-CLT-CVG		2011-12-02 11:42 AM	E16		2011-12-02 01:16 PM	8
flylouisville	UA-1977-CLT-CVG		2011-12-02 11:42 AM	E16		2011-12-02 01:16 PM	8
flightstats	UA-1977-CLT-CVG	2011-12-02 11:45 AM	2011-12-02 11:42 AM		2011-12-02 1:14 PM	2011-12-02 1:16 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-02 11:45 AM	2011-12-02 11:42 AM		2011-12-02 1:14 PM	2011-12-02 1:16 PM	
flightview	UA-1977-CLT-CVG		12:09 PMDec 02			1:16 PMDec 02	
panynj	UA-1977-CLT-CVG		12:09 PMDec 02			1:16 PMDec 02	
gofox	UA-1977-CLT-CVG		12:09 PMDec 02			1:16 PMDec 02	
foxbusiness	UA-1977-CLT-CVG		12:09 PMDec 02			1:16 PMDec 02	
allegiantair	UA-1977-CLT-CVG		12:09 PMDec 02			1:16 PMDec 02	
boston	UA-1977-CLT-CVG		12:09 PMDec 02			1:16 PMDec 02	
travelocity	UA-1977-CLT-CVG	Dec 02 - 11:45am	Dec 02 - Contact Airline	Not provided by airline	Dec 02 - 1:14pm	Dec 02 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:45aDec 2	11:42aDec 2	 -	1:14pDec 2	1:16pDec 2	 -
weather	UA-1977-CLT-CVG	2011-12-02 11:45 AM			2011-12-02 01:14 PM		
ifly	UA-1977-CLT-CVG	2011-12-02 11:45 AM	2011-12-02 11:42 AM		2011-12-02 1:14 PM	2011-12-02 1:16 PM	
flightarrival	UA-1977-CLT-CVG		12:09 PMDec 02			1:16 PMDec 02	
aa	AA-393-DFW-DEN	12/02/2011 06:55 AM	12/02/2011 07:13 AM	C2	12/02/2011 07:55 AM	12/02/2011 08:14 AM	A49
flightexplorer	AA-393-DFW-DEN		12/2/2011 7:14AM CST			12/2/2011 7:57AM MST	
airtravelcenter	AA-393-DFW-DEN		12/2/11 7:12 AM (-06:00)			12/2/11 7:38 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/2/11 7:12 AM (-06:00)			12/2/11 7:38 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/2/11 7:12 AM (-06:00)			12/2/11 7:38 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/2/11 7:12 AM (-06:00)			12/2/11 7:38 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-02 06:55AM CST	2011-12-02 07:13AM CST	 C2 	2011-12-02 07:33AM MST	2011-12-02 07:38AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-02 06:55AM CST	2011-12-02 07:13AM CST	 C2 	2011-12-02 07:33AM MST	2011-12-02 07:38AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Fri 02-Dec-2011	07:13 AM  Fri 02-Dec-2011	C2	07:55 AM  Fri 02-Dec-2011	08:14 AM  Fri 02-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Fri 02-Dec-2011	07:13 AM  Fri 02-Dec-2011	C2	07:55 AM  Fri 02-Dec-2011	08:14 AM  Fri 02-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Fri 02-Dec-2011	07:13 AM  Fri 02-Dec-2011	C2	07:55 AM  Fri 02-Dec-2011	08:14 AM  Fri 02-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-02 6:55 AM	2011-12-02 7:13 AM		2011-12-02 7:55 AM	2011-12-02 8:14 AM	
quicktrip	AA-393-DFW-DEN	2011-12-02 6:55 AM	2011-12-02 7:13 AM		2011-12-02 7:55 AM	2011-12-02 8:14 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-02 6:55 AM	2011-12-02 7:13 AM		2011-12-02 7:55 AM	2011-12-02 8:14 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 02	7:13 AM, Dec 02	C2	7:55 AM, Dec 02	7:59 AM, Dec 02	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 02	7:13 AM, Dec 02	C2	7:55 AM, Dec 02	7:59 AM, Dec 02	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 02	7:13 AM, Dec 02		7:55 AM, Dec 02	7:59 AM, Dec 02	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 02	7:13 AM, Dec 02	C2	7:55 AM, Dec 02	7:59 AM, Dec 02	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 02	7:13 AM, Dec 02	C2	7:55 AM, Dec 02	7:59 AM, Dec 02	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 02	7:13 AM, Dec 02		7:55 AM, Dec 02	7:59 AM, Dec 02	
travelocity	AA-393-DFW-DEN	Dec 02 - 6:55am	Dec 02 - 6:51am	C2/C	Dec 02 - 7:55am	Dec 02 - 8:14am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 2	6:51aDec 2	 C2	7:55aDec 2	8:14aDec 2	 A49
weather	AA-393-DFW-DEN	2011-12-02 06:55 AM	2011-12-02 07:14 AM		2011-12-02 07:55 AM	2011-12-02 07:38 AM	
den	AA-393-DFW-DEN				2011-12-02 7:55 AM		A49
flightwise	AA-393-DFW-DEN	2011-12-02 06:55AM CST	2011-12-02 07:13AM CST	 C2 	2011-12-02 07:33AM MST	2011-12-02 07:38AM MST	 A49 
flightarrival	AA-393-DFW-DEN	2011-12-02 06:55 AM	2011-12-02 07:14 AM		2011-12-02 07:55 AM	2011-12-02 07:38 AM	
aa	AA-3508-ATL-MIA	12/02/2011 07:40 PM	12/02/2011 07:52 PM	T10	12/02/2011 09:40 PM	12/02/2011 09:25 PM	D60
flightexplorer	AA-3508-ATL-MIA		12/2/2011 7:53PM EST			12/2/2011 9:19PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/2/11 7:53 PM (-05:00)			12/2/11 9:19 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/2/11 7:53 PM (-05:00)			12/2/11 9:19 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/2/11 7:53 PM (-05:00)			12/2/11 9:19 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/2/11 7:53 PM (-05:00)			12/2/11 9:19 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-02 07:40PM EST	2011-12-02 07:52PM EST	 T10 	2011-12-02 09:30PM EST	2011-12-02 09:19PM EST	 D60 
wunderground	AA-3508-ATL-MIA	2011-12-02 07:40PM EST	2011-12-02 07:52PM EST	 T10 	2011-12-02 09:30PM EST	2011-12-02 09:19PM EST	 D60 
flights	AA-3508-ATL-MIA	07:40 PM  Fri 02-Dec-2011	07:52 PM  Fri 02-Dec-2011	T10	09:40 PM  Fri 02-Dec-2011	09:25 PM  Fri 02-Dec-2011	D60
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Fri 02-Dec-2011	07:52 PM  Fri 02-Dec-2011	T10	09:40 PM  Fri 02-Dec-2011	09:25 PM  Fri 02-Dec-2011	D60
flylouisville	AA-3508-ATL-MIA	07:40 PM  Fri 02-Dec-2011	07:52 PM  Fri 02-Dec-2011	T10	09:40 PM  Fri 02-Dec-2011	09:25 PM  Fri 02-Dec-2011	D60
flightstats	AA-3508-ATL-MIA	2011-12-02 7:40 PM	2011-12-02 7:52 PM		2011-12-02 9:40 PM	2011-12-02 9:25 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-02 7:40 PM	2011-12-02 7:52 PM		2011-12-02 9:40 PM	2011-12-02 9:25 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-02 7:40 PM	2011-12-02 7:52 PM		2011-12-02 9:40 PM	2011-12-02 9:25 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 02	7:53 PM, Dec 02	T10	9:40 PM, Dec 02	9:25 PM, Dec 02	Terminal D - D60
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 02	7:53 PM, Dec 02	T10	9:40 PM, Dec 02	9:25 PM, Dec 02	Terminal D - D60
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 02	7:53 PM, Dec 02		9:40 PM, Dec 02	9:25 PM, Dec 02	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 02	7:53 PM, Dec 02	T10	9:40 PM, Dec 02	9:25 PM, Dec 02	Terminal D - D60
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 02	7:53 PM, Dec 02	T10	9:40 PM, Dec 02	9:25 PM, Dec 02	Terminal D - D60
boston	AA-3508-ATL-MIA	7:40 PM, Dec 02	7:53 PM, Dec 02		9:40 PM, Dec 02	9:17 PM, Dec 02	
travelocity	AA-3508-ATL-MIA	Dec 02 - 7:40pm	Dec 02 - 7:32pm	T10	Dec 02 - 9:40pm	Dec 02 - 9:25pm	D60
orbitz	AA-3508-ATL-MIA	7:40pDec 2	7:32pDec 2	 T10	9:40pDec 2	9:25pDec 2	 D60
weather	AA-3508-ATL-MIA	2011-12-02 07:40 PM			2011-12-02 09:40 PM		
mytripandmore	AA-3508-ATL-MIA	7:40pDec 2	7:32pDec 2	 T10	9:40pDec 2	9:25pDec 2	 D60
flightwise	AA-3508-ATL-MIA	2011-12-02 07:40PM EST	2011-12-02 07:52PM EST	 T10 	2011-12-02 09:30PM EST	2011-12-02 09:19PM EST	 D60 
ua	UA-2690-DTW-PHL	Fri, Dec 2 7:10 AM	Fri, Dec 2 7:10 AM	D14	Fri, Dec 2 8:53 AM	Fri, Dec 2 9:02 AM	C28
airtravelcenter	UA-2690-DTW-PHL		12/2/11 7:40 AM (-05:00)			12/2/11 9:02 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/2/11 7:40 AM (-05:00)			12/2/11 9:02 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/2/11 7:40 AM (-05:00)			12/2/11 9:02 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/2/11 7:40 AM (-05:00)			12/2/11 9:02 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-02 07:08 AM	D14		2011-12-02 09:02 AM	C28
