aa	AA-1007-TPA-MIA	12/01/2011 01:55 PM	12/01/2011 02:07 PM	F78	12/01/2011 03:00 PM	12/01/2011 02:57 PM	D5
myrateplan	CO-1030-DEN-IAH	12/1/11 2:15 PM (-07:00)			12/1/11 5:38 PM (-06:00)		
helloflight	CO-1030-DEN-IAH	12/1/11 2:15 PM (-07:00)			12/1/11 5:38 PM (-06:00)		
flytecomm	CO-1030-DEN-IAH	12/1/11 2:15 PM (-07:00)			12/1/11 5:38 PM (-06:00)		
flights	CO-1030-DEN-IAH		2011-12-01 02:14 PM	B18		2011-12-01 05:49 PM	3
businesstravellogue	CO-1030-DEN-IAH		2011-12-01 02:14 PM	B18		2011-12-01 05:49 PM	3
flylouisville	CO-1030-DEN-IAH		2011-12-01 02:14 PM	B18		2011-12-01 05:49 PM	3
flightstats	CO-1030-DEN-IAH	2011-12-01 2:15 PM	2011-12-01 2:14 PM		2011-12-01 5:38 PM	2011-12-01 5:49 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-01 2:15 PM	2011-12-01 2:14 PM		2011-12-01 5:38 PM	2011-12-01 5:49 PM	
flightview	CO-1030-DEN-IAH		2:42 PMDec 01			5:49 PMDec 01	
panynj	CO-1030-DEN-IAH		2:42 PMDec 01			5:49 PMDec 01	
gofox	CO-1030-DEN-IAH		2:42 PMDec 01			5:49 PMDec 01	
foxbusiness	CO-1030-DEN-IAH		2:42 PMDec 01			5:49 PMDec 01	
allegiantair	CO-1030-DEN-IAH		2:42 PMDec 01			5:49 PMDec 01	
boston	CO-1030-DEN-IAH		2:42 PMDec 01			5:35 PMDec 01	
orbitz	CO-1030-DEN-IAH	2:15pDec 1	2:14pDec 1	 B18	5:38pDec 1	5:49pDec 1	 E3
weather	CO-1030-DEN-IAH	2011-12-01 02:15 PM			2011-12-01 05:38 PM		
den	CO-1030-DEN-IAH	2011-12-01 2:15 PM		B18			
ua	UA-1005-BOS-IAH	Thu, Dec 1 4:19 PM	Thu, Dec 1 4:19 PM	A7	Thu, Dec 1 7:49 PM	Thu, Dec 1 7:23 PM	C-45
flightexplorer	UA-1005-BOS-IAH	12/1/2011 4:19PM EST			12/1/2011 7:49PM CST		
airtravelcenter	UA-1005-BOS-IAH	12/1/11 4:19 PM (-05:00)			12/1/11 7:49 PM (-06:00)		
myrateplan	UA-1005-BOS-IAH	12/1/11 4:19 PM (-05:00)			12/1/11 7:49 PM (-06:00)		
helloflight	UA-1005-BOS-IAH	12/1/11 4:19 PM (-05:00)			12/1/11 7:49 PM (-06:00)		
flytecomm	UA-1005-BOS-IAH	12/1/11 4:19 PM (-05:00)			12/1/11 7:49 PM (-06:00)		
flightaware	UA-1005-BOS-IAH	2011-12-01 04:19PM EST	2011-12-01 04:29PM EST	 A7 	2011-12-01 07:29PM CST	2011-12-01 07:39PM CST	 45 
wunderground	UA-1005-BOS-IAH	2011-12-01 04:19PM EST	2011-12-01 04:29PM EST	 A7 	2011-12-01 07:29PM CST	2011-12-01 07:39PM CST	 45 
flights	UA-1005-BOS-IAH	2011-12-01 04:19 PM		A7	2011-12-01 07:49 PM		45
businesstravellogue	UA-1005-BOS-IAH	2011-12-01 04:19 PM		A7	2011-12-01 07:49 PM		45
flylouisville	UA-1005-BOS-IAH	2011-12-01 04:19 PM		A7	2011-12-01 07:49 PM		45
flightview	UA-1005-BOS-IAH	4:19 PMDec 01			7:49 PMDec 01		
panynj	UA-1005-BOS-IAH	4:19 PMDec 01			7:49 PMDec 01		
gofox	UA-1005-BOS-IAH	4:19 PMDec 01			7:49 PMDec 01		
foxbusiness	UA-1005-BOS-IAH	4:19 PMDec 01			7:49 PMDec 01		
allegiantair	UA-1005-BOS-IAH	4:19 PMDec 01			7:49 PMDec 01		
boston	UA-1005-BOS-IAH	4:19 PMDec 01			7:49 PMDec 01		
travelocity	UA-1005-BOS-IAH	Dec 01 - 4:19pm	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 7:49pm	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-1005-BOS-IAH	4:19pDec 1		 A7	7:49pDec 1		 45
weather	UA-1005-BOS-IAH	2011-12-01 04:19 PM			2011-12-01 07:49 PM		
usatoday	UA-1005-BOS-IAH	2011-12-01 04:19 PM			2011-12-01 07:49 PM		
aa	AA-185-JFK-LAX	12/01/2011 09:00 PM		46	12/02/2011 12:23 AM		47B
flightexplorer	AA-185-JFK-LAX		11/30/2011 9:32PM EST			12/1/2011 12:08AM PST	
flightexplorer	AA-185-JFK-LAX	12/1/2011 9:00PM EST			12/2/2011 12:23AM PST		
airtravelcenter	AA-185-JFK-LAX		12/1/11 9:04 PM (-05:00)			12/1/11 11:35 PM (-08:00)	
myrateplan	AA-185-JFK-LAX		12/1/11 9:04 PM (-05:00)			12/1/11 11:35 PM (-08:00)	
helloflight	AA-185-JFK-LAX		12/1/11 9:04 PM (-05:00)			12/1/11 11:35 PM (-08:00)	
flytecomm	AA-185-JFK-LAX		12/1/11 9:04 PM (-05:00)			12/1/11 11:35 PM (-08:00)	
flightaware	AA-185-JFK-LAX	2011-12-01 09:00PM EST	2011-12-01 09:04PM EST		2011-12-01 11:31PM PST	2011-12-01 11:35PM PST	
wunderground	AA-185-JFK-LAX	2011-12-01 09:00PM EST	2011-12-01 09:04PM EST		2011-12-01 11:31PM PST	2011-12-01 11:35PM PST	
flights	AA-185-JFK-LAX	09:00 PM  Thu 01-Dec-2011		C46	12:23 AM  Fri 02-Dec-2011		47B
businesstravellogue	AA-185-JFK-LAX	09:00 PM  Thu 01-Dec-2011		C46	12:23 AM  Fri 02-Dec-2011		47B
flylouisville	AA-185-JFK-LAX	09:00 PM  Thu 01-Dec-2011		C46	12:23 AM  Fri 02-Dec-2011		47B
flightstats	AA-185-JFK-LAX	2011-12-01 9:00 PM	2011-12-01 9:04 PM (Estimated runway)		2011-12-01 12:23 AM	2011-12-01 11:35 PM (Estimated runway)	
quicktrip	AA-185-JFK-LAX	2011-12-01 9:00 PM	2011-12-01 9:04 PM (Estimated runway)		2011-12-01 12:23 AM	2011-12-01 11:35 PM (Estimated runway)	
world-flight-tracker	AA-185-JFK-LAX	2011-12-01 9:00 PM	2011-12-01 9:04 PM (Estimated runway)		2011-12-01 12:23 AM	2011-12-01 11:35 PM (Estimated runway)	
flightview	AA-185-JFK-LAX	9:00 PM, Dec 01		Terminal 8	12:23 AM, Dec 02		Terminal 4
panynj	AA-185-JFK-LAX	9:00 PM, Dec 01		Terminal 8	12:23 AM, Dec 02		Terminal 4
gofox	AA-185-JFK-LAX	9:00 PM, Dec 01			12:23 AM, Dec 02		
foxbusiness	AA-185-JFK-LAX	9:00 PM, Dec 01		Terminal 8	12:23 AM, Dec 02		Terminal 4
allegiantair	AA-185-JFK-LAX	9:00 PM, Dec 01		Terminal 8	12:23 AM, Dec 02		Terminal 4
boston	AA-185-JFK-LAX	9:00 PM, Dec 01	Not Available		12:23 AM, Dec 02	Not Available	
travelocity	AA-185-JFK-LAX	Dec 01 - 9:00pm	Dec 01 - Not Available	46/8	Dec 02 - 12:23am	Dec 02 - Not Available	47B/T4
orbitz	AA-185-JFK-LAX	9:00pDec 1		 46	12:23aDec 2		 47B
weather	AA-185-JFK-LAX	2011-12-01 09:00 PM	2011-12-01 09:32 PM		2011-12-01 12:23 AM	2011-12-01 12:08 AM	
ifly	AA-185-JFK-LAX	2011-12-01 9:00 PM	2011-12-01 9:04 PM (Estimated runway)		2011-12-01 12:23 AM	2011-12-01 11:35 PM (Estimated runway)	
usatoday	AA-185-JFK-LAX	2011-12-01 09:00 PM	2011-12-01 09:32 PM		2011-12-01 12:23 AM	2011-12-01 12:08 AM	
mytripandmore	AA-185-JFK-LAX	Dec 01 - 9:00pm	Dec 01 - Not Available	46/8	Dec 02 - 12:23am	Dec 02 - Not Available	47B/T4
aa	AA-3592-MIA-CLE	12/01/2011 03:15 PM	12/01/2011 03:25 PM	D60	12/01/2011 06:10 PM	12/01/2011 06:20 PM	A3
flightexplorer	AA-3592-MIA-CLE		12/1/2011 3:26PM EST			12/1/2011 6:03PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/1/11 3:26 PM (-05:00)			12/1/11 6:03 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/1/11 3:26 PM (-05:00)			12/1/11 6:03 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/1/11 3:26 PM (-05:00)			12/1/11 6:03 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/1/11 3:26 PM (-05:00)			12/1/11 6:03 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-01 03:15PM EST	2011-12-01 03:26PM EST	 D60 	2011-12-01 06:00PM EST	2011-12-01 06:03PM EST	 A3 
wunderground	AA-3592-MIA-CLE	2011-12-01 03:15PM EST	2011-12-01 03:26PM EST	 D60 	2011-12-01 06:00PM EST	2011-12-01 06:03PM EST	 A3 
flights	AA-3592-MIA-CLE	03:15 PM  Thu 01-Dec-2011	03:25 PM  Thu 01-Dec-2011	D60	06:10 PM  Thu 01-Dec-2011	06:20 PM  Thu 01-Dec-2011	A3
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Thu 01-Dec-2011	03:25 PM  Thu 01-Dec-2011	D60	06:10 PM  Thu 01-Dec-2011	06:20 PM  Thu 01-Dec-2011	A3
flylouisville	AA-3592-MIA-CLE	03:15 PM  Thu 01-Dec-2011	03:25 PM  Thu 01-Dec-2011	D60	06:10 PM  Thu 01-Dec-2011	06:20 PM  Thu 01-Dec-2011	A3
flightstats	AA-3592-MIA-CLE	2011-12-01 3:15 PM	2011-12-01 3:25 PM		2011-12-01 6:10 PM	2011-12-01 6:20 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-01 3:15 PM	2011-12-01 3:25 PM		2011-12-01 6:10 PM	2011-12-01 6:20 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-01 3:15 PM	2011-12-01 3:25 PM		2011-12-01 6:10 PM	2011-12-01 6:20 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 01	3:26 PM, Dec 01		6:10 PM, Dec 01	6:13 PM, Dec 01	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 01	3:26 PM, Dec 01		6:10 PM, Dec 01	6:13 PM, Dec 01	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 01	3:26 PM, Dec 01		6:10 PM, Dec 01	6:13 PM, Dec 01	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 01	3:26 PM, Dec 01		6:10 PM, Dec 01	6:13 PM, Dec 01	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 01	3:26 PM, Dec 01		6:10 PM, Dec 01	6:13 PM, Dec 01	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 01	3:26 PM, Dec 01		6:10 PM, Dec 01	6:13 PM, Dec 01	
travelocity	AA-3592-MIA-CLE	Dec 01 - 3:15pm	Dec 01 - 3:11pm	D60	Dec 01 - 6:10pm	Dec 01 - 6:20pm	A3
orbitz	AA-3592-MIA-CLE	3:15pDec 1	3:11pDec 1	 D60	6:10pDec 1	6:20pDec 1	 A3
weather	AA-3592-MIA-CLE	2011-12-01 03:15 PM			2011-12-01 06:10 PM		
usatoday	AA-3592-MIA-CLE	2011-12-01 3:15 PM	2011-12-01 3:25 PM		2011-12-01 6:10 PM	2011-12-01 6:20 PM	
mytripandmore	AA-3592-MIA-CLE	Dec 01 - 3:15pm	Dec 01 - 3:11pm	D60	Dec 01 - 6:10pm	Dec 01 - 6:20pm	A3
flightwise	AA-3592-MIA-CLE	2011-12-01 03:15PM EST	2011-12-01 03:26PM EST	 D60 	2011-12-01 06:00PM EST	2011-12-01 06:03PM EST	 A3 
ua	UA-3925-IAD-ORF	Thu, Dec 1 8:41 AM	Thu, Dec 1 8:42 AM	A2G	Thu, Dec 1 9:54 AM	Thu, Dec 1 9:43 AM	--
flightexplorer	UA-3925-IAD-ORF		12/1/2011 9:01AM EST			12/1/2011 9:39AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/1/11 9:00 AM (-05:00)			12/1/11 9:29 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/1/11 9:00 AM (-05:00)			12/1/11 9:29 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/1/11 9:00 AM (-05:00)			12/1/11 9:29 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/1/11 9:00 AM (-05:00)			12/1/11 9:29 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-01 08:41AM EST	2011-12-01 08:51AM EST	 A2A 	2011-12-01 09:34AM EST	2011-12-01 09:44AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-01 08:41AM EST	2011-12-01 08:51AM EST	 A2A 	2011-12-01 09:34AM EST	2011-12-01 09:44AM EST	
flights	UA-3925-IAD-ORF		2011-12-01 08:42 AM	A2		2011-12-01 09:43 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-01 08:42 AM	A2		2011-12-01 09:43 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-01 08:42 AM	A2		2011-12-01 09:43 AM	
flightstats	UA-3925-IAD-ORF	2011-12-01 8:41 AM	2011-12-01 8:42 AM		2011-12-01 9:54 AM	2011-12-01 9:43 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-01 8:41 AM	2011-12-01 8:42 AM		2011-12-01 9:54 AM	2011-12-01 9:43 AM	
flightview	UA-3925-IAD-ORF		9:01 AMDec 01			9:43 AMDec 01	
panynj	UA-3925-IAD-ORF		9:01 AMDec 01			9:43 AMDec 01	
gofox	UA-3925-IAD-ORF		9:01 AMDec 01			9:43 AMDec 01	
foxbusiness	UA-3925-IAD-ORF		9:01 AMDec 01			9:43 AMDec 01	
allegiantair	UA-3925-IAD-ORF		9:01 AMDec 01			9:43 AMDec 01	
boston	UA-3925-IAD-ORF		9:01 AMDec 01			9:40 AMDec 01	
travelocity	UA-3925-IAD-ORF	Dec 01 - Not Available	Dec 01 - 9:00am	A2G	Dec 01 - Not Available	Dec 01 - 9:43am	CHK
orbitz	UA-3925-IAD-ORF	8:41aDec 1		 -	9:54aDec 1		 -
weather	UA-3925-IAD-ORF	2011-12-01 08:41 AM			2011-12-01 09:54 AM		
ifly	UA-3925-IAD-ORF	2011-12-01 8:41 AM	2011-12-01 8:42 AM		2011-12-01 9:54 AM	2011-12-01 9:43 AM	
usatoday	UA-3925-IAD-ORF	2011-12-01 08:41 AM			2011-12-01 09:54 AM		
mytripandmore	UA-3925-IAD-ORF	8:41aDec 1		 -	9:54aDec 1		 -
flightwise	UA-3925-IAD-ORF	2011-12-01 08:41AM EST	2011-12-01 08:51AM EST	 A2A 	2011-12-01 09:34AM EST	2011-12-01 09:44AM EST	
flightarrival	UA-3925-IAD-ORF	2011-12-01 08:41 AM			2011-12-01 09:54 AM		
ua	UA-1977-CLT-CVG	Thu, Dec 1 11:45 AM	Thu, Dec 1 11:45 AM	E5A	Thu, Dec 1 1:14 PM	Thu, Dec 1 1:18 PM	7
airtravelcenter	UA-1977-CLT-CVG	12/1/11 11:45 AM (-05:00)			12/1/11 1:14 PM (-05:00)		
myrateplan	UA-1977-CLT-CVG	12/1/11 11:45 AM (-05:00)			12/1/11 1:14 PM (-05:00)		
helloflight	UA-1977-CLT-CVG	12/1/11 11:45 AM (-05:00)			12/1/11 1:14 PM (-05:00)		
flytecomm	UA-1977-CLT-CVG	12/1/11 11:45 AM (-05:00)			12/1/11 1:14 PM (-05:00)		
flights	UA-1977-CLT-CVG		2011-12-01 11:41 AM	E5A		2011-12-01 01:18 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-01 11:41 AM	E5A		2011-12-01 01:18 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-01 11:41 AM	E5A		2011-12-01 01:18 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-01 11:45 AM	2011-12-01 11:41 AM		2011-12-01 1:14 PM	2011-12-01 1:18 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-01 11:45 AM	2011-12-01 11:41 AM		2011-12-01 1:14 PM	2011-12-01 1:18 PM	
flightview	UA-1977-CLT-CVG		12:05 PMDec 01			1:15 PMDec 01	
panynj	UA-1977-CLT-CVG		12:05 PMDec 01			1:15 PMDec 01	
gofox	UA-1977-CLT-CVG		12:05 PMDec 01			1:15 PMDec 01	
foxbusiness	UA-1977-CLT-CVG		12:05 PMDec 01			1:15 PMDec 01	
allegiantair	UA-1977-CLT-CVG		12:05 PMDec 01			1:15 PMDec 01	
boston	UA-1977-CLT-CVG		12:05 PMDec 01			1:15 PMDec 01	
travelocity	UA-1977-CLT-CVG	Dec 01 - 11:45am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 1:14pm	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:45aDec 1	11:41aDec 1	 -	1:14pDec 1	1:18pDec 1	 -
weather	UA-1977-CLT-CVG	2011-12-01 11:45 AM			2011-12-01 01:14 PM		
usatoday	UA-1977-CLT-CVG		12:05 PMDec 01			1:15 PMDec 01	
flightarrival	UA-1977-CLT-CVG	2011-12-01 11:45 AM			2011-12-01 01:14 PM		
aa	AA-393-DFW-DEN	12/01/2011 06:55 AM	12/01/2011 07:06 AM	C37	12/01/2011 07:55 AM	12/01/2011 07:55 AM	A49
flightexplorer	AA-393-DFW-DEN		12/1/2011 7:07AM CST			12/1/2011 7:45AM MST	
airtravelcenter	AA-393-DFW-DEN		12/1/11 7:07 AM (-06:00)			12/1/11 7:45 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/1/11 7:07 AM (-06:00)			12/1/11 7:45 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/1/11 7:07 AM (-06:00)			12/1/11 7:45 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/1/11 7:07 AM (-06:00)			12/1/11 7:45 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-01 06:55AM CST	2011-12-01 07:07AM CST	 C37 	2011-12-01 07:33AM MST	2011-12-01 07:45AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-01 06:55AM CST	2011-12-01 07:07AM CST	 C37 	2011-12-01 07:33AM MST	2011-12-01 07:45AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Thu 01-Dec-2011	07:06 AM  Thu 01-Dec-2011	C37	07:55 AM  Thu 01-Dec-2011	07:55 AM  Thu 01-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Thu 01-Dec-2011	07:06 AM  Thu 01-Dec-2011	C37	07:55 AM  Thu 01-Dec-2011	07:55 AM  Thu 01-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Thu 01-Dec-2011	07:06 AM  Thu 01-Dec-2011	C37	07:55 AM  Thu 01-Dec-2011	07:55 AM  Thu 01-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-01 6:55 AM	2011-12-01 7:06 AM		2011-12-01 7:55 AM	2011-12-01 7:55 AM	
quicktrip	AA-393-DFW-DEN	2011-12-01 6:55 AM	2011-12-01 7:06 AM		2011-12-01 7:55 AM	2011-12-01 7:55 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-01 6:55 AM	2011-12-01 7:06 AM		2011-12-01 7:55 AM	2011-12-01 7:55 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 01	7:07 AM, Dec 01	C37	7:55 AM, Dec 01	7:44 AM, Dec 01	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 01	7:07 AM, Dec 01	C37	7:55 AM, Dec 01	7:44 AM, Dec 01	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 01	7:07 AM, Dec 01		7:55 AM, Dec 01	7:44 AM, Dec 01	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 01	7:07 AM, Dec 01	C37	7:55 AM, Dec 01	7:44 AM, Dec 01	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 01	7:07 AM, Dec 01	C37	7:55 AM, Dec 01	7:44 AM, Dec 01	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 01	7:07 AM, Dec 01		7:55 AM, Dec 01	7:44 AM, Dec 01	
travelocity	AA-393-DFW-DEN	Dec 01 - 6:55am	Dec 01 - 6:51am	C37/C	Dec 01 - 7:55am	Dec 01 - 7:55am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 1	6:51aDec 1	 C37	7:55aDec 1	7:55aDec 1	 A49
weather	AA-393-DFW-DEN	2011-12-01 06:55 AM	2011-12-01 07:07 AM		2011-12-01 07:55 AM	2011-12-01 07:38 AM	
den	AA-393-DFW-DEN				2011-12-01 7:55 AM		A49
usatoday	AA-393-DFW-DEN	2011-12-01 06:55 AM	2011-12-01 07:07 AM		2011-12-01 07:55 AM	2011-12-01 07:38 AM	
mytripandmore	AA-393-DFW-DEN	6:55aDec 1	6:51aDec 1	 C37	7:55aDec 1	7:55aDec 1	 A49
flightwise	AA-393-DFW-DEN	2011-12-01 06:55AM CST	2011-12-01 07:07AM CST	 C37 	2011-12-01 07:33AM MST	2011-12-01 07:45AM MST	 A49 
flightarrival	AA-393-DFW-DEN	2011-12-01 6:55 AM	2011-12-01 7:06 AM		2011-12-01 7:55 AM	2011-12-01 7:55 AM	
aa	AA-3508-ATL-MIA	12/01/2011 07:40 PM	12/01/2011 07:57 PM	T10	12/01/2011 09:40 PM	12/01/2011 09:22 PM	D53
flightexplorer	AA-3508-ATL-MIA		12/1/2011 7:58PM EST			12/1/2011 9:22PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/1/11 7:58 PM (-05:00)			12/1/11 9:22 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/1/11 7:58 PM (-05:00)			12/1/11 9:22 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/1/11 7:58 PM (-05:00)			12/1/11 9:22 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/1/11 7:58 PM (-05:00)			12/1/11 9:22 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-01 07:40PM EST	2011-12-01 07:57PM EST	 T10 	2011-12-01 09:30PM EST	2011-12-01 09:22PM EST	 D53 
wunderground	AA-3508-ATL-MIA	2011-12-01 07:40PM EST	2011-12-01 07:57PM EST	 T10 	2011-12-01 09:30PM EST	2011-12-01 09:22PM EST	 D53 
flights	AA-3508-ATL-MIA	07:40 PM  Thu 01-Dec-2011	07:57 PM  Thu 01-Dec-2011	T10	09:40 PM  Thu 01-Dec-2011	09:22 PM  Thu 01-Dec-2011	D53
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Thu 01-Dec-2011	07:57 PM  Thu 01-Dec-2011	T10	09:40 PM  Thu 01-Dec-2011	09:22 PM  Thu 01-Dec-2011	D53
flylouisville	AA-3508-ATL-MIA	07:40 PM  Thu 01-Dec-2011	07:57 PM  Thu 01-Dec-2011	T10	09:40 PM  Thu 01-Dec-2011	09:22 PM  Thu 01-Dec-2011	D53
flightstats	AA-3508-ATL-MIA	2011-12-01 7:40 PM	2011-12-01 7:57 PM		2011-12-01 9:40 PM	2011-12-01 9:22 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-01 7:40 PM	2011-12-01 7:57 PM		2011-12-01 9:40 PM	2011-12-01 9:22 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-01 7:40 PM	2011-12-01 7:57 PM		2011-12-01 9:40 PM	2011-12-01 9:22 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 01	7:58 PM, Dec 01	T10	9:40 PM, Dec 01	9:22 PM, Dec 01	Terminal D - D53
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 01	7:58 PM, Dec 01	T10	9:40 PM, Dec 01	9:22 PM, Dec 01	Terminal D - D53
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 01	7:58 PM, Dec 01		9:40 PM, Dec 01	9:22 PM, Dec 01	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 01	7:58 PM, Dec 01	T10	9:40 PM, Dec 01	9:22 PM, Dec 01	Terminal D - D53
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 01	7:58 PM, Dec 01	T10	9:40 PM, Dec 01	9:22 PM, Dec 01	Terminal D - D53
boston	AA-3508-ATL-MIA	7:40 PM, Dec 01	7:58 PM, Dec 01		9:40 PM, Dec 01	9:20 PM, Dec 01	
travelocity	AA-3508-ATL-MIA	Dec 01 - 7:40pm	Dec 01 - 7:34pm	T10	Dec 01 - 9:40pm	Dec 01 - 9:22pm	D53
orbitz	AA-3508-ATL-MIA	7:40pDec 1	7:34pDec 1	 T10	9:40pDec 1	9:22pDec 1	 D53
weather	AA-3508-ATL-MIA	2011-12-01 07:40 PM			2011-12-01 09:40 PM		
ifly	AA-3508-ATL-MIA	2011-12-01 7:40 PM	2011-12-01 7:57 PM		2011-12-01 9:40 PM	2011-12-01 9:22 PM	
usatoday	AA-3508-ATL-MIA	2011-12-01 07:40 PM			2011-12-01 09:40 PM		
mytripandmore	AA-3508-ATL-MIA	7:40pDec 1	7:34pDec 1	 T10	9:40pDec 1	9:22pDec 1	 D53
flightarrival	AA-3508-ATL-MIA	7:40 PM, Dec 01	7:58 PM, Dec 01		9:40 PM, Dec 01	9:20 PM, Dec 01	
ua	UA-2690-DTW-PHL	Thu, Dec 1 7:10 AM	Thu, Dec 1 7:10 AM	D24	Thu, Dec 1 8:53 AM	Thu, Dec 1 8:57 AM	A12
airtravelcenter	UA-2690-DTW-PHL		12/1/11 7:47 AM (-05:00)			12/1/11 8:57 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/1/11 7:47 AM (-05:00)			12/1/11 8:57 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/1/11 7:47 AM (-05:00)			12/1/11 8:57 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/1/11 7:47 AM (-05:00)			12/1/11 8:57 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-01 07:02 AM	D24		2011-12-01 08:57 AM	12
businesstravellogue	UA-2690-DTW-PHL		2011-12-01 07:02 AM	D24		2011-12-01 08:57 AM	12
flylouisville	UA-2690-DTW-PHL		2011-12-01 07:02 AM	D24		2011-12-01 08:57 AM	12
flightview	UA-2690-DTW-PHL		7:47 AMDec 01			8:53 AMDec 01	
panynj	UA-2690-DTW-PHL		7:47 AMDec 01			8:53 AMDec 01	
gofox	UA-2690-DTW-PHL		7:47 AMDec 01			8:53 AMDec 01	
foxbusiness	UA-2690-DTW-PHL		7:47 AMDec 01			8:53 AMDec 01	
allegiantair	UA-2690-DTW-PHL		7:47 AMDec 01			8:53 AMDec 01	
boston	UA-2690-DTW-PHL		7:47 AMDec 01			8:59 AMDec 01	
travelocity	UA-2690-DTW-PHL	Dec 01 - 7:10am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 8:53am	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-2690-DTW-PHL	7:10aDec 1	7:02aDec 1	 -	8:53aDec 1	8:57aDec 1	 -
weather	UA-2690-DTW-PHL	2011-12-01 07:10 AM			2011-12-01 08:53 AM		
flightarrival	UA-2690-DTW-PHL	2011-12-01 07:10 AM			2011-12-01 08:53 AM		
CO	CO-1097-IAH-LAX	Thu., Dec.01, 2011 1:05 p.m.	Thu., Dec.01, 2011 1:05 p.m.		Thu., Dec.01, 2011 2:53 p.m.	Thu., Dec.01, 2011 2:36 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/1/2011 1:18PM CST			12/1/2011 2:27PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/1/11 1:05 PM (-06:00)			12/1/11 2:53 PM (-08:00)		
