CO	CO-4237-EWR-DTW	Thu., Dec.22, 2011 12:17 p.m.	Thu., Dec.22, 2011 12:16 p.m.		Thu., Dec.22, 2011 2:24 p.m.	Thu., Dec.22, 2011 2:20 p.m.	
flightstats	CO-1030-DEN-IAH	2011-12-22 2:25 PM	2011-12-22 3:08 PM		2011-12-22 5:51 PM	2011-12-22 6:25 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-22 2:25 PM	2011-12-22 3:08 PM		2011-12-22 5:51 PM	2011-12-22 6:25 PM	
flightview	CO-1030-DEN-IAH		3:30 PMDec 22			6:25 PMDec 22	
panynj	CO-1030-DEN-IAH		3:30 PMDec 22			6:25 PMDec 22	
gofox	CO-1030-DEN-IAH		3:30 PMDec 22			6:25 PMDec 22	
foxbusiness	CO-1030-DEN-IAH		3:30 PMDec 22			6:25 PMDec 22	
allegiantair	CO-1030-DEN-IAH		3:30 PMDec 22			6:25 PMDec 22	
boston	CO-1030-DEN-IAH		3:30 PMDec 22			6:21 PMDec 22	
orbitz	CO-1030-DEN-IAH	2:25pDec 22	3:08pDec 22	 B18	5:51pDec 22	6:25pDec 22	 40
weather	CO-1030-DEN-IAH	2011-12-22 02:25 PM			2011-12-22 05:51 PM		
den	CO-1030-DEN-IAH	2011-12-22 2:25 PM		B18			
mytripandmore	CO-1030-DEN-IAH	2:25pDec 22	3:08pDec 22	 B18	5:51pDec 22	6:25pDec 22	 40
flightarrival	CO-1030-DEN-IAH	2011-12-22 2:25 PM	2011-12-22 3:08 PM		2011-12-22 5:51 PM	2011-12-22 6:25 PM	
ua	UA-4288-EWR-STL	Thu, Dec 22 5:29 PM	Thu, Dec 22 5:29 PM	A26X	Thu, Dec 22 7:21 PM	Thu, Dec 22 7:21 PM	A14
airtravelcenter	UA-4288-EWR-STL	12/22/11 5:29 PM (-05:00)			12/22/11 7:21 PM (-06:00)		
myrateplan	UA-4288-EWR-STL	12/22/11 5:29 PM (-05:00)			12/22/11 7:21 PM (-06:00)		
helloflight	UA-4288-EWR-STL	12/22/11 5:29 PM (-05:00)			12/22/11 7:21 PM (-06:00)		
flytecomm	UA-4288-EWR-STL	12/22/11 5:29 PM (-05:00)			12/22/11 7:21 PM (-06:00)		
flights	UA-4288-EWR-STL	2011-12-22 05:29 PM		26	2011-12-22 07:21 PM		A14
businesstravellogue	UA-4288-EWR-STL	2011-12-22 05:29 PM		26	2011-12-22 07:21 PM		A14
flylouisville	UA-4288-EWR-STL	2011-12-22 05:29 PM		26	2011-12-22 07:21 PM		A14
flightview	UA-4288-EWR-STL	5:29 PMDec 22			7:21 PMDec 22		
panynj	UA-4288-EWR-STL	5:29 PMDec 22			7:21 PMDec 22		
gofox	UA-4288-EWR-STL	5:29 PMDec 22			7:21 PMDec 22		
foxbusiness	UA-4288-EWR-STL	5:29 PMDec 22			7:21 PMDec 22		
allegiantair	UA-4288-EWR-STL	5:29 PMDec 22			7:21 PMDec 22		
boston	UA-4288-EWR-STL	5:29 PMDec 22			7:21 PMDec 22		
travelocity	UA-4288-EWR-STL	Dec 22 - 5:29pm	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 7:21pm	Dec 22 - Contact Airline	Not provided by airline
orbitz	UA-4288-EWR-STL	5:29pDec 22		 -	7:21pDec 22		 -
weather	UA-4288-EWR-STL	2011-12-22 05:29 PM			2011-12-22 07:21 PM		
aa	AA-3592-MIA-CLE	December 22, 2011               03:15 PM    	December 22, 2011               03:08 PM    	 D60D	December 22, 2011               06:10 PM    	December 22, 2011               05:47 PM    	 A1    
airtravelcenter	AA-3592-MIA-CLE		12/22/11 3:22 PM (-05:00)			12/22/11 5:38 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/22/11 3:22 PM (-05:00)			12/22/11 5:38 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/22/11 3:22 PM (-05:00)			12/22/11 5:38 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/22/11 3:22 PM (-05:00)			12/22/11 5:38 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-22 03:15PM EST	2011-12-22 03:22PM EST	 D60D 	2011-12-22 05:49PM EST	2011-12-22 05:44PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2011-12-22 03:15PM EST	2011-12-22 03:22PM EST	 D60D 	2011-12-22 05:49PM EST	2011-12-22 05:44PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Thu 22-Dec-2011	03:08 PM  Thu 22-Dec-2011	D60	06:10 PM  Thu 22-Dec-2011	05:47 PM  Thu 22-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Thu 22-Dec-2011	03:08 PM  Thu 22-Dec-2011	D60	06:10 PM  Thu 22-Dec-2011	05:47 PM  Thu 22-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Thu 22-Dec-2011	03:08 PM  Thu 22-Dec-2011	D60	06:10 PM  Thu 22-Dec-2011	05:47 PM  Thu 22-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-22 3:15 PM	2011-12-22 3:08 PM		2011-12-22 6:10 PM	2011-12-22 5:47 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-22 3:15 PM	2011-12-22 3:08 PM		2011-12-22 6:10 PM	2011-12-22 5:47 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-22 3:15 PM	2011-12-22 3:08 PM		2011-12-22 6:10 PM	2011-12-22 5:47 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 22	3:22 PM, Dec 22		6:10 PM, Dec 22	5:44 PM, Dec 22	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 22	3:22 PM, Dec 22		6:10 PM, Dec 22	5:44 PM, Dec 22	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 22	3:22 PM, Dec 22		6:10 PM, Dec 22	5:44 PM, Dec 22	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 22	3:22 PM, Dec 22		6:10 PM, Dec 22	5:44 PM, Dec 22	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 22	3:22 PM, Dec 22		6:10 PM, Dec 22	5:44 PM, Dec 22	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 22	3:22 PM, Dec 22		6:10 PM, Dec 22	5:44 PM, Dec 22	
travelocity	AA-3592-MIA-CLE	Dec 22 - 3:15pm	Dec 22 - 3:08pm	D60	Dec 22 - 6:10pm	Dec 22 - 5:47pm	A1
orbitz	AA-3592-MIA-CLE	3:15pDec 22	3:08pDec 22	 D60D	6:10pDec 22	5:47pDec 22	 A1
weather	AA-3592-MIA-CLE	2011-12-22 03:15 PM			2011-12-22 06:10 PM		
ifly	AA-3592-MIA-CLE	2011-12-22 3:15 PM	2011-12-22 3:08 PM		2011-12-22 6:10 PM	2011-12-22 5:47 PM	
usatoday	AA-3592-MIA-CLE	2011-12-22 03:15 PM			2011-12-22 06:10 PM		
ua	UA-3925-IAD-ORF	Thu, Dec 22 8:42 AM	Thu, Dec 22 8:40 AM	A1A	Thu, Dec 22 9:55 AM	Thu, Dec 22 9:34 AM	--
flightexplorer	UA-3925-IAD-ORF		12/22/2011 8:58AM EST			12/22/2011 9:27AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/22/11 8:58 AM (-05:00)			12/22/11 9:27 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/22/11 8:58 AM (-05:00)			12/22/11 9:27 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/22/11 8:58 AM (-05:00)			12/22/11 9:27 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/22/11 8:58 AM (-05:00)			12/22/11 9:27 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-22 08:42AM EST	2011-12-22 09:00AM EST	 A2G 	2011-12-22 09:20AM EST	2011-12-22 09:38AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-22 08:42AM EST	2011-12-22 09:00AM EST	 A2G 	2011-12-22 09:20AM EST	2011-12-22 09:38AM EST	
flights	UA-3925-IAD-ORF		2011-12-22 08:40 AM	A1		2011-12-22 09:34 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-22 08:40 AM	A1		2011-12-22 09:34 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-22 08:40 AM	A1		2011-12-22 09:34 AM	
flightstats	UA-3925-IAD-ORF	2011-12-22 8:42 AM	2011-12-22 8:40 AM		2011-12-22 9:55 AM	2011-12-22 9:34 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-22 8:42 AM	2011-12-22 8:40 AM		2011-12-22 9:55 AM	2011-12-22 9:34 AM	
flightview	UA-3925-IAD-ORF		8:58 AMDec 22			9:34 AMDec 22	
panynj	UA-3925-IAD-ORF		8:58 AMDec 22			9:34 AMDec 22	
gofox	UA-3925-IAD-ORF		8:58 AMDec 22			9:34 AMDec 22	
foxbusiness	UA-3925-IAD-ORF		8:58 AMDec 22			9:34 AMDec 22	
allegiantair	UA-3925-IAD-ORF		8:58 AMDec 22			9:34 AMDec 22	
boston	UA-3925-IAD-ORF		8:58 AMDec 22			9:32 AMDec 22	
travelocity	UA-3925-IAD-ORF	Dec 22 - Not Available	Dec 22 - 8:57am	A1A	Dec 22 - Not Available	Dec 22 - 9:34am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 22	8:40aDec 22	 A1A	9:55aDec 22	9:34aDec 22	 -
weather	UA-3925-IAD-ORF	2011-12-22 08:42 AM			2011-12-22 09:55 AM		
usatoday	UA-3925-IAD-ORF	2011-12-22 08:42 AM			2011-12-22 09:55 AM		
mytripandmore	UA-3925-IAD-ORF	8:42aDec 22	8:40aDec 22	 A1A	9:55aDec 22	9:34aDec 22	 -
flightarrival	UA-3925-IAD-ORF	2011-12-22 08:42 AM			2011-12-22 09:55 AM		
ua	UA-1977-CLT-CVG	Thu, Dec 22 11:50 AM	Thu, Dec 22 11:50 AM	E5A	Thu, Dec 22 1:21 PM	Thu, Dec 22 1:23 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/22/11 12:10 PM (-05:00)			12/22/11 1:18 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/22/11 12:10 PM (-05:00)			12/22/11 1:18 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/22/11 12:10 PM (-05:00)			12/22/11 1:18 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/22/11 12:10 PM (-05:00)			12/22/11 1:18 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-22 11:43 AM	E5A		2011-12-22 01:23 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-22 11:43 AM	E5A		2011-12-22 01:23 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-22 11:43 AM	E5A		2011-12-22 01:23 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-22 11:50 AM	2011-12-22 11:43 AM		2011-12-22 1:21 PM	2011-12-22 1:23 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-22 11:50 AM	2011-12-22 11:43 AM		2011-12-22 1:21 PM	2011-12-22 1:23 PM	
flightview	UA-1977-CLT-CVG		12:10 PMDec 22			1:20 PMDec 22	
panynj	UA-1977-CLT-CVG		12:10 PMDec 22			1:20 PMDec 22	
gofox	UA-1977-CLT-CVG		12:10 PMDec 22			1:20 PMDec 22	
foxbusiness	UA-1977-CLT-CVG		12:10 PMDec 22			1:20 PMDec 22	
allegiantair	UA-1977-CLT-CVG		12:10 PMDec 22			1:20 PMDec 22	
boston	UA-1977-CLT-CVG		12:10 PMDec 22			1:20 PMDec 22	
travelocity	UA-1977-CLT-CVG	Dec 22 - 11:50am	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 1:21pm	Dec 22 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:50aDec 22	11:43aDec 22	 -	1:21pDec 22	1:23pDec 22	 -
weather	UA-1977-CLT-CVG	2011-12-22 11:50 AM			2011-12-22 01:21 PM		
mytripandmore	UA-1977-CLT-CVG	Dec 22 - 11:50am	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 1:21pm	Dec 22 - Contact Airline	Not provided by airline
aa	AA-393-DFW-DEN	December 22, 2011               06:55 AM    	December 22, 2011               06:52 AM    	 D27	December 22, 2011               07:55 AM    	December 22, 2011               08:08 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/22/2011 7:06AM CST			12/22/2011 7:38AM MST	
airtravelcenter	AA-393-DFW-DEN		12/22/11 7:04 AM (-06:00)			12/22/11 7:38 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/22/11 7:04 AM (-06:00)			12/22/11 7:38 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/22/11 7:04 AM (-06:00)			12/22/11 7:38 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/22/11 7:04 AM (-06:00)			12/22/11 7:38 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-22 06:55AM CST	2011-12-22 07:06AM CST	 D27 	2011-12-22 07:41AM MST	2011-12-22 07:46AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-22 06:55AM CST	2011-12-22 07:06AM CST	 D27 	2011-12-22 07:41AM MST	2011-12-22 07:46AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Thu 22-Dec-2011	06:52 AM  Thu 22-Dec-2011	D27	07:55 AM  Thu 22-Dec-2011	08:08 AM  Thu 22-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Thu 22-Dec-2011	06:52 AM  Thu 22-Dec-2011	D27	07:55 AM  Thu 22-Dec-2011	08:08 AM  Thu 22-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Thu 22-Dec-2011	06:52 AM  Thu 22-Dec-2011	D27	07:55 AM  Thu 22-Dec-2011	08:08 AM  Thu 22-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-22 6:55 AM	2011-12-22 6:52 AM		2011-12-22 7:55 AM	2011-12-22 8:08 AM	
quicktrip	AA-393-DFW-DEN	2011-12-22 6:55 AM	2011-12-22 6:52 AM		2011-12-22 7:55 AM	2011-12-22 8:08 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-22 6:55 AM	2011-12-22 6:52 AM		2011-12-22 7:55 AM	2011-12-22 8:08 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 22	7:06 AM, Dec 22	D27	7:55 AM, Dec 22	7:52 AM, Dec 22	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 22	7:06 AM, Dec 22	D27	7:55 AM, Dec 22	7:52 AM, Dec 22	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 22	7:06 AM, Dec 22		7:55 AM, Dec 22	7:52 AM, Dec 22	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 22	7:06 AM, Dec 22	D27	7:55 AM, Dec 22	7:52 AM, Dec 22	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 22	7:06 AM, Dec 22	D27	7:55 AM, Dec 22	7:52 AM, Dec 22	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 22	7:06 AM, Dec 22		7:55 AM, Dec 22	7:52 AM, Dec 22	
travelocity	AA-393-DFW-DEN	Dec 22 - 6:55am	Dec 22 - 6:52am	D27/D	Dec 22 - 7:55am	Dec 22 - 8:08am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 22	6:52aDec 22	 D27	7:55aDec 22	8:08aDec 22	 A49
weather	AA-393-DFW-DEN	2011-12-22 06:55 AM	2011-12-22 07:06 AM		2011-12-22 07:55 AM	2011-12-22 07:38 AM	
den	AA-393-DFW-DEN				2011-12-22 7:55 AM		A49
mytripandmore	AA-393-DFW-DEN	6:55aDec 22	6:52aDec 22	 D27	7:55aDec 22	8:08aDec 22	 A49
flightarrival	AA-393-DFW-DEN	6:55 AM, Dec 22	7:06 AM, Dec 22		7:55 AM, Dec 22	7:52 AM, Dec 22	
aa	AA-3508-ATL-MIA	December 22, 2011               07:40 PM    	December 22, 2011               09:53 PM    	 T9	December 22, 2011               09:40 PM    	December 22, 2011               11:44 PM    	 D55    
airtravelcenter	AA-3508-ATL-MIA		12/22/11 10:10 PM (-05:00)			12/22/11 11:43 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/22/11 10:10 PM (-05:00)			12/22/11 11:43 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/22/11 10:10 PM (-05:00)			12/22/11 11:43 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/22/11 10:10 PM (-05:00)			12/22/11 11:43 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-22 07:40PM EST	2011-12-22 10:10PM EST	 T9 	2011-12-22 09:35PM EST	2011-12-22 11:40PM EST	 D55 
wunderground	AA-3508-ATL-MIA	2011-12-22 07:40PM EST	2011-12-22 10:10PM EST	 T9 	2011-12-22 09:35PM EST	2011-12-22 11:40PM EST	 D55 
flights	AA-3508-ATL-MIA	07:40 PM  Thu 22-Dec-2011	09:53 PM  Thu 22-Dec-2011	T9	09:40 PM  Thu 22-Dec-2011	11:44 PM  Thu 22-Dec-2011	D55
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Thu 22-Dec-2011	09:53 PM  Thu 22-Dec-2011	T9	09:40 PM  Thu 22-Dec-2011	11:44 PM  Thu 22-Dec-2011	D55
flylouisville	AA-3508-ATL-MIA	07:40 PM  Thu 22-Dec-2011	09:53 PM  Thu 22-Dec-2011	T9	09:40 PM  Thu 22-Dec-2011	11:44 PM  Thu 22-Dec-2011	D55
flightstats	AA-3508-ATL-MIA	2011-12-22 7:40 PM	2011-12-22 9:53 PM		2011-12-22 9:40 PM	2011-12-22 11:44 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-22 7:40 PM	2011-12-22 9:53 PM		2011-12-22 9:40 PM	2011-12-22 11:44 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-22 7:40 PM	2011-12-22 9:53 PM		2011-12-22 9:40 PM	2011-12-22 11:44 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 22	10:10 PM, Dec 22	T9	9:40 PM, Dec 22	11:44 PM, Dec 22	Terminal D - D55
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 22	10:10 PM, Dec 22	T9	9:40 PM, Dec 22	11:44 PM, Dec 22	Terminal D - D55
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 22	10:10 PM, Dec 22		9:40 PM, Dec 22	11:44 PM, Dec 22	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 22	10:10 PM, Dec 22	T9	9:40 PM, Dec 22	11:44 PM, Dec 22	Terminal D - D55
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 22	10:10 PM, Dec 22	T9	9:40 PM, Dec 22	11:44 PM, Dec 22	Terminal D - D55
boston	AA-3508-ATL-MIA	7:40 PM, Dec 22	10:10 PM, Dec 22		9:40 PM, Dec 22	11:41 PM, Dec 22	
travelocity	AA-3508-ATL-MIA	Dec 22 - 7:40pm	Dec 22 - 9:53pm	T9	Dec 22 - 9:40pm	Dec 22 - 11:44pm	D55
orbitz	AA-3508-ATL-MIA	7:40pDec 22	9:53pDec 22	 T9	9:40pDec 22	11:44pDec 22	 D55
weather	AA-3508-ATL-MIA	2011-12-22 07:40 PM			2011-12-22 09:40 PM		
ifly	AA-3508-ATL-MIA	2011-12-22 7:40 PM	2011-12-22 9:53 PM		2011-12-22 9:40 PM	2011-12-22 11:44 PM	
usatoday	AA-3508-ATL-MIA	7:40 PM, Dec 22	10:10 PM, Dec 22		9:40 PM, Dec 22	11:41 PM, Dec 22	
ua	UA-2690-DTW-PHL	Thu, Dec 22 7:10 AM	Thu, Dec 22 7:10 AM	D24	Thu, Dec 22 8:53 AM	Thu, Dec 22 8:36 AM	A18
airtravelcenter	UA-2690-DTW-PHL		12/22/11 7:19 AM (-05:00)			12/22/11 8:34 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/22/11 7:19 AM (-05:00)			12/22/11 8:34 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/22/11 7:19 AM (-05:00)			12/22/11 8:34 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/22/11 7:19 AM (-05:00)			12/22/11 8:34 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-22 07:03 AM	D24		2011-12-22 08:36 AM	18
businesstravellogue	UA-2690-DTW-PHL		2011-12-22 07:03 AM	D24		2011-12-22 08:36 AM	18
flylouisville	UA-2690-DTW-PHL		2011-12-22 07:03 AM	D24		2011-12-22 08:36 AM	18
flightview	UA-2690-DTW-PHL		7:19 AMDec 22			8:53 AMDec 22	
panynj	UA-2690-DTW-PHL		7:19 AMDec 22			8:53 AMDec 22	
gofox	UA-2690-DTW-PHL		7:19 AMDec 22			8:53 AMDec 22	
foxbusiness	UA-2690-DTW-PHL		7:19 AMDec 22			8:53 AMDec 22	
allegiantair	UA-2690-DTW-PHL		7:19 AMDec 22			8:53 AMDec 22	
boston	UA-2690-DTW-PHL		7:19 AMDec 22			8:32 AMDec 22	
travelocity	UA-2690-DTW-PHL	Dec 22 - 7:10am	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 8:53am	Dec 22 - Contact Airline	Not provided by airline
orbitz	UA-2690-DTW-PHL	7:10aDec 22	7:03aDec 22	 -	8:53aDec 22	8:36aDec 22	 -
weather	UA-2690-DTW-PHL	2011-12-22 07:10 AM			2011-12-22 08:53 AM		
mytripandmore	UA-2690-DTW-PHL	Dec 22 - 7:10am	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 8:53am	Dec 22 - Contact Airline	Not provided by airline
CO	CO-1097-IAH-LAX	Thu., Dec.22, 2011 1:05 p.m.	Thu., Dec.22, 2011 1:11 p.m.		Thu., Dec.22, 2011 3:00 p.m.	Thu., Dec.22, 2011 3:08 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/22/2011 1:29PM CST			12/22/2011 3:00PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/22/11 1:05 PM (-06:00)			12/22/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/22/11 1:05 PM (-06:00)			12/22/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/22/11 1:05 PM (-06:00)			12/22/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/22/11 1:05 PM (-06:00)			12/22/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-22 01:05PM CST	2011-12-22 01:30PM CST	 34 	2011-12-22 02:44PM PST	2011-12-22 03:03PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-22 01:05PM CST	2011-12-22 01:30PM CST	 34 	2011-12-22 02:44PM PST	2011-12-22 03:03PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-22 01:11 PM	34		2011-12-22 03:08 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-22 01:11 PM	34		2011-12-22 03:08 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-22 01:11 PM	34		2011-12-22 03:08 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-22 1:05 PM	2011-12-22 1:11 PM		2011-12-22 3:00 PM	2011-12-22 3:08 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-22 1:05 PM	2011-12-22 1:11 PM		2011-12-22 3:00 PM	2011-12-22 3:08 PM	
flightview	CO-1097-IAH-LAX		1:30 PMDec 22			3:08 PMDec 22	
panynj	CO-1097-IAH-LAX		1:30 PMDec 22			3:08 PMDec 22	
gofox	CO-1097-IAH-LAX		1:30 PMDec 22			3:08 PMDec 22	
foxbusiness	CO-1097-IAH-LAX		1:30 PMDec 22			3:08 PMDec 22	
allegiantair	CO-1097-IAH-LAX		1:30 PMDec 22			3:08 PMDec 22	
boston	CO-1097-IAH-LAX		1:30 PMDec 22			3:03 PMDec 22	
orbitz	CO-1097-IAH-LAX	1:05pDec 22	1:11pDec 22	 34	3:00pDec 22	3:08pDec 22	 64
aa	AA-637-ORD-LAX	December 22, 2011               04:40 PM    	December 22, 2011               04:45 PM    	 H10	December 22, 2011               07:10 PM    	December 22, 2011     	 41    
flightexplorer	AA-637-ORD-LAX		12/22/2011 4:57PM CST			12/22/2011 6:55PM PST	
airtravelcenter	AA-637-ORD-LAX		12/22/11 4:55 PM (-06:00)			12/22/11 6:52 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/22/11 4:55 PM (-06:00)			12/22/11 6:52 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/22/11 4:55 PM (-06:00)			12/22/11 6:52 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/22/11 4:55 PM (-06:00)			12/22/11 6:52 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-22 04:40PM CST	2011-12-22 04:57PM CST	 H10 	2011-12-22 06:49PM PST	2011-12-22 06:55PM PST	 41 
wunderground	AA-637-ORD-LAX	2011-12-22 04:40PM CST	2011-12-22 04:57PM CST	 H10 	2011-12-22 06:49PM PST	2011-12-22 06:55PM PST	 41 
flights	AA-637-ORD-LAX	04:40 PM  Thu 22-Dec-2011		H10	07:10 PM  Thu 22-Dec-2011		41
businesstravellogue	AA-637-ORD-LAX	04:40 PM  Thu 22-Dec-2011		H10	07:10 PM  Thu 22-Dec-2011		41
flylouisville	AA-637-ORD-LAX	04:40 PM  Thu 22-Dec-2011		H10	07:10 PM  Thu 22-Dec-2011		41
world-flight-tracker	AA-637-ORD-LAX	2011-12-22 4:40 PM	2011-12-22 4:45 PM		2011-12-22 7:10 PM	2011-12-22 6:58 PM (Estimated)	
flightview	AA-637-ORD-LAX	4:40 PM, Dec 22	4:57 PM, Dec 22		7:10 PM, Dec 22		
panynj	AA-637-ORD-LAX	4:40 PM, Dec 22	4:57 PM, Dec 22		7:10 PM, Dec 22		
gofox	AA-637-ORD-LAX	4:40 PM, Dec 22	4:57 PM, Dec 22		7:10 PM, Dec 22		
foxbusiness	AA-637-ORD-LAX	4:40 PM, Dec 22	4:57 PM, Dec 22		7:10 PM, Dec 22		
allegiantair	AA-637-ORD-LAX	4:40 PM, Dec 22	4:57 PM, Dec 22		7:10 PM, Dec 22		
boston	AA-637-ORD-LAX	4:40 PM, Dec 22	4:57 PM, Dec 22		7:10 PM, Dec 22	6:52 PM, Dec 22&nbsp(Estimated)	
travelocity	AA-637-ORD-LAX	Dec 22 - 4:40pm	Dec 22 - 4:45pm	H10/T3	Dec 22 - 7:10pm	Dec 22 - 6:58pm*	41/T4
orbitz	AA-637-ORD-LAX	4:40pDec 22	4:45pDec 22	 H10	6:42pDec 22		 41
weather	AA-637-ORD-LAX	2011-12-22 04:40 PM	2011-12-22 04:57 PM		2011-12-22 07:10 PM	2011-12-22 06:52 PM	
usatoday	AA-637-ORD-LAX	2011-12-22 04:40 PM	2011-12-22 04:57 PM		2011-12-22 07:10 PM	2011-12-22 06:52 PM	
mytripandmore	AA-637-ORD-LAX	Dec 22 - 4:40pm	Dec 22 - 4:45pm	H10/T3	Dec 22 - 7:10pm	Dec 22 - 6:58pm*	41/T4
ua	UA-1406-IAH-LAX	Thu, Dec 22 8:30 PM	Thu, Dec 22 8:38 PM            Delayed	E3	Thu, Dec 22 10:24 PM	Thu, Dec 22 10:35 PM	64
flightexplorer	UA-1406-IAH-LAX		12/22/2011 8:54PM CST			12/22/2011 10:21PM PST	
airtravelcenter	UA-1406-IAH-LAX	12/22/11 8:30 PM (-06:00)			12/22/11 10:24 PM (-08:00)		
myrateplan	UA-1406-IAH-LAX	12/22/11 8:30 PM (-06:00)			12/22/11 10:24 PM (-08:00)		
