aa	AA-1007-TPA-MIA	January 3, 2012               01:55 PM    	January 3, 2012               01:51 PM    	 F78	January 3, 2012               03:00 PM    	January 3, 2012               02:48 PM    	 D12    
quicktrip	UA-1974-CVG-CLT	2012-01-03 7:59 PM	2012-01-03 7:51 PM		2012-01-03 9:25 PM	2012-01-03 9:05 PM	
flightview	UA-1974-CVG-CLT		8:05 PMJan 03			9:03 PMJan 03	
panynj	UA-1974-CVG-CLT		8:05 PMJan 03			9:03 PMJan 03	
gofox	UA-1974-CVG-CLT		8:05 PMJan 03			9:03 PMJan 03	
foxbusiness	UA-1974-CVG-CLT		8:05 PMJan 03			9:03 PMJan 03	
allegiantair	UA-1974-CVG-CLT		8:05 PMJan 03			9:03 PMJan 03	
boston	UA-1974-CVG-CLT		8:05 PMJan 03			9:03 PMJan 03	
orbitz	UA-1974-CVG-CLT	7:59pJan 3	7:51pJan 3	 7	9:25pJan 3	9:05pJan 3	 E16
weather	UA-1974-CVG-CLT	2012-01-03 07:59 PM			2012-01-03 09:25 PM		
usatoday	UA-1974-CVG-CLT		8:05 PMJan 03			9:03 PMJan 03	
CO	CO-1736-EWR-SFO	Tue., Jan.03, 2012 5:25 p.m.	Tue., Jan.03, 2012 7:18 p.m.		Tue., Jan.03, 2012 8:53 p.m.	Tue., Jan.03, 2012 10:22 p.m.	
flightexplorer	CO-1736-EWR-SFO		1/3/2012 7:39PM EST			1/3/2012 10:24PM PST	
airtravelcenter	CO-1736-EWR-SFO	1/3/12 5:25 PM (-05:00)			1/3/12 8:53 PM (-08:00)		
myrateplan	CO-1736-EWR-SFO	1/3/12 5:25 PM (-05:00)			1/3/12 8:53 PM (-08:00)		
helloflight	CO-1736-EWR-SFO	1/3/12 5:25 PM (-05:00)			1/3/12 8:53 PM (-08:00)		
flytecomm	CO-1736-EWR-SFO	1/3/12 5:25 PM (-05:00)			1/3/12 8:53 PM (-08:00)		
flightaware	CO-1736-EWR-SFO	2012-01-03 05:25PM EST	2012-01-03 07:41PM EST	 134 	2012-01-03 08:27PM PST	2012-01-03 10:20PM PST	 89 
wunderground	CO-1736-EWR-SFO	2012-01-03 05:25PM EST	2012-01-03 07:41PM EST	 134 	2012-01-03 08:27PM PST	2012-01-03 10:20PM PST	 89 
flights	CO-1736-EWR-SFO	05:25 PM  Tue 03-Jan-2012		134	08:53 PM  Tue 03-Jan-2012		90
businesstravellogue	CO-1736-EWR-SFO	05:25 PM  Tue 03-Jan-2012		134	08:53 PM  Tue 03-Jan-2012		90
flylouisville	CO-1736-EWR-SFO	05:25 PM  Tue 03-Jan-2012		134	08:53 PM  Tue 03-Jan-2012		90
flightstats	CO-1736-EWR-SFO	2012-01-03 5:25 PM	2012-01-03 7:18 PM		2012-01-03 8:53 PM	2012-01-03 10:22 PM (Estimated)	
quicktrip	CO-1736-EWR-SFO	2012-01-03 5:25 PM	2012-01-03 7:18 PM		2012-01-03 8:53 PM	2012-01-03 10:22 PM (Estimated)	
world-flight-tracker	CO-1736-EWR-SFO	2012-01-03 5:25 PM	2012-01-03 7:18 PM		2012-01-03 8:53 PM	2012-01-03 10:22 PM (Estimated)	
flightview	CO-1736-EWR-SFO	5:25 PM, Jan 03	7:41 PM, Jan 03		8:53 PM, Jan 03		
panynj	CO-1736-EWR-SFO	5:25 PM, Jan 03	7:41 PM, Jan 03		8:53 PM, Jan 03		
gofox	CO-1736-EWR-SFO	5:25 PM, Jan 03	7:41 PM, Jan 03		8:53 PM, Jan 03		
foxbusiness	CO-1736-EWR-SFO	5:25 PM, Jan 03	7:41 PM, Jan 03		8:53 PM, Jan 03		
allegiantair	CO-1736-EWR-SFO	5:25 PM, Jan 03	7:41 PM, Jan 03		8:53 PM, Jan 03		
boston	CO-1736-EWR-SFO	5:25 PM, Jan 03	7:41 PM, Jan 03		8:53 PM, Jan 03	10:21 PM, Jan 03&nbsp(Estimated)	
orbitz	CO-1736-EWR-SFO	5:25pJan 3	7:18pJan 3	 134	12:07aJan 4		 89
weather	CO-1736-EWR-SFO	2012-01-03 05:25 PM			2012-01-03 08:53 PM		
usatoday	CO-1736-EWR-SFO	2012-01-03 05:25 PM			2012-01-03 08:53 PM		
mytripandmore	CO-1736-EWR-SFO	5:25pJan 3	7:18pJan 3	 134	12:07aJan 4		 89
ua	UA-2708-EWR-CLT	Tue, Jan 3 2:55 PM	Tue, Jan 3 2:55 PM	A37	Tue, Jan 3 4:53 PM	Tue, Jan 3 4:33 PM	B4
airtravelcenter	UA-2708-EWR-CLT		1/3/12 3:08 PM (-05:00)			1/3/12 4:25 PM (-05:00)	
myrateplan	UA-2708-EWR-CLT		1/3/12 3:08 PM (-05:00)			1/3/12 4:25 PM (-05:00)	
helloflight	UA-2708-EWR-CLT		1/3/12 3:08 PM (-05:00)			1/3/12 4:25 PM (-05:00)	
flytecomm	UA-2708-EWR-CLT		1/3/12 3:08 PM (-05:00)			1/3/12 4:25 PM (-05:00)	
flights	UA-2708-EWR-CLT		2012-01-03 02:52 PM	37		2012-01-03 04:33 PM	B4
businesstravellogue	UA-2708-EWR-CLT		2012-01-03 02:52 PM	37		2012-01-03 04:33 PM	B4
flylouisville	UA-2708-EWR-CLT		2012-01-03 02:52 PM	37		2012-01-03 04:33 PM	B4
flightstats	UA-2708-EWR-CLT	2012-01-03 2:55 PM	2012-01-03 2:52 PM		2012-01-03 4:53 PM	2012-01-03 4:33 PM	
quicktrip	UA-2708-EWR-CLT	2012-01-03 2:55 PM	2012-01-03 2:52 PM		2012-01-03 4:53 PM	2012-01-03 4:33 PM	
flightview	UA-2708-EWR-CLT		3:08 PMJan 03			4:22 PMJan 03	
panynj	UA-2708-EWR-CLT		3:08 PMJan 03			4:22 PMJan 03	
gofox	UA-2708-EWR-CLT		3:08 PMJan 03			4:22 PMJan 03	
foxbusiness	UA-2708-EWR-CLT		3:08 PMJan 03			4:22 PMJan 03	
allegiantair	UA-2708-EWR-CLT		3:08 PMJan 03			4:22 PMJan 03	
boston	UA-2708-EWR-CLT		3:08 PMJan 03			4:22 PMJan 03	
orbitz	UA-2708-EWR-CLT	2:55pJan 3	2:52pJan 3	 -	4:53pJan 3	4:33pJan 3	 -
weather	UA-2708-EWR-CLT	2012-01-03 02:55 PM			2012-01-03 04:53 PM		
usatoday	UA-2708-EWR-CLT		3:08 PMJan 03			4:22 PMJan 03	
flightarrival	UA-2708-EWR-CLT		3:08 PMJan 03			4:22 PMJan 03	
CO	CO-53-LAX-IAH	Tue., Jan.03, 2012 2:40 p.m.	Tue., Jan.03, 2012 2:42 p.m.		Tue., Jan.03, 2012 7:51 p.m.	Tue., Jan.03, 2012 7:43 p.m.	
airtravelcenter	CO-53-LAX-IAH	1/3/12 2:40 PM (-08:00)			1/3/12 7:51 PM (-06:00)		
myrateplan	CO-53-LAX-IAH	1/3/12 2:40 PM (-08:00)			1/3/12 7:51 PM (-06:00)		
helloflight	CO-53-LAX-IAH	1/3/12 2:40 PM (-08:00)			1/3/12 7:51 PM (-06:00)		
flytecomm	CO-53-LAX-IAH	1/3/12 2:40 PM (-08:00)			1/3/12 7:51 PM (-06:00)		
flights	CO-53-LAX-IAH		2012-01-03 02:42 PM	62		2012-01-03 07:43 PM	14
businesstravellogue	CO-53-LAX-IAH		2012-01-03 02:42 PM	62		2012-01-03 07:43 PM	14
flylouisville	CO-53-LAX-IAH		2012-01-03 02:42 PM	62		2012-01-03 07:43 PM	14
flightstats	CO-53-LAX-IAH	2012-01-03 2:40 PM	2012-01-03 2:42 PM		2012-01-03 7:51 PM	2012-01-03 7:43 PM	
quicktrip	CO-53-LAX-IAH	2012-01-03 2:40 PM	2012-01-03 2:42 PM		2012-01-03 7:51 PM	2012-01-03 7:43 PM	
flightview	CO-53-LAX-IAH		2:55 PMJan 03			7:43 PMJan 03	
panynj	CO-53-LAX-IAH		2:55 PMJan 03			7:43 PMJan 03	
gofox	CO-53-LAX-IAH		2:55 PMJan 03			7:43 PMJan 03	
foxbusiness	CO-53-LAX-IAH		2:55 PMJan 03			7:43 PMJan 03	
allegiantair	CO-53-LAX-IAH		2:55 PMJan 03			7:43 PMJan 03	
boston	CO-53-LAX-IAH		2:55 PMJan 03			7:36 PMJan 03	
orbitz	CO-53-LAX-IAH	2:40pJan 3	2:42pJan 3	 62	7:51pJan 3	7:43pJan 3	 C-14
weather	CO-53-LAX-IAH	2012-01-03 02:40 PM			2012-01-03 07:51 PM		
usatoday	CO-53-LAX-IAH		2:55 PMJan 03			7:36 PMJan 03	
mytripandmore	CO-53-LAX-IAH	2:40pJan 3	2:42pJan 3	 62	7:51pJan 3	7:43pJan 3	 C-14
ua	UA-992-ONT-DEN	Tue, Jan 3 1:31 PM	Tue, Jan 3 1:31 PM	203	Tue, Jan 3 4:40 PM	Tue, Jan 3 4:40 PM	B25
airtravelcenter	UA-992-ONT-DEN		1/3/12 1:41 PM (-08:00)			1/3/12 4:22 PM (-07:00)	
myrateplan	UA-992-ONT-DEN		1/3/12 1:41 PM (-08:00)			1/3/12 4:22 PM (-07:00)	
helloflight	UA-992-ONT-DEN		1/3/12 1:41 PM (-08:00)			1/3/12 4:22 PM (-07:00)	
flytecomm	UA-992-ONT-DEN		1/3/12 1:41 PM (-08:00)			1/3/12 4:22 PM (-07:00)	
flightaware	UA-992-ONT-DEN	2012-01-03 01:31PM PST	2012-01-03 01:41PM PST	 203 	2012-01-03 04:20PM MST	2012-01-03 04:30PM MST	 B25 
wunderground	UA-992-ONT-DEN	2012-01-03 01:31PM PST	2012-01-03 01:41PM PST	 203 	2012-01-03 04:20PM MST	2012-01-03 04:30PM MST	 B25 
flights	UA-992-ONT-DEN	01:31 PM  Tue 03-Jan-2012		203	04:40 PM  Tue 03-Jan-2012		B25
businesstravellogue	UA-992-ONT-DEN	01:31 PM  Tue 03-Jan-2012		203	04:40 PM  Tue 03-Jan-2012		B25
flylouisville	UA-992-ONT-DEN	01:31 PM  Tue 03-Jan-2012		203	04:40 PM  Tue 03-Jan-2012		B25
world-flight-tracker	UA-992-ONT-DEN	2012-01-03 1:31 PM	2012-01-03 1:31 PM (Estimated)		2012-01-03 4:40 PM	2012-01-03 4:40 PM (Estimated)	
flightview	UA-992-ONT-DEN	1:31 PM, Jan 03		203	4:40 PM, Jan 03		B25
panynj	UA-992-ONT-DEN	1:31 PM, Jan 03		203	4:40 PM, Jan 03		B25
gofox	UA-992-ONT-DEN	1:31 PM, Jan 03			4:40 PM, Jan 03		
foxbusiness	UA-992-ONT-DEN	1:31 PM, Jan 03		203	4:40 PM, Jan 03		B25
allegiantair	UA-992-ONT-DEN	1:31 PM, Jan 03		203	4:40 PM, Jan 03		B25
boston	UA-992-ONT-DEN	1:31 PM, Jan 03	Not Available		4:40 PM, Jan 03	Not Available	
orbitz	UA-992-ONT-DEN	1:31pJan 3		 203	4:40pJan 3		 -
weather	UA-992-ONT-DEN	2012-01-03 01:31 PM			2012-01-03 04:40 PM		
mytripandmore	UA-992-ONT-DEN	1:31pJan 3		 203	4:40pJan 3		 -
ua	UA-6152-DEN-YWG	Tue, Jan 3 7:46 PM	Tue, Jan 3 7:46 PM	B61	Tue, Jan 3 10:57 PM	Tue, Jan 3 10:57 PM	--
airtravelcenter	UA-6152-DEN-YWG	1/3/12 7:46 PM (-07:00)			1/3/12 10:57 PM (-06:00)		
myrateplan	UA-6152-DEN-YWG	1/3/12 7:46 PM (-07:00)			1/3/12 10:57 PM (-06:00)		
helloflight	UA-6152-DEN-YWG	1/3/12 7:46 PM (-07:00)			1/3/12 10:57 PM (-06:00)		
flytecomm	UA-6152-DEN-YWG	1/3/12 7:46 PM (-07:00)			1/3/12 10:57 PM (-06:00)		
flights	UA-6152-DEN-YWG	07:46 PM  Tue 03-Jan-2012			10:57 PM  Tue 03-Jan-2012		
businesstravellogue	UA-6152-DEN-YWG	07:46 PM  Tue 03-Jan-2012			10:57 PM  Tue 03-Jan-2012		
flylouisville	UA-6152-DEN-YWG	07:46 PM  Tue 03-Jan-2012			10:57 PM  Tue 03-Jan-2012		
world-flight-tracker	UA-6152-DEN-YWG	2012-01-03 7:46 PM	2012-01-03 7:46 PM (Estimated)		2012-01-03 10:57 PM	2012-01-03 10:57 PM (Estimated)	
flightview	UA-6152-DEN-YWG	7:46 PM, Jan 03			10:57 PM, Jan 03		
panynj	UA-6152-DEN-YWG	7:46 PM, Jan 03			10:57 PM, Jan 03		
gofox	UA-6152-DEN-YWG	7:46 PM, Jan 03			10:57 PM, Jan 03		
foxbusiness	UA-6152-DEN-YWG	7:46 PM, Jan 03			10:57 PM, Jan 03		
allegiantair	UA-6152-DEN-YWG	7:46 PM, Jan 03			10:57 PM, Jan 03		
boston	UA-6152-DEN-YWG	7:46 PM, Jan 03	7:46 PM, Jan 03&nbsp(Estimated)		10:57 PM, Jan 03	10:41 PM, Jan 03&nbsp(Estimated)	
orbitz	UA-6152-DEN-YWG	7:46pJan 3		 B61	10:57pJan 3		 -
weather	UA-6152-DEN-YWG	2012-01-03 07:46 PM			2012-01-03 10:57 PM		
den	UA-6152-DEN-YWG	2012-01-03 7:46 PM		B61			
mytripandmore	UA-6152-DEN-YWG	7:46pJan 3		 B61	10:57pJan 3		 -
flightarrival	UA-6152-DEN-YWG	7:46 PM, Jan 03	7:46 PM, Jan 03&nbsp(Estimated)		10:57 PM, Jan 03	10:41 PM, Jan 03&nbsp(Estimated)	
aa	AA-3592-MIA-CLE	January 3, 2012               03:15 PM    	January 3, 2012               03:14 PM    	 D60L	January 3, 2012               06:10 PM    	January 3, 2012               06:29 PM    	 A1    
airtravelcenter	AA-3592-MIA-CLE		1/3/12 3:31 PM (-05:00)			1/3/12 6:15 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		1/3/12 3:31 PM (-05:00)			1/3/12 6:15 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		1/3/12 3:31 PM (-05:00)			1/3/12 6:15 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		1/3/12 3:31 PM (-05:00)			1/3/12 6:15 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2012-01-03 03:15PM EST	2012-01-03 03:31PM EST	 D60L 	2012-01-03 06:17PM EST	2012-01-03 06:26PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2012-01-03 03:15PM EST	2012-01-03 03:31PM EST	 D60L 	2012-01-03 06:17PM EST	2012-01-03 06:26PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Tue 03-Jan-2012	03:14 PM  Tue 03-Jan-2012	D60	06:10 PM  Tue 03-Jan-2012	06:29 PM  Tue 03-Jan-2012	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Tue 03-Jan-2012	03:14 PM  Tue 03-Jan-2012	D60	06:10 PM  Tue 03-Jan-2012	06:29 PM  Tue 03-Jan-2012	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Tue 03-Jan-2012	03:14 PM  Tue 03-Jan-2012	D60	06:10 PM  Tue 03-Jan-2012	06:29 PM  Tue 03-Jan-2012	A1
flightstats	AA-3592-MIA-CLE	2012-01-03 3:15 PM	2012-01-03 3:14 PM		2012-01-03 6:10 PM	2012-01-03 6:29 PM	
quicktrip	AA-3592-MIA-CLE	2012-01-03 3:15 PM	2012-01-03 3:14 PM		2012-01-03 6:10 PM	2012-01-03 6:29 PM	
world-flight-tracker	AA-3592-MIA-CLE	2012-01-03 3:15 PM	2012-01-03 3:14 PM		2012-01-03 6:10 PM	2012-01-03 6:29 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Jan 03	3:31 PM, Jan 03		6:10 PM, Jan 03	6:27 PM, Jan 03	
panynj	AA-3592-MIA-CLE	3:15 PM, Jan 03	3:31 PM, Jan 03		6:10 PM, Jan 03	6:27 PM, Jan 03	
gofox	AA-3592-MIA-CLE	3:15 PM, Jan 03	3:31 PM, Jan 03		6:10 PM, Jan 03	6:27 PM, Jan 03	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Jan 03	3:31 PM, Jan 03		6:10 PM, Jan 03	6:27 PM, Jan 03	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Jan 03	3:31 PM, Jan 03		6:10 PM, Jan 03	6:27 PM, Jan 03	
boston	AA-3592-MIA-CLE	3:15 PM, Jan 03	3:31 PM, Jan 03		6:10 PM, Jan 03	6:27 PM, Jan 03	
orbitz	AA-3592-MIA-CLE	3:15pJan 3	3:14pJan 3	 D60L	6:10pJan 3	6:29pJan 3	 A1
weather	AA-3592-MIA-CLE	2012-01-03 03:15 PM			2012-01-03 06:10 PM		
usatoday	AA-3592-MIA-CLE	2012-01-03 03:15 PM			2012-01-03 06:10 PM		
flightarrival	AA-3592-MIA-CLE	3:15 PM, Jan 03	3:31 PM, Jan 03		6:10 PM, Jan 03	6:27 PM, Jan 03	
ua	UA-3925-IAD-ORF	Tue, Jan 3 8:42 AM	Tue, Jan 3 8:42 AM	A2A	Tue, Jan 3 9:55 AM	Tue, Jan 3 9:40 AM	--
flightexplorer	UA-3925-IAD-ORF		1/3/2012 9:00AM EST			1/3/2012 9:31AM EST	
airtravelcenter	UA-3925-IAD-ORF		1/3/12 9:00 AM (-05:00)			1/3/12 9:31 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		1/3/12 9:00 AM (-05:00)			1/3/12 9:31 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		1/3/12 9:00 AM (-05:00)			1/3/12 9:31 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		1/3/12 9:00 AM (-05:00)			1/3/12 9:31 AM (-05:00)	
flights	UA-3925-IAD-ORF		2012-01-03 08:42 AM	A2		2012-01-03 09:40 AM	
businesstravellogue	UA-3925-IAD-ORF		2012-01-03 08:42 AM	A2		2012-01-03 09:40 AM	
flylouisville	UA-3925-IAD-ORF		2012-01-03 08:42 AM	A2		2012-01-03 09:40 AM	
flightstats	UA-3925-IAD-ORF	2012-01-03 8:42 AM	2012-01-03 8:42 AM		2012-01-03 9:55 AM	2012-01-03 9:40 AM	
quicktrip	UA-3925-IAD-ORF	2012-01-03 8:42 AM	2012-01-03 8:42 AM		2012-01-03 9:55 AM	2012-01-03 9:40 AM	
flightview	UA-3925-IAD-ORF		9:00 AMJan 03			9:40 AMJan 03	
panynj	UA-3925-IAD-ORF		9:00 AMJan 03			9:40 AMJan 03	
gofox	UA-3925-IAD-ORF		9:00 AMJan 03			9:40 AMJan 03	
foxbusiness	UA-3925-IAD-ORF		9:00 AMJan 03			9:40 AMJan 03	
allegiantair	UA-3925-IAD-ORF		9:00 AMJan 03			9:40 AMJan 03	
boston	UA-3925-IAD-ORF		9:00 AMJan 03			9:36 AMJan 03	
orbitz	UA-3925-IAD-ORF	8:42aJan 3	8:42aJan 3	 A2A	9:55aJan 3	9:40aJan 3	 -
weather	UA-3925-IAD-ORF	2012-01-03 08:42 AM			2012-01-03 09:55 AM		
usatoday	UA-3925-IAD-ORF		9:00 AMJan 03			9:36 AMJan 03	
flightarrival	UA-3925-IAD-ORF		9:00 AMJan 03			9:36 AMJan 03	
ua	UA-1977-CLT-CVG	Tue, Jan 3 11:50 AM	Tue, Jan 3 11:50 AM	E9	Tue, Jan 3 1:21 PM	Tue, Jan 3 1:15 PM	7
airtravelcenter	UA-1977-CLT-CVG		1/3/12 11:58 AM (-05:00)			1/3/12 1:02 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		1/3/12 11:58 AM (-05:00)			1/3/12 1:02 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		1/3/12 11:58 AM (-05:00)			1/3/12 1:02 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		1/3/12 11:58 AM (-05:00)			1/3/12 1:02 PM (-05:00)	
flights	UA-1977-CLT-CVG		2012-01-03 11:43 AM	E9		2012-01-03 01:15 PM	7
businesstravellogue	UA-1977-CLT-CVG		2012-01-03 11:43 AM	E9		2012-01-03 01:15 PM	7
flylouisville	UA-1977-CLT-CVG		2012-01-03 11:43 AM	E9		2012-01-03 01:15 PM	7
flightstats	UA-1977-CLT-CVG	2012-01-03 11:50 AM	2012-01-03 11:43 AM		2012-01-03 1:21 PM	2012-01-03 1:15 PM	
quicktrip	UA-1977-CLT-CVG	2012-01-03 11:50 AM	2012-01-03 11:43 AM		2012-01-03 1:21 PM	2012-01-03 1:15 PM	
flightview	UA-1977-CLT-CVG		11:59 AMJan 03			1:11 PMJan 03	
panynj	UA-1977-CLT-CVG		11:59 AMJan 03			1:11 PMJan 03	
gofox	UA-1977-CLT-CVG		11:59 AMJan 03			1:11 PMJan 03	
foxbusiness	UA-1977-CLT-CVG		11:59 AMJan 03			1:11 PMJan 03	
allegiantair	UA-1977-CLT-CVG		11:59 AMJan 03			1:11 PMJan 03	
boston	UA-1977-CLT-CVG		11:59 AMJan 03			1:11 PMJan 03	
orbitz	UA-1977-CLT-CVG	11:50aJan 3	11:43aJan 3	 E9	1:21pJan 3	1:15pJan 3	 7
orbitz	UA-1977-CLT-CVG	11:50aJan 3	11:43aJan 3	 -	1:21pJan 3	1:15pJan 3	 -
weather	UA-1977-CLT-CVG	2012-01-03 11:50 AM			2012-01-03 01:21 PM		
ifly	UA-1977-CLT-CVG	2012-01-03 11:50 AM	2012-01-03 11:43 AM		2012-01-03 1:21 PM	2012-01-03 1:15 PM	
usatoday	UA-1977-CLT-CVG		11:59 AMJan 03			1:11 PMJan 03	
aa	AA-393-DFW-DEN	January 3, 2012               06:55 AM    	January 3, 2012               06:51 AM    	 A21	January 3, 2012               07:55 AM    	January 3, 2012               07:42 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		1/3/2012 7:04AM CST			1/3/2012 7:44AM MST	
airtravelcenter	AA-393-DFW-DEN		1/3/12 7:04 AM (-06:00)			1/3/12 7:44 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		1/3/12 7:04 AM (-06:00)			1/3/12 7:44 AM (-07:00)	
helloflight	AA-393-DFW-DEN		1/3/12 7:04 AM (-06:00)			1/3/12 7:44 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		1/3/12 7:04 AM (-06:00)			1/3/12 7:44 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2012-01-03 06:55AM CST	2012-01-03 07:04AM CST	 A21 	2012-01-03 07:47AM MST	2012-01-03 07:38AM MST	 A49 
wunderground	AA-393-DFW-DEN	2012-01-03 06:55AM CST	2012-01-03 07:04AM CST	 A21 	2012-01-03 07:47AM MST	2012-01-03 07:38AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Tue 03-Jan-2012	06:51 AM  Tue 03-Jan-2012	A21	07:55 AM  Tue 03-Jan-2012	07:42 AM  Tue 03-Jan-2012	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Tue 03-Jan-2012	06:51 AM  Tue 03-Jan-2012	A21	07:55 AM  Tue 03-Jan-2012	07:42 AM  Tue 03-Jan-2012	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Tue 03-Jan-2012	06:51 AM  Tue 03-Jan-2012	A21	07:55 AM  Tue 03-Jan-2012	07:42 AM  Tue 03-Jan-2012	A49
flightstats	AA-393-DFW-DEN	2012-01-03 6:55 AM	2012-01-03 6:51 AM		2012-01-03 7:55 AM	2012-01-03 7:42 AM	
quicktrip	AA-393-DFW-DEN	2012-01-03 6:55 AM	2012-01-03 6:51 AM		2012-01-03 7:55 AM	2012-01-03 7:42 AM	
world-flight-tracker	AA-393-DFW-DEN	2012-01-03 6:55 AM	2012-01-03 6:51 AM		2012-01-03 7:55 AM	2012-01-03 7:42 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Jan 03	7:04 AM, Jan 03	A21	7:55 AM, Jan 03	7:43 AM, Jan 03	A49
panynj	AA-393-DFW-DEN	6:55 AM, Jan 03	7:04 AM, Jan 03	A21	7:55 AM, Jan 03	7:43 AM, Jan 03	A49
gofox	AA-393-DFW-DEN	6:55 AM, Jan 03	7:04 AM, Jan 03		7:55 AM, Jan 03	7:43 AM, Jan 03	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Jan 03	7:04 AM, Jan 03	A21	7:55 AM, Jan 03	7:43 AM, Jan 03	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Jan 03	7:04 AM, Jan 03	A21	7:55 AM, Jan 03	7:43 AM, Jan 03	A49
boston	AA-393-DFW-DEN	6:55 AM, Jan 03	7:04 AM, Jan 03		7:55 AM, Jan 03	7:43 AM, Jan 03	
orbitz	AA-393-DFW-DEN	6:55aJan 3	6:51aJan 3	 A21	7:55aJan 3	7:42aJan 3	 A49
weather	AA-393-DFW-DEN	2012-01-03 06:55 AM	2012-01-03 07:04 AM		2012-01-03 07:55 AM	2012-01-03 07:37 AM	
den	AA-393-DFW-DEN				2012-01-03 7:55 AM		A49
ifly	AA-393-DFW-DEN	2012-01-03 6:55 AM	2012-01-03 6:51 AM		2012-01-03 7:55 AM	2012-01-03 7:42 AM	
usatoday	AA-393-DFW-DEN	6:55 AM, Jan 03	7:04 AM, Jan 03		7:55 AM, Jan 03	7:43 AM, Jan 03	
flightarrival	AA-393-DFW-DEN	6:55 AM, Jan 03	7:04 AM, Jan 03		7:55 AM, Jan 03	7:43 AM, Jan 03	
aa	AA-3508-ATL-MIA	January 3, 2012               07:40 PM    	January 3, 2012               08:00 PM    	 T10	January 3, 2012               09:40 PM    	January 3, 2012               09:43 PM    	 D60D    
flightexplorer	AA-3508-ATL-MIA		1/3/2012 8:17PM EST			1/3/2012 9:40PM EST	
airtravelcenter	AA-3508-ATL-MIA		1/3/12 8:17 PM (-05:00)			1/3/12 9:40 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		1/3/12 8:17 PM (-05:00)			1/3/12 9:40 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		1/3/12 8:17 PM (-05:00)			1/3/12 9:40 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		1/3/12 8:17 PM (-05:00)			1/3/12 9:40 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2012-01-03 07:40PM EST	2012-01-03 08:17PM EST	 T10 	2012-01-03 09:29PM EST	2012-01-03 09:37PM EST	 D60D 
wunderground	AA-3508-ATL-MIA	2012-01-03 07:40PM EST	2012-01-03 08:17PM EST	 T10 	2012-01-03 09:29PM EST	2012-01-03 09:37PM EST	 D60D 
flights	AA-3508-ATL-MIA	07:40 PM  Tue 03-Jan-2012	08:00 PM  Tue 03-Jan-2012	T10	09:40 PM  Tue 03-Jan-2012	09:43 PM  Tue 03-Jan-2012	D60
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Tue 03-Jan-2012	08:00 PM  Tue 03-Jan-2012	T10	09:40 PM  Tue 03-Jan-2012	09:43 PM  Tue 03-Jan-2012	D60
flylouisville	AA-3508-ATL-MIA	07:40 PM  Tue 03-Jan-2012	08:00 PM  Tue 03-Jan-2012	T10	09:40 PM  Tue 03-Jan-2012	09:43 PM  Tue 03-Jan-2012	D60
flightstats	AA-3508-ATL-MIA	2012-01-03 7:40 PM	2012-01-03 8:00 PM		2012-01-03 9:40 PM	2012-01-03 9:43 PM	
quicktrip	AA-3508-ATL-MIA	2012-01-03 7:40 PM	2012-01-03 8:00 PM		2012-01-03 9:40 PM	2012-01-03 9:43 PM	
world-flight-tracker	AA-3508-ATL-MIA	2012-01-03 7:40 PM	2012-01-03 8:00 PM		2012-01-03 9:40 PM	2012-01-03 9:43 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Jan 03	8:17 PM, Jan 03	T10	9:40 PM, Jan 03	9:43 PM, Jan 03	Terminal D - D53
panynj	AA-3508-ATL-MIA	7:40 PM, Jan 03	8:17 PM, Jan 03	T10	9:40 PM, Jan 03	9:43 PM, Jan 03	Terminal D - D53
