aa	AA-2446-LAX-DFW	12/07/2011 01:10 PM	12/07/2011 01:19 PM	42B	12/07/2011 06:10 PM	12/07/2011 06:08 PM	C2
flightarrival	CO-4461-EWR-CVG	2011-12-07 01:55 PM			2011-12-07 04:00 PM		
ua	UA-581-DEN-IAD	Wed, Dec 7 8:36 AM	Wed, Dec 7 8:27 AM	B41	Wed, Dec 7 1:52 PM	Wed, Dec 7 2:01 PM	C11
flightexplorer	UA-581-DEN-IAD		12/7/2011 8:45AM MST			12/7/2011 1:42PM EST	
airtravelcenter	UA-581-DEN-IAD		12/7/11 8:47 AM (-07:00)			12/7/11 1:42 PM (-05:00)	
myrateplan	UA-581-DEN-IAD		12/7/11 8:47 AM (-07:00)			12/7/11 1:42 PM (-05:00)	
helloflight	UA-581-DEN-IAD		12/7/11 8:47 AM (-07:00)			12/7/11 1:42 PM (-05:00)	
flytecomm	UA-581-DEN-IAD		12/7/11 8:47 AM (-07:00)			12/7/11 1:42 PM (-05:00)	
flightaware	UA-581-DEN-IAD	2011-12-07 08:36AM MST	2011-12-07 08:47AM MST	 B41 	2011-12-07 01:40PM EST	2011-12-07 01:51PM EST	 C11 
wunderground	UA-581-DEN-IAD	2011-12-07 08:36AM MST	2011-12-07 08:47AM MST	 B41 	2011-12-07 01:40PM EST	2011-12-07 01:51PM EST	 C11 
flights	UA-581-DEN-IAD	08:36 AM  Wed 07-Dec-2011	08:27 AM  Wed 07-Dec-2011	B41	01:52 PM  Wed 07-Dec-2011	02:01 PM  Wed 07-Dec-2011	C11
businesstravellogue	UA-581-DEN-IAD	08:36 AM  Wed 07-Dec-2011	08:27 AM  Wed 07-Dec-2011	B41	01:52 PM  Wed 07-Dec-2011	02:01 PM  Wed 07-Dec-2011	C11
flylouisville	UA-581-DEN-IAD	08:36 AM  Wed 07-Dec-2011	08:27 AM  Wed 07-Dec-2011	B41	01:52 PM  Wed 07-Dec-2011	02:01 PM  Wed 07-Dec-2011	C11
flightstats	UA-581-DEN-IAD	2011-12-07 8:36 AM	2011-12-07 8:27 AM		2011-12-07 1:52 PM	2011-12-07 2:01 PM	
quicktrip	UA-581-DEN-IAD	2011-12-07 8:36 AM	2011-12-07 8:27 AM		2011-12-07 1:52 PM	2011-12-07 2:01 PM	
world-flight-tracker	UA-581-DEN-IAD	2011-12-07 8:36 AM	2011-12-07 8:27 AM		2011-12-07 1:52 PM	2011-12-07 2:01 PM	
flightview	UA-581-DEN-IAD	8:36 AM, Dec 07	8:47 AM, Dec 07	B41	1:52 PM, Dec 07	2:01 PM, Dec 07	C11
panynj	UA-581-DEN-IAD	8:36 AM, Dec 07	8:47 AM, Dec 07	B41	1:52 PM, Dec 07	2:01 PM, Dec 07	C11
gofox	UA-581-DEN-IAD	8:36 AM, Dec 07	8:47 AM, Dec 07		1:52 PM, Dec 07	2:01 PM, Dec 07	
foxbusiness	UA-581-DEN-IAD	8:36 AM, Dec 07	8:47 AM, Dec 07	B41	1:52 PM, Dec 07	2:01 PM, Dec 07	C11
allegiantair	UA-581-DEN-IAD	8:36 AM, Dec 07	8:47 AM, Dec 07	B41	1:52 PM, Dec 07	2:01 PM, Dec 07	C11
boston	UA-581-DEN-IAD	8:36 AM, Dec 07	8:47 AM, Dec 07		1:52 PM, Dec 07	1:56 PM, Dec 07	
travelocity	UA-581-DEN-IAD	Dec 07 - Not Available	Dec 07 - 8:46am	B41	Dec 07 - Not Available	Dec 07 - 2:01pm	C11
orbitz	UA-581-DEN-IAD	8:36aDec 7	8:27aDec 7	 B41	1:52pDec 7	2:01pDec 7	 C11
weather	UA-581-DEN-IAD	2011-12-07 08:36 AM	2011-12-07 08:47 AM		2011-12-07 01:52 PM	2011-12-07 01:50 PM	
den	UA-581-DEN-IAD	2011-12-07 8:36 AM		B41			
iad	UA-581-DEN-IAD				2011-12-07 13:52 	2011-12-07 14:03 	
ifly	UA-581-DEN-IAD	2011-12-07 8:36 AM	2011-12-07 8:27 AM		2011-12-07 1:52 PM	2011-12-07 2:01 PM	
mytripandmore	UA-581-DEN-IAD	8:36aDec 7	8:27aDec 7	 B41	1:52pDec 7	2:01pDec 7	 C11
ua	UA-1648-SEA-IAH	Wed, Dec 7 11:35 AM	Wed, Dec 7 11:31 AM	B11	Wed, Dec 7 5:48 PM	Wed, Dec 7 5:40 PM	E23
flightexplorer	UA-1648-SEA-IAH		12/7/2011 11:42AM PST			12/7/2011 5:33PM CST	
airtravelcenter	UA-1648-SEA-IAH	12/7/11 11:35 AM (-08:00)			12/7/11 5:48 PM (-06:00)		
myrateplan	UA-1648-SEA-IAH	12/7/11 11:35 AM (-08:00)			12/7/11 5:48 PM (-06:00)		
helloflight	UA-1648-SEA-IAH	12/7/11 11:35 AM (-08:00)			12/7/11 5:48 PM (-06:00)		
flytecomm	UA-1648-SEA-IAH	12/7/11 11:35 AM (-08:00)			12/7/11 5:48 PM (-06:00)		
flightaware	UA-1648-SEA-IAH	2011-12-07 11:35AM PST	2011-12-07 11:43AM PST	 B11 	2011-12-07 05:38PM CST	2011-12-07 05:22PM CST	 E23 
wunderground	UA-1648-SEA-IAH	2011-12-07 11:35AM PST	2011-12-07 11:43AM PST	 B11 	2011-12-07 05:38PM CST	2011-12-07 05:22PM CST	 E23 
flights	UA-1648-SEA-IAH	11:35 AM  Wed 07-Dec-2011	11:31 AM  Wed 07-Dec-2011	11	05:48 PM  Wed 07-Dec-2011	05:40 PM  Wed 07-Dec-2011	23
businesstravellogue	UA-1648-SEA-IAH	11:35 AM  Wed 07-Dec-2011	11:31 AM  Wed 07-Dec-2011	11	05:48 PM  Wed 07-Dec-2011	05:40 PM  Wed 07-Dec-2011	23
flylouisville	UA-1648-SEA-IAH	11:35 AM  Wed 07-Dec-2011	11:31 AM  Wed 07-Dec-2011	11	05:48 PM  Wed 07-Dec-2011	05:40 PM  Wed 07-Dec-2011	23
world-flight-tracker	UA-1648-SEA-IAH	2011-12-07 11:35 AM	2011-12-07 11:31 AM		2011-12-07 5:48 PM	2011-12-07 5:40 PM	
flightview	UA-1648-SEA-IAH	11:35 AM, Dec 07	11:43 AM, Dec 07	Main Term - B11	5:48 PM, Dec 07	5:40 PM, Dec 07	Term C - E23
panynj	UA-1648-SEA-IAH	11:35 AM, Dec 07	11:43 AM, Dec 07	Main Term - B11	5:48 PM, Dec 07	5:40 PM, Dec 07	Term C - E23
gofox	UA-1648-SEA-IAH	11:35 AM, Dec 07	11:43 AM, Dec 07		5:48 PM, Dec 07	5:40 PM, Dec 07	
foxbusiness	UA-1648-SEA-IAH	11:35 AM, Dec 07	11:43 AM, Dec 07	Main Term - B11	5:48 PM, Dec 07	5:40 PM, Dec 07	Term C - E23
allegiantair	UA-1648-SEA-IAH	11:35 AM, Dec 07	11:43 AM, Dec 07	Main Term - B11	5:48 PM, Dec 07	5:40 PM, Dec 07	Term C - E23
boston	UA-1648-SEA-IAH	11:35 AM, Dec 07	11:43 AM, Dec 07		5:48 PM, Dec 07	5:35 PM, Dec 07	
travelocity	UA-1648-SEA-IAH	Dec 07 - 11:35am	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 5:48pm	Dec 07 - Contact Airline	Not provided by airline
orbitz	UA-1648-SEA-IAH	11:35aDec 7	11:31aDec 7	 B11	5:48pDec 7	5:40pDec 7	 E23
weather	UA-1648-SEA-IAH	2011-12-07 11:35 AM	2011-12-07 11:43 AM		2011-12-07 05:48 PM	2011-12-07 05:32 PM	
flightarrival	UA-1648-SEA-IAH	2011-12-07 11:35 AM	2011-12-07 11:43 AM		2011-12-07 05:48 PM	2011-12-07 05:32 PM	
ua	UA-6156-ORD-ICT	Wed, Dec 7 12:20 PM	Wed, Dec 7 12:16 PM            On Time	F12C	Wed, Dec 7 2:11 PM	Wed, Dec 7 1:56 PM	--
airtravelcenter	UA-6156-ORD-ICT	12/7/11 12:20 PM (-06:00)			12/7/11 2:11 PM (-06:00)		
myrateplan	UA-6156-ORD-ICT	12/7/11 12:20 PM (-06:00)			12/7/11 2:11 PM (-06:00)		
helloflight	UA-6156-ORD-ICT	12/7/11 12:20 PM (-06:00)			12/7/11 2:11 PM (-06:00)		
flytecomm	UA-6156-ORD-ICT	12/7/11 12:20 PM (-06:00)			12/7/11 2:11 PM (-06:00)		
flightaware	UA-6156-ORD-ICT	2011-12-07 12:20PM CST	2011-12-07 12:30PM CST	 F12C 	2011-12-07 02:05PM CST	2011-12-07 01:52PM CST	
wunderground	UA-6156-ORD-ICT	2011-12-07 12:20PM CST	2011-12-07 12:30PM CST	 F12C 	2011-12-07 02:05PM CST	2011-12-07 01:52PM CST	
flights	UA-6156-ORD-ICT		2011-12-07 12:16 PM	F12C		2011-12-07 01:56 PM	
businesstravellogue	UA-6156-ORD-ICT		2011-12-07 12:16 PM	F12C		2011-12-07 01:56 PM	
flylouisville	UA-6156-ORD-ICT		2011-12-07 12:16 PM	F12C		2011-12-07 01:56 PM	
flightview	UA-6156-ORD-ICT		12:31 PMDec 07			1:56 PMDec 07	
panynj	UA-6156-ORD-ICT		12:31 PMDec 07			1:56 PMDec 07	
gofox	UA-6156-ORD-ICT		12:31 PMDec 07			1:56 PMDec 07	
foxbusiness	UA-6156-ORD-ICT		12:31 PMDec 07			1:56 PMDec 07	
allegiantair	UA-6156-ORD-ICT		12:31 PMDec 07			1:56 PMDec 07	
boston	UA-6156-ORD-ICT		12:31 PMDec 07			2:02 PMDec 07	
orbitz	UA-6156-ORD-ICT	12:20pDec 7	12:16pDec 7	 F12C	2:11pDec 7	1:56pDec 7	 -
ord	UA-6156-ORD-ICT	2011-12-07 12:20 PM		F12C	2011-12-07 2:11 PM		 
mytripandmore	UA-6156-ORD-ICT	12:20pDec 7	12:16pDec 7	 F12C	2:11pDec 7	1:56pDec 7	 -
flightwise	UA-6156-ORD-ICT	2011-12-07 12:20PM CST	2011-12-07 12:30PM CST	 F12C 	2011-12-07 02:05PM CST	2011-12-07 01:52PM CST	
ua	UA-1217-DFW-EWR	Wed, Dec 7 10:48 AM	Wed, Dec 7 10:38 AM            On Time	E8	Wed, Dec 7 3:20 PM	Wed, Dec 7 3:11 PM	C98
flightexplorer	UA-1217-DFW-EWR		12/7/2011 10:58AM CST			12/7/2011 2:47PM EST	
airtravelcenter	UA-1217-DFW-EWR	12/7/11 10:48 AM (-06:00)			12/7/11 3:20 PM (-05:00)		
myrateplan	UA-1217-DFW-EWR	12/7/11 10:48 AM (-06:00)			12/7/11 3:20 PM (-05:00)		
helloflight	UA-1217-DFW-EWR	12/7/11 10:48 AM (-06:00)			12/7/11 3:20 PM (-05:00)		
flytecomm	UA-1217-DFW-EWR	12/7/11 10:48 AM (-06:00)			12/7/11 3:20 PM (-05:00)		
flightaware	UA-1217-DFW-EWR	2011-12-07 10:48AM CST	2011-12-07 11:00AM CST	 E8 	2011-12-07 02:56PM EST	2011-12-07 03:02PM EST	 C98 
wunderground	UA-1217-DFW-EWR	2011-12-07 10:48AM CST	2011-12-07 11:00AM CST	 E8 	2011-12-07 02:56PM EST	2011-12-07 03:02PM EST	 C98 
flights	UA-1217-DFW-EWR		2011-12-07 10:38 AM	E8		2011-12-07 03:11 PM	98
businesstravellogue	UA-1217-DFW-EWR		2011-12-07 10:38 AM	E8		2011-12-07 03:11 PM	98
flylouisville	UA-1217-DFW-EWR		2011-12-07 10:38 AM	E8		2011-12-07 03:11 PM	98
flightview	UA-1217-DFW-EWR		11:00 AMDec 07			3:11 PMDec 07	
panynj	UA-1217-DFW-EWR		11:00 AMDec 07			3:11 PMDec 07	
gofox	UA-1217-DFW-EWR		11:00 AMDec 07			3:11 PMDec 07	
foxbusiness	UA-1217-DFW-EWR		11:00 AMDec 07			3:11 PMDec 07	
allegiantair	UA-1217-DFW-EWR		11:00 AMDec 07			3:11 PMDec 07	
boston	UA-1217-DFW-EWR		11:00 AMDec 07			3:03 PMDec 07	
orbitz	UA-1217-DFW-EWR	10:48aDec 7	10:38aDec 7	 E8	3:20pDec 7	3:11pDec 7	 C98
usatoday	UA-1217-DFW-EWR		11:00 AMDec 07			3:03 PMDec 07	
ua	UA-4352-BDL-CLE	Wed, Dec 7 1:16 PM	Wed, Dec 7 1:16 PM            On Time	3	Wed, Dec 7 3:09 PM	Wed, Dec 7 3:09 PM	D03
airtravelcenter	UA-4352-BDL-CLE	12/7/11 1:16 PM (-05:00)			12/7/11 3:09 PM (-05:00)		
myrateplan	UA-4352-BDL-CLE	12/7/11 1:16 PM (-05:00)			12/7/11 3:09 PM (-05:00)		
helloflight	UA-4352-BDL-CLE	12/7/11 1:16 PM (-05:00)			12/7/11 3:09 PM (-05:00)		
flytecomm	UA-4352-BDL-CLE	12/7/11 1:16 PM (-05:00)			12/7/11 3:09 PM (-05:00)		
flights	UA-4352-BDL-CLE	2011-12-07 01:16 PM		3	2011-12-07 03:09 PM		D3
businesstravellogue	UA-4352-BDL-CLE	2011-12-07 01:16 PM		3	2011-12-07 03:09 PM		D3
flylouisville	UA-4352-BDL-CLE	2011-12-07 01:16 PM		3	2011-12-07 03:09 PM		D3
flightview	UA-4352-BDL-CLE	1:16 PMDec 07			3:12 PMDec 07		
panynj	UA-4352-BDL-CLE	1:16 PMDec 07			3:12 PMDec 07		
gofox	UA-4352-BDL-CLE	1:16 PMDec 07			3:12 PMDec 07		
foxbusiness	UA-4352-BDL-CLE	1:16 PMDec 07			3:12 PMDec 07		
allegiantair	UA-4352-BDL-CLE	1:16 PMDec 07			3:12 PMDec 07		
boston	UA-4352-BDL-CLE	1:16 PMDec 07			2:50 PMDec 07		
orbitz	UA-4352-BDL-CLE	1:16pDec 7		 -	3:15pDec 7		 -
flightarrival	UA-4352-BDL-CLE	1:16 PMDec 07			2:50 PMDec 07		
ua	UA-1411-EWR-BQN	Wed, Dec 7 8:25 PM	Wed, Dec 7 8:55 PM	C109	Thu, Dec 8 1:10 AM	Thu, Dec 8 1:33 AM	--
flights	UA-1411-EWR-BQN	08:25 PM  Wed 07-Dec-2011			01:10 AM  Thu 08-Dec-2011		
businesstravellogue	UA-1411-EWR-BQN	08:25 PM  Wed 07-Dec-2011			01:10 AM  Thu 08-Dec-2011		
flylouisville	UA-1411-EWR-BQN	08:25 PM  Wed 07-Dec-2011			01:10 AM  Thu 08-Dec-2011		
flightview	UA-1411-EWR-BQN	8:25 PM, Dec 07			1:10 AM, Dec 08		
panynj	UA-1411-EWR-BQN	8:25 PM, Dec 07			1:10 AM, Dec 08		
gofox	UA-1411-EWR-BQN	8:25 PM, Dec 07			1:10 AM, Dec 08		
foxbusiness	UA-1411-EWR-BQN	8:25 PM, Dec 07			1:10 AM, Dec 08		
allegiantair	UA-1411-EWR-BQN	8:25 PM, Dec 07			1:10 AM, Dec 08		
boston	UA-1411-EWR-BQN	8:25 PM, Dec 07	8:25 PM, Dec 07&nbsp(Estimated)		1:10 AM, Dec 08	12:48 AM, Dec 08&nbsp(Estimated)	
travelocity	UA-1411-EWR-BQN	Dec 07 - 8:25pm	Dec 07 - Contact Airline	Not provided by airline	Dec 08 - 1:10am	Dec 08 - Contact Airline	Not provided by airline
orbitz	UA-1411-EWR-BQN	8:25pDec 7	8:55pDec 7	 109	1:54aDec 8		 -
flightarrival	UA-1411-EWR-BQN	8:25 PM, Dec 07	8:25 PM, Dec 07&nbsp(Estimated)		1:10 AM, Dec 08	12:48 AM, Dec 08&nbsp(Estimated)	
ua	UA-2708-EWR-CLT	Wed, Dec 7 2:55 PM	Wed, Dec 7 3:01 PM	A37	Wed, Dec 7 4:53 PM	Wed, Dec 7 5:12 PM	C13
airtravelcenter	UA-2708-EWR-CLT		12/7/11 3:25 PM (-05:00)			12/7/11 5:07 PM (-05:00)	
myrateplan	UA-2708-EWR-CLT		12/7/11 3:25 PM (-05:00)			12/7/11 5:07 PM (-05:00)	
helloflight	UA-2708-EWR-CLT		12/7/11 3:25 PM (-05:00)			12/7/11 5:07 PM (-05:00)	
flytecomm	UA-2708-EWR-CLT		12/7/11 3:25 PM (-05:00)			12/7/11 5:07 PM (-05:00)	
flights	UA-2708-EWR-CLT		2011-12-07 03:01 PM	37		2011-12-07 05:12 PM	C13
businesstravellogue	UA-2708-EWR-CLT		2011-12-07 03:01 PM	37		2011-12-07 05:12 PM	C13
flylouisville	UA-2708-EWR-CLT		2011-12-07 03:01 PM	37		2011-12-07 05:12 PM	C13
flightstats	UA-2708-EWR-CLT	2011-12-07 2:55 PM	2011-12-07 3:01 PM		2011-12-07 4:53 PM	2011-12-07 5:12 PM	
quicktrip	UA-2708-EWR-CLT	2011-12-07 2:55 PM	2011-12-07 3:01 PM		2011-12-07 4:53 PM	2011-12-07 5:12 PM	
flightview	UA-2708-EWR-CLT		3:25 PMDec 07			5:05 PMDec 07	
panynj	UA-2708-EWR-CLT		3:25 PMDec 07			5:05 PMDec 07	
gofox	UA-2708-EWR-CLT		3:25 PMDec 07			5:05 PMDec 07	
foxbusiness	UA-2708-EWR-CLT		3:25 PMDec 07			5:05 PMDec 07	
allegiantair	UA-2708-EWR-CLT		3:25 PMDec 07			5:05 PMDec 07	
boston	UA-2708-EWR-CLT		3:25 PMDec 07			5:05 PMDec 07	
travelocity	UA-2708-EWR-CLT	Dec 07 - 2:55pm	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 4:53pm	Dec 07 - Contact Airline	Not provided by airline
orbitz	UA-2708-EWR-CLT	2:55pDec 7	3:01pDec 7	 -	4:53pDec 7	5:12pDec 7	 -
weather	UA-2708-EWR-CLT	2011-12-07 02:55 PM			2011-12-07 04:53 PM		
mytripandmore	UA-2708-EWR-CLT	Dec 07 - 2:55pm	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 4:53pm	Dec 07 - Contact Airline	Not provided by airline
flightarrival	UA-2708-EWR-CLT		3:25 PMDec 07			5:05 PMDec 07	
CO	CO-53-LAX-IAH	Wed., Dec.07, 2011 2:40 p.m.	Wed., Dec.07, 2011 3:21 p.m.		Wed., Dec.07, 2011 7:48 p.m.	Wed., Dec.07, 2011 8:21 p.m.	
airtravelcenter	CO-53-LAX-IAH	12/7/11 2:40 PM (-08:00)			12/7/11 7:48 PM (-06:00)		
myrateplan	CO-53-LAX-IAH	12/7/11 2:40 PM (-08:00)			12/7/11 7:48 PM (-06:00)		
helloflight	CO-53-LAX-IAH	12/7/11 2:40 PM (-08:00)			12/7/11 7:48 PM (-06:00)		
flytecomm	CO-53-LAX-IAH	12/7/11 2:40 PM (-08:00)			12/7/11 7:48 PM (-06:00)		
flights	CO-53-LAX-IAH		2011-12-07 03:21 PM	62		2011-12-07 08:21 PM	40
businesstravellogue	CO-53-LAX-IAH		2011-12-07 03:21 PM	62		2011-12-07 08:21 PM	40
flylouisville	CO-53-LAX-IAH		2011-12-07 03:21 PM	62		2011-12-07 08:21 PM	40
flightstats	CO-53-LAX-IAH	2011-12-07 2:40 PM	2011-12-07 3:21 PM		2011-12-07 7:48 PM	2011-12-07 8:21 PM	
quicktrip	CO-53-LAX-IAH	2011-12-07 2:40 PM	2011-12-07 3:21 PM		2011-12-07 7:48 PM	2011-12-07 8:21 PM	
flightview	CO-53-LAX-IAH		3:32 PMDec 07			8:21 PMDec 07	
panynj	CO-53-LAX-IAH		3:32 PMDec 07			8:21 PMDec 07	
gofox	CO-53-LAX-IAH		3:32 PMDec 07			8:21 PMDec 07	
foxbusiness	CO-53-LAX-IAH		3:32 PMDec 07			8:21 PMDec 07	
allegiantair	CO-53-LAX-IAH		3:32 PMDec 07			8:21 PMDec 07	
boston	CO-53-LAX-IAH		3:32 PMDec 07			8:14 PMDec 07	
orbitz	CO-53-LAX-IAH	2:40pDec 7	3:21pDec 7	 62	7:48pDec 7	8:21pDec 7	 40
weather	CO-53-LAX-IAH	2011-12-07 02:40 PM			2011-12-07 07:48 PM		
mytripandmore	CO-53-LAX-IAH	2:40pDec 7	3:21pDec 7	 62	7:48pDec 7	8:21pDec 7	 40
ua	UA-23-DUB-EWR	Wed, Dec 7 9:00 AM	Wed, Dec 7 8:48 AM	USPC	Wed, Dec 7 11:40 AM	Wed, Dec 7 12:30 PM	C74
airtravelcenter	UA-23-DUB-EWR	12/7/11 9:00 AM (-00:00)			12/7/11 11:40 AM (-05:00)		
myrateplan	UA-23-DUB-EWR	12/7/11 9:00 AM (-00:00)			12/7/11 11:40 AM (-05:00)		
helloflight	UA-23-DUB-EWR	12/7/11 9:00 AM (-00:00)			12/7/11 11:40 AM (-05:00)		
flytecomm	UA-23-DUB-EWR	12/7/11 9:00 AM (-00:00)			12/7/11 11:40 AM (-05:00)		
flights	UA-23-DUB-EWR	09:00 AM  Wed 07-Dec-2011	08:48 AM  Wed 07-Dec-2011	USPC	11:40 AM  Wed 07-Dec-2011	12:30 PM  Wed 07-Dec-2011	74
businesstravellogue	UA-23-DUB-EWR	09:00 AM  Wed 07-Dec-2011	08:48 AM  Wed 07-Dec-2011	USPC	11:40 AM  Wed 07-Dec-2011	12:30 PM  Wed 07-Dec-2011	74
flylouisville	UA-23-DUB-EWR	09:00 AM  Wed 07-Dec-2011	08:48 AM  Wed 07-Dec-2011	USPC	11:40 AM  Wed 07-Dec-2011	12:30 PM  Wed 07-Dec-2011	74
world-flight-tracker	UA-23-DUB-EWR	2011-12-07 9:00 AM	2011-12-07 8:48 AM		2011-12-07 11:40 AM	2011-12-07 12:30 PM	
flightview	UA-23-DUB-EWR	8:54 AM, Dec 07	9:02 AM, Dec 07		12:21 PM, Dec 07	12:22 PM, Dec 07	
panynj	UA-23-DUB-EWR	8:54 AM, Dec 07	9:02 AM, Dec 07		12:21 PM, Dec 07	12:22 PM, Dec 07	
gofox	UA-23-DUB-EWR	8:54 AM, Dec 07	9:02 AM, Dec 07		12:21 PM, Dec 07	12:22 PM, Dec 07	
foxbusiness	UA-23-DUB-EWR	8:54 AM, Dec 07	9:02 AM, Dec 07		12:21 PM, Dec 07	12:22 PM, Dec 07	
allegiantair	UA-23-DUB-EWR	8:54 AM, Dec 07	9:02 AM, Dec 07		12:21 PM, Dec 07	12:22 PM, Dec 07	
boston	UA-23-DUB-EWR	8:54 AM, Dec 07	9:02 AM, Dec 07		12:21 PM, Dec 07	12:22 PM, Dec 07	
travelocity	UA-23-DUB-EWR	Dec 07 - 9:00am	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 11:40am	Dec 07 - Contact Airline	Not provided by airline
orbitz	UA-23-DUB-EWR	9:00aDec 7	8:48aDec 7	 SPC	11:40aDec 7	12:30pDec 7	 C74
weather	UA-23-DUB-EWR	2011-12-07 09:00 AM			2011-12-07 11:40 AM		
usatoday	UA-23-DUB-EWR	8:54 AM, Dec 07	9:02 AM, Dec 07		12:21 PM, Dec 07	12:22 PM, Dec 07	
CO	CO-1030-DEN-IAH	Wed., Dec.07, 2011 2:15 p.m.	Wed., Dec.07, 2011 2:13 p.m.		Wed., Dec.07, 2011 5:38 p.m.	Wed., Dec.07, 2011 5:25 p.m.	
airtravelcenter	CO-1030-DEN-IAH	12/7/11 2:15 PM (-07:00)			12/7/11 5:38 PM (-06:00)		
myrateplan	CO-1030-DEN-IAH	12/7/11 2:15 PM (-07:00)			12/7/11 5:38 PM (-06:00)		
helloflight	CO-1030-DEN-IAH	12/7/11 2:15 PM (-07:00)			12/7/11 5:38 PM (-06:00)		
flytecomm	CO-1030-DEN-IAH	12/7/11 2:15 PM (-07:00)			12/7/11 5:38 PM (-06:00)		
flights	CO-1030-DEN-IAH		2011-12-07 02:13 PM	B22		2011-12-07 05:25 PM	10
businesstravellogue	CO-1030-DEN-IAH		2011-12-07 02:13 PM	B22		2011-12-07 05:25 PM	10
flylouisville	CO-1030-DEN-IAH		2011-12-07 02:13 PM	B22		2011-12-07 05:25 PM	10
flightstats	CO-1030-DEN-IAH	2011-12-07 2:15 PM	2011-12-07 2:13 PM		2011-12-07 5:38 PM	2011-12-07 5:25 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-07 2:15 PM	2011-12-07 2:13 PM		2011-12-07 5:38 PM	2011-12-07 5:25 PM	
flightview	CO-1030-DEN-IAH		2:23 PMDec 07			5:25 PMDec 07	
panynj	CO-1030-DEN-IAH		2:23 PMDec 07			5:25 PMDec 07	
gofox	CO-1030-DEN-IAH		2:23 PMDec 07			5:25 PMDec 07	
foxbusiness	CO-1030-DEN-IAH		2:23 PMDec 07			5:25 PMDec 07	
allegiantair	CO-1030-DEN-IAH		2:23 PMDec 07			5:25 PMDec 07	
boston	CO-1030-DEN-IAH		2:23 PMDec 07			5:16 PMDec 07	
travelocity	CO-1030-DEN-IAH	Dec 07 - 2:15pm	Dec 07 - 2:13pm	B22	Dec 07 - 5:38pm	Dec 07 - 5:25pm	E10
orbitz	CO-1030-DEN-IAH	2:15pDec 7	2:13pDec 7	 B22	5:38pDec 7	5:25pDec 7	 E10
weather	CO-1030-DEN-IAH	2011-12-07 02:15 PM			2011-12-07 05:38 PM		
den	CO-1030-DEN-IAH	2011-12-07 2:15 PM		B22			
ifly	CO-1030-DEN-IAH	2011-12-07 2:15 PM	2011-12-07 2:13 PM		2011-12-07 5:38 PM	2011-12-07 5:25 PM	
usatoday	CO-1030-DEN-IAH	2011-12-07 02:15 PM			2011-12-07 05:38 PM		
mytripandmore	CO-1030-DEN-IAH	Dec 07 - 2:15pm	Dec 07 - 2:13pm	B22	Dec 07 - 5:38pm	Dec 07 - 5:25pm	E10
ua	UA-254-DEN-ORD	Wed, Dec 7 5:18 PM	Wed, Dec 7 5:21 PM            Delayed	B39	Wed, Dec 7 8:35 PM	Wed, Dec 7 8:24 PM	B7
flightexplorer	UA-254-DEN-ORD		12/7/2011 5:33PM MST			12/7/2011 8:21PM CST	
airtravelcenter	UA-254-DEN-ORD		12/7/11 5:33 PM (-07:00)			12/7/11 8:21 PM (-06:00)	
myrateplan	UA-254-DEN-ORD		12/7/11 5:33 PM (-07:00)			12/7/11 8:21 PM (-06:00)	
helloflight	UA-254-DEN-ORD		12/7/11 5:33 PM (-07:00)			12/7/11 8:21 PM (-06:00)	
flytecomm	UA-254-DEN-ORD		12/7/11 5:33 PM (-07:00)			12/7/11 8:21 PM (-06:00)	
flightaware	UA-254-DEN-ORD	2011-12-07 05:18PM MST	2011-12-07 05:33PM MST	 B39 	2011-12-07 08:17PM CST	2011-12-07 08:18PM CST	 B7 
wunderground	UA-254-DEN-ORD	2011-12-07 05:18PM MST	2011-12-07 05:33PM MST	 B39 	2011-12-07 08:17PM CST	2011-12-07 08:18PM CST	 B7 
flights	UA-254-DEN-ORD		2011-12-07 05:21 PM	B39		2011-12-07 08:24 PM	B7
businesstravellogue	UA-254-DEN-ORD		2011-12-07 05:21 PM	B39		2011-12-07 08:24 PM	B7
flylouisville	UA-254-DEN-ORD		2011-12-07 05:21 PM	B39		2011-12-07 08:24 PM	B7
flightstats	UA-254-DEN-ORD	2011-12-07 5:18 PM	2011-12-07 5:21 PM		2011-12-07 8:35 PM	2011-12-07 8:24 PM	
quicktrip	UA-254-DEN-ORD	2011-12-07 5:18 PM	2011-12-07 5:21 PM		2011-12-07 8:35 PM	2011-12-07 8:24 PM	
flightview	UA-254-DEN-ORD		5:33 PMDec 07			8:24 PMDec 07	
panynj	UA-254-DEN-ORD		5:33 PMDec 07			8:24 PMDec 07	
gofox	UA-254-DEN-ORD		5:33 PMDec 07			8:24 PMDec 07	
foxbusiness	UA-254-DEN-ORD		5:33 PMDec 07			8:24 PMDec 07	
allegiantair	UA-254-DEN-ORD		5:33 PMDec 07			8:24 PMDec 07	
boston	UA-254-DEN-ORD		5:33 PMDec 07			8:24 PMDec 07	
orbitz	UA-254-DEN-ORD	5:29pDec 7	5:32pDec 7	 B39	8:35pDec 7	8:24pDec 7	 -
den	UA-254-DEN-ORD	2011-12-07 5:18 PM		B39			
