CO	CO-4237-EWR-DTW	Sun., Dec.25, 2011 12:09 p.m.	Sun., Dec.25, 2011 12:02 p.m.		Sun., Dec.25, 2011 2:16 p.m.	Sun., Dec.25, 2011 2:03 p.m.	
ifly	UA-2708-EWR-CLT	2011-12-25 2:55 PM	2011-12-25 2:53 PM		2011-12-25 4:53 PM	2011-12-25 5:03 PM	
flightarrival	UA-2708-EWR-CLT	2011-12-25 02:55 PM			2011-12-25 04:53 PM		
CO	CO-53-LAX-IAH	Sun., Dec.25, 2011 2:50 p.m.	Sun., Dec.25, 2011 2:54 p.m.		Sun., Dec.25, 2011 8:01 p.m.	Sun., Dec.25, 2011 7:57 p.m.	
airtravelcenter	CO-53-LAX-IAH	12/25/11 2:50 PM (-08:00)			12/25/11 8:01 PM (-06:00)		
myrateplan	CO-53-LAX-IAH	12/25/11 2:50 PM (-08:00)			12/25/11 8:01 PM (-06:00)		
helloflight	CO-53-LAX-IAH	12/25/11 2:50 PM (-08:00)			12/25/11 8:01 PM (-06:00)		
flytecomm	CO-53-LAX-IAH	12/25/11 2:50 PM (-08:00)			12/25/11 8:01 PM (-06:00)		
flights	CO-53-LAX-IAH		2011-12-25 02:54 PM	62		2011-12-25 07:57 PM	40
businesstravellogue	CO-53-LAX-IAH		2011-12-25 02:54 PM	62		2011-12-25 07:57 PM	40
flylouisville	CO-53-LAX-IAH		2011-12-25 02:54 PM	62		2011-12-25 07:57 PM	40
flightstats	CO-53-LAX-IAH	2011-12-25 2:50 PM	2011-12-25 2:54 PM		2011-12-25 8:01 PM	2011-12-25 7:57 PM	
quicktrip	CO-53-LAX-IAH	2011-12-25 2:50 PM	2011-12-25 2:54 PM		2011-12-25 8:01 PM	2011-12-25 7:57 PM	
flightview	CO-53-LAX-IAH		3:04 PMDec 25			7:57 PMDec 25	
panynj	CO-53-LAX-IAH		3:04 PMDec 25			7:57 PMDec 25	
gofox	CO-53-LAX-IAH		3:04 PMDec 25			7:57 PMDec 25	
foxbusiness	CO-53-LAX-IAH		3:04 PMDec 25			7:57 PMDec 25	
allegiantair	CO-53-LAX-IAH		3:04 PMDec 25			7:57 PMDec 25	
boston	CO-53-LAX-IAH		3:04 PMDec 25			7:48 PMDec 25	
orbitz	CO-53-LAX-IAH	2:50pDec 25	2:54pDec 25	 62	8:01pDec 25	7:57pDec 25	 40
weather	CO-53-LAX-IAH	2011-12-25 02:50 PM			2011-12-25 08:01 PM		
usatoday	CO-53-LAX-IAH		3:04 PMDec 25			7:48 PMDec 25	
mytripandmore	CO-53-LAX-IAH	2:50pDec 25	2:54pDec 25	 62	8:01pDec 25	7:57pDec 25	 40
CO	CO-1030-DEN-IAH	Sun., Dec.25, 2011 2:20 p.m.	Sun., Dec.25, 2011 2:22 p.m.		Sun., Dec.25, 2011 5:46 p.m.	Sun., Dec.25, 2011 5:52 p.m.	
airtravelcenter	CO-1030-DEN-IAH	12/25/11 2:20 PM (-07:00)			12/25/11 5:46 PM (-06:00)		
myrateplan	CO-1030-DEN-IAH	12/25/11 2:20 PM (-07:00)			12/25/11 5:46 PM (-06:00)		
helloflight	CO-1030-DEN-IAH	12/25/11 2:20 PM (-07:00)			12/25/11 5:46 PM (-06:00)		
flytecomm	CO-1030-DEN-IAH	12/25/11 2:20 PM (-07:00)			12/25/11 5:46 PM (-06:00)		
flights	CO-1030-DEN-IAH		2011-12-25 02:22 PM	B16		2011-12-25 05:52 PM	35
businesstravellogue	CO-1030-DEN-IAH		2011-12-25 02:22 PM	B16		2011-12-25 05:52 PM	35
flylouisville	CO-1030-DEN-IAH		2011-12-25 02:22 PM	B16		2011-12-25 05:52 PM	35
flightstats	CO-1030-DEN-IAH	2011-12-25 2:20 PM	2011-12-25 2:22 PM		2011-12-25 5:46 PM	2011-12-25 5:52 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-25 2:20 PM	2011-12-25 2:22 PM		2011-12-25 5:46 PM	2011-12-25 5:52 PM	
flightview	CO-1030-DEN-IAH		2:35 PMDec 25			5:52 PMDec 25	
panynj	CO-1030-DEN-IAH		2:35 PMDec 25			5:52 PMDec 25	
gofox	CO-1030-DEN-IAH		2:35 PMDec 25			5:52 PMDec 25	
foxbusiness	CO-1030-DEN-IAH		2:35 PMDec 25			5:52 PMDec 25	
allegiantair	CO-1030-DEN-IAH		2:35 PMDec 25			5:52 PMDec 25	
boston	CO-1030-DEN-IAH		2:35 PMDec 25			5:34 PMDec 25	
orbitz	CO-1030-DEN-IAH	2:20pDec 25	2:22pDec 25	 B16	5:46pDec 25	5:52pDec 25	 35
weather	CO-1030-DEN-IAH	2011-12-25 02:20 PM			2011-12-25 05:46 PM		
den	CO-1030-DEN-IAH	2011-12-25 2:20 PM		B16			
flightarrival	CO-1030-DEN-IAH	2011-12-25 02:20 PM			2011-12-25 05:46 PM		
ua	UA-4288-EWR-STL	Sun, Dec 25 5:29 PM	Sun, Dec 25 5:29 PM	A27A	Sun, Dec 25 7:21 PM	Sun, Dec 25 7:21 PM	A9
airtravelcenter	UA-4288-EWR-STL	12/25/11 5:29 PM (-05:00)			12/25/11 7:21 PM (-06:00)		
myrateplan	UA-4288-EWR-STL	12/25/11 5:29 PM (-05:00)			12/25/11 7:21 PM (-06:00)		
helloflight	UA-4288-EWR-STL	12/25/11 5:29 PM (-05:00)			12/25/11 7:21 PM (-06:00)		
flytecomm	UA-4288-EWR-STL	12/25/11 5:29 PM (-05:00)			12/25/11 7:21 PM (-06:00)		
flights	UA-4288-EWR-STL	2011-12-25 05:29 PM		27A	2011-12-25 07:21 PM		A9
businesstravellogue	UA-4288-EWR-STL	2011-12-25 05:29 PM		27A	2011-12-25 07:21 PM		A9
flylouisville	UA-4288-EWR-STL	2011-12-25 05:29 PM		27A	2011-12-25 07:21 PM		A9
flightview	UA-4288-EWR-STL	5:29 PMDec 25			7:21 PMDec 25		
panynj	UA-4288-EWR-STL	5:29 PMDec 25			7:21 PMDec 25		
gofox	UA-4288-EWR-STL	5:29 PMDec 25			7:21 PMDec 25		
foxbusiness	UA-4288-EWR-STL	5:29 PMDec 25			7:21 PMDec 25		
allegiantair	UA-4288-EWR-STL	5:29 PMDec 25			7:21 PMDec 25		
boston	UA-4288-EWR-STL	5:29 PMDec 25			7:21 PMDec 25		
travelocity	UA-4288-EWR-STL	Dec 25 - 5:29pm	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 7:21pm	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-4288-EWR-STL	5:29pDec 25		 -	7:21pDec 25		 -
weather	UA-4288-EWR-STL	2011-12-25 05:29 PM			2011-12-25 07:21 PM		
aa	AA-3592-MIA-CLE	December 25, 2011               03:15 PM    	December 25, 2011               03:07 PM    	 D60B	December 25, 2011               06:10 PM    	December 25, 2011               05:58 PM    	 A1    
flightexplorer	AA-3592-MIA-CLE		12/25/2011 3:19PM EST			12/25/2011 5:43PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/25/11 3:19 PM (-05:00)			12/25/11 5:43 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/25/11 3:19 PM (-05:00)			12/25/11 5:43 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/25/11 3:19 PM (-05:00)			12/25/11 5:43 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/25/11 3:19 PM (-05:00)			12/25/11 5:43 PM (-05:00)	
flights	AA-3592-MIA-CLE	03:15 PM  Sun 25-Dec-2011	03:07 PM  Sun 25-Dec-2011	D60	06:10 PM  Sun 25-Dec-2011	05:58 PM  Sun 25-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Sun 25-Dec-2011	03:07 PM  Sun 25-Dec-2011	D60	06:10 PM  Sun 25-Dec-2011	05:58 PM  Sun 25-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Sun 25-Dec-2011	03:07 PM  Sun 25-Dec-2011	D60	06:10 PM  Sun 25-Dec-2011	05:58 PM  Sun 25-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-25 3:15 PM	2011-12-25 3:07 PM		2011-12-25 6:10 PM	2011-12-25 5:58 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-25 3:15 PM	2011-12-25 3:07 PM		2011-12-25 6:10 PM	2011-12-25 5:58 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-25 3:15 PM	2011-12-25 3:07 PM		2011-12-25 6:10 PM	2011-12-25 5:58 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 25	3:19 PM, Dec 25		6:10 PM, Dec 25	5:52 PM, Dec 25	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 25	3:19 PM, Dec 25		6:10 PM, Dec 25	5:52 PM, Dec 25	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 25	3:19 PM, Dec 25		6:10 PM, Dec 25	5:52 PM, Dec 25	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 25	3:19 PM, Dec 25		6:10 PM, Dec 25	5:52 PM, Dec 25	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 25	3:19 PM, Dec 25		6:10 PM, Dec 25	5:52 PM, Dec 25	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 25	3:19 PM, Dec 25		6:10 PM, Dec 25	5:52 PM, Dec 25	
travelocity	AA-3592-MIA-CLE	Dec 25 - 3:15pm	Dec 25 - 3:07pm	D60	Dec 25 - 6:10pm	Dec 25 - 5:58pm	A1
orbitz	AA-3592-MIA-CLE	3:15pDec 25	3:07pDec 25	 D60B	6:10pDec 25	5:58pDec 25	 A1
weather	AA-3592-MIA-CLE	2011-12-25 03:15 PM			2011-12-25 06:10 PM		
ifly	AA-3592-MIA-CLE	2011-12-25 3:15 PM	2011-12-25 3:07 PM		2011-12-25 6:10 PM	2011-12-25 5:58 PM	
usatoday	AA-3592-MIA-CLE	2011-12-25 3:15 PM	2011-12-25 3:07 PM		2011-12-25 6:10 PM	2011-12-25 5:58 PM	
flightarrival	AA-3592-MIA-CLE	3:15 PM, Dec 25	3:19 PM, Dec 25		6:10 PM, Dec 25	5:52 PM, Dec 25	
ua	UA-3925-IAD-ORF	Sun, Dec 25 8:42 AM	Sun, Dec 25 8:33 AM	A2G	Sun, Dec 25 9:55 AM	Sun, Dec 25 9:31 AM	--
flightexplorer	UA-3925-IAD-ORF		12/25/2011 8:50AM EST			12/25/2011 9:25AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/25/11 8:50 AM (-05:00)			12/25/11 9:25 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/25/11 8:50 AM (-05:00)			12/25/11 9:25 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/25/11 8:50 AM (-05:00)			12/25/11 9:25 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/25/11 8:50 AM (-05:00)			12/25/11 9:25 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-25 08:42AM EST	2011-12-25 08:52AM EST	 A2G 	2011-12-25 09:35AM EST	2011-12-25 09:45AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-25 08:42AM EST	2011-12-25 08:52AM EST	 A2G 	2011-12-25 09:35AM EST	2011-12-25 09:45AM EST	
flights	UA-3925-IAD-ORF		2011-12-25 08:33 AM	A2		2011-12-25 09:31 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-25 08:33 AM	A2		2011-12-25 09:31 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-25 08:33 AM	A2		2011-12-25 09:31 AM	
flightstats	UA-3925-IAD-ORF	2011-12-25 8:42 AM	2011-12-25 8:33 AM		2011-12-25 9:55 AM	2011-12-25 9:31 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-25 8:42 AM	2011-12-25 8:33 AM		2011-12-25 9:55 AM	2011-12-25 9:31 AM	
flightview	UA-3925-IAD-ORF		8:50 AMDec 25			9:31 AMDec 25	
panynj	UA-3925-IAD-ORF		8:50 AMDec 25			9:31 AMDec 25	
gofox	UA-3925-IAD-ORF		8:50 AMDec 25			9:31 AMDec 25	
foxbusiness	UA-3925-IAD-ORF		8:50 AMDec 25			9:31 AMDec 25	
allegiantair	UA-3925-IAD-ORF		8:50 AMDec 25			9:31 AMDec 25	
boston	UA-3925-IAD-ORF		8:50 AMDec 25			9:25 AMDec 25	
travelocity	UA-3925-IAD-ORF	Dec 25 - Not Available	Dec 25 - 8:49am	A2G	Dec 25 - Not Available	Dec 25 - 9:31am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 25	8:33aDec 25	 A2G	9:55aDec 25	9:31aDec 25	 -
weather	UA-3925-IAD-ORF	2011-12-25 08:42 AM			2011-12-25 09:55 AM		
usatoday	UA-3925-IAD-ORF	2011-12-25 08:42 AM			2011-12-25 09:55 AM		
mytripandmore	UA-3925-IAD-ORF	8:42aDec 25	8:33aDec 25	 A2G	9:55aDec 25	9:31aDec 25	 -
flightarrival	UA-3925-IAD-ORF	2011-12-25 8:42 AM	2011-12-25 8:33 AM		2011-12-25 9:55 AM	2011-12-25 9:31 AM	
ua	UA-1977-CLT-CVG	Sun, Dec 25 11:50 AM	Sun, Dec 25 11:50 AM	E5A	Sun, Dec 25 1:21 PM	Sun, Dec 25 1:16 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/25/11 12:06 PM (-05:00)			12/25/11 1:06 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/25/11 12:06 PM (-05:00)			12/25/11 1:06 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/25/11 12:06 PM (-05:00)			12/25/11 1:06 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/25/11 12:06 PM (-05:00)			12/25/11 1:06 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-25 11:45 AM	E5A		2011-12-25 01:16 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-25 11:45 AM	E5A		2011-12-25 01:16 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-25 11:45 AM	E5A		2011-12-25 01:16 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-25 11:50 AM	2011-12-25 11:45 AM		2011-12-25 1:21 PM	2011-12-25 1:16 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-25 11:50 AM	2011-12-25 11:45 AM		2011-12-25 1:21 PM	2011-12-25 1:16 PM	
flightview	UA-1977-CLT-CVG		12:07 PMDec 25			1:16 PMDec 25	
panynj	UA-1977-CLT-CVG		12:07 PMDec 25			1:16 PMDec 25	
gofox	UA-1977-CLT-CVG		12:07 PMDec 25			1:16 PMDec 25	
foxbusiness	UA-1977-CLT-CVG		12:07 PMDec 25			1:16 PMDec 25	
allegiantair	UA-1977-CLT-CVG		12:07 PMDec 25			1:16 PMDec 25	
boston	UA-1977-CLT-CVG		12:07 PMDec 25			1:16 PMDec 25	
travelocity	UA-1977-CLT-CVG	Dec 25 - 11:50am	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 1:21pm	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:50aDec 25	11:45aDec 25	 -	1:21pDec 25	1:16pDec 25	 -
weather	UA-1977-CLT-CVG	2011-12-25 11:50 AM			2011-12-25 01:21 PM		
usatoday	UA-1977-CLT-CVG	2011-12-25 11:50 AM			2011-12-25 01:21 PM		
mytripandmore	UA-1977-CLT-CVG	11:50aDec 25	11:45aDec 25	 -	1:21pDec 25	1:16pDec 25	 -
aa	AA-393-DFW-DEN	December 25, 2011               06:55 AM    	December 25, 2011               06:49 AM    	 A33	December 25, 2011               07:55 AM    	December 25, 2011               07:38 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/25/2011 7:02AM CST			12/25/2011 7:21AM MST	
airtravelcenter	AA-393-DFW-DEN		12/25/11 7:02 AM (-06:00)			12/25/11 7:21 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/25/11 7:02 AM (-06:00)			12/25/11 7:21 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/25/11 7:02 AM (-06:00)			12/25/11 7:21 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/25/11 7:02 AM (-06:00)			12/25/11 7:21 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-25 06:55AM CST	2011-12-25 07:02AM CST	 A33 	2011-12-25 07:39AM MST	2011-12-25 07:27AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-25 06:55AM CST	2011-12-25 07:02AM CST	 A33 	2011-12-25 07:39AM MST	2011-12-25 07:27AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Sun 25-Dec-2011	06:49 AM  Sun 25-Dec-2011	A33	07:55 AM  Sun 25-Dec-2011	07:38 AM  Sun 25-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Sun 25-Dec-2011	06:49 AM  Sun 25-Dec-2011	A33	07:55 AM  Sun 25-Dec-2011	07:38 AM  Sun 25-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Sun 25-Dec-2011	06:49 AM  Sun 25-Dec-2011	A33	07:55 AM  Sun 25-Dec-2011	07:38 AM  Sun 25-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-25 6:55 AM	2011-12-25 6:49 AM		2011-12-25 7:55 AM	2011-12-25 7:38 AM	
quicktrip	AA-393-DFW-DEN	2011-12-25 6:55 AM	2011-12-25 6:49 AM		2011-12-25 7:55 AM	2011-12-25 7:38 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-25 6:55 AM	2011-12-25 6:49 AM		2011-12-25 7:55 AM	2011-12-25 7:38 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 25	7:02 AM, Dec 25	A33	7:55 AM, Dec 25	7:32 AM, Dec 25	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 25	7:02 AM, Dec 25	A33	7:55 AM, Dec 25	7:32 AM, Dec 25	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 25	7:02 AM, Dec 25		7:55 AM, Dec 25	7:32 AM, Dec 25	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 25	7:02 AM, Dec 25	A33	7:55 AM, Dec 25	7:32 AM, Dec 25	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 25	7:02 AM, Dec 25	A33	7:55 AM, Dec 25	7:32 AM, Dec 25	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 25	7:02 AM, Dec 25		7:55 AM, Dec 25	7:32 AM, Dec 25	
travelocity	AA-393-DFW-DEN	Dec 25 - 6:55am	Dec 25 - 6:49am	A33/A	Dec 25 - 7:55am	Dec 25 - 7:38am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 25	6:49aDec 25	 A33	7:55aDec 25	7:38aDec 25	 A49
weather	AA-393-DFW-DEN	2011-12-25 06:55 AM	2011-12-25 07:02 AM		2011-12-25 07:55 AM	2011-12-25 07:21 AM	
den	AA-393-DFW-DEN				2011-12-25 7:55 AM		A49
flightwise	AA-393-DFW-DEN	2011-12-25 06:55AM CST	2011-12-25 07:02AM CST	 A33 	2011-12-25 07:39AM MST	2011-12-25 07:27AM MST	 A49 
flightarrival	AA-393-DFW-DEN	6:55 AM, Dec 25	7:02 AM, Dec 25		7:55 AM, Dec 25	7:32 AM, Dec 25	
aa	AA-3508-ATL-MIA	December 25, 2011               07:40 PM    	December 25, 2011               08:08 PM    	 T9	December 25, 2011               09:40 PM    	December 25, 2011               09:52 PM    	 D55    
flightexplorer	AA-3508-ATL-MIA		12/25/2011 8:25PM EST			12/25/2011 9:49PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/25/11 8:25 PM (-05:00)			12/25/11 9:49 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/25/11 8:25 PM (-05:00)			12/25/11 9:49 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/25/11 8:25 PM (-05:00)			12/25/11 9:49 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/25/11 8:25 PM (-05:00)			12/25/11 9:49 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-25 07:40PM EST	2011-12-25 08:25PM EST	 T9 	2011-12-25 09:32PM EST	2011-12-25 09:46PM EST	 D55 
wunderground	AA-3508-ATL-MIA	2011-12-25 07:40PM EST	2011-12-25 08:25PM EST	 T9 	2011-12-25 09:32PM EST	2011-12-25 09:46PM EST	 D55 
flights	AA-3508-ATL-MIA	07:40 PM  Sun 25-Dec-2011	08:08 PM  Sun 25-Dec-2011	T9	09:40 PM  Sun 25-Dec-2011	09:52 PM  Sun 25-Dec-2011	D55
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Sun 25-Dec-2011	08:08 PM  Sun 25-Dec-2011	T9	09:40 PM  Sun 25-Dec-2011	09:52 PM  Sun 25-Dec-2011	D55
flylouisville	AA-3508-ATL-MIA	07:40 PM  Sun 25-Dec-2011	08:08 PM  Sun 25-Dec-2011	T9	09:40 PM  Sun 25-Dec-2011	09:52 PM  Sun 25-Dec-2011	D55
flightstats	AA-3508-ATL-MIA	2011-12-25 7:40 PM	2011-12-25 8:08 PM		2011-12-25 9:40 PM	2011-12-25 9:52 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-25 7:40 PM	2011-12-25 8:08 PM		2011-12-25 9:40 PM	2011-12-25 9:52 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-25 7:40 PM	2011-12-25 8:08 PM		2011-12-25 9:40 PM	2011-12-25 9:52 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 25	8:25 PM, Dec 25	T9	9:40 PM, Dec 25	9:52 PM, Dec 25	Terminal D - D55
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 25	8:25 PM, Dec 25	T9	9:40 PM, Dec 25	9:52 PM, Dec 25	Terminal D - D55
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 25	8:25 PM, Dec 25		9:40 PM, Dec 25	9:52 PM, Dec 25	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 25	8:25 PM, Dec 25	T9	9:40 PM, Dec 25	9:52 PM, Dec 25	Terminal D - D55
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 25	8:25 PM, Dec 25	T9	9:40 PM, Dec 25	9:52 PM, Dec 25	Terminal D - D55
boston	AA-3508-ATL-MIA	7:40 PM, Dec 25	8:25 PM, Dec 25		9:40 PM, Dec 25	9:47 PM, Dec 25	
travelocity	AA-3508-ATL-MIA	Dec 25 - 7:40pm	Dec 25 - 8:08pm	T9	Dec 25 - 9:40pm	Dec 25 - 9:52pm	D55
orbitz	AA-3508-ATL-MIA	7:40pDec 25	8:08pDec 25	 T9	9:40pDec 25	9:52pDec 25	 D55
weather	AA-3508-ATL-MIA	2011-12-25 07:40 PM			2011-12-25 09:40 PM		
CO	CO-1097-IAH-LAX	Sun., Dec.25, 2011 1:05 p.m.	Sun., Dec.25, 2011 1:15 p.m.		Sun., Dec.25, 2011 3:00 p.m.	Sun., Dec.25, 2011 2:29 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/25/2011 1:27PM CST			12/25/2011 2:27PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/25/11 1:05 PM (-06:00)			12/25/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/25/11 1:05 PM (-06:00)			12/25/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/25/11 1:05 PM (-06:00)			12/25/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/25/11 1:05 PM (-06:00)			12/25/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-25 01:05PM CST	2011-12-25 01:28PM CST	 E16 	2011-12-25 02:50PM PST	2011-12-25 02:22PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-25 01:05PM CST	2011-12-25 01:28PM CST	 E16 	2011-12-25 02:50PM PST	2011-12-25 02:22PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-25 01:15 PM	16		2011-12-25 02:29 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-25 01:15 PM	16		2011-12-25 02:29 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-25 01:15 PM	16		2011-12-25 02:29 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-25 1:05 PM	2011-12-25 1:15 PM		2011-12-25 3:00 PM	2011-12-25 2:29 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-25 1:05 PM	2011-12-25 1:15 PM		2011-12-25 3:00 PM	2011-12-25 2:29 PM	
flightview	CO-1097-IAH-LAX		1:28 PMDec 25			2:29 PMDec 25	
panynj	CO-1097-IAH-LAX		1:28 PMDec 25			2:29 PMDec 25	
gofox	CO-1097-IAH-LAX		1:28 PMDec 25			2:29 PMDec 25	
foxbusiness	CO-1097-IAH-LAX		1:28 PMDec 25			2:29 PMDec 25	
allegiantair	CO-1097-IAH-LAX		1:28 PMDec 25			2:29 PMDec 25	
boston	CO-1097-IAH-LAX		1:28 PMDec 25			2:23 PMDec 25	
orbitz	CO-1097-IAH-LAX	1:05pDec 25	1:15pDec 25	 E16	3:00pDec 25	2:29pDec 25	 64
aa	AA-637-ORD-LAX	December 25, 2011               04:40 PM    	December 25, 2011               04:40 PM    	 K15	December 25, 2011               07:10 PM    	December 25, 2011     	 46A    
flightexplorer	AA-637-ORD-LAX		12/25/2011 4:52PM CST			12/25/2011 6:25PM PST	
airtravelcenter	AA-637-ORD-LAX		12/25/11 4:52 PM (-06:00)			12/25/11 6:32 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/25/11 4:52 PM (-06:00)			12/25/11 6:32 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/25/11 4:52 PM (-06:00)			12/25/11 6:32 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/25/11 4:52 PM (-06:00)			12/25/11 6:32 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-25 04:40PM CST	2011-12-25 04:52PM CST	 K15 	2011-12-25 06:36PM PST	2011-12-25 06:27PM PST	 46A 
wunderground	AA-637-ORD-LAX	2011-12-25 04:40PM CST	2011-12-25 04:52PM CST	 K15 	2011-12-25 06:36PM PST	2011-12-25 06:27PM PST	 46A 
flights	AA-637-ORD-LAX	04:40 PM  Sun 25-Dec-2011		K15	07:10 PM  Sun 25-Dec-2011		46A
businesstravellogue	AA-637-ORD-LAX	04:40 PM  Sun 25-Dec-2011		K15	07:10 PM  Sun 25-Dec-2011		46A
flylouisville	AA-637-ORD-LAX	04:40 PM  Sun 25-Dec-2011		K15	07:10 PM  Sun 25-Dec-2011		46A
world-flight-tracker	AA-637-ORD-LAX	2011-12-25 4:40 PM	2011-12-25 4:40 PM		2011-12-25 7:10 PM	2011-12-25 6:41 PM (Estimated)	
flightview	AA-637-ORD-LAX	4:40 PM, Dec 25	4:52 PM, Dec 25		7:10 PM, Dec 25		
panynj	AA-637-ORD-LAX	4:40 PM, Dec 25	4:52 PM, Dec 25		7:10 PM, Dec 25		
gofox	AA-637-ORD-LAX	4:40 PM, Dec 25	4:52 PM, Dec 25		7:10 PM, Dec 25		
foxbusiness	AA-637-ORD-LAX	4:40 PM, Dec 25	4:52 PM, Dec 25		7:10 PM, Dec 25		
allegiantair	AA-637-ORD-LAX	4:40 PM, Dec 25	4:52 PM, Dec 25		7:10 PM, Dec 25		
boston	AA-637-ORD-LAX	4:40 PM, Dec 25	4:52 PM, Dec 25		7:10 PM, Dec 25	6:27 PM, Dec 25&nbsp(Estimated)	
travelocity	AA-637-ORD-LAX	Dec 25 - 4:40pm	Dec 25 - 4:40pm	K15/T3	Dec 25 - 7:10pm	Dec 25 - 6:40pm*	46A/T4
