ua	UA-1534-RTB-IAH	Sat, Dec 3 2:05 PM	Sat, Dec 3 2:59 PM	--	Sat, Dec 3 5:01 PM	Sat, Dec 3 5:49 PM	E17
wunderground	AA-185-JFK-LAX	2011-12-03 09:00PM EST	2011-12-03 09:04PM EST		2011-12-03 11:48PM PST	2011-12-03 11:52PM PST	
flights	AA-185-JFK-LAX	09:00 PM  Sat 03-Dec-2011		C40	12:23 AM  Sun 04-Dec-2011		47B
businesstravellogue	AA-185-JFK-LAX	09:00 PM  Sat 03-Dec-2011		C40	12:23 AM  Sun 04-Dec-2011		47B
flylouisville	AA-185-JFK-LAX	09:00 PM  Sat 03-Dec-2011		C40	12:23 AM  Sun 04-Dec-2011		47B
flightstats	AA-185-JFK-LAX	2011-12-03 9:00 PM	2011-12-03 9:04 PM (Estimated runway)		2011-12-03 12:23 AM	2011-12-03 11:52 PM (Estimated runway)	
quicktrip	AA-185-JFK-LAX	2011-12-03 9:00 PM	2011-12-03 9:04 PM (Estimated runway)		2011-12-03 12:23 AM	2011-12-03 11:52 PM (Estimated runway)	
world-flight-tracker	AA-185-JFK-LAX	2011-12-03 9:00 PM	2011-12-03 9:04 PM (Estimated runway)		2011-12-03 12:23 AM	2011-12-03 11:52 PM (Estimated runway)	
flightview	AA-185-JFK-LAX	9:00 PM, Dec 03		Terminal 8	12:23 AM, Dec 04		Terminal 4
panynj	AA-185-JFK-LAX	9:00 PM, Dec 03		Terminal 8	12:23 AM, Dec 04		Terminal 4
gofox	AA-185-JFK-LAX	9:00 PM, Dec 03			12:23 AM, Dec 04		
foxbusiness	AA-185-JFK-LAX	9:00 PM, Dec 03		Terminal 8	12:23 AM, Dec 04		Terminal 4
allegiantair	AA-185-JFK-LAX	9:00 PM, Dec 03		Terminal 8	12:23 AM, Dec 04		Terminal 4
boston	AA-185-JFK-LAX	9:00 PM, Dec 03	Not Available		12:23 AM, Dec 04	Not Available	
travelocity	AA-185-JFK-LAX	Dec 03 - 9:00pm	Dec 03 - Not Available	46/8	Dec 04 - 12:23am	Dec 04 - Not Available	47B/T4
orbitz	AA-185-JFK-LAX	9:00pDec 3		 -	12:23aDec 4		 -
weather	AA-185-JFK-LAX	2011-12-03 09:00 PM	2011-12-03 09:33 PM		2011-12-03 12:23 AM	2011-12-03 12:40 AM	
usatoday	AA-185-JFK-LAX	9:00 PM, Dec 03	Not Available		12:23 AM, Dec 04	Not Available	
mytripandmore	AA-185-JFK-LAX	Dec 03 - 9:00pm	Dec 03 - Not Available	46/8	Dec 04 - 12:23am	Dec 04 - Not Available	47B/T4
aa	AA-3592-MIA-CLE	12/03/2011 03:15 PM	12/03/2011 03:22 PM	D60	12/03/2011 06:10 PM	12/03/2011 06:04 PM	A1
airtravelcenter	AA-3592-MIA-CLE		12/3/11 3:23 PM (-05:00)			12/3/11 5:53 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/3/11 3:23 PM (-05:00)			12/3/11 5:53 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/3/11 3:23 PM (-05:00)			12/3/11 5:53 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/3/11 3:23 PM (-05:00)			12/3/11 5:53 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-03 03:15PM EST	2011-12-03 03:23PM EST	 D60 	2011-12-03 06:00PM EST	2011-12-03 05:53PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2011-12-03 03:15PM EST	2011-12-03 03:23PM EST	 D60 	2011-12-03 06:00PM EST	2011-12-03 05:53PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Sat 03-Dec-2011	03:22 PM  Sat 03-Dec-2011	D60	06:10 PM  Sat 03-Dec-2011	06:04 PM  Sat 03-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Sat 03-Dec-2011	03:22 PM  Sat 03-Dec-2011	D60	06:10 PM  Sat 03-Dec-2011	06:04 PM  Sat 03-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Sat 03-Dec-2011	03:22 PM  Sat 03-Dec-2011	D60	06:10 PM  Sat 03-Dec-2011	06:04 PM  Sat 03-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-03 3:15 PM	2011-12-03 3:22 PM		2011-12-03 6:10 PM	2011-12-03 6:04 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-03 3:15 PM	2011-12-03 3:22 PM		2011-12-03 6:10 PM	2011-12-03 6:04 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-03 3:15 PM	2011-12-03 3:22 PM		2011-12-03 6:10 PM	2011-12-03 6:04 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 03	3:23 PM, Dec 03		6:10 PM, Dec 03	6:03 PM, Dec 03	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 03	3:23 PM, Dec 03		6:10 PM, Dec 03	6:03 PM, Dec 03	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 03	3:23 PM, Dec 03		6:10 PM, Dec 03	6:03 PM, Dec 03	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 03	3:23 PM, Dec 03		6:10 PM, Dec 03	6:03 PM, Dec 03	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 03	3:23 PM, Dec 03		6:10 PM, Dec 03	6:03 PM, Dec 03	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 03	3:23 PM, Dec 03		6:10 PM, Dec 03	6:03 PM, Dec 03	
travelocity	AA-3592-MIA-CLE	Dec 03 - 3:15pm	Dec 03 - 3:10pm	D60	Dec 03 - 6:10pm	Dec 03 - 6:04pm	A1
orbitz	AA-3592-MIA-CLE	3:15pDec 3	3:10pDec 3	 D60	6:10pDec 3	6:04pDec 3	 A1
weather	AA-3592-MIA-CLE	2011-12-03 03:15 PM			2011-12-03 06:10 PM		
ifly	AA-3592-MIA-CLE	2011-12-03 3:15 PM	2011-12-03 3:22 PM		2011-12-03 6:10 PM	2011-12-03 6:04 PM	
usatoday	AA-3592-MIA-CLE	2011-12-03 03:15 PM			2011-12-03 06:10 PM		
mytripandmore	AA-3592-MIA-CLE	3:15pDec 3	3:10pDec 3	 D60	6:10pDec 3	6:04pDec 3	 A1
ua	UA-3925-IAD-ORF	Sat, Dec 3 8:41 AM	Sat, Dec 3 10:17 AM	A2A	Sat, Dec 3 9:54 AM	Sat, Dec 3 11:17 AM	--
flightexplorer	UA-3925-IAD-ORF		12/3/2011 10:35AM EST			12/3/2011 11:08AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/3/11 10:35 AM (-05:00)			12/3/11 11:08 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/3/11 10:35 AM (-05:00)			12/3/11 11:08 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/3/11 10:35 AM (-05:00)			12/3/11 11:08 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/3/11 10:35 AM (-05:00)			12/3/11 11:08 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-03 08:41AM EST	2011-12-03 08:51AM EST	 A1G 	2011-12-03 09:34AM EST	2011-12-03 09:44AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-03 08:41AM EST	2011-12-03 08:51AM EST	 A1G 	2011-12-03 09:34AM EST	2011-12-03 09:44AM EST	
flights	UA-3925-IAD-ORF		2011-12-03 10:17 AM	A2		2011-12-03 11:17 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-03 10:17 AM	A2		2011-12-03 11:17 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-03 10:17 AM	A2		2011-12-03 11:17 AM	
flightstats	UA-3925-IAD-ORF	2011-12-03 8:41 AM	2011-12-03 10:17 AM		2011-12-03 9:54 AM	2011-12-03 11:17 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-03 8:41 AM	2011-12-03 10:17 AM		2011-12-03 9:54 AM	2011-12-03 11:17 AM	
flightview	UA-3925-IAD-ORF		10:35 AMDec 03			11:17 AMDec 03	
panynj	UA-3925-IAD-ORF		10:35 AMDec 03			11:17 AMDec 03	
gofox	UA-3925-IAD-ORF		10:35 AMDec 03			11:17 AMDec 03	
foxbusiness	UA-3925-IAD-ORF		10:35 AMDec 03			11:17 AMDec 03	
allegiantair	UA-3925-IAD-ORF		10:35 AMDec 03			11:17 AMDec 03	
boston	UA-3925-IAD-ORF		10:35 AMDec 03			11:14 AMDec 03	
travelocity	UA-3925-IAD-ORF	Dec 03 - Not Available	Dec 03 - 10:34am	A2A	Dec 03 - Not Available	Dec 03 - 11:17am	CHK
orbitz	UA-3925-IAD-ORF	8:41aDec 3	10:17aDec 3	 A2A	9:54aDec 3	11:17aDec 3	 -
weather	UA-3925-IAD-ORF	2011-12-03 08:41 AM			2011-12-03 09:54 AM		
ifly	UA-3925-IAD-ORF	2011-12-03 8:41 AM	2011-12-03 10:17 AM		2011-12-03 9:54 AM	2011-12-03 11:17 AM	
usatoday	UA-3925-IAD-ORF	2011-12-03 08:41 AM			2011-12-03 09:54 AM		
mytripandmore	UA-3925-IAD-ORF	8:41aDec 3	10:17aDec 3	 A2A	9:54aDec 3	11:17aDec 3	 -
aa	AA-393-DFW-DEN	12/03/2011 06:55 AM	12/03/2011 07:06 AM	C30	12/03/2011 07:55 AM	12/03/2011 07:42 AM	A49
flightexplorer	AA-393-DFW-DEN		12/3/2011 7:07AM CST			12/3/2011 7:43AM MST	
airtravelcenter	AA-393-DFW-DEN		12/3/11 7:06 AM (-06:00)			12/3/11 7:43 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/3/11 7:06 AM (-06:00)			12/3/11 7:43 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/3/11 7:06 AM (-06:00)			12/3/11 7:43 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/3/11 7:06 AM (-06:00)			12/3/11 7:43 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-03 06:55AM CST	2011-12-03 07:06AM CST	 C30 	2011-12-03 07:29AM MST	2011-12-03 07:43AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-03 06:55AM CST	2011-12-03 07:06AM CST	 C30 	2011-12-03 07:29AM MST	2011-12-03 07:43AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Sat 03-Dec-2011	07:06 AM  Sat 03-Dec-2011	C30	07:55 AM  Sat 03-Dec-2011	07:42 AM  Sat 03-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Sat 03-Dec-2011	07:06 AM  Sat 03-Dec-2011	C30	07:55 AM  Sat 03-Dec-2011	07:42 AM  Sat 03-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Sat 03-Dec-2011	07:06 AM  Sat 03-Dec-2011	C30	07:55 AM  Sat 03-Dec-2011	07:42 AM  Sat 03-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-03 6:55 AM	2011-12-03 7:06 AM		2011-12-03 7:55 AM	2011-12-03 7:42 AM	
quicktrip	AA-393-DFW-DEN	2011-12-03 6:55 AM	2011-12-03 7:06 AM		2011-12-03 7:55 AM	2011-12-03 7:42 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-03 6:55 AM	2011-12-03 7:06 AM		2011-12-03 7:55 AM	2011-12-03 7:42 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 03	7:07 AM, Dec 03	C30	7:55 AM, Dec 03	7:43 AM, Dec 03	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 03	7:07 AM, Dec 03	C30	7:55 AM, Dec 03	7:43 AM, Dec 03	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 03	7:07 AM, Dec 03		7:55 AM, Dec 03	7:43 AM, Dec 03	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 03	7:07 AM, Dec 03	C30	7:55 AM, Dec 03	7:43 AM, Dec 03	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 03	7:07 AM, Dec 03	C30	7:55 AM, Dec 03	7:43 AM, Dec 03	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 03	7:07 AM, Dec 03		7:55 AM, Dec 03	7:43 AM, Dec 03	
travelocity	AA-393-DFW-DEN	Dec 03 - 6:55am	Dec 03 - 6:55am	C30/C	Dec 03 - 7:55am	Dec 03 - 7:42am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 3	6:55aDec 3	 C30	7:55aDec 3	7:42aDec 3	 A49
weather	AA-393-DFW-DEN	2011-12-03 06:55 AM	2011-12-03 07:07 AM		2011-12-03 07:55 AM	2011-12-03 07:37 AM	
den	AA-393-DFW-DEN				2011-12-03 7:55 AM		A49
mytripandmore	AA-393-DFW-DEN	Dec 03 - 6:55am	Dec 03 - 6:55am	C30/C	Dec 03 - 7:55am	Dec 03 - 7:42am	A49
flightarrival	AA-393-DFW-DEN	6:55 AM, Dec 03	7:07 AM, Dec 03		7:55 AM, Dec 03	7:43 AM, Dec 03	
aa	AA-3508-ATL-MIA	12/03/2011 07:40 PM	12/03/2011 08:15 PM	T10	12/03/2011 09:40 PM	12/03/2011 09:47 PM	D60
airtravelcenter	AA-3508-ATL-MIA		12/3/11 8:16 PM (-05:00)			12/3/11 9:40 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/3/11 8:16 PM (-05:00)			12/3/11 9:40 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/3/11 8:16 PM (-05:00)			12/3/11 9:40 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/3/11 8:16 PM (-05:00)			12/3/11 9:40 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-03 07:40PM EST	2011-12-03 08:16PM EST	 T10 	2011-12-03 09:30PM EST	2011-12-03 09:40PM EST	 D60 
wunderground	AA-3508-ATL-MIA	2011-12-03 07:40PM EST	2011-12-03 08:16PM EST	 T10 	2011-12-03 09:30PM EST	2011-12-03 09:40PM EST	 D60 
flights	AA-3508-ATL-MIA	07:40 PM  Sat 03-Dec-2011	08:15 PM  Sat 03-Dec-2011	T10	09:40 PM  Sat 03-Dec-2011	09:47 PM  Sat 03-Dec-2011	D60
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Sat 03-Dec-2011	08:15 PM  Sat 03-Dec-2011	T10	09:40 PM  Sat 03-Dec-2011	09:47 PM  Sat 03-Dec-2011	D60
flylouisville	AA-3508-ATL-MIA	07:40 PM  Sat 03-Dec-2011	08:15 PM  Sat 03-Dec-2011	T10	09:40 PM  Sat 03-Dec-2011	09:47 PM  Sat 03-Dec-2011	D60
flightstats	AA-3508-ATL-MIA	2011-12-03 7:40 PM	2011-12-03 8:15 PM		2011-12-03 9:40 PM	2011-12-03 9:47 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-03 7:40 PM	2011-12-03 8:15 PM		2011-12-03 9:40 PM	2011-12-03 9:47 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-03 7:40 PM	2011-12-03 8:15 PM		2011-12-03 9:40 PM	2011-12-03 9:47 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 03	8:16 PM, Dec 03	T10	9:40 PM, Dec 03	9:47 PM, Dec 03	Terminal D - D60
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 03	8:16 PM, Dec 03	T10	9:40 PM, Dec 03	9:47 PM, Dec 03	Terminal D - D60
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 03	8:16 PM, Dec 03		9:40 PM, Dec 03	9:47 PM, Dec 03	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 03	8:16 PM, Dec 03	T10	9:40 PM, Dec 03	9:47 PM, Dec 03	Terminal D - D60
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 03	8:16 PM, Dec 03	T10	9:40 PM, Dec 03	9:47 PM, Dec 03	Terminal D - D60
boston	AA-3508-ATL-MIA	7:40 PM, Dec 03	8:16 PM, Dec 03		9:40 PM, Dec 03	9:38 PM, Dec 03	
travelocity	AA-3508-ATL-MIA	Dec 03 - 7:40pm	Dec 03 - 7:35pm	T10	Dec 03 - 9:40pm	Dec 03 - 9:47pm	D60
orbitz	AA-3508-ATL-MIA	7:40pDec 3	7:35pDec 3	 T10	9:40pDec 3	9:47pDec 3	 D60
weather	AA-3508-ATL-MIA	2011-12-03 07:40 PM			2011-12-03 09:40 PM		
ifly	AA-3508-ATL-MIA	2011-12-03 7:40 PM	2011-12-03 8:15 PM		2011-12-03 9:40 PM	2011-12-03 9:47 PM	
usatoday	AA-3508-ATL-MIA	2011-12-03 7:40 PM	2011-12-03 8:15 PM		2011-12-03 9:40 PM	2011-12-03 9:47 PM	
flightarrival	AA-3508-ATL-MIA	7:40 PM, Dec 03	8:16 PM, Dec 03		9:40 PM, Dec 03	9:38 PM, Dec 03	
CO	CO-1097-IAH-LAX	Sat., Dec.03, 2011 1:05 p.m.	Sat., Dec.03, 2011 1:03 p.m.		Sat., Dec.03, 2011 2:53 p.m.	Sat., Dec.03, 2011 2:43 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/3/2011 1:14PM CST			12/3/2011 2:35PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/3/11 1:05 PM (-06:00)			12/3/11 2:53 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/3/11 1:05 PM (-06:00)			12/3/11 2:53 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/3/11 1:05 PM (-06:00)			12/3/11 2:53 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/3/11 1:05 PM (-06:00)			12/3/11 2:53 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-03 01:05PM CST	2011-12-03 01:14PM CST	 39 	2011-12-03 02:32PM PST	2011-12-03 02:32PM PST	 60 
wunderground	CO-1097-IAH-LAX	2011-12-03 01:05PM CST	2011-12-03 01:14PM CST	 39 	2011-12-03 02:32PM PST	2011-12-03 02:32PM PST	 60 
flights	CO-1097-IAH-LAX		2011-12-03 01:03 PM	39		2011-12-03 02:43 PM	60
businesstravellogue	CO-1097-IAH-LAX		2011-12-03 01:03 PM	39		2011-12-03 02:43 PM	60
flylouisville	CO-1097-IAH-LAX		2011-12-03 01:03 PM	39		2011-12-03 02:43 PM	60
flightstats	CO-1097-IAH-LAX	2011-12-03 1:05 PM	2011-12-03 1:03 PM		2011-12-03 2:53 PM	2011-12-03 2:43 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-03 1:05 PM	2011-12-03 1:03 PM		2011-12-03 2:53 PM	2011-12-03 2:43 PM	
flightview	CO-1097-IAH-LAX		1:15 PMDec 03			2:43 PMDec 03	
panynj	CO-1097-IAH-LAX		1:15 PMDec 03			2:43 PMDec 03	
gofox	CO-1097-IAH-LAX		1:15 PMDec 03			2:43 PMDec 03	
foxbusiness	CO-1097-IAH-LAX		1:15 PMDec 03			2:43 PMDec 03	
allegiantair	CO-1097-IAH-LAX		1:15 PMDec 03			2:43 PMDec 03	
boston	CO-1097-IAH-LAX		1:15 PMDec 03			2:33 PMDec 03	
orbitz	CO-1097-IAH-LAX	1:05pDec 3	1:03pDec 3	 39	2:53pDec 3	2:43pDec 3	 60
ifly	CO-1097-IAH-LAX	2011-12-03 1:05 PM	2011-12-03 1:03 PM		2011-12-03 2:53 PM	2011-12-03 2:43 PM	
usatoday	CO-1097-IAH-LAX	2011-12-03 1:05 PM	2011-12-03 1:03 PM		2011-12-03 2:53 PM	2011-12-03 2:43 PM	
ua	UA-2546-CLT-PBI	Sat, Dec 3 1:25 PM	Sat, Dec 3 2:00 PM            Delayed	C16	Sat, Dec 3 3:19 PM	Sat, Dec 3 3:40 PM	B7
airtravelcenter	UA-2546-CLT-PBI	12/3/11 1:25 PM (-05:00)			12/3/11 3:19 PM (-05:00)		
myrateplan	UA-2546-CLT-PBI	12/3/11 1:25 PM (-05:00)			12/3/11 3:19 PM (-05:00)		
helloflight	UA-2546-CLT-PBI	12/3/11 1:25 PM (-05:00)			12/3/11 3:19 PM (-05:00)		
flytecomm	UA-2546-CLT-PBI	12/3/11 1:25 PM (-05:00)			12/3/11 3:19 PM (-05:00)		
flights	UA-2546-CLT-PBI		2011-12-03 02:00 PM	C16		2011-12-03 03:19 PM	B7
businesstravellogue	UA-2546-CLT-PBI		2011-12-03 02:00 PM	C16		2011-12-03 03:19 PM	B7
flylouisville	UA-2546-CLT-PBI		2011-12-03 02:00 PM	C16		2011-12-03 03:19 PM	B7
flightstats	UA-2546-CLT-PBI	2011-12-03 1:25 PM	2011-12-03 2:00 PM		2011-12-03 3:19 PM	2011-12-03 3:40 PM (Estimated)	
quicktrip	UA-2546-CLT-PBI	2011-12-03 1:25 PM	2011-12-03 2:00 PM		2011-12-03 3:19 PM	2011-12-03 3:40 PM (Estimated)	
flightview	UA-2546-CLT-PBI		2:10 PMDec 03			3:38 PMDec 03	
panynj	UA-2546-CLT-PBI		2:10 PMDec 03			3:38 PMDec 03	
gofox	UA-2546-CLT-PBI		2:10 PMDec 03			3:38 PMDec 03	
foxbusiness	UA-2546-CLT-PBI		2:10 PMDec 03			3:38 PMDec 03	
allegiantair	UA-2546-CLT-PBI		2:10 PMDec 03			3:38 PMDec 03	
boston	UA-2546-CLT-PBI		2:10 PMDec 03			3:38 PMDec 03	
orbitz	UA-2546-CLT-PBI	1:25pDec 3	2:00pDec 3	 -	4:29pDec 3		 -
ifly	UA-2546-CLT-PBI	2011-12-03 1:25 PM	2011-12-03 2:00 PM		2011-12-03 3:19 PM	2011-12-03 3:40 PM (Estimated)	
usatoday	UA-2546-CLT-PBI	2011-12-03 1:25 PM	2011-12-03 2:00 PM		2011-12-03 3:19 PM	2011-12-03 3:40 PM (Estimated)	
mytripandmore	UA-2546-CLT-PBI	1:25pDec 3	2:00pDec 3	 -	4:29pDec 3		 -
ua	UA-1406-IAH-LAX	Sat, Dec 3 8:51 PM	Sat, Dec 3 9:28 PM            Delayed	E16	Sat, Dec 3 10:40 PM	Sat, Dec 3 11:10 PM	62
flightexplorer	UA-1406-IAH-LAX		12/3/2011 9:42PM CST			12/3/2011 10:54PM PST	
airtravelcenter	UA-1406-IAH-LAX		12/3/11 9:43 PM (-06:00)			12/3/11 10:58 PM (-08:00)	
myrateplan	UA-1406-IAH-LAX		12/3/11 9:43 PM (-06:00)			12/3/11 10:58 PM (-08:00)	
helloflight	UA-1406-IAH-LAX		12/3/11 9:43 PM (-06:00)			12/3/11 10:58 PM (-08:00)	
flytecomm	UA-1406-IAH-LAX		12/3/11 9:43 PM (-06:00)			12/3/11 10:58 PM (-08:00)	
flightaware	UA-1406-IAH-LAX	2011-12-03 08:51PM CST	2011-12-03 09:43PM CST	 E16 	2011-12-03 10:17PM PST	2011-12-03 10:54PM PST	 62 
wunderground	UA-1406-IAH-LAX	2011-12-03 08:51PM CST	2011-12-03 09:43PM CST	 E16 	2011-12-03 10:17PM PST	2011-12-03 10:54PM PST	 62 
flights	UA-1406-IAH-LAX		2011-12-03 09:28 PM	16		2011-12-03 10:40 PM	62
businesstravellogue	UA-1406-IAH-LAX		2011-12-03 09:28 PM	16		2011-12-03 10:40 PM	62
flylouisville	UA-1406-IAH-LAX		2011-12-03 09:28 PM	16		2011-12-03 10:40 PM	62
flightstats	UA-1406-IAH-LAX	2011-12-03 8:51 PM	2011-12-03 9:28 PM		2011-12-03 10:40 PM	2011-12-03 11:05 PM (Estimated)	
quicktrip	UA-1406-IAH-LAX	2011-12-03 8:51 PM	2011-12-03 9:28 PM		2011-12-03 10:40 PM	2011-12-03 11:05 PM (Estimated)	
flightview	UA-1406-IAH-LAX		9:43 PMDec 03			11:07 PMDec 03	
panynj	UA-1406-IAH-LAX		9:43 PMDec 03			11:07 PMDec 03	
gofox	UA-1406-IAH-LAX		9:43 PMDec 03			11:07 PMDec 03	
foxbusiness	UA-1406-IAH-LAX		9:43 PMDec 03			11:07 PMDec 03	
allegiantair	UA-1406-IAH-LAX		9:43 PMDec 03			11:07 PMDec 03	
boston	UA-1406-IAH-LAX		9:43 PMDec 03			11:07 PMDec 03	
orbitz	UA-1406-IAH-LAX	8:51pDec 3	9:28pDec 3	 E16	11:40pDec 3		 62
weather	UA-1406-IAH-LAX	2011-12-03 08:51 PM			2011-12-03 10:40 PM		
flightarrival	UA-1406-IAH-LAX		9:43 PMDec 03			11:07 PMDec 03	
ua	UA-4140-MSP-EWR	Sat, Dec 3 9:50 AM	Sat, Dec 3 9:45 AM	E9	Sat, Dec 3 1:25 PM	Sat, Dec 3 1:26 PM	A20A
airtravelcenter	UA-4140-MSP-EWR	12/3/11 9:50 AM (-06:00)			12/3/11 1:25 PM (-05:00)		
myrateplan	UA-4140-MSP-EWR	12/3/11 9:50 AM (-06:00)			12/3/11 1:25 PM (-05:00)		
helloflight	UA-4140-MSP-EWR	12/3/11 9:50 AM (-06:00)			12/3/11 1:25 PM (-05:00)		
flytecomm	UA-4140-MSP-EWR	12/3/11 9:50 AM (-06:00)			12/3/11 1:25 PM (-05:00)		
flights	UA-4140-MSP-EWR	09:50 AM  Sat 03-Dec-2011	09:45 AM  Sat 03-Dec-2011	E9	01:25 PM  Sat 03-Dec-2011	01:26 PM  Sat 03-Dec-2011	20A
businesstravellogue	UA-4140-MSP-EWR	09:50 AM  Sat 03-Dec-2011	09:45 AM  Sat 03-Dec-2011	E9	01:25 PM  Sat 03-Dec-2011	01:26 PM  Sat 03-Dec-2011	20A
flylouisville	UA-4140-MSP-EWR	09:50 AM  Sat 03-Dec-2011	09:45 AM  Sat 03-Dec-2011	E9	01:25 PM  Sat 03-Dec-2011	01:26 PM  Sat 03-Dec-2011	20A
flightstats	UA-4140-MSP-EWR	2011-12-03 9:50 AM	2011-12-03 9:45 AM		2011-12-03 1:25 PM	2011-12-03 1:26 PM	
quicktrip	UA-4140-MSP-EWR	2011-12-03 9:50 AM	2011-12-03 9:45 AM		2011-12-03 1:25 PM	2011-12-03 1:26 PM	
world-flight-tracker	UA-4140-MSP-EWR	2011-12-03 9:50 AM	2011-12-03 9:45 AM		2011-12-03 1:25 PM	2011-12-03 1:26 PM	
flightview	UA-4140-MSP-EWR	9:50 AM, Dec 03	9:59 AM, Dec 03	Terminal Conc E - E9	1:25 PM, Dec 03	1:26 PM, Dec 03	Term A - A20A
panynj	UA-4140-MSP-EWR	9:50 AM, Dec 03	9:59 AM, Dec 03	Terminal Conc E - E9	1:25 PM, Dec 03	1:26 PM, Dec 03	Term A - A20A
gofox	UA-4140-MSP-EWR	9:50 AM, Dec 03	9:59 AM, Dec 03		1:25 PM, Dec 03	1:26 PM, Dec 03	
foxbusiness	UA-4140-MSP-EWR	9:50 AM, Dec 03	9:59 AM, Dec 03	Terminal Conc E - E9	1:25 PM, Dec 03	1:26 PM, Dec 03	Term A - A20A
allegiantair	UA-4140-MSP-EWR	9:50 AM, Dec 03	9:59 AM, Dec 03	Terminal Conc E - E9	1:25 PM, Dec 03	1:26 PM, Dec 03	Term A - A20A
boston	UA-4140-MSP-EWR	9:50 AM, Dec 03	9:59 AM, Dec 03		1:25 PM, Dec 03	1:15 PM, Dec 03	
travelocity	UA-4140-MSP-EWR	Dec 03 - 9:50am	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 1:25pm	Dec 03 - Contact Airline	Not provided by airline
orbitz	UA-4140-MSP-EWR	9:50aDec 3	9:45aDec 3	 E9	1:25pDec 3	1:26pDec 3	 A20A
weather	UA-4140-MSP-EWR	2011-12-03 09:50 AM			2011-12-03 01:25 PM		
ifly	UA-4140-MSP-EWR	2011-12-03 9:50 AM	2011-12-03 9:45 AM		2011-12-03 1:25 PM	2011-12-03 1:26 PM	
