CO	CO-4237-EWR-DTW	Thu., Dec.29, 2011 12:17 p.m.	Thu., Dec.29, 2011 12:21 p.m.		Thu., Dec.29, 2011 2:24 p.m.	Thu., Dec.29, 2011 2:19 p.m.	
gofox	CO-1030-DEN-IAH		2:41 PMDec 29			5:36 PMDec 29	
foxbusiness	CO-1030-DEN-IAH		2:41 PMDec 29			5:36 PMDec 29	
allegiantair	CO-1030-DEN-IAH		2:41 PMDec 29			5:36 PMDec 29	
boston	CO-1030-DEN-IAH		2:41 PMDec 29			5:31 PMDec 29	
travelocity	CO-1030-DEN-IAH	Dec 29 - 2:25pm	Dec 29 - 2:29pm	B18	Dec 29 - 5:51pm	Dec 29 - 5:36pm	C-41
orbitz	CO-1030-DEN-IAH	2:25pDec 29	2:29pDec 29	 B18	5:51pDec 29	5:36pDec 29	 41
weather	CO-1030-DEN-IAH	2011-12-29 02:25 PM			2011-12-29 05:51 PM		
den	CO-1030-DEN-IAH	2011-12-29 2:25 PM		B18			
usatoday	CO-1030-DEN-IAH		2:41 PMDec 29			5:31 PMDec 29	
flightarrival	CO-1030-DEN-IAH		2:41 PMDec 29			5:31 PMDec 29	
ua	UA-4288-EWR-STL	Thu, Dec 29 5:29 PM	Thu, Dec 29 5:29 PM	A23A	Thu, Dec 29 7:21 PM	Thu, Dec 29 7:21 PM	A14
airtravelcenter	UA-4288-EWR-STL	12/29/11 5:29 PM (-05:00)			12/29/11 7:21 PM (-06:00)		
myrateplan	UA-4288-EWR-STL	12/29/11 5:29 PM (-05:00)			12/29/11 7:21 PM (-06:00)		
helloflight	UA-4288-EWR-STL	12/29/11 5:29 PM (-05:00)			12/29/11 7:21 PM (-06:00)		
flytecomm	UA-4288-EWR-STL	12/29/11 5:29 PM (-05:00)			12/29/11 7:21 PM (-06:00)		
flights	UA-4288-EWR-STL	2011-12-29 05:29 PM		23A	2011-12-29 07:21 PM		A9
businesstravellogue	UA-4288-EWR-STL	2011-12-29 05:29 PM		23A	2011-12-29 07:21 PM		A9
flylouisville	UA-4288-EWR-STL	2011-12-29 05:29 PM		23A	2011-12-29 07:21 PM		A9
flightview	UA-4288-EWR-STL	5:29 PMDec 29			7:21 PMDec 29		
panynj	UA-4288-EWR-STL	5:29 PMDec 29			7:21 PMDec 29		
gofox	UA-4288-EWR-STL	5:29 PMDec 29			7:21 PMDec 29		
foxbusiness	UA-4288-EWR-STL	5:29 PMDec 29			7:21 PMDec 29		
allegiantair	UA-4288-EWR-STL	5:29 PMDec 29			7:21 PMDec 29		
boston	UA-4288-EWR-STL	5:29 PMDec 29			7:21 PMDec 29		
travelocity	UA-4288-EWR-STL	Dec 29 - 5:29pm	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 7:21pm	Dec 29 - Contact Airline	Not provided by airline
orbitz	UA-4288-EWR-STL	5:29pDec 29		 -	7:21pDec 29		 -
weather	UA-4288-EWR-STL	2011-12-29 05:29 PM			2011-12-29 07:21 PM		
usatoday	UA-4288-EWR-STL	2011-12-29 05:29 PM			2011-12-29 07:21 PM		
mytripandmore	UA-4288-EWR-STL	5:29pDec 29		 -	7:21pDec 29		 -
aa	AA-3592-MIA-CLE	December 29, 2011               03:15 PM    	December 29, 2011               03:09 PM    	 D60K	December 29, 2011               06:10 PM    	December 29, 2011               06:28 PM    	 A1    
airtravelcenter	AA-3592-MIA-CLE		12/29/11 3:21 PM (-05:00)			12/29/11 5:56 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/29/11 3:21 PM (-05:00)			12/29/11 5:56 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/29/11 3:21 PM (-05:00)			12/29/11 5:56 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/29/11 3:21 PM (-05:00)			12/29/11 5:56 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-29 03:15PM EST	2011-12-29 03:21PM EST	 D60K 	2011-12-29 06:05PM EST	2011-12-29 05:56PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2011-12-29 03:15PM EST	2011-12-29 03:21PM EST	 D60K 	2011-12-29 06:05PM EST	2011-12-29 05:56PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Thu 29-Dec-2011	03:09 PM  Thu 29-Dec-2011	D60	06:10 PM  Thu 29-Dec-2011	06:28 PM  Thu 29-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Thu 29-Dec-2011	03:09 PM  Thu 29-Dec-2011	D60	06:10 PM  Thu 29-Dec-2011	06:28 PM  Thu 29-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Thu 29-Dec-2011	03:09 PM  Thu 29-Dec-2011	D60	06:10 PM  Thu 29-Dec-2011	06:28 PM  Thu 29-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-29 3:15 PM	2011-12-29 3:09 PM		2011-12-29 6:10 PM	2011-12-29 6:28 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-29 3:15 PM	2011-12-29 3:09 PM		2011-12-29 6:10 PM	2011-12-29 6:28 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-29 3:15 PM	2011-12-29 3:09 PM		2011-12-29 6:10 PM	2011-12-29 6:28 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 29	3:21 PM, Dec 29		6:10 PM, Dec 29	6:05 PM, Dec 29	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 29	3:21 PM, Dec 29		6:10 PM, Dec 29	6:05 PM, Dec 29	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 29	3:21 PM, Dec 29		6:10 PM, Dec 29	6:05 PM, Dec 29	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 29	3:21 PM, Dec 29		6:10 PM, Dec 29	6:05 PM, Dec 29	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 29	3:21 PM, Dec 29		6:10 PM, Dec 29	6:05 PM, Dec 29	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 29	3:21 PM, Dec 29		6:10 PM, Dec 29	6:05 PM, Dec 29	
travelocity	AA-3592-MIA-CLE	Dec 29 - 3:15pm	Dec 29 - 3:09pm	D60	Dec 29 - 6:10pm	Dec 29 - 6:28pm	A1
orbitz	AA-3592-MIA-CLE	3:15pDec 29	3:09pDec 29	 D60K	6:10pDec 29	6:28pDec 29	 A1
weather	AA-3592-MIA-CLE	2011-12-29 03:15 PM			2011-12-29 06:10 PM		
ifly	AA-3592-MIA-CLE	2011-12-29 3:15 PM	2011-12-29 3:09 PM		2011-12-29 6:10 PM	2011-12-29 6:28 PM	
usatoday	AA-3592-MIA-CLE	3:15 PM, Dec 29	3:21 PM, Dec 29		6:10 PM, Dec 29	6:05 PM, Dec 29	
mytripandmore	AA-3592-MIA-CLE	3:15pDec 29	3:09pDec 29	 D60K	6:10pDec 29	6:28pDec 29	 A1
flightarrival	AA-3592-MIA-CLE	3:15 PM, Dec 29	3:21 PM, Dec 29		6:10 PM, Dec 29	6:05 PM, Dec 29	
ua	UA-3925-IAD-ORF	Thu, Dec 29 8:42 AM	Thu, Dec 29 9:03 AM	A2G	Thu, Dec 29 9:55 AM	Thu, Dec 29 9:54 AM	--
flightexplorer	UA-3925-IAD-ORF		12/29/2011 9:16AM EST			12/29/2011 9:46AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/29/11 9:16 AM (-05:00)			12/29/11 9:46 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/29/11 9:16 AM (-05:00)			12/29/11 9:46 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/29/11 9:16 AM (-05:00)			12/29/11 9:46 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/29/11 9:16 AM (-05:00)			12/29/11 9:46 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-29 08:42AM EST	2011-12-29 08:52AM EST	 A1A 	2011-12-29 09:35AM EST	2011-12-29 09:45AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-29 08:42AM EST	2011-12-29 08:52AM EST	 A1A 	2011-12-29 09:35AM EST	2011-12-29 09:45AM EST	
flights	UA-3925-IAD-ORF		2011-12-29 09:03 AM	A2		2011-12-29 09:54 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-29 09:03 AM	A2		2011-12-29 09:54 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-29 09:03 AM	A2		2011-12-29 09:54 AM	
flightstats	UA-3925-IAD-ORF	2011-12-29 8:42 AM	2011-12-29 9:03 AM		2011-12-29 9:55 AM	2011-12-29 9:54 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-29 8:42 AM	2011-12-29 9:03 AM		2011-12-29 9:55 AM	2011-12-29 9:54 AM	
flightview	UA-3925-IAD-ORF		9:16 AMDec 29			9:54 AMDec 29	
panynj	UA-3925-IAD-ORF		9:16 AMDec 29			9:54 AMDec 29	
gofox	UA-3925-IAD-ORF		9:16 AMDec 29			9:54 AMDec 29	
foxbusiness	UA-3925-IAD-ORF		9:16 AMDec 29			9:54 AMDec 29	
allegiantair	UA-3925-IAD-ORF		9:16 AMDec 29			9:54 AMDec 29	
boston	UA-3925-IAD-ORF		9:16 AMDec 29			9:52 AMDec 29	
travelocity	UA-3925-IAD-ORF	Dec 29 - Not Available	Dec 29 - 9:14am	A2G	Dec 29 - Not Available	Dec 29 - 9:54am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 29	9:03aDec 29	 A2G	9:55aDec 29	9:54aDec 29	 -
weather	UA-3925-IAD-ORF	2011-12-29 08:42 AM			2011-12-29 09:55 AM		
ua	UA-1977-CLT-CVG	Thu, Dec 29 11:50 AM	Thu, Dec 29 11:50 AM	E7	Thu, Dec 29 1:21 PM	Thu, Dec 29 1:21 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/29/11 12:10 PM (-05:00)			12/29/11 1:07 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/29/11 12:10 PM (-05:00)			12/29/11 1:07 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/29/11 12:10 PM (-05:00)			12/29/11 1:07 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/29/11 12:10 PM (-05:00)			12/29/11 1:07 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-29 11:44 AM	E7		2011-12-29 01:21 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-29 11:44 AM	E7		2011-12-29 01:21 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-29 11:44 AM	E7		2011-12-29 01:21 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-29 11:50 AM	2011-12-29 11:44 AM		2011-12-29 1:21 PM	2011-12-29 1:21 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-29 11:50 AM	2011-12-29 11:44 AM		2011-12-29 1:21 PM	2011-12-29 1:21 PM	
flightview	UA-1977-CLT-CVG		12:10 PMDec 29			1:14 PMDec 29	
panynj	UA-1977-CLT-CVG		12:10 PMDec 29			1:14 PMDec 29	
gofox	UA-1977-CLT-CVG		12:10 PMDec 29			1:14 PMDec 29	
foxbusiness	UA-1977-CLT-CVG		12:10 PMDec 29			1:14 PMDec 29	
allegiantair	UA-1977-CLT-CVG		12:10 PMDec 29			1:14 PMDec 29	
boston	UA-1977-CLT-CVG		12:10 PMDec 29			1:14 PMDec 29	
travelocity	UA-1977-CLT-CVG	Dec 29 - 11:50am	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 1:21pm	Dec 29 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:50aDec 29	11:44aDec 29	 -	1:21pDec 29	1:21pDec 29	 -
weather	UA-1977-CLT-CVG	2011-12-29 11:50 AM			2011-12-29 01:21 PM		
ifly	UA-1977-CLT-CVG	2011-12-29 11:50 AM	2011-12-29 11:44 AM		2011-12-29 1:21 PM	2011-12-29 1:21 PM	
usatoday	UA-1977-CLT-CVG		12:10 PMDec 29			1:14 PMDec 29	
aa	AA-393-DFW-DEN	December 29, 2011               06:55 AM    	December 29, 2011               06:53 AM    	 A24	December 29, 2011               07:55 AM    	December 29, 2011               07:54 AM    	 A49    
airtravelcenter	AA-393-DFW-DEN		12/29/11 7:05 AM (-06:00)			12/29/11 7:51 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/29/11 7:05 AM (-06:00)			12/29/11 7:51 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/29/11 7:05 AM (-06:00)			12/29/11 7:51 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/29/11 7:05 AM (-06:00)			12/29/11 7:51 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-29 06:55AM CST	2011-12-29 07:05AM CST	 A24 	2011-12-29 07:51AM MST	2011-12-29 07:44AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-29 06:55AM CST	2011-12-29 07:05AM CST	 A24 	2011-12-29 07:51AM MST	2011-12-29 07:44AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Thu 29-Dec-2011	06:53 AM  Thu 29-Dec-2011	A24	07:55 AM  Thu 29-Dec-2011	07:54 AM  Thu 29-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Thu 29-Dec-2011	06:53 AM  Thu 29-Dec-2011	A24	07:55 AM  Thu 29-Dec-2011	07:54 AM  Thu 29-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Thu 29-Dec-2011	06:53 AM  Thu 29-Dec-2011	A24	07:55 AM  Thu 29-Dec-2011	07:54 AM  Thu 29-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-29 6:55 AM	2011-12-29 6:53 AM		2011-12-29 7:55 AM	2011-12-29 7:54 AM	
quicktrip	AA-393-DFW-DEN	2011-12-29 6:55 AM	2011-12-29 6:53 AM		2011-12-29 7:55 AM	2011-12-29 7:54 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-29 6:55 AM	2011-12-29 6:53 AM		2011-12-29 7:55 AM	2011-12-29 7:54 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 29	7:05 AM, Dec 29	A24	7:55 AM, Dec 29	7:50 AM, Dec 29	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 29	7:05 AM, Dec 29	A24	7:55 AM, Dec 29	7:50 AM, Dec 29	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 29	7:05 AM, Dec 29		7:55 AM, Dec 29	7:50 AM, Dec 29	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 29	7:05 AM, Dec 29	A24	7:55 AM, Dec 29	7:50 AM, Dec 29	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 29	7:05 AM, Dec 29	A24	7:55 AM, Dec 29	7:50 AM, Dec 29	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 29	7:05 AM, Dec 29		7:55 AM, Dec 29	7:50 AM, Dec 29	
travelocity	AA-393-DFW-DEN	Dec 29 - 6:55am	Dec 29 - 6:53am	A24/A	Dec 29 - 7:55am	Dec 29 - 7:54am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 29	6:53aDec 29	 A24	7:55aDec 29	7:54aDec 29	 A49
weather	AA-393-DFW-DEN	2011-12-29 06:55 AM	2011-12-29 07:05 AM		2011-12-29 07:55 AM	2011-12-29 07:51 AM	
den	AA-393-DFW-DEN				2011-12-29 7:55 AM		A49
flightwise	AA-393-DFW-DEN	2011-12-29 06:55AM CST	2011-12-29 07:05AM CST	 A24 	2011-12-29 07:51AM MST	2011-12-29 07:44AM MST	 A49 
aa	AA-3508-ATL-MIA	December 29, 2011               07:40 PM    	December 29, 2011               07:40 PM    	 T10	December 29, 2011               09:40 PM    	December 29, 2011               09:54 PM    	 D55    
flightexplorer	AA-3508-ATL-MIA		12/29/2011 8:22PM EST			12/29/2011 9:48PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/29/11 8:22 PM (-05:00)			12/29/11 9:48 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/29/11 8:22 PM (-05:00)			12/29/11 9:48 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/29/11 8:22 PM (-05:00)			12/29/11 9:48 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/29/11 8:22 PM (-05:00)			12/29/11 9:48 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-29 07:40PM EST	2011-12-29 08:22PM EST	 T10 	2011-12-29 09:30PM EST	2011-12-29 09:46PM EST	 D55 
wunderground	AA-3508-ATL-MIA	2011-12-29 07:40PM EST	2011-12-29 08:22PM EST	 T10 	2011-12-29 09:30PM EST	2011-12-29 09:46PM EST	 D55 
flights	AA-3508-ATL-MIA	07:40 PM  Thu 29-Dec-2011	07:40 PM  Thu 29-Dec-2011	T10	09:40 PM  Thu 29-Dec-2011	09:54 PM  Thu 29-Dec-2011	D55
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Thu 29-Dec-2011	07:40 PM  Thu 29-Dec-2011	T10	09:40 PM  Thu 29-Dec-2011	09:54 PM  Thu 29-Dec-2011	D55
flylouisville	AA-3508-ATL-MIA	07:40 PM  Thu 29-Dec-2011	07:40 PM  Thu 29-Dec-2011	T10	09:40 PM  Thu 29-Dec-2011	09:54 PM  Thu 29-Dec-2011	D55
flightstats	AA-3508-ATL-MIA	2011-12-29 7:40 PM	2011-12-29 7:40 PM		2011-12-29 9:40 PM	2011-12-29 9:54 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-29 7:40 PM	2011-12-29 7:40 PM		2011-12-29 9:40 PM	2011-12-29 9:54 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-29 7:40 PM	2011-12-29 7:40 PM		2011-12-29 9:40 PM	2011-12-29 9:54 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 29	8:22 PM, Dec 29	T10	9:40 PM, Dec 29	9:53 PM, Dec 29	Terminal D - D55
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 29	8:22 PM, Dec 29	T10	9:40 PM, Dec 29	9:53 PM, Dec 29	Terminal D - D55
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 29	8:22 PM, Dec 29		9:40 PM, Dec 29	9:53 PM, Dec 29	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 29	8:22 PM, Dec 29	T10	9:40 PM, Dec 29	9:53 PM, Dec 29	Terminal D - D55
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 29	8:22 PM, Dec 29	T10	9:40 PM, Dec 29	9:53 PM, Dec 29	Terminal D - D55
boston	AA-3508-ATL-MIA	7:40 PM, Dec 29	8:22 PM, Dec 29		9:40 PM, Dec 29	9:46 PM, Dec 29	
travelocity	AA-3508-ATL-MIA	Dec 29 - 7:40pm	Dec 29 - 7:40pm	T10	Dec 29 - 9:40pm	Dec 29 - 9:54pm	D55
orbitz	AA-3508-ATL-MIA	7:40pDec 29	7:40pDec 29	 T10	9:40pDec 29	9:54pDec 29	 D55
weather	AA-3508-ATL-MIA	2011-12-29 07:40 PM			2011-12-29 09:40 PM		
usatoday	AA-3508-ATL-MIA	2011-12-29 07:40 PM			2011-12-29 09:40 PM		
mytripandmore	AA-3508-ATL-MIA	7:40pDec 29	7:40pDec 29	 T10	9:40pDec 29	9:54pDec 29	 D55
flightarrival	AA-3508-ATL-MIA	7:40 PM, Dec 29	8:22 PM, Dec 29		9:40 PM, Dec 29	9:46 PM, Dec 29	
ua	UA-2690-DTW-PHL	Thu, Dec 29 7:10 AM	Thu, Dec 29 7:10 AM	D25	Thu, Dec 29 8:53 AM	Thu, Dec 29 8:45 AM	B11
airtravelcenter	UA-2690-DTW-PHL		12/29/11 7:32 AM (-05:00)			12/29/11 8:45 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/29/11 7:32 AM (-05:00)			12/29/11 8:45 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/29/11 7:32 AM (-05:00)			12/29/11 8:45 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/29/11 7:32 AM (-05:00)			12/29/11 8:45 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-29 07:07 AM	D25		2011-12-29 08:45 AM	B11
businesstravellogue	UA-2690-DTW-PHL		2011-12-29 07:07 AM	D25		2011-12-29 08:45 AM	B11
flylouisville	UA-2690-DTW-PHL		2011-12-29 07:07 AM	D25		2011-12-29 08:45 AM	B11
flightview	UA-2690-DTW-PHL		7:32 AMDec 29			8:53 AMDec 29	
panynj	UA-2690-DTW-PHL		7:32 AMDec 29			8:53 AMDec 29	
gofox	UA-2690-DTW-PHL		7:32 AMDec 29			8:53 AMDec 29	
foxbusiness	UA-2690-DTW-PHL		7:32 AMDec 29			8:53 AMDec 29	
allegiantair	UA-2690-DTW-PHL		7:32 AMDec 29			8:53 AMDec 29	
boston	UA-2690-DTW-PHL		7:32 AMDec 29			8:46 AMDec 29	
travelocity	UA-2690-DTW-PHL	Dec 29 - 7:10am	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 8:53am	Dec 29 - Contact Airline	Not provided by airline
orbitz	UA-2690-DTW-PHL	7:10aDec 29	7:07aDec 29	 -	8:53aDec 29	8:45aDec 29	 -
weather	UA-2690-DTW-PHL	2011-12-29 07:10 AM			2011-12-29 08:53 AM		
usatoday	UA-2690-DTW-PHL	2011-12-29 07:10 AM			2011-12-29 08:53 AM		
flightarrival	UA-2690-DTW-PHL	2011-12-29 07:10 AM			2011-12-29 08:53 AM		
CO	CO-1097-IAH-LAX	Thu., Dec.29, 2011 1:05 p.m.	Thu., Dec.29, 2011 1:45 p.m.		Thu., Dec.29, 2011 3:00 p.m.	Thu., Dec.29, 2011 3:13 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/29/2011 2:00PM CST			12/29/2011 3:12PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/29/11 1:05 PM (-06:00)			12/29/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/29/11 1:05 PM (-06:00)			12/29/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/29/11 1:05 PM (-06:00)			12/29/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/29/11 1:05 PM (-06:00)			12/29/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-29 01:05PM CST	2011-12-29 02:00PM CST	 E6 	2011-12-29 02:25PM PST	2011-12-29 03:07PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-29 01:05PM CST	2011-12-29 02:00PM CST	 E6 	2011-12-29 02:25PM PST	2011-12-29 03:07PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-29 01:45 PM	6		2011-12-29 03:13 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-29 01:45 PM	6		2011-12-29 03:13 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-29 01:45 PM	6		2011-12-29 03:13 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-29 1:05 PM	2011-12-29 1:45 PM		2011-12-29 3:00 PM	2011-12-29 3:13 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-29 1:05 PM	2011-12-29 1:45 PM		2011-12-29 3:00 PM	2011-12-29 3:13 PM	
flightview	CO-1097-IAH-LAX		2:01 PMDec 29			3:13 PMDec 29	
panynj	CO-1097-IAH-LAX		2:01 PMDec 29			3:13 PMDec 29	
gofox	CO-1097-IAH-LAX		2:01 PMDec 29			3:13 PMDec 29	
foxbusiness	CO-1097-IAH-LAX		2:01 PMDec 29			3:13 PMDec 29	
allegiantair	CO-1097-IAH-LAX		2:01 PMDec 29			3:13 PMDec 29	
boston	CO-1097-IAH-LAX		2:01 PMDec 29			3:08 PMDec 29	
orbitz	CO-1097-IAH-LAX	1:05pDec 29	1:45pDec 29	 E6	3:00pDec 29	3:13pDec 29	 64
usatoday	CO-1097-IAH-LAX		2:01 PMDec 29			3:08 PMDec 29	
aa	AA-637-ORD-LAX	December 29, 2011               04:40 PM    	December 29, 2011               04:42 PM    	 K16	December 29, 2011               07:10 PM    	December 29, 2011     	 49A    
flightexplorer	AA-637-ORD-LAX		12/29/2011 4:52PM CST			12/29/2011 6:53PM PST	
airtravelcenter	AA-637-ORD-LAX		12/29/11 4:52 PM (-06:00)			12/29/11 6:53 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/29/11 4:52 PM (-06:00)			12/29/11 6:53 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/29/11 4:52 PM (-06:00)			12/29/11 6:53 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/29/11 4:52 PM (-06:00)			12/29/11 6:53 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-29 04:40PM CST	2011-12-29 04:52PM CST	 K16 	2011-12-29 07:00PM PST	2011-12-29 06:53PM PST	 49A 
wunderground	AA-637-ORD-LAX	2011-12-29 04:40PM CST	2011-12-29 04:52PM CST	 K16 	2011-12-29 07:00PM PST	2011-12-29 06:53PM PST	 49A 
flights	AA-637-ORD-LAX	04:40 PM  Thu 29-Dec-2011		K16	07:10 PM  Thu 29-Dec-2011		47B
businesstravellogue	AA-637-ORD-LAX	04:40 PM  Thu 29-Dec-2011		K16	07:10 PM  Thu 29-Dec-2011		47B
flylouisville	AA-637-ORD-LAX	04:40 PM  Thu 29-Dec-2011		K16	07:10 PM  Thu 29-Dec-2011		47B
world-flight-tracker	AA-637-ORD-LAX	2011-12-29 4:40 PM	2011-12-29 4:42 PM		2011-12-29 7:10 PM	2011-12-29 7:05 PM (Estimated)	
flightview	AA-637-ORD-LAX	4:40 PM, Dec 29	4:52 PM, Dec 29		7:10 PM, Dec 29		
panynj	AA-637-ORD-LAX	4:40 PM, Dec 29	4:52 PM, Dec 29		7:10 PM, Dec 29		
gofox	AA-637-ORD-LAX	4:40 PM, Dec 29	4:52 PM, Dec 29		7:10 PM, Dec 29		
foxbusiness	AA-637-ORD-LAX	4:40 PM, Dec 29	4:52 PM, Dec 29		7:10 PM, Dec 29		
allegiantair	AA-637-ORD-LAX	4:40 PM, Dec 29	4:52 PM, Dec 29		7:10 PM, Dec 29		
boston	AA-637-ORD-LAX	4:40 PM, Dec 29	4:52 PM, Dec 29		7:10 PM, Dec 29	6:58 PM, Dec 29&nbsp(Estimated)	
travelocity	AA-637-ORD-LAX	Dec 29 - 4:40pm	Dec 29 - 4:42pm	K16/T3	Dec 29 - 7:10pm	Dec 29 - 7:05pm*	49A/T4
orbitz	AA-637-ORD-LAX	4:40pDec 29	4:42pDec 29	 K16	6:56pDec 29		 49A
weather	AA-637-ORD-LAX	2011-12-29 04:40 PM	2011-12-29 04:52 PM		2011-12-29 07:10 PM	2011-12-29 06:58 PM	
usatoday	AA-637-ORD-LAX	2011-12-29 04:40 PM	2011-12-29 04:52 PM		2011-12-29 07:10 PM	2011-12-29 06:58 PM	
flightwise	AA-637-ORD-LAX	2011-12-29 04:40PM CST	2011-12-29 04:52PM CST	 K16 	2011-12-29 07:00PM PST	2011-12-29 06:53PM PST	 49A 
ua	UA-1406-IAH-LAX	Thu, Dec 29 8:30 PM	Thu, Dec 29 8:38 PM            Delayed	E12	Thu, Dec 29 10:24 PM	Thu, Dec 29 10:04 PM	61
flightexplorer	UA-1406-IAH-LAX		12/29/2011 8:56PM CST			12/29/2011 9:55PM PST	
airtravelcenter	UA-1406-IAH-LAX	12/29/11 8:30 PM (-06:00)			12/29/11 10:24 PM (-08:00)		
myrateplan	UA-1406-IAH-LAX	12/29/11 8:30 PM (-06:00)			12/29/11 10:24 PM (-08:00)		
helloflight	UA-1406-IAH-LAX	12/29/11 8:30 PM (-06:00)			12/29/11 10:24 PM (-08:00)		
