CO	CO-4237-EWR-DTW	Tue., Dec.20, 2011 12:17 p.m.	Tue., Dec.20, 2011 12:12 p.m.		Tue., Dec.20, 2011 2:24 p.m.	Tue., Dec.20, 2011 2:24 p.m.	
flylouisville	CO-1030-DEN-IAH		2011-12-20 02:25 PM	B18		2011-12-20 05:41 PM	16
flightstats	CO-1030-DEN-IAH	2011-12-20 2:25 PM	2011-12-20 2:25 PM		2011-12-20 5:51 PM	2011-12-20 5:41 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-20 2:25 PM	2011-12-20 2:25 PM		2011-12-20 5:51 PM	2011-12-20 5:41 PM	
flightview	CO-1030-DEN-IAH		2:37 PMDec 20			5:34 PMDec 20	
panynj	CO-1030-DEN-IAH		2:37 PMDec 20			5:34 PMDec 20	
gofox	CO-1030-DEN-IAH		2:37 PMDec 20			5:34 PMDec 20	
foxbusiness	CO-1030-DEN-IAH		2:37 PMDec 20			5:34 PMDec 20	
allegiantair	CO-1030-DEN-IAH		2:37 PMDec 20			5:34 PMDec 20	
boston	CO-1030-DEN-IAH		2:37 PMDec 20			5:34 PMDec 20	
travelocity	CO-1030-DEN-IAH	Dec 20 - 2:25pm	Dec 20 - 2:25pm	B18	Dec 20 - 5:51pm	Dec 20 - 5:41pm	C-16
orbitz	CO-1030-DEN-IAH	2:25pDec 20	2:25pDec 20	 B18	5:51pDec 20	5:41pDec 20	 16
weather	CO-1030-DEN-IAH	2011-12-20 02:25 PM			2011-12-20 05:51 PM		
den	CO-1030-DEN-IAH	2011-12-20 2:25 PM		B18			
usatoday	CO-1030-DEN-IAH		2:37 PMDec 20			5:34 PMDec 20	
mytripandmore	CO-1030-DEN-IAH	Dec 20 - 2:25pm	Dec 20 - 2:25pm	B18	Dec 20 - 5:51pm	Dec 20 - 5:41pm	C-16
ua	UA-4288-EWR-STL	Tue, Dec 20 5:29 PM	Tue, Dec 20 5:29 PM	A23A	Tue, Dec 20 7:21 PM	Tue, Dec 20 7:21 PM	A14
airtravelcenter	UA-4288-EWR-STL	12/20/11 5:29 PM (-05:00)			12/20/11 7:21 PM (-06:00)		
myrateplan	UA-4288-EWR-STL	12/20/11 5:29 PM (-05:00)			12/20/11 7:21 PM (-06:00)		
helloflight	UA-4288-EWR-STL	12/20/11 5:29 PM (-05:00)			12/20/11 7:21 PM (-06:00)		
flytecomm	UA-4288-EWR-STL	12/20/11 5:29 PM (-05:00)			12/20/11 7:21 PM (-06:00)		
flights	UA-4288-EWR-STL	2011-12-20 05:29 PM		23A	2011-12-20 07:21 PM		A14
businesstravellogue	UA-4288-EWR-STL	2011-12-20 05:29 PM		23A	2011-12-20 07:21 PM		A14
flylouisville	UA-4288-EWR-STL	2011-12-20 05:29 PM		23A	2011-12-20 07:21 PM		A14
flightview	UA-4288-EWR-STL	5:29 PMDec 20			7:21 PMDec 20		
panynj	UA-4288-EWR-STL	5:29 PMDec 20			7:21 PMDec 20		
gofox	UA-4288-EWR-STL	5:29 PMDec 20			7:21 PMDec 20		
foxbusiness	UA-4288-EWR-STL	5:29 PMDec 20			7:21 PMDec 20		
allegiantair	UA-4288-EWR-STL	5:29 PMDec 20			7:21 PMDec 20		
boston	UA-4288-EWR-STL	5:29 PMDec 20			7:21 PMDec 20		
travelocity	UA-4288-EWR-STL	Dec 20 - 5:29pm	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 7:21pm	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-4288-EWR-STL	5:29pDec 20		 -	7:21pDec 20		 -
weather	UA-4288-EWR-STL	2011-12-20 05:29 PM			2011-12-20 07:21 PM		
aa	AA-3592-MIA-CLE	December 20, 2011               03:15 PM    	December 20, 2011               04:13 PM    	 D55	December 20, 2011               06:10 PM    	December 20, 2011               07:05 PM    	 A3    
flightexplorer	AA-3592-MIA-CLE		12/20/2011 4:28PM EST			12/20/2011 6:45PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/20/11 4:28 PM (-05:00)			12/20/11 6:45 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/20/11 4:28 PM (-05:00)			12/20/11 6:45 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/20/11 4:28 PM (-05:00)			12/20/11 6:45 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/20/11 4:28 PM (-05:00)			12/20/11 6:45 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-20 03:15PM EST	2011-12-20 04:28PM EST	 D55 	2011-12-20 05:56PM EST	2011-12-20 06:51PM EST	 A3 
wunderground	AA-3592-MIA-CLE	2011-12-20 03:15PM EST	2011-12-20 04:28PM EST	 D55 	2011-12-20 05:56PM EST	2011-12-20 06:51PM EST	 A3 
flights	AA-3592-MIA-CLE	03:15 PM  Tue 20-Dec-2011	04:13 PM  Tue 20-Dec-2011	D55	06:10 PM  Tue 20-Dec-2011	07:05 PM  Tue 20-Dec-2011	A3
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Tue 20-Dec-2011	04:13 PM  Tue 20-Dec-2011	D55	06:10 PM  Tue 20-Dec-2011	07:05 PM  Tue 20-Dec-2011	A3
flylouisville	AA-3592-MIA-CLE	03:15 PM  Tue 20-Dec-2011	04:13 PM  Tue 20-Dec-2011	D55	06:10 PM  Tue 20-Dec-2011	07:05 PM  Tue 20-Dec-2011	A3
flightstats	AA-3592-MIA-CLE	2011-12-20 3:15 PM	2011-12-20 4:13 PM		2011-12-20 6:10 PM	2011-12-20 7:05 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-20 3:15 PM	2011-12-20 4:13 PM		2011-12-20 6:10 PM	2011-12-20 7:05 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-20 3:15 PM	2011-12-20 4:13 PM		2011-12-20 6:10 PM	2011-12-20 7:05 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 20	4:28 PM, Dec 20		6:10 PM, Dec 20	6:53 PM, Dec 20	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 20	4:28 PM, Dec 20		6:10 PM, Dec 20	6:53 PM, Dec 20	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 20	4:28 PM, Dec 20		6:10 PM, Dec 20	6:53 PM, Dec 20	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 20	4:28 PM, Dec 20		6:10 PM, Dec 20	6:53 PM, Dec 20	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 20	4:28 PM, Dec 20		6:10 PM, Dec 20	6:53 PM, Dec 20	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 20	4:28 PM, Dec 20		6:10 PM, Dec 20	6:53 PM, Dec 20	
travelocity	AA-3592-MIA-CLE	Dec 20 - 3:15pm	Dec 20 - 4:13pm	D55	Dec 20 - 6:10pm	Dec 20 - 7:05pm	A3
orbitz	AA-3592-MIA-CLE	3:15pDec 20	4:13pDec 20	 D55	6:10pDec 20	7:05pDec 20	 A3
weather	AA-3592-MIA-CLE	2011-12-20 03:15 PM			2011-12-20 06:10 PM		
usatoday	AA-3592-MIA-CLE	2011-12-20 3:15 PM	2011-12-20 4:13 PM		2011-12-20 6:10 PM	2011-12-20 7:05 PM	
mytripandmore	AA-3592-MIA-CLE	3:15pDec 20	4:13pDec 20	 D55	6:10pDec 20	7:05pDec 20	 A3
flightwise	AA-3592-MIA-CLE	2011-12-20 03:15PM EST	2011-12-20 04:28PM EST	 D55 	2011-12-20 05:56PM EST	2011-12-20 06:51PM EST	 A3 
flightarrival	AA-3592-MIA-CLE	2011-12-20 03:15 PM			2011-12-20 06:10 PM		
ua	UA-3925-IAD-ORF	Tue, Dec 20 8:42 AM	Tue, Dec 20 11:27 AM	A2G	Tue, Dec 20 9:55 AM	Tue, Dec 20 12:23 PM	--
flightexplorer	UA-3925-IAD-ORF		12/20/2011 11:41AM EST			12/20/2011 12:15PM EST	
airtravelcenter	UA-3925-IAD-ORF		12/20/11 11:41 AM (-05:00)			12/20/11 12:15 PM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/20/11 11:41 AM (-05:00)			12/20/11 12:15 PM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/20/11 11:41 AM (-05:00)			12/20/11 12:15 PM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/20/11 11:41 AM (-05:00)			12/20/11 12:15 PM (-05:00)	
flights	UA-3925-IAD-ORF		2011-12-20 11:27 AM	A2		2011-12-20 12:23 PM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-20 11:27 AM	A2		2011-12-20 12:23 PM	
flylouisville	UA-3925-IAD-ORF		2011-12-20 11:27 AM	A2		2011-12-20 12:23 PM	
flightstats	UA-3925-IAD-ORF	2011-12-20 8:42 AM	2011-12-20 11:27 AM		2011-12-20 9:55 AM	2011-12-20 12:23 PM	
quicktrip	UA-3925-IAD-ORF	2011-12-20 8:42 AM	2011-12-20 11:27 AM		2011-12-20 9:55 AM	2011-12-20 12:23 PM	
flightview	UA-3925-IAD-ORF		11:41 AMDec 20			12:23 PMDec 20	
panynj	UA-3925-IAD-ORF		11:41 AMDec 20			12:23 PMDec 20	
gofox	UA-3925-IAD-ORF		11:41 AMDec 20			12:23 PMDec 20	
foxbusiness	UA-3925-IAD-ORF		11:41 AMDec 20			12:23 PMDec 20	
allegiantair	UA-3925-IAD-ORF		11:41 AMDec 20			12:23 PMDec 20	
boston	UA-3925-IAD-ORF		11:41 AMDec 20			12:21 PMDec 20	
travelocity	UA-3925-IAD-ORF	Dec 20 - Not Available	Dec 20 - 11:40am	A2G	Dec 20 - Not Available	Dec 20 - 12:23pm	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 20	11:27aDec 20	 A2G	9:55aDec 20	12:23pDec 20	 -
weather	UA-3925-IAD-ORF	2011-12-20 08:42 AM			2011-12-20 09:55 AM		
iad	UA-3925-IAD-ORF	2011-12-20 08:42 	2011-12-20 11:35 				
mytripandmore	UA-3925-IAD-ORF	8:42aDec 20	11:27aDec 20	 A2G	9:55aDec 20	12:23pDec 20	 -
ua	UA-1977-CLT-CVG	Tue, Dec 20 11:50 AM	Tue, Dec 20 11:50 AM	E2	Tue, Dec 20 1:21 PM	Tue, Dec 20 1:11 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/20/11 12:02 PM (-05:00)			12/20/11 1:02 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/20/11 12:02 PM (-05:00)			12/20/11 1:02 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/20/11 12:02 PM (-05:00)			12/20/11 1:02 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/20/11 12:02 PM (-05:00)			12/20/11 1:02 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-20 11:44 AM	E2		2011-12-20 01:11 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-20 11:44 AM	E2		2011-12-20 01:11 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-20 11:44 AM	E2		2011-12-20 01:11 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-20 11:50 AM	2011-12-20 11:44 AM		2011-12-20 1:21 PM	2011-12-20 1:11 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-20 11:50 AM	2011-12-20 11:44 AM		2011-12-20 1:21 PM	2011-12-20 1:11 PM	
flightview	UA-1977-CLT-CVG		12:02 PMDec 20			1:11 PMDec 20	
panynj	UA-1977-CLT-CVG		12:02 PMDec 20			1:11 PMDec 20	
gofox	UA-1977-CLT-CVG		12:02 PMDec 20			1:11 PMDec 20	
foxbusiness	UA-1977-CLT-CVG		12:02 PMDec 20			1:11 PMDec 20	
allegiantair	UA-1977-CLT-CVG		12:02 PMDec 20			1:11 PMDec 20	
boston	UA-1977-CLT-CVG		12:02 PMDec 20			1:11 PMDec 20	
travelocity	UA-1977-CLT-CVG	Dec 20 - 11:50am	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 1:21pm	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:50aDec 20	11:44aDec 20	 -	1:21pDec 20	1:11pDec 20	 -
weather	UA-1977-CLT-CVG	2011-12-20 11:50 AM			2011-12-20 01:21 PM		
mytripandmore	UA-1977-CLT-CVG	11:50aDec 20	11:44aDec 20	 -	1:21pDec 20	1:11pDec 20	 -
aa	AA-393-DFW-DEN	December 20, 2011               06:55 AM    	December 20, 2011               06:55 AM    	 D40	December 20, 2011               07:55 AM    	December 20, 2011               07:55 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/20/2011 7:13AM CST			12/20/2011 7:37AM MST	
airtravelcenter	AA-393-DFW-DEN		12/20/11 7:11 AM (-06:00)			12/20/11 7:37 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/20/11 7:11 AM (-06:00)			12/20/11 7:37 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/20/11 7:11 AM (-06:00)			12/20/11 7:37 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/20/11 7:11 AM (-06:00)			12/20/11 7:37 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-20 06:55AM CST	2011-12-20 07:13AM CST	 D40 	2011-12-20 07:41AM MST	2011-12-20 07:43AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-20 06:55AM CST	2011-12-20 07:13AM CST	 D40 	2011-12-20 07:41AM MST	2011-12-20 07:43AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Tue 20-Dec-2011	06:55 AM  Tue 20-Dec-2011	D40	07:55 AM  Tue 20-Dec-2011	07:55 AM  Tue 20-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Tue 20-Dec-2011	06:55 AM  Tue 20-Dec-2011	D40	07:55 AM  Tue 20-Dec-2011	07:55 AM  Tue 20-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Tue 20-Dec-2011	06:55 AM  Tue 20-Dec-2011	D40	07:55 AM  Tue 20-Dec-2011	07:55 AM  Tue 20-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-20 6:55 AM	2011-12-20 6:55 AM		2011-12-20 7:55 AM	2011-12-20 7:55 AM	
quicktrip	AA-393-DFW-DEN	2011-12-20 6:55 AM	2011-12-20 6:55 AM		2011-12-20 7:55 AM	2011-12-20 7:55 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-20 6:55 AM	2011-12-20 6:55 AM		2011-12-20 7:55 AM	2011-12-20 7:55 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 20	7:12 AM, Dec 20	D40	7:55 AM, Dec 20	7:49 AM, Dec 20	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 20	7:12 AM, Dec 20	D40	7:55 AM, Dec 20	7:49 AM, Dec 20	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 20	7:12 AM, Dec 20		7:55 AM, Dec 20	7:49 AM, Dec 20	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 20	7:12 AM, Dec 20	D40	7:55 AM, Dec 20	7:49 AM, Dec 20	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 20	7:12 AM, Dec 20	D40	7:55 AM, Dec 20	7:49 AM, Dec 20	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 20	7:12 AM, Dec 20		7:55 AM, Dec 20	7:49 AM, Dec 20	
travelocity	AA-393-DFW-DEN	Dec 20 - 6:55am	Dec 20 - 6:55am	D40/D	Dec 20 - 7:55am	Dec 20 - 7:55am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 20	6:55aDec 20	 D40	7:55aDec 20	7:55aDec 20	 A49
weather	AA-393-DFW-DEN	2011-12-20 06:55 AM	2011-12-20 07:13 AM		2011-12-20 07:55 AM	2011-12-20 07:37 AM	
den	AA-393-DFW-DEN				2011-12-20 7:55 AM		A49
usatoday	AA-393-DFW-DEN	2011-12-20 06:55 AM	2011-12-20 07:13 AM		2011-12-20 07:55 AM	2011-12-20 07:37 AM	
mytripandmore	AA-393-DFW-DEN	6:55aDec 20	6:55aDec 20	 D40	7:55aDec 20	7:55aDec 20	 A49
flightarrival	AA-393-DFW-DEN	2011-12-20 06:55 AM	2011-12-20 07:13 AM		2011-12-20 07:55 AM	2011-12-20 07:37 AM	
aa	AA-3508-ATL-MIA	December 20, 2011               07:40 PM    	December 20, 2011               07:40 PM    	 T10	December 20, 2011               09:40 PM    	December 20, 2011               09:33 PM    	 D53    
airtravelcenter	AA-3508-ATL-MIA		12/20/11 8:04 PM (-05:00)			12/20/11 9:32 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/20/11 8:04 PM (-05:00)			12/20/11 9:32 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/20/11 8:04 PM (-05:00)			12/20/11 9:32 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/20/11 8:04 PM (-05:00)			12/20/11 9:32 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-20 07:40PM EST	2011-12-20 08:04PM EST	 T10 	2011-12-20 09:35PM EST	2011-12-20 09:29PM EST	 D53 
wunderground	AA-3508-ATL-MIA	2011-12-20 07:40PM EST	2011-12-20 08:04PM EST	 T10 	2011-12-20 09:35PM EST	2011-12-20 09:29PM EST	 D53 
flights	AA-3508-ATL-MIA	07:40 PM  Tue 20-Dec-2011	07:40 PM  Tue 20-Dec-2011	T10	09:40 PM  Tue 20-Dec-2011	09:33 PM  Tue 20-Dec-2011	D53
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Tue 20-Dec-2011	07:40 PM  Tue 20-Dec-2011	T10	09:40 PM  Tue 20-Dec-2011	09:33 PM  Tue 20-Dec-2011	D53
flylouisville	AA-3508-ATL-MIA	07:40 PM  Tue 20-Dec-2011	07:40 PM  Tue 20-Dec-2011	T10	09:40 PM  Tue 20-Dec-2011	09:33 PM  Tue 20-Dec-2011	D53
flightstats	AA-3508-ATL-MIA	2011-12-20 7:40 PM	2011-12-20 7:40 PM		2011-12-20 9:40 PM	2011-12-20 9:33 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-20 7:40 PM	2011-12-20 7:40 PM		2011-12-20 9:40 PM	2011-12-20 9:33 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-20 7:40 PM	2011-12-20 7:40 PM		2011-12-20 9:40 PM	2011-12-20 9:33 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 20	8:04 PM, Dec 20	T10	9:40 PM, Dec 20	9:33 PM, Dec 20	Terminal D - D53
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 20	8:04 PM, Dec 20	T10	9:40 PM, Dec 20	9:33 PM, Dec 20	Terminal D - D53
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 20	8:04 PM, Dec 20		9:40 PM, Dec 20	9:33 PM, Dec 20	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 20	8:04 PM, Dec 20	T10	9:40 PM, Dec 20	9:33 PM, Dec 20	Terminal D - D53
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 20	8:04 PM, Dec 20	T10	9:40 PM, Dec 20	9:33 PM, Dec 20	Terminal D - D53
boston	AA-3508-ATL-MIA	7:40 PM, Dec 20	8:04 PM, Dec 20		9:40 PM, Dec 20	9:30 PM, Dec 20	
travelocity	AA-3508-ATL-MIA	Dec 20 - 7:40pm	Dec 20 - 7:40pm	T10	Dec 20 - 9:40pm	Dec 20 - 9:33pm	D53
orbitz	AA-3508-ATL-MIA	7:40pDec 20	7:40pDec 20	 T10	9:40pDec 20	9:33pDec 20	 D53
weather	AA-3508-ATL-MIA	2011-12-20 07:40 PM			2011-12-20 09:40 PM		
ifly	AA-3508-ATL-MIA	2011-12-20 7:40 PM	2011-12-20 7:40 PM		2011-12-20 9:40 PM	2011-12-20 9:33 PM	
usatoday	AA-3508-ATL-MIA	7:40 PM, Dec 20	8:04 PM, Dec 20		9:40 PM, Dec 20	9:30 PM, Dec 20	
mytripandmore	AA-3508-ATL-MIA	Dec 20 - 7:40pm	Dec 20 - 7:40pm	T10	Dec 20 - 9:40pm	Dec 20 - 9:33pm	D53
ua	UA-2690-DTW-PHL	Tue, Dec 20 7:10 AM	Tue, Dec 20 7:10 AM	D14	Tue, Dec 20 8:53 AM	Tue, Dec 20 8:37 AM	A18
airtravelcenter	UA-2690-DTW-PHL		12/20/11 7:22 AM (-05:00)			12/20/11 8:33 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/20/11 7:22 AM (-05:00)			12/20/11 8:33 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/20/11 7:22 AM (-05:00)			12/20/11 8:33 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/20/11 7:22 AM (-05:00)			12/20/11 8:33 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-20 07:06 AM	D14		2011-12-20 08:37 AM	18
businesstravellogue	UA-2690-DTW-PHL		2011-12-20 07:06 AM	D14		2011-12-20 08:37 AM	18
flylouisville	UA-2690-DTW-PHL		2011-12-20 07:06 AM	D14		2011-12-20 08:37 AM	18
flightview	UA-2690-DTW-PHL		7:23 AMDec 20			8:53 AMDec 20	
panynj	UA-2690-DTW-PHL		7:23 AMDec 20			8:53 AMDec 20	
gofox	UA-2690-DTW-PHL		7:23 AMDec 20			8:53 AMDec 20	
foxbusiness	UA-2690-DTW-PHL		7:23 AMDec 20			8:53 AMDec 20	
allegiantair	UA-2690-DTW-PHL		7:23 AMDec 20			8:53 AMDec 20	
boston	UA-2690-DTW-PHL		7:23 AMDec 20			8:30 AMDec 20	
travelocity	UA-2690-DTW-PHL	Dec 20 - 7:10am	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 8:53am	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-2690-DTW-PHL	7:10aDec 20	7:06aDec 20	 -	8:53aDec 20	8:37aDec 20	 -
weather	UA-2690-DTW-PHL	2011-12-20 07:10 AM			2011-12-20 08:53 AM		
usatoday	UA-2690-DTW-PHL	2011-12-20 07:10 AM			2011-12-20 08:53 AM		
CO	CO-1097-IAH-LAX	Tue., Dec.20, 2011 1:05 p.m.	Tue., Dec.20, 2011 1:13 p.m.		Tue., Dec.20, 2011 3:00 p.m.	Tue., Dec.20, 2011 2:58 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/20/2011 1:37PM CST			12/20/2011 2:46PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/20/11 1:05 PM (-06:00)			12/20/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/20/11 1:05 PM (-06:00)			12/20/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/20/11 1:05 PM (-06:00)			12/20/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/20/11 1:05 PM (-06:00)			12/20/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-20 01:05PM CST	2011-12-20 01:38PM CST	 42 	2011-12-20 02:50PM PST	2011-12-20 02:46PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-20 01:05PM CST	2011-12-20 01:38PM CST	 42 	2011-12-20 02:50PM PST	2011-12-20 02:46PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-20 01:13 PM	42		2011-12-20 02:58 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-20 01:13 PM	42		2011-12-20 02:58 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-20 01:13 PM	42		2011-12-20 02:58 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-20 1:05 PM	2011-12-20 1:13 PM		2011-12-20 3:00 PM	2011-12-20 2:58 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-20 1:05 PM	2011-12-20 1:13 PM		2011-12-20 3:00 PM	2011-12-20 2:58 PM	
flightview	CO-1097-IAH-LAX		1:38 PMDec 20			2:58 PMDec 20	
panynj	CO-1097-IAH-LAX		1:38 PMDec 20			2:58 PMDec 20	
gofox	CO-1097-IAH-LAX		1:38 PMDec 20			2:58 PMDec 20	
foxbusiness	CO-1097-IAH-LAX		1:38 PMDec 20			2:58 PMDec 20	
allegiantair	CO-1097-IAH-LAX		1:38 PMDec 20			2:58 PMDec 20	
boston	CO-1097-IAH-LAX		1:38 PMDec 20			2:47 PMDec 20	
orbitz	CO-1097-IAH-LAX	1:05pDec 20	1:13pDec 20	 42	3:00pDec 20	2:58pDec 20	 64
usatoday	CO-1097-IAH-LAX	2011-12-20 1:05 PM	2011-12-20 1:13 PM		2011-12-20 3:00 PM	2011-12-20 2:58 PM	
aa	AA-637-ORD-LAX	December 20, 2011               04:40 PM    	December 20, 2011               04:54 PM    	 H15	December 20, 2011               07:10 PM    	December 20, 2011     	 46B    
flightexplorer	AA-637-ORD-LAX		12/20/2011 5:09PM CST			12/20/2011 6:44PM PST	
airtravelcenter	AA-637-ORD-LAX		12/20/11 5:09 PM (-06:00)			12/20/11 6:44 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/20/11 5:09 PM (-06:00)			12/20/11 6:44 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/20/11 5:09 PM (-06:00)			12/20/11 6:44 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/20/11 5:09 PM (-06:00)			12/20/11 6:44 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-20 04:40PM CST	2011-12-20 05:08PM CST	 H15 	2011-12-20 06:29PM PST	2011-12-20 06:36PM PST	 46B 
wunderground	AA-637-ORD-LAX	2011-12-20 04:40PM CST	2011-12-20 05:08PM CST	 H15 	2011-12-20 06:29PM PST	2011-12-20 06:36PM PST	 46B 
flights	AA-637-ORD-LAX	04:40 PM  Tue 20-Dec-2011		H15	07:10 PM  Tue 20-Dec-2011		46B
businesstravellogue	AA-637-ORD-LAX	04:40 PM  Tue 20-Dec-2011		H15	07:10 PM  Tue 20-Dec-2011		46B
flylouisville	AA-637-ORD-LAX	04:40 PM  Tue 20-Dec-2011		H15	07:10 PM  Tue 20-Dec-2011		46B
world-flight-tracker	AA-637-ORD-LAX	2011-12-20 4:40 PM	2011-12-20 4:54 PM		2011-12-20 7:10 PM	2011-12-20 6:50 PM (Estimated)	
flightview	AA-637-ORD-LAX	4:40 PM, Dec 20	5:09 PM, Dec 20		7:10 PM, Dec 20		
panynj	AA-637-ORD-LAX	4:40 PM, Dec 20	5:09 PM, Dec 20		7:10 PM, Dec 20		
gofox	AA-637-ORD-LAX	4:40 PM, Dec 20	5:09 PM, Dec 20		7:10 PM, Dec 20		
foxbusiness	AA-637-ORD-LAX	4:40 PM, Dec 20	5:09 PM, Dec 20		7:10 PM, Dec 20		
allegiantair	AA-637-ORD-LAX	4:40 PM, Dec 20	5:09 PM, Dec 20		7:10 PM, Dec 20		
boston	AA-637-ORD-LAX	4:40 PM, Dec 20	5:09 PM, Dec 20		7:10 PM, Dec 20	6:46 PM, Dec 20&nbsp(Estimated)	
travelocity	AA-637-ORD-LAX	Dec 20 - 4:40pm	Dec 20 - 4:54pm	H15/T3	Dec 20 - 7:10pm	Dec 20 - 6:47pm*	46B/T4
orbitz	AA-637-ORD-LAX	4:40pDec 20	4:54pDec 20	 H15	6:22pDec 20		 46B
weather	AA-637-ORD-LAX	2011-12-20 04:40 PM	2011-12-20 05:09 PM		2011-12-20 07:10 PM	2011-12-20 07:00 PM	
usatoday	AA-637-ORD-LAX	2011-12-20 04:40 PM	2011-12-20 05:09 PM		2011-12-20 07:10 PM	2011-12-20 07:00 PM	
mytripandmore	AA-637-ORD-LAX	Dec 20 - 4:40pm	Dec 20 - 4:54pm	H15/T3	Dec 20 - 7:10pm	Dec 20 - 6:47pm*	46B/T4
