CO	CO-4237-EWR-DTW	Fri., Dec.30, 2011 12:17 p.m.	Fri., Dec.30, 2011 12:12 p.m.		Fri., Dec.30, 2011 2:24 p.m.	Fri., Dec.30, 2011 2:16 p.m.	
flights	CO-1030-DEN-IAH		2011-12-30 02:43 PM	B18		2011-12-30 06:00 PM	41
businesstravellogue	CO-1030-DEN-IAH		2011-12-30 02:43 PM	B18		2011-12-30 06:00 PM	41
flylouisville	CO-1030-DEN-IAH		2011-12-30 02:43 PM	B18		2011-12-30 06:00 PM	41
flightstats	CO-1030-DEN-IAH	2011-12-30 2:25 PM	2011-12-30 2:43 PM		2011-12-30 5:51 PM	2011-12-30 6:00 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-30 2:25 PM	2011-12-30 2:43 PM		2011-12-30 5:51 PM	2011-12-30 6:00 PM	
flightview	CO-1030-DEN-IAH		2:58 PMDec 30			6:00 PMDec 30	
panynj	CO-1030-DEN-IAH		2:58 PMDec 30			6:00 PMDec 30	
gofox	CO-1030-DEN-IAH		2:58 PMDec 30			6:00 PMDec 30	
foxbusiness	CO-1030-DEN-IAH		2:58 PMDec 30			6:00 PMDec 30	
allegiantair	CO-1030-DEN-IAH		2:58 PMDec 30			6:00 PMDec 30	
boston	CO-1030-DEN-IAH		2:58 PMDec 30			5:46 PMDec 30	
orbitz	CO-1030-DEN-IAH	2:25pDec 30	2:43pDec 30	 B18	5:51pDec 30	6:00pDec 30	 41
weather	CO-1030-DEN-IAH	2011-12-30 02:25 PM			2011-12-30 05:51 PM		
den	CO-1030-DEN-IAH	2011-12-30 2:25 PM		B18			
ifly	CO-1030-DEN-IAH	2011-12-30 2:25 PM	2011-12-30 2:43 PM		2011-12-30 5:51 PM	2011-12-30 6:00 PM	
usatoday	CO-1030-DEN-IAH	2011-12-30 02:25 PM			2011-12-30 05:51 PM		
ua	UA-4288-EWR-STL	Fri, Dec 30 5:29 PM	Fri, Dec 30 5:29 PM	A27A	Fri, Dec 30 7:21 PM	Fri, Dec 30 7:21 PM	A9
airtravelcenter	UA-4288-EWR-STL	12/30/11 5:29 PM (-05:00)			12/30/11 7:21 PM (-06:00)		
myrateplan	UA-4288-EWR-STL	12/30/11 5:29 PM (-05:00)			12/30/11 7:21 PM (-06:00)		
helloflight	UA-4288-EWR-STL	12/30/11 5:29 PM (-05:00)			12/30/11 7:21 PM (-06:00)		
flytecomm	UA-4288-EWR-STL	12/30/11 5:29 PM (-05:00)			12/30/11 7:21 PM (-06:00)		
flights	UA-4288-EWR-STL	2011-12-30 05:29 PM		27A	2011-12-30 07:21 PM		A9
businesstravellogue	UA-4288-EWR-STL	2011-12-30 05:29 PM		27A	2011-12-30 07:21 PM		A9
flylouisville	UA-4288-EWR-STL	2011-12-30 05:29 PM		27A	2011-12-30 07:21 PM		A9
flightview	UA-4288-EWR-STL	5:29 PMDec 30			7:21 PMDec 30		
panynj	UA-4288-EWR-STL	5:29 PMDec 30			7:21 PMDec 30		
gofox	UA-4288-EWR-STL	5:29 PMDec 30			7:21 PMDec 30		
foxbusiness	UA-4288-EWR-STL	5:29 PMDec 30			7:21 PMDec 30		
allegiantair	UA-4288-EWR-STL	5:29 PMDec 30			7:21 PMDec 30		
boston	UA-4288-EWR-STL	5:29 PMDec 30			7:21 PMDec 30		
travelocity	UA-4288-EWR-STL	Dec 30 - 5:29pm	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 7:21pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-4288-EWR-STL	5:29pDec 30		 -	7:21pDec 30		 -
weather	UA-4288-EWR-STL	2011-12-30 05:29 PM			2011-12-30 07:21 PM		
usatoday	UA-4288-EWR-STL	2011-12-30 05:29 PM			2011-12-30 07:21 PM		
flightarrival	UA-4288-EWR-STL	5:29 PMDec 30			7:21 PMDec 30		
aa	AA-3592-MIA-CLE	December 30, 2011               03:15 PM    	December 30, 2011               03:07 PM    	 D60	December 30, 2011               06:10 PM    	December 30, 2011               06:03 PM    	 A1    
airtravelcenter	AA-3592-MIA-CLE		12/30/11 3:22 PM (-05:00)			12/30/11 5:43 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/30/11 3:22 PM (-05:00)			12/30/11 5:43 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/30/11 3:22 PM (-05:00)			12/30/11 5:43 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/30/11 3:22 PM (-05:00)			12/30/11 5:43 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-30 03:15PM EST	2011-12-30 03:22PM EST	 D60 	2011-12-30 05:53PM EST	2011-12-30 05:49PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2011-12-30 03:15PM EST	2011-12-30 03:22PM EST	 D60 	2011-12-30 05:53PM EST	2011-12-30 05:49PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Fri 30-Dec-2011	03:07 PM  Fri 30-Dec-2011	D60	06:10 PM  Fri 30-Dec-2011	06:03 PM  Fri 30-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Fri 30-Dec-2011	03:07 PM  Fri 30-Dec-2011	D60	06:10 PM  Fri 30-Dec-2011	06:03 PM  Fri 30-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Fri 30-Dec-2011	03:07 PM  Fri 30-Dec-2011	D60	06:10 PM  Fri 30-Dec-2011	06:03 PM  Fri 30-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-30 3:15 PM	2011-12-30 3:07 PM		2011-12-30 6:10 PM	2011-12-30 6:03 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-30 3:15 PM	2011-12-30 3:07 PM		2011-12-30 6:10 PM	2011-12-30 6:03 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-30 3:15 PM	2011-12-30 3:07 PM		2011-12-30 6:10 PM	2011-12-30 6:03 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 30	3:22 PM, Dec 30		6:10 PM, Dec 30	5:49 PM, Dec 30	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 30	3:22 PM, Dec 30		6:10 PM, Dec 30	5:49 PM, Dec 30	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 30	3:22 PM, Dec 30		6:10 PM, Dec 30	5:49 PM, Dec 30	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 30	3:22 PM, Dec 30		6:10 PM, Dec 30	5:49 PM, Dec 30	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 30	3:22 PM, Dec 30		6:10 PM, Dec 30	5:49 PM, Dec 30	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 30	3:22 PM, Dec 30		6:10 PM, Dec 30	5:49 PM, Dec 30	
travelocity	AA-3592-MIA-CLE	Dec 30 - 3:15pm	Dec 30 - 3:07pm	D60	Dec 30 - 6:10pm	Dec 30 - 6:03pm	A1
orbitz	AA-3592-MIA-CLE	3:15pDec 30	3:07pDec 30	 D60	6:10pDec 30	6:03pDec 30	 A1
weather	AA-3592-MIA-CLE	2011-12-30 03:15 PM			2011-12-30 06:10 PM		
usatoday	AA-3592-MIA-CLE	3:15 PM, Dec 30	3:22 PM, Dec 30		6:10 PM, Dec 30	5:49 PM, Dec 30	
mytripandmore	AA-3592-MIA-CLE	3:15pDec 30	3:07pDec 30	 D60	6:10pDec 30	6:03pDec 30	 A1
flightwise	AA-3592-MIA-CLE	2011-12-30 03:15PM EST	2011-12-30 03:22PM EST	 D60 	2011-12-30 05:53PM EST	2011-12-30 05:49PM EST	 A1 
flightarrival	AA-3592-MIA-CLE	3:15 PM, Dec 30	3:22 PM, Dec 30		6:10 PM, Dec 30	5:49 PM, Dec 30	
ua	UA-3925-IAD-ORF	Fri, Dec 30 8:42 AM	Fri, Dec 30 9:25 AM	A1A	Fri, Dec 30 9:55 AM	Fri, Dec 30 10:19 AM	--
flightexplorer	UA-3925-IAD-ORF		12/30/2011 9:43AM EST			12/30/2011 10:12AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/30/11 9:43 AM (-05:00)			12/30/11 10:12 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/30/11 9:43 AM (-05:00)			12/30/11 10:12 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/30/11 9:43 AM (-05:00)			12/30/11 10:12 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/30/11 9:43 AM (-05:00)			12/30/11 10:12 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-30 08:42AM EST	2011-12-30 08:59AM EST	 A2G 	2011-12-30 09:21AM EST	2011-12-30 09:38AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-30 08:42AM EST	2011-12-30 08:59AM EST	 A2G 	2011-12-30 09:21AM EST	2011-12-30 09:38AM EST	
flights	UA-3925-IAD-ORF		2011-12-30 09:25 AM	A1		2011-12-30 10:19 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-30 09:25 AM	A1		2011-12-30 10:19 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-30 09:25 AM	A1		2011-12-30 10:19 AM	
flightstats	UA-3925-IAD-ORF	2011-12-30 8:42 AM	2011-12-30 9:25 AM		2011-12-30 9:55 AM	2011-12-30 10:19 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-30 8:42 AM	2011-12-30 9:25 AM		2011-12-30 9:55 AM	2011-12-30 10:19 AM	
flightview	UA-3925-IAD-ORF		9:43 AMDec 30			10:19 AMDec 30	
panynj	UA-3925-IAD-ORF		9:43 AMDec 30			10:19 AMDec 30	
gofox	UA-3925-IAD-ORF		9:43 AMDec 30			10:19 AMDec 30	
foxbusiness	UA-3925-IAD-ORF		9:43 AMDec 30			10:19 AMDec 30	
allegiantair	UA-3925-IAD-ORF		9:43 AMDec 30			10:19 AMDec 30	
boston	UA-3925-IAD-ORF		9:43 AMDec 30			10:16 AMDec 30	
travelocity	UA-3925-IAD-ORF	Dec 30 - Not Available	Dec 30 - 9:42am	A1A	Dec 30 - Not Available	Dec 30 - 10:19am	CHK
orbitz	UA-3925-IAD-ORF	8:42aDec 30	9:25aDec 30	 A1A	9:55aDec 30	10:19aDec 30	 -
weather	UA-3925-IAD-ORF	2011-12-30 08:42 AM			2011-12-30 09:55 AM		
flightarrival	UA-3925-IAD-ORF		9:43 AMDec 30			10:16 AMDec 30	
ua	UA-1977-CLT-CVG	Fri, Dec 30 11:50 AM	Fri, Dec 30 12:06 PM	E7	Fri, Dec 30 1:21 PM	Fri, Dec 30 1:30 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/30/11 12:24 PM (-05:00)			12/30/11 1:17 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/30/11 12:24 PM (-05:00)			12/30/11 1:17 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/30/11 12:24 PM (-05:00)			12/30/11 1:17 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/30/11 12:24 PM (-05:00)			12/30/11 1:17 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-30 12:06 PM	E7		2011-12-30 01:30 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-30 12:06 PM	E7		2011-12-30 01:30 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-30 12:06 PM	E7		2011-12-30 01:30 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-30 11:50 AM	2011-12-30 12:06 PM		2011-12-30 1:21 PM	2011-12-30 1:30 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-30 11:50 AM	2011-12-30 12:06 PM		2011-12-30 1:21 PM	2011-12-30 1:30 PM	
flightview	UA-1977-CLT-CVG		12:24 PMDec 30			1:27 PMDec 30	
panynj	UA-1977-CLT-CVG		12:24 PMDec 30			1:27 PMDec 30	
gofox	UA-1977-CLT-CVG		12:24 PMDec 30			1:27 PMDec 30	
foxbusiness	UA-1977-CLT-CVG		12:24 PMDec 30			1:27 PMDec 30	
allegiantair	UA-1977-CLT-CVG		12:24 PMDec 30			1:27 PMDec 30	
boston	UA-1977-CLT-CVG		12:24 PMDec 30			1:27 PMDec 30	
travelocity	UA-1977-CLT-CVG	Dec 30 - 11:50am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 1:21pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:50aDec 30	12:06pDec 30	 -	1:21pDec 30	1:30pDec 30	 -
weather	UA-1977-CLT-CVG	2011-12-30 11:50 AM			2011-12-30 01:21 PM		
usatoday	UA-1977-CLT-CVG		12:24 PMDec 30			1:27 PMDec 30	
mytripandmore	UA-1977-CLT-CVG	11:50aDec 30	12:06pDec 30	 -	1:21pDec 30	1:30pDec 30	 -
flightarrival	UA-1977-CLT-CVG		12:24 PMDec 30			1:27 PMDec 30	
aa	AA-3508-ATL-MIA	December 30, 2011               07:40 PM    	December 30, 2011               07:50 PM    	 T10	December 30, 2011               09:40 PM    	December 30, 2011               09:56 PM    	    
flightexplorer	AA-3508-ATL-MIA		12/30/2011 8:19PM EST			12/30/2011 9:51PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/30/11 8:19 PM (-05:00)			12/30/11 9:51 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/30/11 8:19 PM (-05:00)			12/30/11 9:51 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/30/11 8:19 PM (-05:00)			12/30/11 9:51 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/30/11 8:19 PM (-05:00)			12/30/11 9:51 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-30 07:40PM EST	2011-12-30 08:18PM EST	 T10 	2011-12-30 09:30PM EST	2011-12-30 09:49PM EST	
wunderground	AA-3508-ATL-MIA	2011-12-30 07:40PM EST	2011-12-30 08:18PM EST	 T10 	2011-12-30 09:30PM EST	2011-12-30 09:49PM EST	
flights	AA-3508-ATL-MIA	07:40 PM  Fri 30-Dec-2011	07:50 PM  Fri 30-Dec-2011		09:40 PM  Fri 30-Dec-2011	09:56 PM  Fri 30-Dec-2011	
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Fri 30-Dec-2011	07:50 PM  Fri 30-Dec-2011		09:40 PM  Fri 30-Dec-2011	09:56 PM  Fri 30-Dec-2011	
flylouisville	AA-3508-ATL-MIA	07:40 PM  Fri 30-Dec-2011	07:50 PM  Fri 30-Dec-2011		09:40 PM  Fri 30-Dec-2011	09:56 PM  Fri 30-Dec-2011	
flightstats	AA-3508-ATL-MIA	2011-12-30 7:40 PM	2011-12-30 7:50 PM		2011-12-30 9:40 PM	2011-12-30 9:56 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-30 7:40 PM	2011-12-30 7:50 PM		2011-12-30 9:40 PM	2011-12-30 9:56 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-30 7:40 PM	2011-12-30 7:50 PM		2011-12-30 9:40 PM	2011-12-30 9:56 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 30	8:19 PM, Dec 30	T10	9:40 PM, Dec 30	9:56 PM, Dec 30	Terminal D - D53
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 30	8:19 PM, Dec 30	T10	9:40 PM, Dec 30	9:56 PM, Dec 30	Terminal D - D53
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 30	8:19 PM, Dec 30		9:40 PM, Dec 30	9:56 PM, Dec 30	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 30	8:19 PM, Dec 30	T10	9:40 PM, Dec 30	9:56 PM, Dec 30	Terminal D - D53
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 30	8:19 PM, Dec 30	T10	9:40 PM, Dec 30	9:56 PM, Dec 30	Terminal D - D53
boston	AA-3508-ATL-MIA	7:40 PM, Dec 30	8:19 PM, Dec 30		9:40 PM, Dec 30	9:49 PM, Dec 30	
travelocity	AA-3508-ATL-MIA	Dec 30 - 7:40pm	Dec 30 - 7:50pm	T10	Dec 30 - 9:40pm	Dec 30 - 9:56pm	Not provided by airline
orbitz	AA-3508-ATL-MIA	7:40pDec 30	7:50pDec 30	 T10	9:40pDec 30	9:56pDec 30	 -
weather	AA-3508-ATL-MIA	2011-12-30 07:40 PM			2011-12-30 09:40 PM		
usatoday	AA-3508-ATL-MIA	2011-12-30 7:40 PM	2011-12-30 7:50 PM		2011-12-30 9:40 PM	2011-12-30 9:56 PM	
ua	UA-2690-DTW-PHL	Fri, Dec 30 7:10 AM	Fri, Dec 30 7:10 AM	D24	Fri, Dec 30 8:53 AM	Fri, Dec 30 8:31 AM	A10
airtravelcenter	UA-2690-DTW-PHL		12/30/11 7:21 AM (-05:00)			12/30/11 8:32 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/30/11 7:21 AM (-05:00)			12/30/11 8:32 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/30/11 7:21 AM (-05:00)			12/30/11 8:32 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/30/11 7:21 AM (-05:00)			12/30/11 8:32 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-30 07:04 AM	D24		2011-12-30 08:31 AM	10
businesstravellogue	UA-2690-DTW-PHL		2011-12-30 07:04 AM	D24		2011-12-30 08:31 AM	10
flylouisville	UA-2690-DTW-PHL		2011-12-30 07:04 AM	D24		2011-12-30 08:31 AM	10
flightview	UA-2690-DTW-PHL		7:22 AMDec 30			8:53 AMDec 30	
panynj	UA-2690-DTW-PHL		7:22 AMDec 30			8:53 AMDec 30	
gofox	UA-2690-DTW-PHL		7:22 AMDec 30			8:53 AMDec 30	
foxbusiness	UA-2690-DTW-PHL		7:22 AMDec 30			8:53 AMDec 30	
allegiantair	UA-2690-DTW-PHL		7:22 AMDec 30			8:53 AMDec 30	
boston	UA-2690-DTW-PHL		7:22 AMDec 30			8:32 AMDec 30	
travelocity	UA-2690-DTW-PHL	Dec 30 - 7:10am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 8:53am	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-2690-DTW-PHL	7:10aDec 30	7:04aDec 30	 -	8:53aDec 30	8:31aDec 30	 -
weather	UA-2690-DTW-PHL	2011-12-30 07:10 AM			2011-12-30 08:53 AM		
usatoday	UA-2690-DTW-PHL	2011-12-30 07:10 AM			2011-12-30 08:53 AM		
flightarrival	UA-2690-DTW-PHL	2011-12-30 07:10 AM			2011-12-30 08:53 AM		
CO	CO-1097-IAH-LAX	Fri., Dec.30, 2011 1:05 p.m.	Fri., Dec.30, 2011 1:10 p.m.		Fri., Dec.30, 2011 3:00 p.m.	Fri., Dec.30, 2011 2:57 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/30/2011 1:27PM CST			12/30/2011 2:33PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/30/11 1:05 PM (-06:00)			12/30/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/30/11 1:05 PM (-06:00)			12/30/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/30/11 1:05 PM (-06:00)			12/30/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/30/11 1:05 PM (-06:00)			12/30/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-30 01:05PM CST	2011-12-30 01:27PM CST	 35 	2011-12-30 02:20PM PST	2011-12-30 02:29PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-30 01:05PM CST	2011-12-30 01:27PM CST	 35 	2011-12-30 02:20PM PST	2011-12-30 02:29PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-30 01:10 PM	35		2011-12-30 02:57 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-30 01:10 PM	35		2011-12-30 02:57 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-30 01:10 PM	35		2011-12-30 02:57 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-30 1:05 PM	2011-12-30 1:10 PM		2011-12-30 3:00 PM	2011-12-30 2:57 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-30 1:05 PM	2011-12-30 1:10 PM		2011-12-30 3:00 PM	2011-12-30 2:57 PM	
flightview	CO-1097-IAH-LAX		1:27 PMDec 30			2:57 PMDec 30	
panynj	CO-1097-IAH-LAX		1:27 PMDec 30			2:57 PMDec 30	
gofox	CO-1097-IAH-LAX		1:27 PMDec 30			2:57 PMDec 30	
foxbusiness	CO-1097-IAH-LAX		1:27 PMDec 30			2:57 PMDec 30	
allegiantair	CO-1097-IAH-LAX		1:27 PMDec 30			2:57 PMDec 30	
boston	CO-1097-IAH-LAX		1:27 PMDec 30			2:30 PMDec 30	
orbitz	CO-1097-IAH-LAX	1:05pDec 30	1:10pDec 30	 35	3:00pDec 30	2:57pDec 30	 64
ifly	CO-1097-IAH-LAX	2011-12-30 1:05 PM	2011-12-30 1:10 PM		2011-12-30 3:00 PM	2011-12-30 2:57 PM	
usatoday	CO-1097-IAH-LAX	2011-12-30 1:05 PM	2011-12-30 1:10 PM		2011-12-30 3:00 PM	2011-12-30 2:57 PM	
aa	AA-637-ORD-LAX		December 30, 2011     	 H14		December 30, 2011     	 40    
flightexplorer	AA-637-ORD-LAX	12/30/2011 5:05PM CST			12/30/2011 7:30PM PST		
airtravelcenter	AA-637-ORD-LAX		12/30/11 5:08 PM (-06:00)			12/30/11 7:27 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/30/11 5:08 PM (-06:00)			12/30/11 7:27 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/30/11 5:08 PM (-06:00)			12/30/11 7:27 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/30/11 5:08 PM (-06:00)			12/30/11 7:27 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-30 05:05PM CST	2011-12-30 Cancelled	 H14 	2011-12-30 07:10PM PST	2011-12-30 Cancelled	 40 
wunderground	AA-637-ORD-LAX	2011-12-30 05:05PM CST	2011-12-30 Cancelled	 H14 	2011-12-30 07:10PM PST	2011-12-30 Cancelled	 40 
flights	AA-637-ORD-LAX	05:05 PM  Fri 30-Dec-2011		H14	07:30 PM  Fri 30-Dec-2011		40
businesstravellogue	AA-637-ORD-LAX	05:05 PM  Fri 30-Dec-2011		H14	07:30 PM  Fri 30-Dec-2011		40
flylouisville	AA-637-ORD-LAX	05:05 PM  Fri 30-Dec-2011		H14	07:30 PM  Fri 30-Dec-2011		40
world-flight-tracker	AA-637-ORD-LAX	2011-12-30 5:05 PM	2011-12-30 5:05 PM (Estimated)		2011-12-30 7:30 PM	2011-12-30 7:30 PM (Estimated)	
flightview	AA-637-ORD-LAX	5:05 PM, Dec 30			7:30 PM, Dec 30		
panynj	AA-637-ORD-LAX	5:05 PM, Dec 30			7:30 PM, Dec 30		
gofox	AA-637-ORD-LAX	5:05 PM, Dec 30			7:30 PM, Dec 30		
foxbusiness	AA-637-ORD-LAX	5:05 PM, Dec 30			7:30 PM, Dec 30		
allegiantair	AA-637-ORD-LAX	5:05 PM, Dec 30			7:30 PM, Dec 30		
boston	AA-637-ORD-LAX	5:05 PM, Dec 30	Not Available		7:30 PM, Dec 30	Not Available	
travelocity	AA-637-ORD-LAX	Dec 30 - 5:05pm	Dec 30 - Canceled	CXLD	Dec 30 - 7:30pm	Dec 30 - Canceled	40/T4
orbitz	AA-637-ORD-LAX	5:05pDec 30		 H14	7:30pDec 30		 40
weather	AA-637-ORD-LAX	2011-12-30 05:05 PM			2011-12-30 07:30 PM		
mytripandmore	AA-637-ORD-LAX	Dec 30 - 5:05pm	Dec 30 - Canceled	CXLD	Dec 30 - 7:30pm	Dec 30 - Canceled	40/T4
flightwise	AA-637-ORD-LAX	2011-12-30 05:05PM CST	2011-12-30 Cancelled	 H14 	2011-12-30 07:10PM PST	2011-12-30 Cancelled	 40 
ua	UA-1406-IAH-LAX	Fri, Dec 30 8:30 PM	Fri, Dec 30 9:24 PM            Delayed	C-40	Fri, Dec 30 10:24 PM	Fri, Dec 30 10:52 PM	63
flightexplorer	UA-1406-IAH-LAX		12/30/2011 9:47PM CST			12/30/2011 10:44PM PST	
airtravelcenter	UA-1406-IAH-LAX	12/30/11 8:30 PM (-06:00)			12/30/11 10:24 PM (-08:00)		
myrateplan	UA-1406-IAH-LAX	12/30/11 8:30 PM (-06:00)			12/30/11 10:24 PM (-08:00)		
helloflight	UA-1406-IAH-LAX	12/30/11 8:30 PM (-06:00)			12/30/11 10:24 PM (-08:00)		
flytecomm	UA-1406-IAH-LAX	12/30/11 8:30 PM (-06:00)			12/30/11 10:24 PM (-08:00)		
flightaware	UA-1406-IAH-LAX	2011-12-30 08:30PM CST	2011-12-30 09:48PM CST	 40 	2011-12-30 09:46PM PST	2011-12-30 10:46PM PST	 63 
wunderground	UA-1406-IAH-LAX	2011-12-30 08:30PM CST	2011-12-30 09:48PM CST	 40 	2011-12-30 09:46PM PST	2011-12-30 10:46PM PST	 63 
flights	UA-1406-IAH-LAX		2011-12-30 09:24 PM	40		2011-12-30 10:24 PM	63
businesstravellogue	UA-1406-IAH-LAX		2011-12-30 09:24 PM	40		2011-12-30 10:24 PM	63
flylouisville	UA-1406-IAH-LAX		2011-12-30 09:24 PM	40		2011-12-30 10:24 PM	63
flightstats	UA-1406-IAH-LAX	2011-12-30 8:30 PM	2011-12-30 9:24 PM		2011-12-30 10:24 PM	2011-12-30 10:52 PM (Estimated)	
quicktrip	UA-1406-IAH-LAX	2011-12-30 8:30 PM	2011-12-30 9:24 PM		2011-12-30 10:24 PM	2011-12-30 10:52 PM (Estimated)	
flightview	UA-1406-IAH-LAX		9:48 PMDec 30			10:52 PMDec 30	
panynj	UA-1406-IAH-LAX		9:48 PMDec 30			10:52 PMDec 30	
gofox	UA-1406-IAH-LAX		9:48 PMDec 30			10:52 PMDec 30	
foxbusiness	UA-1406-IAH-LAX		9:48 PMDec 30			10:52 PMDec 30	
allegiantair	UA-1406-IAH-LAX		9:48 PMDec 30			10:52 PMDec 30	
boston	UA-1406-IAH-LAX		9:48 PMDec 30			10:52 PMDec 30	
orbitz	UA-1406-IAH-LAX	8:30pDec 30	9:24pDec 30	 40	11:20pDec 30		 63
weather	UA-1406-IAH-LAX	2011-12-30 08:30 PM			2011-12-30 10:24 PM		
ifly	UA-1406-IAH-LAX	2011-12-30 8:30 PM	2011-12-30 9:24 PM		2011-12-30 10:24 PM	2011-12-30 10:52 PM (Estimated)	
usatoday	UA-1406-IAH-LAX	2011-12-30 8:30 PM	2011-12-30 9:24 PM		2011-12-30 10:24 PM	2011-12-30 10:52 PM (Estimated)	
flightarrival	UA-1406-IAH-LAX		9:48 PMDec 30			10:52 PMDec 30	
CO	CO-1239-IAH-LAX	Fri., Dec.30, 2011 9:00 a.m.	Fri., Dec.30, 2011 9:06 a.m.		Fri., Dec.30, 2011 10:52 a.m.	Fri., Dec.30, 2011 10:40 a.m.	
flightexplorer	CO-1239-IAH-LAX		12/30/2011 9:23AM CST			12/30/2011 10:33AM PST	
airtravelcenter	CO-1239-IAH-LAX	12/30/11 9:00 AM (-06:00)			12/30/11 10:52 AM (-08:00)		
myrateplan	CO-1239-IAH-LAX	12/30/11 9:00 AM (-06:00)			12/30/11 10:52 AM (-08:00)		
helloflight	CO-1239-IAH-LAX	12/30/11 9:00 AM (-06:00)			12/30/11 10:52 AM (-08:00)		
flytecomm	CO-1239-IAH-LAX	12/30/11 9:00 AM (-06:00)			12/30/11 10:52 AM (-08:00)		
flightaware	CO-1239-IAH-LAX	2011-12-30 09:00AM CST	2011-12-30 09:24AM CST	 40 	2011-12-30 10:20AM PST	2011-12-30 10:29AM PST	 75B 
