ua	UA-1534-RTB-IAH	Sun, Dec 4 2:05 PM	Sun, Dec 4 1:53 PM	--	Sun, Dec 4 5:01 PM	Sun, Dec 4 4:43 PM	E2
helloflight	UA-2708-EWR-CLT		12/4/11 3:05 PM (-05:00)			12/4/11 4:29 PM (-05:00)	
flytecomm	UA-2708-EWR-CLT		12/4/11 3:05 PM (-05:00)			12/4/11 4:29 PM (-05:00)	
flights	UA-2708-EWR-CLT		2011-12-04 02:48 PM	37		2011-12-04 04:32 PM	D3
businesstravellogue	UA-2708-EWR-CLT		2011-12-04 02:48 PM	37		2011-12-04 04:32 PM	D3
flylouisville	UA-2708-EWR-CLT		2011-12-04 02:48 PM	37		2011-12-04 04:32 PM	D3
flightstats	UA-2708-EWR-CLT	2011-12-04 2:55 PM	2011-12-04 2:48 PM		2011-12-04 4:53 PM	2011-12-04 4:32 PM	
quicktrip	UA-2708-EWR-CLT	2011-12-04 2:55 PM	2011-12-04 2:48 PM		2011-12-04 4:53 PM	2011-12-04 4:32 PM	
flightview	UA-2708-EWR-CLT		3:05 PMDec 04			4:30 PMDec 04	
panynj	UA-2708-EWR-CLT		3:05 PMDec 04			4:30 PMDec 04	
gofox	UA-2708-EWR-CLT		3:05 PMDec 04			4:30 PMDec 04	
foxbusiness	UA-2708-EWR-CLT		3:05 PMDec 04			4:30 PMDec 04	
allegiantair	UA-2708-EWR-CLT		3:05 PMDec 04			4:30 PMDec 04	
boston	UA-2708-EWR-CLT		3:05 PMDec 04			4:30 PMDec 04	
travelocity	UA-2708-EWR-CLT	Dec 04 - 2:55pm	Dec 04 - Contact Airline	Not provided by airline	Dec 04 - 4:53pm	Dec 04 - Contact Airline	Not provided by airline
orbitz	UA-2708-EWR-CLT	2:55pDec 4	2:48pDec 4	 -	4:53pDec 4	4:32pDec 4	 -
weather	UA-2708-EWR-CLT	2011-12-04 02:55 PM			2011-12-04 04:53 PM		
ifly	UA-2708-EWR-CLT	2011-12-04 2:55 PM	2011-12-04 2:48 PM		2011-12-04 4:53 PM	2011-12-04 4:32 PM	
usatoday	UA-2708-EWR-CLT		3:05 PMDec 04			4:30 PMDec 04	
flightarrival	UA-2708-EWR-CLT	2011-12-04 2:55 PM	2011-12-04 2:48 PM		2011-12-04 4:53 PM	2011-12-04 4:32 PM	
CO	CO-53-LAX-IAH	Sun., Dec.04, 2011 2:40 p.m.	Sun., Dec.04, 2011 2:52 p.m.		Sun., Dec.04, 2011 7:48 p.m.	Sun., Dec.04, 2011 7:59 p.m.	
airtravelcenter	CO-53-LAX-IAH	12/4/11 2:40 PM (-08:00)			12/4/11 7:48 PM (-06:00)		
myrateplan	CO-53-LAX-IAH	12/4/11 2:40 PM (-08:00)			12/4/11 7:48 PM (-06:00)		
helloflight	CO-53-LAX-IAH	12/4/11 2:40 PM (-08:00)			12/4/11 7:48 PM (-06:00)		
flytecomm	CO-53-LAX-IAH	12/4/11 2:40 PM (-08:00)			12/4/11 7:48 PM (-06:00)		
flights	CO-53-LAX-IAH		2011-12-04 02:52 PM	62		2011-12-04 07:59 PM	45
businesstravellogue	CO-53-LAX-IAH		2011-12-04 02:52 PM	62		2011-12-04 07:59 PM	45
flylouisville	CO-53-LAX-IAH		2011-12-04 02:52 PM	62		2011-12-04 07:59 PM	45
flightstats	CO-53-LAX-IAH	2011-12-04 2:40 PM	2011-12-04 2:52 PM		2011-12-04 7:48 PM	2011-12-04 7:59 PM	
quicktrip	CO-53-LAX-IAH	2011-12-04 2:40 PM	2011-12-04 2:52 PM		2011-12-04 7:48 PM	2011-12-04 7:59 PM	
flightview	CO-53-LAX-IAH		3:02 PMDec 04			7:59 PMDec 04	
panynj	CO-53-LAX-IAH		3:02 PMDec 04			7:59 PMDec 04	
gofox	CO-53-LAX-IAH		3:02 PMDec 04			7:59 PMDec 04	
foxbusiness	CO-53-LAX-IAH		3:02 PMDec 04			7:59 PMDec 04	
allegiantair	CO-53-LAX-IAH		3:02 PMDec 04			7:59 PMDec 04	
boston	CO-53-LAX-IAH		3:02 PMDec 04			7:50 PMDec 04	
orbitz	CO-53-LAX-IAH	2:40pDec 4	2:52pDec 4	 62	7:48pDec 4	7:59pDec 4	 45
weather	CO-53-LAX-IAH	2011-12-04 02:40 PM			2011-12-04 07:48 PM		
usatoday	CO-53-LAX-IAH		3:02 PMDec 04			7:50 PMDec 04	
CO	CO-1030-DEN-IAH	Sun., Dec.04, 2011 2:15 p.m.	Sun., Dec.04, 2011 2:18 p.m.		Sun., Dec.04, 2011 5:38 p.m.	Sun., Dec.04, 2011 5:59 p.m.	
airtravelcenter	CO-1030-DEN-IAH	12/4/11 2:15 PM (-07:00)			12/4/11 5:38 PM (-06:00)		
myrateplan	CO-1030-DEN-IAH	12/4/11 2:15 PM (-07:00)			12/4/11 5:38 PM (-06:00)		
helloflight	CO-1030-DEN-IAH	12/4/11 2:15 PM (-07:00)			12/4/11 5:38 PM (-06:00)		
flytecomm	CO-1030-DEN-IAH	12/4/11 2:15 PM (-07:00)			12/4/11 5:38 PM (-06:00)		
flights	CO-1030-DEN-IAH		2011-12-04 02:18 PM	B18		2011-12-04 05:59 PM	34
businesstravellogue	CO-1030-DEN-IAH		2011-12-04 02:18 PM	B18		2011-12-04 05:59 PM	34
flylouisville	CO-1030-DEN-IAH		2011-12-04 02:18 PM	B18		2011-12-04 05:59 PM	34
flightstats	CO-1030-DEN-IAH	2011-12-04 2:15 PM	2011-12-04 2:18 PM		2011-12-04 5:38 PM	2011-12-04 5:59 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-04 2:15 PM	2011-12-04 2:18 PM		2011-12-04 5:38 PM	2011-12-04 5:59 PM	
flightview	CO-1030-DEN-IAH		2:33 PMDec 04			5:59 PMDec 04	
panynj	CO-1030-DEN-IAH		2:33 PMDec 04			5:59 PMDec 04	
gofox	CO-1030-DEN-IAH		2:33 PMDec 04			5:59 PMDec 04	
foxbusiness	CO-1030-DEN-IAH		2:33 PMDec 04			5:59 PMDec 04	
allegiantair	CO-1030-DEN-IAH		2:33 PMDec 04			5:59 PMDec 04	
boston	CO-1030-DEN-IAH		2:33 PMDec 04			5:38 PMDec 04	
orbitz	CO-1030-DEN-IAH	2:15pDec 4	2:18pDec 4	 B18	5:38pDec 4	5:59pDec 4	 34
weather	CO-1030-DEN-IAH	2011-12-04 02:15 PM			2011-12-04 05:38 PM		
den	CO-1030-DEN-IAH	2011-12-04 2:15 PM		B18			
ua	UA-1005-BOS-IAH	Sun, Dec 4 4:19 PM	Sun, Dec 4 4:19 PM	A7	Sun, Dec 4 7:49 PM	Sun, Dec 4 7:38 PM	C-32
flightexplorer	UA-1005-BOS-IAH	12/4/2011 4:19PM EST			12/4/2011 7:49PM CST		
airtravelcenter	UA-1005-BOS-IAH	12/4/11 4:19 PM (-05:00)			12/4/11 7:49 PM (-06:00)		
myrateplan	UA-1005-BOS-IAH	12/4/11 4:19 PM (-05:00)			12/4/11 7:49 PM (-06:00)		
helloflight	UA-1005-BOS-IAH	12/4/11 4:19 PM (-05:00)			12/4/11 7:49 PM (-06:00)		
flytecomm	UA-1005-BOS-IAH	12/4/11 4:19 PM (-05:00)			12/4/11 7:49 PM (-06:00)		
flightaware	UA-1005-BOS-IAH	2011-12-04 04:19PM EST	2011-12-04 04:29PM EST	 A7 	2011-12-04 07:29PM CST	2011-12-04 07:39PM CST	 32 
wunderground	UA-1005-BOS-IAH	2011-12-04 04:19PM EST	2011-12-04 04:29PM EST	 A7 	2011-12-04 07:29PM CST	2011-12-04 07:39PM CST	 32 
flights	UA-1005-BOS-IAH	2011-12-04 04:19 PM		A7	2011-12-04 07:49 PM		32
businesstravellogue	UA-1005-BOS-IAH	2011-12-04 04:19 PM		A7	2011-12-04 07:49 PM		32
flylouisville	UA-1005-BOS-IAH	2011-12-04 04:19 PM		A7	2011-12-04 07:49 PM		32
flightview	UA-1005-BOS-IAH	4:19 PMDec 04			7:49 PMDec 04		
panynj	UA-1005-BOS-IAH	4:19 PMDec 04			7:49 PMDec 04		
gofox	UA-1005-BOS-IAH	4:19 PMDec 04			7:49 PMDec 04		
foxbusiness	UA-1005-BOS-IAH	4:19 PMDec 04			7:49 PMDec 04		
allegiantair	UA-1005-BOS-IAH	4:19 PMDec 04			7:49 PMDec 04		
boston	UA-1005-BOS-IAH	4:19 PMDec 04			7:49 PMDec 04		
travelocity	UA-1005-BOS-IAH	Dec 04 - 4:19pm	Dec 04 - Contact Airline	Not provided by airline	Dec 04 - 7:49pm	Dec 04 - Contact Airline	Not provided by airline
orbitz	UA-1005-BOS-IAH	4:19pDec 4		 A7	7:49pDec 4		 C-32
weather	UA-1005-BOS-IAH	2011-12-04 04:19 PM			2011-12-04 07:49 PM		
mytripandmore	UA-1005-BOS-IAH	4:19pDec 4		 A7	7:49pDec 4		 C-32
aa	AA-185-JFK-LAX	12/04/2011 09:00 PM		42	12/05/2011 12:23 AM		47B
flightexplorer	AA-185-JFK-LAX	12/4/2011 9:00PM EST			12/5/2011 12:23AM PST		
airtravelcenter	AA-185-JFK-LAX		12/4/11 9:11 PM (-05:00)			12/4/11 11:53 PM (-08:00)	
myrateplan	AA-185-JFK-LAX		12/4/11 9:11 PM (-05:00)			12/4/11 11:53 PM (-08:00)	
helloflight	AA-185-JFK-LAX		12/4/11 9:11 PM (-05:00)			12/4/11 11:53 PM (-08:00)	
flytecomm	AA-185-JFK-LAX		12/4/11 9:11 PM (-05:00)			12/4/11 11:53 PM (-08:00)	
flightaware	AA-185-JFK-LAX	2011-12-04 09:00PM EST	2011-12-04 09:10PM EST	 46 	2011-12-04 11:43PM PST	2011-12-04 11:45PM PST	 49A 
wunderground	AA-185-JFK-LAX	2011-12-04 09:00PM EST	2011-12-04 09:10PM EST	 46 	2011-12-04 11:43PM PST	2011-12-04 11:45PM PST	 49A 
flights	AA-185-JFK-LAX	09:00 PM  Sun 04-Dec-2011		C42	12:23 AM  Mon 05-Dec-2011		47B
businesstravellogue	AA-185-JFK-LAX	09:00 PM  Sun 04-Dec-2011		C42	12:23 AM  Mon 05-Dec-2011		47B
flylouisville	AA-185-JFK-LAX	09:00 PM  Sun 04-Dec-2011		C42	12:23 AM  Mon 05-Dec-2011		47B
flightstats	AA-185-JFK-LAX	2011-12-04 9:00 PM	2011-12-04 9:11 PM (Estimated runway)		2011-12-04 12:23 AM	2011-12-04 11:53 PM (Estimated runway)	
quicktrip	AA-185-JFK-LAX	2011-12-04 9:00 PM	2011-12-04 9:11 PM (Estimated runway)		2011-12-04 12:23 AM	2011-12-04 11:53 PM (Estimated runway)	
world-flight-tracker	AA-185-JFK-LAX	2011-12-04 9:00 PM	2011-12-04 9:11 PM (Estimated runway)		2011-12-04 12:23 AM	2011-12-04 11:53 PM (Estimated runway)	
flightview	AA-185-JFK-LAX	9:00 PM, Dec 04		Terminal 8	12:23 AM, Dec 05		Terminal 4
panynj	AA-185-JFK-LAX	9:00 PM, Dec 04		Terminal 8	12:23 AM, Dec 05		Terminal 4
gofox	AA-185-JFK-LAX	9:00 PM, Dec 04			12:23 AM, Dec 05		
foxbusiness	AA-185-JFK-LAX	9:00 PM, Dec 04		Terminal 8	12:23 AM, Dec 05		Terminal 4
allegiantair	AA-185-JFK-LAX	9:00 PM, Dec 04		Terminal 8	12:23 AM, Dec 05		Terminal 4
boston	AA-185-JFK-LAX	9:00 PM, Dec 04	Not Available		12:23 AM, Dec 05	Not Available	
travelocity	AA-185-JFK-LAX	Dec 04 - 9:00pm	Dec 04 - Not Available	42/8	Dec 05 - 12:23am	Dec 05 - Not Available	47B/T4
orbitz	AA-185-JFK-LAX	9:00pDec 4		 -	12:23aDec 5		 -
weather	AA-185-JFK-LAX	2011-12-04 09:00 PM	2011-12-04 09:10 PM		2011-12-04 12:23 AM	2011-12-04 11:45 PM	
ifly	AA-185-JFK-LAX	2011-12-04 9:00 PM	2011-12-04 9:11 PM (Estimated runway)		2011-12-04 12:23 AM	2011-12-04 11:53 PM (Estimated runway)	
flightwise	AA-185-JFK-LAX	2011-12-04 09:00PM EST	2011-12-04 09:10PM EST	 46 	2011-12-04 11:43PM PST	2011-12-04 11:45PM PST	 49A 
flightarrival	AA-185-JFK-LAX	2011-12-04 09:00 PM	2011-12-04 09:10 PM		2011-12-04 12:23 AM	2011-12-04 11:45 PM	
aa	AA-3592-MIA-CLE	12/04/2011 03:15 PM	12/04/2011 03:31 PM	D60	12/04/2011 06:10 PM	12/04/2011 06:09 PM	A5
flightexplorer	AA-3592-MIA-CLE		12/4/2011 3:31PM EST			12/4/2011 5:55PM EST	
airtravelcenter	AA-3592-MIA-CLE		12/4/11 3:31 PM (-05:00)			12/4/11 5:55 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/4/11 3:31 PM (-05:00)			12/4/11 5:55 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/4/11 3:31 PM (-05:00)			12/4/11 5:55 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/4/11 3:31 PM (-05:00)			12/4/11 5:55 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-04 03:15PM EST	2011-12-04 03:31PM EST	 D60 	2011-12-04 06:00PM EST	2011-12-04 05:55PM EST	 A5 
wunderground	AA-3592-MIA-CLE	2011-12-04 03:15PM EST	2011-12-04 03:31PM EST	 D60 	2011-12-04 06:00PM EST	2011-12-04 05:55PM EST	 A5 
flights	AA-3592-MIA-CLE	03:15 PM  Sun 04-Dec-2011	03:31 PM  Sun 04-Dec-2011	D60	06:10 PM  Sun 04-Dec-2011	06:09 PM  Sun 04-Dec-2011	A5
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Sun 04-Dec-2011	03:31 PM  Sun 04-Dec-2011	D60	06:10 PM  Sun 04-Dec-2011	06:09 PM  Sun 04-Dec-2011	A5
flylouisville	AA-3592-MIA-CLE	03:15 PM  Sun 04-Dec-2011	03:31 PM  Sun 04-Dec-2011	D60	06:10 PM  Sun 04-Dec-2011	06:09 PM  Sun 04-Dec-2011	A5
flightstats	AA-3592-MIA-CLE	2011-12-04 3:15 PM	2011-12-04 3:31 PM		2011-12-04 6:10 PM	2011-12-04 6:09 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-04 3:15 PM	2011-12-04 3:31 PM		2011-12-04 6:10 PM	2011-12-04 6:09 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-04 3:15 PM	2011-12-04 3:31 PM		2011-12-04 6:10 PM	2011-12-04 6:09 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 04	3:31 PM, Dec 04		6:10 PM, Dec 04	6:01 PM, Dec 04	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 04	3:31 PM, Dec 04		6:10 PM, Dec 04	6:01 PM, Dec 04	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 04	3:31 PM, Dec 04		6:10 PM, Dec 04	6:01 PM, Dec 04	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 04	3:31 PM, Dec 04		6:10 PM, Dec 04	6:01 PM, Dec 04	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 04	3:31 PM, Dec 04		6:10 PM, Dec 04	6:01 PM, Dec 04	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 04	3:31 PM, Dec 04		6:10 PM, Dec 04	6:01 PM, Dec 04	
travelocity	AA-3592-MIA-CLE	Dec 04 - 3:15pm	Dec 04 - 3:11pm	D60	Dec 04 - 6:10pm	Dec 04 - 6:09pm	A5
orbitz	AA-3592-MIA-CLE	3:15pDec 4	3:11pDec 4	 D60	6:10pDec 4	6:09pDec 4	 A5
weather	AA-3592-MIA-CLE	2011-12-04 03:15 PM			2011-12-04 06:10 PM		
usatoday	AA-3592-MIA-CLE	3:15 PM, Dec 04	3:31 PM, Dec 04		6:10 PM, Dec 04	6:01 PM, Dec 04	
flightwise	AA-3592-MIA-CLE	2011-12-04 03:15PM EST	2011-12-04 03:31PM EST	 D60 	2011-12-04 06:00PM EST	2011-12-04 05:55PM EST	 A5 
ua	UA-3925-IAD-ORF	Sun, Dec 4 8:41 AM	Sun, Dec 4 8:32 AM	A1G	Sun, Dec 4 9:54 AM	Sun, Dec 4 9:26 AM	--
flightexplorer	UA-3925-IAD-ORF		12/4/2011 8:50AM EST			12/4/2011 9:19AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/4/11 8:50 AM (-05:00)			12/4/11 9:19 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/4/11 8:50 AM (-05:00)			12/4/11 9:19 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/4/11 8:50 AM (-05:00)			12/4/11 9:19 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/4/11 8:50 AM (-05:00)			12/4/11 9:19 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-04 08:42AM EST	2011-12-04 08:52AM EST	 A2G 	2011-12-04 09:35AM EST	2011-12-04 09:45AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-04 08:42AM EST	2011-12-04 08:52AM EST	 A2G 	2011-12-04 09:35AM EST	2011-12-04 09:45AM EST	
flights	UA-3925-IAD-ORF		2011-12-04 08:32 AM	A1		2011-12-04 09:26 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-04 08:32 AM	A1		2011-12-04 09:26 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-04 08:32 AM	A1		2011-12-04 09:26 AM	
flightstats	UA-3925-IAD-ORF	2011-12-04 8:41 AM	2011-12-04 8:32 AM		2011-12-04 9:54 AM	2011-12-04 9:26 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-04 8:41 AM	2011-12-04 8:32 AM		2011-12-04 9:54 AM	2011-12-04 9:26 AM	
flightview	UA-3925-IAD-ORF		8:50 AMDec 04			9:26 AMDec 04	
panynj	UA-3925-IAD-ORF		8:50 AMDec 04			9:26 AMDec 04	
gofox	UA-3925-IAD-ORF		8:50 AMDec 04			9:26 AMDec 04	
foxbusiness	UA-3925-IAD-ORF		8:50 AMDec 04			9:26 AMDec 04	
allegiantair	UA-3925-IAD-ORF		8:50 AMDec 04			9:26 AMDec 04	
boston	UA-3925-IAD-ORF		8:50 AMDec 04			9:24 AMDec 04	
travelocity	UA-3925-IAD-ORF	Dec 04 - Not Available	Dec 04 - 8:49am	A1G	Dec 04 - Not Available	Dec 04 - 9:26am	CHK
weather	UA-3925-IAD-ORF	2011-12-04 08:41 AM			2011-12-04 09:54 AM		
usatoday	UA-3925-IAD-ORF	2011-12-04 08:41 AM			2011-12-04 09:54 AM		
flightarrival	UA-3925-IAD-ORF	2011-12-04 8:41 AM	2011-12-04 8:32 AM		2011-12-04 9:54 AM	2011-12-04 9:26 AM	
ua	UA-1977-CLT-CVG	Sun, Dec 4 11:45 AM	Sun, Dec 4 11:45 AM	E5A	Sun, Dec 4 1:14 PM	Sun, Dec 4 1:03 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/4/11 11:53 AM (-05:00)			12/4/11 12:49 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/4/11 11:53 AM (-05:00)			12/4/11 12:49 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/4/11 11:53 AM (-05:00)			12/4/11 12:49 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/4/11 11:53 AM (-05:00)			12/4/11 12:49 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-04 11:36 AM	E5A		2011-12-04 01:03 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-04 11:36 AM	E5A		2011-12-04 01:03 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-04 11:36 AM	E5A		2011-12-04 01:03 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-04 11:45 AM	2011-12-04 11:36 AM		2011-12-04 1:14 PM	2011-12-04 1:03 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-04 11:45 AM	2011-12-04 11:36 AM		2011-12-04 1:14 PM	2011-12-04 1:03 PM	
flightview	UA-1977-CLT-CVG		11:54 AMDec 04			12:56 PMDec 04	
panynj	UA-1977-CLT-CVG		11:54 AMDec 04			12:56 PMDec 04	
gofox	UA-1977-CLT-CVG		11:54 AMDec 04			12:56 PMDec 04	
foxbusiness	UA-1977-CLT-CVG		11:54 AMDec 04			12:56 PMDec 04	
allegiantair	UA-1977-CLT-CVG		11:54 AMDec 04			12:56 PMDec 04	
boston	UA-1977-CLT-CVG		11:54 AMDec 04			12:56 PMDec 04	
travelocity	UA-1977-CLT-CVG	Dec 04 - 11:45am	Dec 04 - Contact Airline	Not provided by airline	Dec 04 - 1:14pm	Dec 04 - Contact Airline	Not provided by airline
orbitz	UA-1977-CLT-CVG	11:45aDec 4	11:36aDec 4	 -	1:14pDec 4	1:03pDec 4	 -
weather	UA-1977-CLT-CVG	2011-12-04 11:45 AM			2011-12-04 01:14 PM		
ifly	UA-1977-CLT-CVG	2011-12-04 11:45 AM	2011-12-04 11:36 AM		2011-12-04 1:14 PM	2011-12-04 1:03 PM	
usatoday	UA-1977-CLT-CVG	2011-12-04 11:45 AM			2011-12-04 01:14 PM		
mytripandmore	UA-1977-CLT-CVG	11:45aDec 4	11:36aDec 4	 -	1:14pDec 4	1:03pDec 4	 -
aa	AA-393-DFW-DEN	12/04/2011 06:55 AM	12/04/2011 07:10 AM	C35	12/04/2011 07:55 AM	12/04/2011 07:57 AM	A49
flightexplorer	AA-393-DFW-DEN		12/4/2011 7:11AM CST			12/4/2011 7:39AM MST	
airtravelcenter	AA-393-DFW-DEN		12/4/11 7:10 AM (-06:00)			12/4/11 7:39 AM (-07:00)	
myrateplan	AA-393-DFW-DEN		12/4/11 7:10 AM (-06:00)			12/4/11 7:39 AM (-07:00)	
helloflight	AA-393-DFW-DEN		12/4/11 7:10 AM (-06:00)			12/4/11 7:39 AM (-07:00)	
flytecomm	AA-393-DFW-DEN		12/4/11 7:10 AM (-06:00)			12/4/11 7:39 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-04 06:55AM CST	2011-12-04 07:10AM CST	 C35 	2011-12-04 07:33AM MST	2011-12-04 07:39AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-04 06:55AM CST	2011-12-04 07:10AM CST	 C35 	2011-12-04 07:33AM MST	2011-12-04 07:39AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Sun 04-Dec-2011	07:10 AM  Sun 04-Dec-2011	C35	07:55 AM  Sun 04-Dec-2011	07:57 AM  Sun 04-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Sun 04-Dec-2011	07:10 AM  Sun 04-Dec-2011	C35	07:55 AM  Sun 04-Dec-2011	07:57 AM  Sun 04-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Sun 04-Dec-2011	07:10 AM  Sun 04-Dec-2011	C35	07:55 AM  Sun 04-Dec-2011	07:57 AM  Sun 04-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-04 6:55 AM	2011-12-04 7:10 AM		2011-12-04 7:55 AM	2011-12-04 7:57 AM	
quicktrip	AA-393-DFW-DEN	2011-12-04 6:55 AM	2011-12-04 7:10 AM		2011-12-04 7:55 AM	2011-12-04 7:57 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-04 6:55 AM	2011-12-04 7:10 AM		2011-12-04 7:55 AM	2011-12-04 7:57 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 04	7:11 AM, Dec 04	C35	7:55 AM, Dec 04	7:51 AM, Dec 04	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 04	7:11 AM, Dec 04	C35	7:55 AM, Dec 04	7:51 AM, Dec 04	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 04	7:11 AM, Dec 04		7:55 AM, Dec 04	7:51 AM, Dec 04	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 04	7:11 AM, Dec 04	C35	7:55 AM, Dec 04	7:51 AM, Dec 04	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 04	7:11 AM, Dec 04	C35	7:55 AM, Dec 04	7:51 AM, Dec 04	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 04	7:11 AM, Dec 04		7:55 AM, Dec 04	7:51 AM, Dec 04	
travelocity	AA-393-DFW-DEN	Dec 04 - 6:55am	Dec 04 - 6:54am	C35/C	Dec 04 - 7:55am	Dec 04 - 7:57am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 4	6:54aDec 4	 C35	7:55aDec 4	7:57aDec 4	 A49
weather	AA-393-DFW-DEN	2011-12-04 06:55 AM	2011-12-04 07:11 AM		2011-12-04 07:55 AM	2011-12-04 07:47 AM	
den	AA-393-DFW-DEN				2011-12-04 7:55 AM		A49
ifly	AA-393-DFW-DEN	2011-12-04 6:55 AM	2011-12-04 7:10 AM		2011-12-04 7:55 AM	2011-12-04 7:57 AM	
mytripandmore	AA-393-DFW-DEN	Dec 04 - 6:55am	Dec 04 - 6:54am	C35/C	Dec 04 - 7:55am	Dec 04 - 7:57am	A49
flightarrival	AA-393-DFW-DEN	6:55 AM, Dec 04	7:11 AM, Dec 04		7:55 AM, Dec 04	7:51 AM, Dec 04	
aa	AA-3508-ATL-MIA	12/04/2011 07:40 PM	12/04/2011 08:04 PM	T10	12/04/2011 09:40 PM	12/04/2011 09:45 PM	D55
flightexplorer	AA-3508-ATL-MIA		12/4/2011 8:05PM EST			12/4/2011 9:37PM EST	
airtravelcenter	AA-3508-ATL-MIA		12/4/11 8:05 PM (-05:00)			12/4/11 9:37 PM (-05:00)	
myrateplan	AA-3508-ATL-MIA		12/4/11 8:05 PM (-05:00)			12/4/11 9:37 PM (-05:00)	
helloflight	AA-3508-ATL-MIA		12/4/11 8:05 PM (-05:00)			12/4/11 9:37 PM (-05:00)	
flytecomm	AA-3508-ATL-MIA		12/4/11 8:05 PM (-05:00)			12/4/11 9:37 PM (-05:00)	
flightaware	AA-3508-ATL-MIA	2011-12-04 07:40PM EST	2011-12-04 08:04PM EST	 T10 	2011-12-04 09:30PM EST	2011-12-04 09:37PM EST	 D55 
wunderground	AA-3508-ATL-MIA	2011-12-04 07:40PM EST	2011-12-04 08:04PM EST	 T10 	2011-12-04 09:30PM EST	2011-12-04 09:37PM EST	 D55 
flights	AA-3508-ATL-MIA	07:40 PM  Sun 04-Dec-2011	08:04 PM  Sun 04-Dec-2011	T10	09:40 PM  Sun 04-Dec-2011	09:45 PM  Sun 04-Dec-2011	D55
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Sun 04-Dec-2011	08:04 PM  Sun 04-Dec-2011	T10	09:40 PM  Sun 04-Dec-2011	09:45 PM  Sun 04-Dec-2011	D55
flylouisville	AA-3508-ATL-MIA	07:40 PM  Sun 04-Dec-2011	08:04 PM  Sun 04-Dec-2011	T10	09:40 PM  Sun 04-Dec-2011	09:45 PM  Sun 04-Dec-2011	D55
flightstats	AA-3508-ATL-MIA	2011-12-04 7:40 PM	2011-12-04 8:04 PM		2011-12-04 9:40 PM	2011-12-04 9:45 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-04 7:40 PM	2011-12-04 8:04 PM		2011-12-04 9:40 PM	2011-12-04 9:45 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-04 7:40 PM	2011-12-04 8:04 PM		2011-12-04 9:40 PM	2011-12-04 9:45 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 04	8:05 PM, Dec 04	T10	9:40 PM, Dec 04	9:45 PM, Dec 04	Terminal D - D55
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 04	8:05 PM, Dec 04	T10	9:40 PM, Dec 04	9:45 PM, Dec 04	Terminal D - D55
