CO	CO-4237-EWR-DTW	Mon., Dec.26, 2011 12:17 p.m.	Mon., Dec.26, 2011 12:12 p.m.		Mon., Dec.26, 2011 2:24 p.m.	Mon., Dec.26, 2011 2:03 p.m.	
aa	AA-3592-MIA-CLE	December 26, 2011               03:15 PM    	December 26, 2011               03:59 PM    	 D55	December 26, 2011               06:10 PM    	December 26, 2011               06:44 PM    	 A1    
airtravelcenter	AA-3592-MIA-CLE		12/26/11 4:10 PM (-05:00)			12/26/11 6:36 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		12/26/11 4:10 PM (-05:00)			12/26/11 6:36 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		12/26/11 4:10 PM (-05:00)			12/26/11 6:36 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		12/26/11 4:10 PM (-05:00)			12/26/11 6:36 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2011-12-26 03:15PM EST	2011-12-26 04:10PM EST	 D55 	2011-12-26 06:01PM EST	2011-12-26 06:39PM EST	 A1 
wunderground	AA-3592-MIA-CLE	2011-12-26 03:15PM EST	2011-12-26 04:10PM EST	 D55 	2011-12-26 06:01PM EST	2011-12-26 06:39PM EST	 A1 
flights	AA-3592-MIA-CLE	03:15 PM  Mon 26-Dec-2011	03:59 PM  Mon 26-Dec-2011	D55	06:10 PM  Mon 26-Dec-2011	06:44 PM  Mon 26-Dec-2011	A1
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Mon 26-Dec-2011	03:59 PM  Mon 26-Dec-2011	D55	06:10 PM  Mon 26-Dec-2011	06:44 PM  Mon 26-Dec-2011	A1
flylouisville	AA-3592-MIA-CLE	03:15 PM  Mon 26-Dec-2011	03:59 PM  Mon 26-Dec-2011	D55	06:10 PM  Mon 26-Dec-2011	06:44 PM  Mon 26-Dec-2011	A1
flightstats	AA-3592-MIA-CLE	2011-12-26 3:15 PM	2011-12-26 3:59 PM		2011-12-26 6:10 PM	2011-12-26 6:44 PM	
quicktrip	AA-3592-MIA-CLE	2011-12-26 3:15 PM	2011-12-26 3:59 PM		2011-12-26 6:10 PM	2011-12-26 6:44 PM	
world-flight-tracker	AA-3592-MIA-CLE	2011-12-26 3:15 PM	2011-12-26 3:59 PM		2011-12-26 6:10 PM	2011-12-26 6:44 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Dec 26	4:10 PM, Dec 26		6:10 PM, Dec 26	6:45 PM, Dec 26	
panynj	AA-3592-MIA-CLE	3:15 PM, Dec 26	4:10 PM, Dec 26		6:10 PM, Dec 26	6:45 PM, Dec 26	
gofox	AA-3592-MIA-CLE	3:15 PM, Dec 26	4:10 PM, Dec 26		6:10 PM, Dec 26	6:45 PM, Dec 26	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Dec 26	4:10 PM, Dec 26		6:10 PM, Dec 26	6:45 PM, Dec 26	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Dec 26	4:10 PM, Dec 26		6:10 PM, Dec 26	6:45 PM, Dec 26	
boston	AA-3592-MIA-CLE	3:15 PM, Dec 26	4:10 PM, Dec 26		6:10 PM, Dec 26	6:45 PM, Dec 26	
orbitz	AA-3592-MIA-CLE	3:15pDec 26	3:59pDec 26	 D55	6:10pDec 26	6:44pDec 26	 A1
weather	AA-3592-MIA-CLE	2011-12-26 03:15 PM			2011-12-26 06:10 PM		
usatoday	AA-3592-MIA-CLE	2011-12-26 03:15 PM			2011-12-26 06:10 PM		
flightarrival	AA-3592-MIA-CLE	3:15 PM, Dec 26	4:10 PM, Dec 26		6:10 PM, Dec 26	6:45 PM, Dec 26	
ua	UA-3925-IAD-ORF	Mon, Dec 26 8:42 AM	Mon, Dec 26 8:43 AM	A2G	Mon, Dec 26 9:55 AM	Mon, Dec 26 9:44 AM	--
flightexplorer	UA-3925-IAD-ORF		12/26/2011 9:05AM EST			12/26/2011 9:41AM EST	
airtravelcenter	UA-3925-IAD-ORF		12/26/11 9:05 AM (-05:00)			12/26/11 9:36 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		12/26/11 9:05 AM (-05:00)			12/26/11 9:36 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		12/26/11 9:05 AM (-05:00)			12/26/11 9:36 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		12/26/11 9:05 AM (-05:00)			12/26/11 9:36 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2011-12-26 08:42AM EST	2011-12-26 09:01AM EST	 A2G 	2011-12-26 09:19AM EST	2011-12-26 09:38AM EST	
wunderground	UA-3925-IAD-ORF	2011-12-26 08:42AM EST	2011-12-26 09:01AM EST	 A2G 	2011-12-26 09:19AM EST	2011-12-26 09:38AM EST	
flights	UA-3925-IAD-ORF		2011-12-26 08:43 AM	A2		2011-12-26 09:44 AM	
businesstravellogue	UA-3925-IAD-ORF		2011-12-26 08:43 AM	A2		2011-12-26 09:44 AM	
flylouisville	UA-3925-IAD-ORF		2011-12-26 08:43 AM	A2		2011-12-26 09:44 AM	
flightstats	UA-3925-IAD-ORF	2011-12-26 8:42 AM	2011-12-26 8:43 AM		2011-12-26 9:55 AM	2011-12-26 9:44 AM	
quicktrip	UA-3925-IAD-ORF	2011-12-26 8:42 AM	2011-12-26 8:43 AM		2011-12-26 9:55 AM	2011-12-26 9:44 AM	
flightview	UA-3925-IAD-ORF		9:05 AMDec 26			9:44 AMDec 26	
panynj	UA-3925-IAD-ORF		9:05 AMDec 26			9:44 AMDec 26	
gofox	UA-3925-IAD-ORF		9:05 AMDec 26			9:44 AMDec 26	
foxbusiness	UA-3925-IAD-ORF		9:05 AMDec 26			9:44 AMDec 26	
allegiantair	UA-3925-IAD-ORF		9:05 AMDec 26			9:44 AMDec 26	
boston	UA-3925-IAD-ORF		9:05 AMDec 26			9:41 AMDec 26	
orbitz	UA-3925-IAD-ORF	8:42aDec 26	8:43aDec 26	 A2G	9:55aDec 26	9:44aDec 26	 -
weather	UA-3925-IAD-ORF	2011-12-26 08:42 AM			2011-12-26 09:55 AM		
usatoday	UA-3925-IAD-ORF	2011-12-26 08:42 AM			2011-12-26 09:55 AM		
ua	UA-1977-CLT-CVG	Mon, Dec 26 11:50 AM	Mon, Dec 26 12:02 PM	E5	Mon, Dec 26 1:21 PM	Mon, Dec 26 1:29 PM	7
airtravelcenter	UA-1977-CLT-CVG		12/26/11 12:28 PM (-05:00)			12/26/11 1:22 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		12/26/11 12:28 PM (-05:00)			12/26/11 1:22 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		12/26/11 12:28 PM (-05:00)			12/26/11 1:22 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		12/26/11 12:28 PM (-05:00)			12/26/11 1:22 PM (-05:00)	
flights	UA-1977-CLT-CVG		2011-12-26 12:02 PM	E5		2011-12-26 01:29 PM	7
businesstravellogue	UA-1977-CLT-CVG		2011-12-26 12:02 PM	E5		2011-12-26 01:29 PM	7
flylouisville	UA-1977-CLT-CVG		2011-12-26 12:02 PM	E5		2011-12-26 01:29 PM	7
flightstats	UA-1977-CLT-CVG	2011-12-26 11:50 AM	2011-12-26 12:02 PM		2011-12-26 1:21 PM	2011-12-26 1:29 PM	
quicktrip	UA-1977-CLT-CVG	2011-12-26 11:50 AM	2011-12-26 12:02 PM		2011-12-26 1:21 PM	2011-12-26 1:29 PM	
flightview	UA-1977-CLT-CVG		12:28 PMDec 26			1:28 PMDec 26	
panynj	UA-1977-CLT-CVG		12:28 PMDec 26			1:28 PMDec 26	
gofox	UA-1977-CLT-CVG		12:28 PMDec 26			1:28 PMDec 26	
foxbusiness	UA-1977-CLT-CVG		12:28 PMDec 26			1:28 PMDec 26	
allegiantair	UA-1977-CLT-CVG		12:28 PMDec 26			1:28 PMDec 26	
boston	UA-1977-CLT-CVG		12:28 PMDec 26			1:28 PMDec 26	
orbitz	UA-1977-CLT-CVG	11:50aDec 26	12:02pDec 26	 -	1:21pDec 26	1:29pDec 26	 -
weather	UA-1977-CLT-CVG	2011-12-26 11:50 AM			2011-12-26 01:21 PM		
ifly	UA-1977-CLT-CVG	2011-12-26 11:50 AM	2011-12-26 12:02 PM		2011-12-26 1:21 PM	2011-12-26 1:29 PM	
usatoday	UA-1977-CLT-CVG		12:28 PMDec 26			1:28 PMDec 26	
flightarrival	UA-1977-CLT-CVG	2011-12-26 11:50 AM			2011-12-26 01:21 PM		
aa	AA-393-DFW-DEN	December 26, 2011               06:55 AM    	December 26, 2011               06:56 AM    	 C14	December 26, 2011               07:55 AM    	December 26, 2011               07:55 AM    	 A49    
flightexplorer	AA-393-DFW-DEN		12/26/2011 7:15AM CST			12/26/2011 7:39AM MST	
airtravelcenter	AA-393-DFW-DEN		12/26/11 7:14 AM (-06:00)			12/26/11 7:39 AM (-07:00)	
flightaware	AA-393-DFW-DEN	2011-12-26 06:55AM CST	2011-12-26 07:15AM CST	 C14 	2011-12-26 07:47AM MST	2011-12-26 07:45AM MST	 A49 
wunderground	AA-393-DFW-DEN	2011-12-26 06:55AM CST	2011-12-26 07:15AM CST	 C14 	2011-12-26 07:47AM MST	2011-12-26 07:45AM MST	 A49 
flights	AA-393-DFW-DEN	06:55 AM  Mon 26-Dec-2011	06:56 AM  Mon 26-Dec-2011	C14	07:55 AM  Mon 26-Dec-2011	07:55 AM  Mon 26-Dec-2011	A49
businesstravellogue	AA-393-DFW-DEN	06:55 AM  Mon 26-Dec-2011	06:56 AM  Mon 26-Dec-2011	C14	07:55 AM  Mon 26-Dec-2011	07:55 AM  Mon 26-Dec-2011	A49
flylouisville	AA-393-DFW-DEN	06:55 AM  Mon 26-Dec-2011	06:56 AM  Mon 26-Dec-2011	C14	07:55 AM  Mon 26-Dec-2011	07:55 AM  Mon 26-Dec-2011	A49
flightstats	AA-393-DFW-DEN	2011-12-26 6:55 AM	2011-12-26 6:56 AM		2011-12-26 7:55 AM	2011-12-26 7:55 AM	
quicktrip	AA-393-DFW-DEN	2011-12-26 6:55 AM	2011-12-26 6:56 AM		2011-12-26 7:55 AM	2011-12-26 7:55 AM	
world-flight-tracker	AA-393-DFW-DEN	2011-12-26 6:55 AM	2011-12-26 6:56 AM		2011-12-26 7:55 AM	2011-12-26 7:55 AM	
flightview	AA-393-DFW-DEN	6:55 AM, Dec 26	7:15 AM, Dec 26	C14	7:55 AM, Dec 26	7:50 AM, Dec 26	A49
panynj	AA-393-DFW-DEN	6:55 AM, Dec 26	7:15 AM, Dec 26	C14	7:55 AM, Dec 26	7:50 AM, Dec 26	A49
gofox	AA-393-DFW-DEN	6:55 AM, Dec 26	7:15 AM, Dec 26		7:55 AM, Dec 26	7:50 AM, Dec 26	
foxbusiness	AA-393-DFW-DEN	6:55 AM, Dec 26	7:15 AM, Dec 26	C14	7:55 AM, Dec 26	7:50 AM, Dec 26	A49
allegiantair	AA-393-DFW-DEN	6:55 AM, Dec 26	7:15 AM, Dec 26	C14	7:55 AM, Dec 26	7:50 AM, Dec 26	A49
boston	AA-393-DFW-DEN	6:55 AM, Dec 26	7:15 AM, Dec 26		7:55 AM, Dec 26	7:50 AM, Dec 26	
travelocity	AA-393-DFW-DEN	Dec 26 - 6:55am	Dec 26 - 6:56am	C14/C	Dec 26 - 7:55am	Dec 26 - 7:55am	A49
orbitz	AA-393-DFW-DEN	6:55aDec 26	6:56aDec 26	 C14	7:55aDec 26	7:55aDec 26	 A49
weather	AA-393-DFW-DEN	2011-12-26 06:55 AM	2011-12-26 07:15 AM		2011-12-26 07:55 AM	2011-12-26 07:46 AM	
den	AA-393-DFW-DEN				2011-12-26 7:55 AM		A49
ifly	AA-393-DFW-DEN	2011-12-26 6:55 AM	2011-12-26 6:56 AM		2011-12-26 7:55 AM	2011-12-26 7:55 AM	
usatoday	AA-393-DFW-DEN	6:55 AM, Dec 26	7:15 AM, Dec 26		7:55 AM, Dec 26	7:50 AM, Dec 26	
flightwise	AA-393-DFW-DEN	2011-12-26 06:55AM CST	2011-12-26 07:15AM CST	 C14 	2011-12-26 07:47AM MST	2011-12-26 07:45AM MST	 A49 
flightarrival	AA-393-DFW-DEN	6:55 AM, Dec 26	7:15 AM, Dec 26		7:55 AM, Dec 26	7:50 AM, Dec 26	
aa	AA-3508-ATL-MIA	December 26, 2011               07:40 PM    	December 26, 2011               07:42 PM    	 T10	December 26, 2011               09:40 PM    	December 26, 2011               09:37 PM    	 D53    
flightexplorer	AA-3508-ATL-MIA		12/26/2011 8:06PM EST			12/26/2011 9:37PM EST	
airtravelcenter	AA-3508-ATL-MIA	12/26/11 7:40 PM (-05:00)			12/26/11 9:40 PM (-05:00)		
myrateplan	AA-3508-ATL-MIA	12/26/11 7:40 PM (-05:00)			12/26/11 9:40 PM (-05:00)		
helloflight	AA-3508-ATL-MIA	12/26/11 7:40 PM (-05:00)			12/26/11 9:40 PM (-05:00)		
flytecomm	AA-3508-ATL-MIA	12/26/11 7:40 PM (-05:00)			12/26/11 9:40 PM (-05:00)		
flightaware	AA-3508-ATL-MIA	2011-12-26 07:40PM EST	2011-12-26 08:06PM EST	 T10 	2011-12-26 09:33PM EST	2011-12-26 09:34PM EST	 D53 
wunderground	AA-3508-ATL-MIA	2011-12-26 07:40PM EST	2011-12-26 08:06PM EST	 T10 	2011-12-26 09:33PM EST	2011-12-26 09:34PM EST	 D53 
flights	AA-3508-ATL-MIA	07:40 PM  Mon 26-Dec-2011	07:42 PM  Mon 26-Dec-2011	T10	09:40 PM  Mon 26-Dec-2011	09:37 PM  Mon 26-Dec-2011	D53
businesstravellogue	AA-3508-ATL-MIA	07:40 PM  Mon 26-Dec-2011	07:42 PM  Mon 26-Dec-2011	T10	09:40 PM  Mon 26-Dec-2011	09:37 PM  Mon 26-Dec-2011	D53
flylouisville	AA-3508-ATL-MIA	07:40 PM  Mon 26-Dec-2011	07:42 PM  Mon 26-Dec-2011	T10	09:40 PM  Mon 26-Dec-2011	09:37 PM  Mon 26-Dec-2011	D53
flightstats	AA-3508-ATL-MIA	2011-12-26 7:40 PM	2011-12-26 7:42 PM		2011-12-26 9:40 PM	2011-12-26 9:37 PM	
quicktrip	AA-3508-ATL-MIA	2011-12-26 7:40 PM	2011-12-26 7:42 PM		2011-12-26 9:40 PM	2011-12-26 9:37 PM	
world-flight-tracker	AA-3508-ATL-MIA	2011-12-26 7:40 PM	2011-12-26 7:42 PM		2011-12-26 9:40 PM	2011-12-26 9:37 PM	
flightview	AA-3508-ATL-MIA	7:40 PM, Dec 26	8:06 PM, Dec 26	T10	9:40 PM, Dec 26	9:37 PM, Dec 26	Terminal D - D53
panynj	AA-3508-ATL-MIA	7:40 PM, Dec 26	8:06 PM, Dec 26	T10	9:40 PM, Dec 26	9:37 PM, Dec 26	Terminal D - D53
gofox	AA-3508-ATL-MIA	7:40 PM, Dec 26	8:06 PM, Dec 26		9:40 PM, Dec 26	9:37 PM, Dec 26	
foxbusiness	AA-3508-ATL-MIA	7:40 PM, Dec 26	8:06 PM, Dec 26	T10	9:40 PM, Dec 26	9:37 PM, Dec 26	Terminal D - D53
allegiantair	AA-3508-ATL-MIA	7:40 PM, Dec 26	8:06 PM, Dec 26	T10	9:40 PM, Dec 26	9:37 PM, Dec 26	Terminal D - D53
boston	AA-3508-ATL-MIA	7:40 PM, Dec 26	8:06 PM, Dec 26		9:40 PM, Dec 26	9:34 PM, Dec 26	
orbitz	AA-3508-ATL-MIA	7:40pDec 26	7:42pDec 26	 T10	9:40pDec 26	9:37pDec 26	 D53
weather	AA-3508-ATL-MIA	2011-12-26 07:40 PM			2011-12-26 09:40 PM		
ifly	AA-3508-ATL-MIA	2011-12-26 7:40 PM	2011-12-26 7:42 PM		2011-12-26 9:40 PM	2011-12-26 9:37 PM	
usatoday	AA-3508-ATL-MIA	2011-12-26 7:40 PM	2011-12-26 7:42 PM		2011-12-26 9:40 PM	2011-12-26 9:37 PM	
flightarrival	AA-3508-ATL-MIA	2011-12-26 7:40 PM	2011-12-26 7:42 PM		2011-12-26 9:40 PM	2011-12-26 9:37 PM	
ua	UA-2690-DTW-PHL	Mon, Dec 26 7:10 AM	Mon, Dec 26 7:10 AM	D24	Mon, Dec 26 8:53 AM	Mon, Dec 26 8:36 AM	B5
airtravelcenter	UA-2690-DTW-PHL		12/26/11 7:15 AM (-05:00)			12/26/11 8:28 AM (-05:00)	
myrateplan	UA-2690-DTW-PHL		12/26/11 7:15 AM (-05:00)			12/26/11 8:28 AM (-05:00)	
helloflight	UA-2690-DTW-PHL		12/26/11 7:15 AM (-05:00)			12/26/11 8:28 AM (-05:00)	
flytecomm	UA-2690-DTW-PHL		12/26/11 7:15 AM (-05:00)			12/26/11 8:28 AM (-05:00)	
flights	UA-2690-DTW-PHL		2011-12-26 07:06 AM	D24		2011-12-26 08:36 AM	B5
businesstravellogue	UA-2690-DTW-PHL		2011-12-26 07:06 AM	D24		2011-12-26 08:36 AM	B5
flylouisville	UA-2690-DTW-PHL		2011-12-26 07:06 AM	D24		2011-12-26 08:36 AM	B5
flightview	UA-2690-DTW-PHL		7:15 AMDec 26			8:53 AMDec 26	
panynj	UA-2690-DTW-PHL		7:15 AMDec 26			8:53 AMDec 26	
gofox	UA-2690-DTW-PHL		7:15 AMDec 26			8:53 AMDec 26	
foxbusiness	UA-2690-DTW-PHL		7:15 AMDec 26			8:53 AMDec 26	
allegiantair	UA-2690-DTW-PHL		7:15 AMDec 26			8:53 AMDec 26	
boston	UA-2690-DTW-PHL		7:15 AMDec 26			8:26 AMDec 26	
orbitz	UA-2690-DTW-PHL	7:10aDec 26	7:06aDec 26	 -	8:53aDec 26	8:36aDec 26	 -
weather	UA-2690-DTW-PHL	2011-12-26 07:10 AM			2011-12-26 08:53 AM		
CO	CO-1097-IAH-LAX	Mon., Dec.26, 2011 1:05 p.m.	Mon., Dec.26, 2011 1:13 p.m.		Mon., Dec.26, 2011 3:00 p.m.	Mon., Dec.26, 2011 2:46 p.m.	
flightexplorer	CO-1097-IAH-LAX		12/26/2011 1:05PM CST			12/26/2011 3:00PM PST	
flightexplorer	CO-1097-IAH-LAX		12/26/2011 1:25PM CST			12/26/2011 2:40PM PST	
airtravelcenter	CO-1097-IAH-LAX	12/26/11 1:05 PM (-06:00)			12/26/11 3:00 PM (-08:00)		
myrateplan	CO-1097-IAH-LAX	12/26/11 1:05 PM (-06:00)			12/26/11 3:00 PM (-08:00)		
helloflight	CO-1097-IAH-LAX	12/26/11 1:05 PM (-06:00)			12/26/11 3:00 PM (-08:00)		
flytecomm	CO-1097-IAH-LAX	12/26/11 1:05 PM (-06:00)			12/26/11 3:00 PM (-08:00)		
flightaware	CO-1097-IAH-LAX	2011-12-26 01:05PM CST	2011-12-26 01:26PM CST	 37 	2011-12-26 02:34PM PST	2011-12-26 02:37PM PST	 64 
wunderground	CO-1097-IAH-LAX	2011-12-26 01:05PM CST	2011-12-26 01:26PM CST	 37 	2011-12-26 02:34PM PST	2011-12-26 02:37PM PST	 64 
flights	CO-1097-IAH-LAX		2011-12-26 01:13 PM	37		2011-12-26 02:46 PM	64
businesstravellogue	CO-1097-IAH-LAX		2011-12-26 01:13 PM	37		2011-12-26 02:46 PM	64
flylouisville	CO-1097-IAH-LAX		2011-12-26 01:13 PM	37		2011-12-26 02:46 PM	64
flightstats	CO-1097-IAH-LAX	2011-12-26 1:05 PM	2011-12-26 1:13 PM		2011-12-26 3:00 PM	2011-12-26 2:46 PM	
quicktrip	CO-1097-IAH-LAX	2011-12-26 1:05 PM	2011-12-26 1:13 PM		2011-12-26 3:00 PM	2011-12-26 2:46 PM	
flightview	CO-1097-IAH-LAX		1:13 PMDec 26			2:46 PMDec 26	
panynj	CO-1097-IAH-LAX		1:13 PMDec 26			2:46 PMDec 26	
gofox	CO-1097-IAH-LAX		1:13 PMDec 26			2:46 PMDec 26	
foxbusiness	CO-1097-IAH-LAX		1:13 PMDec 26			2:46 PMDec 26	
allegiantair	CO-1097-IAH-LAX		1:13 PMDec 26			2:46 PMDec 26	
boston	CO-1097-IAH-LAX	1:05 PMDec 26			3:00 PMDec 26		
orbitz	CO-1097-IAH-LAX	1:05pDec 26	1:13pDec 26	 37	3:00pDec 26	2:46pDec 26	 64
usatoday	CO-1097-IAH-LAX	2011-12-26 1:05 PM	2011-12-26 1:13 PM		2011-12-26 3:00 PM	2011-12-26 2:46 PM	
mytripandmore	CO-1097-IAH-LAX	1:05pDec 26	1:13pDec 26	 37	3:00pDec 26	2:46pDec 26	 64
flightarrival	CO-1097-IAH-LAX	1:05 PMDec 26			3:00 PMDec 26		
aa	AA-637-ORD-LAX	December 26, 2011               04:40 PM    	December 26, 2011               04:40 PM    	 H11B	December 26, 2011               07:10 PM    	December 26, 2011     	 48A    
flightexplorer	AA-637-ORD-LAX		12/26/2011 4:54PM CST			12/26/2011 6:57PM PST	
airtravelcenter	AA-637-ORD-LAX		12/26/11 4:54 PM (-06:00)			12/26/11 7:01 PM (-08:00)	
myrateplan	AA-637-ORD-LAX		12/26/11 4:54 PM (-06:00)			12/26/11 7:01 PM (-08:00)	
helloflight	AA-637-ORD-LAX		12/26/11 4:54 PM (-06:00)			12/26/11 7:01 PM (-08:00)	
flytecomm	AA-637-ORD-LAX		12/26/11 4:54 PM (-06:00)			12/26/11 7:01 PM (-08:00)	
flightaware	AA-637-ORD-LAX	2011-12-26 04:40PM CST	2011-12-26 04:54PM CST	 H11B 	2011-12-26 07:01PM PST	2011-12-26 06:57PM PST	 48A 
wunderground	AA-637-ORD-LAX	2011-12-26 04:40PM CST	2011-12-26 04:54PM CST	 H11B 	2011-12-26 07:01PM PST	2011-12-26 06:57PM PST	 48A 
flights	AA-637-ORD-LAX	04:40 PM  Mon 26-Dec-2011		H11B	07:10 PM  Mon 26-Dec-2011		48A
businesstravellogue	AA-637-ORD-LAX	04:40 PM  Mon 26-Dec-2011		H11B	07:10 PM  Mon 26-Dec-2011		48A
flylouisville	AA-637-ORD-LAX	04:40 PM  Mon 26-Dec-2011		H11B	07:10 PM  Mon 26-Dec-2011		48A
world-flight-tracker	AA-637-ORD-LAX	2011-12-26 4:40 PM	2011-12-26 4:40 PM		2011-12-26 7:10 PM	2011-12-26 7:07 PM (Estimated)	
flightview	AA-637-ORD-LAX	4:40 PM, Dec 26	4:54 PM, Dec 26		7:10 PM, Dec 26		
panynj	AA-637-ORD-LAX	4:40 PM, Dec 26	4:54 PM, Dec 26		7:10 PM, Dec 26		
gofox	AA-637-ORD-LAX	4:40 PM, Dec 26	4:54 PM, Dec 26		7:10 PM, Dec 26		
foxbusiness	AA-637-ORD-LAX	4:40 PM, Dec 26	4:54 PM, Dec 26		7:10 PM, Dec 26		
allegiantair	AA-637-ORD-LAX	4:40 PM, Dec 26	4:54 PM, Dec 26		7:10 PM, Dec 26		
boston	AA-637-ORD-LAX	4:40 PM, Dec 26	4:54 PM, Dec 26		7:10 PM, Dec 26	7:01 PM, Dec 26&nbsp(Estimated)	
orbitz	AA-637-ORD-LAX	4:40pDec 26	4:40pDec 26	 H11B	7:08pDec 26		 48A
weather	AA-637-ORD-LAX	2011-12-26 04:40 PM	2011-12-26 04:54 PM		2011-12-26 07:10 PM	2011-12-26 07:01 PM	
flightarrival	AA-637-ORD-LAX	4:40 PM, Dec 26	4:54 PM, Dec 26		7:10 PM, Dec 26	7:01 PM, Dec 26&nbsp(Estimated)	
ua	UA-1406-IAH-LAX	Mon, Dec 26 8:30 PM	Mon, Dec 26 8:49 PM            Delayed	E14	Mon, Dec 26 10:24 PM	Mon, Dec 26 10:48 PM	64
flightexplorer	UA-1406-IAH-LAX		12/26/2011 9:07PM CST			12/26/2011 10:29PM PST	
airtravelcenter	UA-1406-IAH-LAX		12/26/11 9:07 PM (-06:00)			12/26/11 10:30 PM (-08:00)	
myrateplan	UA-1406-IAH-LAX		12/26/11 9:07 PM (-06:00)			12/26/11 10:30 PM (-08:00)	
helloflight	UA-1406-IAH-LAX		12/26/11 9:07 PM (-06:00)			12/26/11 10:30 PM (-08:00)	
flytecomm	UA-1406-IAH-LAX		12/26/11 9:07 PM (-06:00)			12/26/11 10:30 PM (-08:00)	
flightaware	UA-1406-IAH-LAX	2011-12-26 08:30PM CST	2011-12-26 09:08PM CST	 E14 	2011-12-26 10:14PM PST	2011-12-26 10:31PM PST	 64 
wunderground	UA-1406-IAH-LAX	2011-12-26 08:30PM CST	2011-12-26 09:08PM CST	 E14 	2011-12-26 10:14PM PST	2011-12-26 10:31PM PST	 64 
flights	UA-1406-IAH-LAX		2011-12-26 08:49 PM	14		2011-12-26 10:24 PM	64
businesstravellogue	UA-1406-IAH-LAX		2011-12-26 08:49 PM	14		2011-12-26 10:24 PM	64
flylouisville	UA-1406-IAH-LAX		2011-12-26 08:49 PM	14		2011-12-26 10:24 PM	64
flightstats	UA-1406-IAH-LAX	2011-12-26 8:30 PM	2011-12-26 8:49 PM		2011-12-26 10:24 PM	2011-12-26 10:39 PM (Estimated)	
quicktrip	UA-1406-IAH-LAX	2011-12-26 8:30 PM	2011-12-26 8:49 PM		2011-12-26 10:24 PM	2011-12-26 10:39 PM (Estimated)	
flightview	UA-1406-IAH-LAX		9:08 PMDec 26			10:36 PMDec 26	
panynj	UA-1406-IAH-LAX		9:08 PMDec 26			10:36 PMDec 26	
gofox	UA-1406-IAH-LAX		9:08 PMDec 26			10:36 PMDec 26	
foxbusiness	UA-1406-IAH-LAX		9:08 PMDec 26			10:36 PMDec 26	
allegiantair	UA-1406-IAH-LAX		9:08 PMDec 26			10:36 PMDec 26	
boston	UA-1406-IAH-LAX		9:08 PMDec 26			10:36 PMDec 26	
orbitz	UA-1406-IAH-LAX	8:30pDec 26	8:49pDec 26	 E14	11:12pDec 26		 64
weather	UA-1406-IAH-LAX	2011-12-26 08:30 PM			2011-12-26 10:24 PM		
usatoday	UA-1406-IAH-LAX		9:08 PMDec 26			10:36 PMDec 26	
CO	CO-1239-IAH-LAX	Mon., Dec.26, 2011 9:00 a.m.	Mon., Dec.26, 2011 9:25 a.m.		Mon., Dec.26, 2011 10:52 a.m.	Mon., Dec.26, 2011 11:08 a.m.	
flightexplorer	CO-1239-IAH-LAX		12/26/2011 9:55AM CST			12/26/2011 10:56AM PST	
airtravelcenter	CO-1239-IAH-LAX	12/26/11 9:00 AM (-06:00)			12/26/11 10:52 AM (-08:00)		
myrateplan	CO-1239-IAH-LAX	12/26/11 9:00 AM (-06:00)			12/26/11 10:52 AM (-08:00)		
helloflight	CO-1239-IAH-LAX	12/26/11 9:00 AM (-06:00)			12/26/11 10:52 AM (-08:00)		
flytecomm	CO-1239-IAH-LAX	12/26/11 9:00 AM (-06:00)			12/26/11 10:52 AM (-08:00)		
flightaware	CO-1239-IAH-LAX	2011-12-26 09:00AM CST	2011-12-26 09:56AM CST	 40 	2011-12-26 10:27AM PST	2011-12-26 10:57AM PST	 60 
wunderground	CO-1239-IAH-LAX	2011-12-26 09:00AM CST	2011-12-26 09:56AM CST	 40 	2011-12-26 10:27AM PST	2011-12-26 10:57AM PST	 60 
flights	CO-1239-IAH-LAX	09:00 AM  Mon 26-Dec-2011	09:25 AM  Mon 26-Dec-2011	40	10:52 AM  Mon 26-Dec-2011	11:08 AM  Mon 26-Dec-2011	60
businesstravellogue	CO-1239-IAH-LAX	09:00 AM  Mon 26-Dec-2011	09:25 AM  Mon 26-Dec-2011	40	10:52 AM  Mon 26-Dec-2011	11:08 AM  Mon 26-Dec-2011	60
flylouisville	CO-1239-IAH-LAX	09:00 AM  Mon 26-Dec-2011	09:25 AM  Mon 26-Dec-2011	40	10:52 AM  Mon 26-Dec-2011	11:08 AM  Mon 26-Dec-2011	60
flightstats	CO-1239-IAH-LAX	2011-12-26 9:00 AM	2011-12-26 9:25 AM		2011-12-26 10:52 AM	2011-12-26 11:08 AM	
