ua	UA-479-SAN-SFO	Sun, Jan 1 7:57 PM	Sun, Jan 1 7:57 PM	13	Sun, Jan 1 9:35 PM	Sun, Jan 1 9:35 PM	84
boston	UA-2451-TPA-CLT	11:55 AM, Jan 01	12:08 PM, Jan 01		1:35 PM, Jan 01	1:25 PM, Jan 01	
orbitz	UA-2451-TPA-CLT	11:55aJan 1	11:56aJan 1	 -	1:35pJan 1	1:28pJan 1	 -
weather	UA-2451-TPA-CLT	2012-01-01 11:55 AM			2012-01-01 01:35 PM		
usatoday	UA-2451-TPA-CLT	11:55 AM, Jan 01	12:08 PM, Jan 01		1:35 PM, Jan 01	1:25 PM, Jan 01	
mytripandmore	UA-2451-TPA-CLT	11:55aJan 1	11:56aJan 1	 -	1:35pJan 1	1:28pJan 1	 -
CO	CO-1240-IAH-SFO	Sun., Jan.01, 2012 4:10 p.m.	Sun., Jan.01, 2012 4:10 p.m.		Sun., Jan.01, 2012 6:38 p.m.	Sun., Jan.01, 2012 6:08 p.m.	
flightexplorer	CO-1240-IAH-SFO	1/1/2012 4:10PM CST			1/1/2012 6:38PM PST		
airtravelcenter	CO-1240-IAH-SFO	1/1/12 4:10 PM (-06:00)			1/1/12 6:38 PM (-08:00)		
myrateplan	CO-1240-IAH-SFO	1/1/12 4:10 PM (-06:00)			1/1/12 6:38 PM (-08:00)		
helloflight	CO-1240-IAH-SFO	1/1/12 4:10 PM (-06:00)			1/1/12 6:38 PM (-08:00)		
flytecomm	CO-1240-IAH-SFO	1/1/12 4:10 PM (-06:00)			1/1/12 6:38 PM (-08:00)		
flights	CO-1240-IAH-SFO	2012-01-01 04:10 PM		45	2012-01-01 06:38 PM		88
businesstravellogue	CO-1240-IAH-SFO	2012-01-01 04:10 PM		45	2012-01-01 06:38 PM		88
flylouisville	CO-1240-IAH-SFO	2012-01-01 04:10 PM		45	2012-01-01 06:38 PM		88
flightstats	CO-1240-IAH-SFO	2012-01-01 4:10 PM	2012-01-01 4:10 PM (Estimated)		2012-01-01 6:38 PM	2012-01-01 6:08 PM (Estimated)	
quicktrip	CO-1240-IAH-SFO	2012-01-01 4:10 PM	2012-01-01 4:10 PM (Estimated)		2012-01-01 6:38 PM	2012-01-01 6:08 PM (Estimated)	
flightview	CO-1240-IAH-SFO	4:10 PMJan 01			6:08 PMJan 01		
panynj	CO-1240-IAH-SFO	4:10 PMJan 01			6:08 PMJan 01		
gofox	CO-1240-IAH-SFO	4:10 PMJan 01			6:08 PMJan 01		
foxbusiness	CO-1240-IAH-SFO	4:10 PMJan 01			6:08 PMJan 01		
allegiantair	CO-1240-IAH-SFO	4:10 PMJan 01			6:08 PMJan 01		
boston	CO-1240-IAH-SFO	4:10 PMJan 01			6:38 PMJan 01		
orbitz	CO-1240-IAH-SFO	4:10pJan 1		 C-45	6:38pJan 1		 88
ua	UA-6344-ABQ-LAX	Sun, Jan 1 8:46 PM	Sun, Jan 1 8:40 PM	--	Sun, Jan 1 9:53 PM	Sun, Jan 1 9:36 PM	87
airtravelcenter	UA-6344-ABQ-LAX	1/1/12 8:46 PM (-07:00)			1/1/12 9:53 PM (-08:00)		
myrateplan	UA-6344-ABQ-LAX	1/1/12 8:46 PM (-07:00)			1/1/12 9:53 PM (-08:00)		
helloflight	UA-6344-ABQ-LAX	1/1/12 8:46 PM (-07:00)			1/1/12 9:53 PM (-08:00)		
flytecomm	UA-6344-ABQ-LAX	1/1/12 8:46 PM (-07:00)			1/1/12 9:53 PM (-08:00)		
flightaware	UA-6344-ABQ-LAX	2012-01-01 08:46PM MST	2012-01-01 09:02PM MST		2012-01-01 09:20PM PST	2012-01-01 09:30PM PST	 87 
wunderground	UA-6344-ABQ-LAX	2012-01-01 08:46PM MST	2012-01-01 09:02PM MST		2012-01-01 09:20PM PST	2012-01-01 09:30PM PST	 87 
flights	UA-6344-ABQ-LAX		2012-01-01 08:40 PM			2012-01-01 09:53 PM	87
businesstravellogue	UA-6344-ABQ-LAX		2012-01-01 08:40 PM			2012-01-01 09:53 PM	87
flylouisville	UA-6344-ABQ-LAX		2012-01-01 08:40 PM			2012-01-01 09:53 PM	87
flightview	UA-6344-ABQ-LAX		9:02 PMJan 01			9:36 PMJan 01	
panynj	UA-6344-ABQ-LAX		9:02 PMJan 01			9:36 PMJan 01	
gofox	UA-6344-ABQ-LAX		9:02 PMJan 01			9:36 PMJan 01	
foxbusiness	UA-6344-ABQ-LAX		9:02 PMJan 01			9:36 PMJan 01	
allegiantair	UA-6344-ABQ-LAX		9:02 PMJan 01			9:36 PMJan 01	
boston	UA-6344-ABQ-LAX		9:02 PMJan 01			9:36 PMJan 01	
orbitz	UA-6344-ABQ-LAX	8:46pJan 1		 -	9:53pJan 1		 -
weather	UA-6344-ABQ-LAX	2012-01-01 08:46 PM			2012-01-01 09:53 PM		
flightarrival	UA-6344-ABQ-LAX	2012-01-01 08:46 PM			2012-01-01 09:53 PM		
ua	UA-1974-CVG-CLT	Sun, Jan 1 7:59 PM	Sun, Jan 1 7:59 PM	7	Sun, Jan 1 9:25 PM	Sun, Jan 1 9:42 PM	E18
airtravelcenter	UA-1974-CVG-CLT		1/1/12 8:30 PM (-05:00)			1/1/12 9:37 PM (-05:00)	
myrateplan	UA-1974-CVG-CLT		1/1/12 8:30 PM (-05:00)			1/1/12 9:37 PM (-05:00)	
helloflight	UA-1974-CVG-CLT		1/1/12 8:30 PM (-05:00)			1/1/12 9:37 PM (-05:00)	
flytecomm	UA-1974-CVG-CLT		1/1/12 8:30 PM (-05:00)			1/1/12 9:37 PM (-05:00)	
flightaware	UA-1974-CVG-CLT	2012-01-01 07:05AM EST	2012-01-01 07:42AM EST		2012-01-01 08:19AM EST	2012-01-01 08:43AM EST	
wunderground	UA-1974-CVG-CLT	2012-01-01 07:05AM EST	2012-01-01 07:42AM EST		2012-01-01 08:19AM EST	2012-01-01 08:43AM EST	
flights	UA-1974-CVG-CLT		2012-01-01 08:02 PM	7		2012-01-01 09:42 PM	E18
businesstravellogue	UA-1974-CVG-CLT		2012-01-01 08:02 PM	7		2012-01-01 09:42 PM	E18
flylouisville	UA-1974-CVG-CLT		2012-01-01 08:02 PM	7		2012-01-01 09:42 PM	E18
flightstats	UA-1974-CVG-CLT	2012-01-01 7:59 PM	2012-01-01 8:02 PM		2012-01-01 9:25 PM	2012-01-01 9:42 PM	
quicktrip	UA-1974-CVG-CLT	2012-01-01 7:59 PM	2012-01-01 8:02 PM		2012-01-01 9:25 PM	2012-01-01 9:42 PM	
flightview	UA-1974-CVG-CLT		8:30 PMJan 01			9:34 PMJan 01	
panynj	UA-1974-CVG-CLT		8:30 PMJan 01			9:34 PMJan 01	
gofox	UA-1974-CVG-CLT		8:30 PMJan 01			9:34 PMJan 01	
foxbusiness	UA-1974-CVG-CLT		8:30 PMJan 01			9:34 PMJan 01	
allegiantair	UA-1974-CVG-CLT		8:30 PMJan 01			9:34 PMJan 01	
boston	UA-1974-CVG-CLT		8:30 PMJan 01			9:34 PMJan 01	
orbitz	UA-1974-CVG-CLT	7:59pJan 1	8:02pJan 1	 7	9:25pJan 1	9:42pJan 1	 E18
weather	UA-1974-CVG-CLT	2012-01-01 07:59 PM			2012-01-01 09:25 PM		
flightwise	UA-1974-CVG-CLT	2012-01-01 07:05AM EST	2012-01-01 07:42AM EST		2012-01-01 08:19AM EST	2012-01-01 08:43AM EST	
ua	UA-2708-EWR-CLT	Sun, Jan 1 2:55 PM	Sun, Jan 1 2:55 PM	A37	Sun, Jan 1 4:53 PM	Sun, Jan 1 4:46 PM	C13
airtravelcenter	UA-2708-EWR-CLT		1/1/12 3:09 PM (-05:00)			1/1/12 4:43 PM (-05:00)	
myrateplan	UA-2708-EWR-CLT		1/1/12 3:09 PM (-05:00)			1/1/12 4:43 PM (-05:00)	
helloflight	UA-2708-EWR-CLT		1/1/12 3:09 PM (-05:00)			1/1/12 4:43 PM (-05:00)	
flytecomm	UA-2708-EWR-CLT		1/1/12 3:09 PM (-05:00)			1/1/12 4:43 PM (-05:00)	
flights	UA-2708-EWR-CLT		2012-01-01 02:49 PM	37		2012-01-01 04:46 PM	C13
businesstravellogue	UA-2708-EWR-CLT		2012-01-01 02:49 PM	37		2012-01-01 04:46 PM	C13
flylouisville	UA-2708-EWR-CLT		2012-01-01 02:49 PM	37		2012-01-01 04:46 PM	C13
flightstats	UA-2708-EWR-CLT	2012-01-01 2:55 PM	2012-01-01 2:49 PM		2012-01-01 4:53 PM	2012-01-01 4:46 PM	
quicktrip	UA-2708-EWR-CLT	2012-01-01 2:55 PM	2012-01-01 2:49 PM		2012-01-01 4:53 PM	2012-01-01 4:46 PM	
flightview	UA-2708-EWR-CLT		3:09 PMJan 01			4:45 PMJan 01	
panynj	UA-2708-EWR-CLT		3:09 PMJan 01			4:45 PMJan 01	
gofox	UA-2708-EWR-CLT		3:09 PMJan 01			4:45 PMJan 01	
foxbusiness	UA-2708-EWR-CLT		3:09 PMJan 01			4:45 PMJan 01	
allegiantair	UA-2708-EWR-CLT		3:09 PMJan 01			4:45 PMJan 01	
boston	UA-2708-EWR-CLT		3:09 PMJan 01			4:45 PMJan 01	
orbitz	UA-2708-EWR-CLT	2:55pJan 1	2:49pJan 1	 -	4:53pJan 1	4:46pJan 1	 -
weather	UA-2708-EWR-CLT	2012-01-01 02:55 PM			2012-01-01 04:53 PM		
ifly	UA-2708-EWR-CLT	2012-01-01 2:55 PM	2012-01-01 2:49 PM		2012-01-01 4:53 PM	2012-01-01 4:46 PM	
mytripandmore	UA-2708-EWR-CLT	2:55pJan 1	2:49pJan 1	 -	4:53pJan 1	4:46pJan 1	 -
CO	CO-53-LAX-IAH	Sun., Jan.01, 2012 2:50 p.m.	Sun., Jan.01, 2012 3:04 p.m.		Sun., Jan.01, 2012 8:01 p.m.	Sun., Jan.01, 2012 8:24 p.m.	
airtravelcenter	CO-53-LAX-IAH	1/1/12 2:50 PM (-08:00)			1/1/12 8:01 PM (-06:00)		
myrateplan	CO-53-LAX-IAH	1/1/12 2:50 PM (-08:00)			1/1/12 8:01 PM (-06:00)		
helloflight	CO-53-LAX-IAH	1/1/12 2:50 PM (-08:00)			1/1/12 8:01 PM (-06:00)		
flytecomm	CO-53-LAX-IAH	1/1/12 2:50 PM (-08:00)			1/1/12 8:01 PM (-06:00)		
flights	CO-53-LAX-IAH		2012-01-01 03:04 PM	62		2012-01-01 08:24 PM	44
businesstravellogue	CO-53-LAX-IAH		2012-01-01 03:04 PM	62		2012-01-01 08:24 PM	44
flylouisville	CO-53-LAX-IAH		2012-01-01 03:04 PM	62		2012-01-01 08:24 PM	44
flightstats	CO-53-LAX-IAH	2012-01-01 2:50 PM	2012-01-01 3:04 PM		2012-01-01 8:01 PM	2012-01-01 8:24 PM	
quicktrip	CO-53-LAX-IAH	2012-01-01 2:50 PM	2012-01-01 3:04 PM		2012-01-01 8:01 PM	2012-01-01 8:24 PM	
flightview	CO-53-LAX-IAH		3:22 PMJan 01			8:24 PMJan 01	
panynj	CO-53-LAX-IAH		3:22 PMJan 01			8:24 PMJan 01	
gofox	CO-53-LAX-IAH		3:22 PMJan 01			8:24 PMJan 01	
foxbusiness	CO-53-LAX-IAH		3:22 PMJan 01			8:24 PMJan 01	
allegiantair	CO-53-LAX-IAH		3:22 PMJan 01			8:24 PMJan 01	
boston	CO-53-LAX-IAH		3:22 PMJan 01			8:18 PMJan 01	
orbitz	CO-53-LAX-IAH	2:50pJan 1	3:04pJan 1	 62	8:01pJan 1	8:24pJan 1	 C-44
weather	CO-53-LAX-IAH	2012-01-01 02:50 PM			2012-01-01 08:01 PM		
usatoday	CO-53-LAX-IAH	2012-01-01 02:50 PM			2012-01-01 08:01 PM		
mytripandmore	CO-53-LAX-IAH	2:50pJan 1	3:04pJan 1	 62	8:01pJan 1	8:24pJan 1	 C-44
ua	UA-927-MSP-DEN	Sun, Jan 1 6:05 AM	Sun, Jan 1 6:24 AM	E10	Sun, Jan 1 7:19 AM	Sun, Jan 1 8:13 AM	B47
airtravelcenter	UA-927-MSP-DEN		1/1/12 7:31 AM (-06:00)			1/1/12 8:11 AM (-07:00)	
myrateplan	UA-927-MSP-DEN		1/1/12 7:31 AM (-06:00)			1/1/12 8:11 AM (-07:00)	
helloflight	UA-927-MSP-DEN		1/1/12 7:31 AM (-06:00)			1/1/12 8:11 AM (-07:00)	
flytecomm	UA-927-MSP-DEN		1/1/12 7:31 AM (-06:00)			1/1/12 8:11 AM (-07:00)	
flightaware	UA-927-MSP-DEN	2012-01-01 06:05AM CST	2012-01-01 07:32AM CST	 E10 	2012-01-01 07:49AM MST	2012-01-01 08:06AM MST	 B47 
wunderground	UA-927-MSP-DEN	2012-01-01 06:05AM CST	2012-01-01 07:32AM CST	 E10 	2012-01-01 07:49AM MST	2012-01-01 08:06AM MST	 B47 
flights	UA-927-MSP-DEN	06:05 AM  Sun 01-Jan-2012	06:24 AM  Sun 01-Jan-2012	E10	07:19 AM  Sun 01-Jan-2012	08:13 AM  Sun 01-Jan-2012	B47
businesstravellogue	UA-927-MSP-DEN	06:05 AM  Sun 01-Jan-2012	06:24 AM  Sun 01-Jan-2012	E10	07:19 AM  Sun 01-Jan-2012	08:13 AM  Sun 01-Jan-2012	B47
flylouisville	UA-927-MSP-DEN	06:05 AM  Sun 01-Jan-2012	06:24 AM  Sun 01-Jan-2012	E10	07:19 AM  Sun 01-Jan-2012	08:13 AM  Sun 01-Jan-2012	B47
world-flight-tracker	UA-927-MSP-DEN	2012-01-01 6:05 AM	2012-01-01 6:24 AM		2012-01-01 7:19 AM	2012-01-01 8:13 AM	
flightview	UA-927-MSP-DEN	6:05 AM, Jan 01	7:32 AM, Jan 01	E10	7:19 AM, Jan 01	8:13 AM, Jan 01	B47
panynj	UA-927-MSP-DEN	6:05 AM, Jan 01	7:32 AM, Jan 01	E10	7:19 AM, Jan 01	8:13 AM, Jan 01	B47
gofox	UA-927-MSP-DEN	6:05 AM, Jan 01	7:32 AM, Jan 01		7:19 AM, Jan 01	8:13 AM, Jan 01	
foxbusiness	UA-927-MSP-DEN	6:05 AM, Jan 01	7:32 AM, Jan 01	E10	7:19 AM, Jan 01	8:13 AM, Jan 01	B47
allegiantair	UA-927-MSP-DEN	6:05 AM, Jan 01	7:32 AM, Jan 01	E10	7:19 AM, Jan 01	8:13 AM, Jan 01	B47
boston	UA-927-MSP-DEN	6:05 AM, Jan 01	7:32 AM, Jan 01		7:19 AM, Jan 01	8:10 AM, Jan 01	
orbitz	UA-927-MSP-DEN	6:05aJan 1		 E10	7:19aJan 1		 B33
weather	UA-927-MSP-DEN	2012-01-01 06:05 AM			2012-01-01 07:19 AM		
den	UA-927-MSP-DEN				2012-01-01 7:19 AM		B47
usatoday	UA-927-MSP-DEN	2012-01-01 06:05 AM			2012-01-01 07:19 AM		
mytripandmore	UA-927-MSP-DEN	6:05aJan 1		 E10	7:19aJan 1		 B33
flightwise	UA-927-MSP-DEN	2012-01-01 06:05AM CST	2012-01-01 07:32AM CST	 E10 	2012-01-01 07:49AM MST	2012-01-01 08:06AM MST	 B47 
CO	CO-1030-DEN-IAH	Sun., Jan.01, 2012 2:20 p.m.	Sun., Jan.01, 2012 2:17 p.m.		Sun., Jan.01, 2012 5:46 p.m.	Sun., Jan.01, 2012 5:31 p.m.	
airtravelcenter	CO-1030-DEN-IAH	1/1/12 2:20 PM (-07:00)			1/1/12 5:46 PM (-06:00)		
myrateplan	CO-1030-DEN-IAH	1/1/12 2:20 PM (-07:00)			1/1/12 5:46 PM (-06:00)		
helloflight	CO-1030-DEN-IAH	1/1/12 2:20 PM (-07:00)			1/1/12 5:46 PM (-06:00)		
flytecomm	CO-1030-DEN-IAH	1/1/12 2:20 PM (-07:00)			1/1/12 5:46 PM (-06:00)		
flights	CO-1030-DEN-IAH		2012-01-01 02:17 PM	B16		2012-01-01 05:31 PM	35
businesstravellogue	CO-1030-DEN-IAH		2012-01-01 02:17 PM	B16		2012-01-01 05:31 PM	35
flylouisville	CO-1030-DEN-IAH		2012-01-01 02:17 PM	B16		2012-01-01 05:31 PM	35
flightstats	CO-1030-DEN-IAH	2012-01-01 2:20 PM	2012-01-01 2:17 PM		2012-01-01 5:46 PM	2012-01-01 5:31 PM	
quicktrip	CO-1030-DEN-IAH	2012-01-01 2:20 PM	2012-01-01 2:17 PM		2012-01-01 5:46 PM	2012-01-01 5:31 PM	
flightview	CO-1030-DEN-IAH		2:36 PMJan 01			5:31 PMJan 01	
panynj	CO-1030-DEN-IAH		2:36 PMJan 01			5:31 PMJan 01	
gofox	CO-1030-DEN-IAH		2:36 PMJan 01			5:31 PMJan 01	
foxbusiness	CO-1030-DEN-IAH		2:36 PMJan 01			5:31 PMJan 01	
allegiantair	CO-1030-DEN-IAH		2:36 PMJan 01			5:31 PMJan 01	
boston	CO-1030-DEN-IAH		2:36 PMJan 01			5:26 PMJan 01	
orbitz	CO-1030-DEN-IAH	2:20pJan 1	2:17pJan 1	 B16	5:46pJan 1	5:31pJan 1	 35
weather	CO-1030-DEN-IAH	2012-01-01 02:20 PM			2012-01-01 05:46 PM		
den	CO-1030-DEN-IAH	2012-01-01 2:20 PM		B16			
ifly	CO-1030-DEN-IAH	2012-01-01 2:20 PM	2012-01-01 2:17 PM		2012-01-01 5:46 PM	2012-01-01 5:31 PM	
usatoday	CO-1030-DEN-IAH		2:36 PMJan 01			5:26 PMJan 01	
flightarrival	CO-1030-DEN-IAH	2012-01-01 02:20 PM			2012-01-01 05:46 PM		
ua	UA-4288-EWR-STL	Sun, Jan 1 5:48 PM	Sun, Jan 1 5:48 PM	A26	Sun, Jan 1 7:40 PM	Sun, Jan 1 7:40 PM	A9
airtravelcenter	UA-4288-EWR-STL	1/1/12 5:48 PM (-05:00)			1/1/12 7:40 PM (-06:00)		
myrateplan	UA-4288-EWR-STL	1/1/12 5:48 PM (-05:00)			1/1/12 7:40 PM (-06:00)		
helloflight	UA-4288-EWR-STL	1/1/12 5:48 PM (-05:00)			1/1/12 7:40 PM (-06:00)		
flytecomm	UA-4288-EWR-STL	1/1/12 5:48 PM (-05:00)			1/1/12 7:40 PM (-06:00)		
flights	UA-4288-EWR-STL	2012-01-01 05:48 PM		26	2012-01-01 07:40 PM		A9
businesstravellogue	UA-4288-EWR-STL	2012-01-01 05:48 PM		26	2012-01-01 07:40 PM		A9
flylouisville	UA-4288-EWR-STL	2012-01-01 05:48 PM		26	2012-01-01 07:40 PM		A9
flightview	UA-4288-EWR-STL	5:48 PMJan 01			7:40 PMJan 01		
panynj	UA-4288-EWR-STL	5:48 PMJan 01			7:40 PMJan 01		
gofox	UA-4288-EWR-STL	5:48 PMJan 01			7:40 PMJan 01		
foxbusiness	UA-4288-EWR-STL	5:48 PMJan 01			7:40 PMJan 01		
allegiantair	UA-4288-EWR-STL	5:48 PMJan 01			7:40 PMJan 01		
boston	UA-4288-EWR-STL	5:48 PMJan 01			7:40 PMJan 01		
orbitz	UA-4288-EWR-STL	5:48pJan 1		 -	7:40pJan 1		 -
weather	UA-4288-EWR-STL	2012-01-01 05:48 PM			2012-01-01 07:40 PM		
usatoday	UA-4288-EWR-STL	2012-01-01 05:48 PM			2012-01-01 07:40 PM		
mytripandmore	UA-4288-EWR-STL	5:48pJan 1		 -	7:40pJan 1		 -
aa	AA-3592-MIA-CLE	January 1, 2012               03:15 PM    	January 1, 2012               03:13 PM    	 D53	January 1, 2012               06:10 PM    	January 1, 2012               06:45 PM    	 A3    
flightexplorer	AA-3592-MIA-CLE		1/1/2012 3:33PM EST			1/1/2012 5:51PM EST	
airtravelcenter	AA-3592-MIA-CLE		1/1/12 3:33 PM (-05:00)			1/1/12 5:51 PM (-05:00)	
myrateplan	AA-3592-MIA-CLE		1/1/12 3:33 PM (-05:00)			1/1/12 5:51 PM (-05:00)	
helloflight	AA-3592-MIA-CLE		1/1/12 3:33 PM (-05:00)			1/1/12 5:51 PM (-05:00)	
flytecomm	AA-3592-MIA-CLE		1/1/12 3:33 PM (-05:00)			1/1/12 5:51 PM (-05:00)	
flightaware	AA-3592-MIA-CLE	2012-01-01 03:15PM EST	2012-01-01 03:33PM EST	 D53 	2012-01-01 05:47PM EST	2012-01-01 06:01PM EST	 A3 
wunderground	AA-3592-MIA-CLE	2012-01-01 03:15PM EST	2012-01-01 03:33PM EST	 D53 	2012-01-01 05:47PM EST	2012-01-01 06:01PM EST	 A3 
flights	AA-3592-MIA-CLE	03:15 PM  Sun 01-Jan-2012	03:13 PM  Sun 01-Jan-2012	D53	06:10 PM  Sun 01-Jan-2012	06:45 PM  Sun 01-Jan-2012	A3
businesstravellogue	AA-3592-MIA-CLE	03:15 PM  Sun 01-Jan-2012	03:13 PM  Sun 01-Jan-2012	D53	06:10 PM  Sun 01-Jan-2012	06:45 PM  Sun 01-Jan-2012	A3
flylouisville	AA-3592-MIA-CLE	03:15 PM  Sun 01-Jan-2012	03:13 PM  Sun 01-Jan-2012	D53	06:10 PM  Sun 01-Jan-2012	06:45 PM  Sun 01-Jan-2012	A3
flightstats	AA-3592-MIA-CLE	2012-01-01 3:15 PM	2012-01-01 3:13 PM		2012-01-01 6:10 PM	2012-01-01 6:45 PM	
quicktrip	AA-3592-MIA-CLE	2012-01-01 3:15 PM	2012-01-01 3:13 PM		2012-01-01 6:10 PM	2012-01-01 6:45 PM	
world-flight-tracker	AA-3592-MIA-CLE	2012-01-01 3:15 PM	2012-01-01 3:13 PM		2012-01-01 6:10 PM	2012-01-01 6:45 PM	
flightview	AA-3592-MIA-CLE	3:15 PM, Jan 01	3:33 PM, Jan 01		6:10 PM, Jan 01	6:01 PM, Jan 01	
panynj	AA-3592-MIA-CLE	3:15 PM, Jan 01	3:33 PM, Jan 01		6:10 PM, Jan 01	6:01 PM, Jan 01	
gofox	AA-3592-MIA-CLE	3:15 PM, Jan 01	3:33 PM, Jan 01		6:10 PM, Jan 01	6:01 PM, Jan 01	
foxbusiness	AA-3592-MIA-CLE	3:15 PM, Jan 01	3:33 PM, Jan 01		6:10 PM, Jan 01	6:01 PM, Jan 01	
allegiantair	AA-3592-MIA-CLE	3:15 PM, Jan 01	3:33 PM, Jan 01		6:10 PM, Jan 01	6:01 PM, Jan 01	
boston	AA-3592-MIA-CLE	3:15 PM, Jan 01	3:33 PM, Jan 01		6:10 PM, Jan 01	6:01 PM, Jan 01	
orbitz	AA-3592-MIA-CLE	3:15pJan 1	3:13pJan 1	 D53	6:10pJan 1	6:45pJan 1	 A3
weather	AA-3592-MIA-CLE	2012-01-01 03:15 PM			2012-01-01 06:10 PM		
ifly	AA-3592-MIA-CLE	2012-01-01 3:15 PM	2012-01-01 3:13 PM		2012-01-01 6:10 PM	2012-01-01 6:45 PM	
usatoday	AA-3592-MIA-CLE	3:15 PM, Jan 01	3:33 PM, Jan 01		6:10 PM, Jan 01	6:01 PM, Jan 01	
mytripandmore	AA-3592-MIA-CLE	3:15pJan 1	3:13pJan 1	 D53	6:10pJan 1	6:45pJan 1	 A3
flightarrival	AA-3592-MIA-CLE	3:15 PM, Jan 01	3:33 PM, Jan 01		6:10 PM, Jan 01	6:01 PM, Jan 01	
ua	UA-3925-IAD-ORF	Sun, Jan 1 8:42 AM	Sun, Jan 1 8:31 AM	A2A	Sun, Jan 1 9:55 AM	Sun, Jan 1 9:18 AM	--
flightexplorer	UA-3925-IAD-ORF		1/1/2012 8:42AM EST			1/1/2012 9:09AM EST	
airtravelcenter	UA-3925-IAD-ORF		1/1/12 8:42 AM (-05:00)			1/1/12 9:09 AM (-05:00)	
myrateplan	UA-3925-IAD-ORF		1/1/12 8:42 AM (-05:00)			1/1/12 9:09 AM (-05:00)	
helloflight	UA-3925-IAD-ORF		1/1/12 8:42 AM (-05:00)			1/1/12 9:09 AM (-05:00)	
flytecomm	UA-3925-IAD-ORF		1/1/12 8:42 AM (-05:00)			1/1/12 9:09 AM (-05:00)	
flightaware	UA-3925-IAD-ORF	2012-01-01 08:42AM EST	2012-01-01 08:52AM EST	 A2G 	2012-01-01 09:35AM EST	2012-01-01 09:45AM EST	
wunderground	UA-3925-IAD-ORF	2012-01-01 08:42AM EST	2012-01-01 08:52AM EST	 A2G 	2012-01-01 09:35AM EST	2012-01-01 09:45AM EST	
flights	UA-3925-IAD-ORF	10:00 PM  Sun 01-Jan-2012	08:41 AM  Sun 01-Jan-2012 (Runway)		11:13 PM  Sun 01-Jan-2012	09:18 AM  Sun 01-Jan-2012	
businesstravellogue	UA-3925-IAD-ORF	10:00 PM  Sun 01-Jan-2012	08:41 AM  Sun 01-Jan-2012 (Runway)		11:13 PM  Sun 01-Jan-2012	09:18 AM  Sun 01-Jan-2012	
flylouisville	UA-3925-IAD-ORF	10:00 PM  Sun 01-Jan-2012	08:41 AM  Sun 01-Jan-2012 (Runway)		11:13 PM  Sun 01-Jan-2012	09:18 AM  Sun 01-Jan-2012	
flightstats	UA-3925-IAD-ORF	2012-01-01 10:00 PM	2012-01-01 8:41 AM (runway)		2012-01-01 11:13 PM	2012-01-01 9:18 AM	
quicktrip	UA-3925-IAD-ORF	2012-01-01 10:00 PM	2012-01-01 8:41 AM (runway)		2012-01-01 11:13 PM	2012-01-01 9:18 AM	
world-flight-tracker	UA-3925-IAD-ORF	2012-01-01 10:00 PM	2012-01-01 8:41 AM (runway)		2012-01-01 11:13 PM	2012-01-01 9:18 AM	
flightview	UA-3925-IAD-ORF		8:42 AMJan 01			9:18 AMJan 01	
panynj	UA-3925-IAD-ORF		8:42 AMJan 01			9:18 AMJan 01	
gofox	UA-3925-IAD-ORF		8:42 AMJan 01			9:18 AMJan 01	
foxbusiness	UA-3925-IAD-ORF		8:42 AMJan 01			9:18 AMJan 01	
allegiantair	UA-3925-IAD-ORF		8:42 AMJan 01			9:18 AMJan 01	
boston	UA-3925-IAD-ORF		8:42 AMJan 01			9:13 AMJan 01	
orbitz	UA-3925-IAD-ORF	8:42aJan 1	8:31aJan 1	 A2A	9:55aJan 1	9:18aJan 1	 -
weather	UA-3925-IAD-ORF	2012-01-01 08:42 AM			2012-01-01 09:55 AM		
flightarrival	UA-3925-IAD-ORF		8:42 AMJan 01			9:13 AMJan 01	
ua	UA-1977-CLT-CVG	Sun, Jan 1 11:50 AM	Sun, Jan 1 11:50 AM	E7	Sun, Jan 1 1:21 PM	Sun, Jan 1 1:13 PM	7
airtravelcenter	UA-1977-CLT-CVG		1/1/12 12:03 PM (-05:00)			1/1/12 1:03 PM (-05:00)	
myrateplan	UA-1977-CLT-CVG		1/1/12 12:03 PM (-05:00)			1/1/12 1:03 PM (-05:00)	
helloflight	UA-1977-CLT-CVG		1/1/12 12:03 PM (-05:00)			1/1/12 1:03 PM (-05:00)	
flytecomm	UA-1977-CLT-CVG		1/1/12 12:03 PM (-05:00)			1/1/12 1:03 PM (-05:00)	
flights	UA-1977-CLT-CVG		2012-01-01 11:42 AM	E7		2012-01-01 01:13 PM	7
businesstravellogue	UA-1977-CLT-CVG		2012-01-01 11:42 AM	E7		2012-01-01 01:13 PM	7
flylouisville	UA-1977-CLT-CVG		2012-01-01 11:42 AM	E7		2012-01-01 01:13 PM	7
flightstats	UA-1977-CLT-CVG	2012-01-01 11:50 AM	2012-01-01 11:42 AM		2012-01-01 1:21 PM	2012-01-01 1:13 PM	
quicktrip	UA-1977-CLT-CVG	2012-01-01 11:50 AM	2012-01-01 11:42 AM		2012-01-01 1:21 PM	2012-01-01 1:13 PM	
flightview	UA-1977-CLT-CVG		12:03 PMJan 01			1:09 PMJan 01	
panynj	UA-1977-CLT-CVG		12:03 PMJan 01			1:09 PMJan 01	
gofox	UA-1977-CLT-CVG		12:03 PMJan 01			1:09 PMJan 01	
foxbusiness	UA-1977-CLT-CVG		12:03 PMJan 01			1:09 PMJan 01	
