Flight_Num,Scheduled_Dept,Actual_Dept,Scheduled_Arrival,Actual_Arrival
2011-12-22-UA-2830-MCO-CLT,3:27,3:53,5:05,5:33
2011-12-22-UA-37-EWR-MCO,1:30,1:51,4:23,4:46
2011-12-22-UA-37-EDI-EWR,9:05,8:57,11:53,12:03
2011-12-22-UA-2708-EWR-CLT,2:55,2:55,4:53,4:48
2011-12-22-UA-233-LAX-JFK,4:25,4:25,12:44,12:44
2011-12-22-UA-2726-FLL-PHL,4:00,4:00,6:46,6:21
2011-12-22-UA-2945-PHL-CLT,12:00,12:00,1:45,1:36
2011-12-22-UA-6273-YYC-SFO,7:45,7:38,9:53,9:15
2011-12-22-UA-2314-ATL-PHL,2:55,2:55,5:00,4:30
2011-12-22-UA-382-IAD-LAX,8:35,8:31,11:28,11:23
2011-12-22-UA-858-PVG-SFO,1:45,1:45,8:27,8:02
2011-12-22-UA-854-SFO-IAH,7:35,7:37,1:30,1:16
2011-12-22-CO-1586-IAH-MCO,7:00,7:09,10:12,10:24
2011-12-22-CO-1694-LAX-IAH,7:41,7:41,12:44,12:44
2011-12-22-CO-1088-CLE-IAH,8:35,8:57,10:55,11:28
2011-12-22-CO-16-LAX-EWR,10:25,10:36,6:39,6:36
2011-12-22-CO-58-DEN-IAH,11:30,12:00,2:56,3:34
2011-12-22-CO-1193-EWR-MCO,9:15,9:16,12:16,12:44
2011-12-22-CO-1023-IAH-DEN,11:40,11:44,1:20,1:34
2011-12-22-CO-1250-MIA-IAH,2:44,2:48,4:45,4:34
2011-12-22-CO-62-IAH-EWR,2:30,2:32,7:03,6:50
2011-12-22-CO-52-IAH-LAX,7:35,7:40,9:30,9:25
2011-12-22-CO-1614-LAX-IAH,12:30,3:07,5:36,8:13
2011-12-22-CO-89-IAH-EWR,6:00,6:02,10:20,10:09
2011-12-22-CO-1090-BOS-IAH,9:50,9:58,1:20,1:31
2011-12-22-CO-45-EWR-MIA,3:50,3:54,7:05,6:50
2011-12-22-CO-63-EWR-IAH,5:25,5:37,8:30,8:35
2011-12-22-CO-50-CLE-EWR,2:55,2:47,4:53,4:23
2011-12-22-CO-1561-PHX-IAH,8:05,8:24,11:37,12:14
2011-12-22-CO-47-IAH-LAX,7:10,7:15,9:06,9:19
2011-12-24-AA-1221-MCO-ORD,8:00,7:40,9:50,9:15
2011-12-24-AA-518-MIA-JFK,6:30,6:27,9:15,9:06
2011-12-24-AA-1640-MIA-MCO,6:30,December 24; 2011     ,7:25,December 24; 2011     
2011-12-24-AA-4307-ORD-DTW,6:45,6:48,9:10,9:20
2011-12-24-AA-2525-DFW-MIA,7:25,7:53,11:10,12:03
2011-12-24-AA-616-DFW-DTW,9:05,9:25,12:35,12:42
2011-12-24-AA-431-MIA-SFO,8:35,9:52,11:50,December 24; 2011     
2011-12-24-AA-3756-ORD-SLC,12:15,12:13,2:45,2:27
2011-12-24-AA-1279-DFW-PHX,1:00,12:57,2:35,2:19
2011-12-24-AA-2050-ORD-MIA,10:40,10:58,2:45,2:49
2011-12-24-AA-3804-PHL-ORD,2:35,2:28,4:05,3:45
2011-12-24-AA-1522-SFO-ORD,11:55,December 24; 2011     ,5:50,December 25; 2011     
2011-12-24-AA-1434-DFW-MCO,7:15,7:10,10:35,10:37
2011-12-24-AA-59-JFK-SFO,7:10,7:03,10:45,10:14
2011-12-24-AA-415-BOS-ORD,8:35,8:29,10:40,10:08
2011-12-24-AA-3823-LAX-DEN,9:00,December 24; 2011     ,12:15,December 25; 2011     
2011-12-24-AA-1165-JFK-MIA,6:59,6:57,10:34,10:10
2011-12-24-AA-3786-IAH-ORD,4:00,3:56,6:40,6:02
2011-12-24-AA-4330-CVG-ORD,3:35,3:27,4:00,3:48
2011-12-24-AA-1664-MIA-ATL,10:15,10:22,12:10,12:12
2011-12-24-AA-789-ORD-DEN,1:05,1:05,2:35,2:29
2011-12-24-AA-3468-CVG-MIA,7:00,6:58,9:55,9:49
2011-12-24-AA-204-LAX-MCO,11:25,December 24; 2011     ,6:55,December 25; 2011     
2011-12-24-AA-4277-CVG-JFK,12:10,12:14,2:15,1:45
2011-12-24-AA-466-IAH-MIA,6:00,6:03,9:20,9:19
2011-12-24-AA-2312-DFW-DTW,7:55,December 24; 2011     ,11:20,December 24; 2011     
2011-12-24-AA-404-MIA-MCO,6:45,6:41,7:45,7:46
2011-12-24-AA-85-JFK-SFO,3:05,3:06,6:30,6:29
2011-12-24-AA-3-JFK-LAX,12:00,11:53,3:15,2:29
2011-12-24-AA-2268-PHX-ORD,7:15,7:10,11:35,11:08
2011-12-24-AA-1007-MIA-PHX,4:55,4:52,8:05,7:37
2011-12-24-AA-4344-ORD-DTW,11:45,11:38,2:00,1:42
2011-12-24-AA-484-DFW-MIA,4:15,4:11,7:55,7:46
2011-12-24-AA-3979-CVG-ORD,7:30,7:22,8:00,7:53
2011-12-24-AA-3063-SLC-LAX,8:20,8:50,9:20,December 24; 2011     
2011-12-24-AA-3859-IAH-ORD,7:10,7:03,9:40,9:16
2011-12-24-AA-3842-MSP-ORD,6:00,5:56,7:30,7:13
2011-12-24-AA-271-MIA-LAX,11:35,11:34,2:25,1:47
2011-12-24-AA-643-MIA-ORD,7:10,7:20,9:35,9:25
2011-12-24-AA-4198-ORD-CLE,10:40,10:35,12:55,12:41
2011-12-24-AA-400-DFW-JFK,10:40,10:38,2:59,2:30
2011-12-24-AA-1886-BOS-MIA,10:45,10:38,2:20,2:04
2011-12-24-AA-1917-JFK-MCO,2:55,2:55,5:55,6:04
2011-12-24-AA-1544-SAN-ORD,11:25,11:19,5:25,5:16
2011-12-24-AA-649-ORD-SNA,1:30,December 24; 2011     ,3:50,December 24; 2011     
2011-12-24-AA-3809-PHX-LAX,6:00,5:55,6:40,6:23
2011-12-24-AA-2957-DFW-CVG,7:55,7:49,11:05,10:51
2011-12-24-UA-1500-IAH-GUA,8:50,8:56,11:43,11:49
2011-12-24-UA-3515-IAD-MSP,8:15,8:12,10:05,10:10
2011-12-24-UA-414-LAX-SFO,6:00,5:56,7:26,7:19
2011-12-24-UA-257-JFK-SFO,2:30,3:18,6:14,6:35
2011-12-24-UA-62-IAH-EWR,2:30,2:33,6:52,6:26
2011-12-24-UA-843-LAX-ORD,2:18,2:19,8:20,8:19
2011-12-24-UA-397-JFK-SFO,8:25,8:30,12:14,11:23
2011-12-24-UA-2704-DTW-PHX,11:15,11:34,1:40,1:32
2011-12-24-UA-3373-IAD-PHL,8:30,8:29,9:25,9:37
2011-12-24-UA-2906-PHL-MCO,3:50,4:49,6:23,7:23
2011-12-24-UA-938-DEN-ORD,4:00,4:09,7:23,7:13
2011-12-24-UA-3099-PHX-PHL,11:55,11:55,6:17,5:58
2011-12-24-UA-3925-IAD-ORF,8:42,8:38,9:55,9:34
2011-12-24-UA-5487-SFO-MRY,10:35,10:34,11:22,11:16
2011-12-24-UA-3050-PHX-CLT,11:05,11:05,4:57,4:47
2011-12-24-UA-2830-MCO-CLT,3:27,3:27,5:05,4:49
2011-12-24-UA-37-EWR-MCO,1:29,1:37,4:25,4:20
2011-12-24-UA-37-EDI-EWR,9:05,9:47,11:53,12:36
2011-12-24-UA-2708-EWR-CLT,2:55,2:55,4:53,4:44
2011-12-24-UA-2726-FLL-PHL,4:00,4:00,6:46,6:23
2011-12-24-UA-2945-PHL-CLT,12:00,6:11,1:45,1:39
2011-12-24-UA-6273-YYC-SFO,7:45,7:44,9:53,9:37
2011-12-24-UA-2314-ATL-PHL,2:55,2:55,5:00,4:45
2011-12-24-UA-382-IAD-LAX,12:20,12:16,3:12,2:32
2011-12-24-UA-382-IAD-LAX,12:20,12:16,3:12,2:15
2011-12-24-UA-858-PVG-SFO,1:45,1:38,8:27,7:58
2011-12-24-UA-854-SFO-IAH,7:35,7:36,1:30,1:21
2011-12-24-CO-1586-IAH-MCO,7:00,7:27,10:15,10:29
2011-12-24-CO-1088-CLE-IAH,8:35,8:40,10:48,11:04
2011-12-24-CO-16-LAX-EWR,10:25,10:27,6:39,6:34
2011-12-24-CO-58-DEN-IAH,11:33,11:40,2:59,3:00
2011-12-24-CO-1023-IAH-DEN,11:31,11:43,1:14,12:57
2011-12-24-CO-1250-MIA-IAH,2:45,2:53,4:43,4:47
2011-12-24-CO-62-IAH-EWR,2:30,2:33,6:52,6:26
2011-12-24-CO-52-IAH-LAX,7:35,7:38,9:30,9:11
2011-12-24-CO-1614-LAX-IAH,12:30,12:34,5:36,5:34
2011-12-24-CO-89-IAH-EWR,6:00,5:58,10:20,9:49
2011-12-24-CO-1090-BOS-IAH,9:30,9:34,1:00,1:25
2011-12-24-CO-45-EWR-MIA,3:50,4:14,6:57,7:05
2011-12-24-CO-63-EWR-IAH,5:25,5:24,8:30,8:44
2011-12-24-CO-1561-PHX-IAH,7:30,7:28,11:00,10:53
2011-12-25-AA-1221-MCO-ORD,8:00,7:48,9:50,9:37
2011-12-25-AA-518-MIA-JFK,6:30,6:58,9:15,9:31
2011-12-25-AA-1640-MIA-MCO,6:30,December 25; 2011     ,7:25,December 25; 2011     
2011-12-25-AA-4307-ORD-DTW,6:45,6:40,9:10,8:43
2011-12-25-AA-2525-DFW-MIA,7:25,7:32,11:10,11:08
2011-12-25-AA-616-DFW-DTW,9:05,9:08,12:35,12:31
2011-12-25-AA-431-MIA-SFO,8:35,8:30,11:50,11:02
2011-12-25-AA-3756-ORD-SLC,12:15,12:09,2:45,2:09
2011-12-25-AA-1279-DFW-PHX,1:00,12:58,2:35,2:22
2011-12-25-AA-2050-ORD-MIA,10:40,11:29,2:45,3:33
2011-12-25-AA-3804-PHL-ORD,2:35,2:29,4:05,3:42
2011-12-25-AA-1522-SFO-ORD,11:55,December 25; 2011     ,5:50,December 26; 2011     
2011-12-25-AA-1434-DFW-MCO,7:15,7:15,10:35,10:52
2011-12-25-AA-59-JFK-SFO,7:10,7:06,10:45,10:05
2011-12-25-AA-415-BOS-ORD,8:35,8:31,10:40,10:15
2011-12-25-AA-3823-LAX-DEN,9:00,December 25; 2011     ,12:15,December 26; 2011     
2011-12-25-AA-1165-JFK-MIA,6:59,7:14,10:34,10:11
2011-12-25-AA-3786-IAH-ORD,4:00,3:56,6:40,6:19
2011-12-25-AA-4330-CVG-ORD,3:35,3:26,4:00,3:43
2011-12-25-AA-1664-MIA-ATL,10:15,10:28,12:10,12:23
2011-12-25-AA-789-ORD-DEN,1:05,1:36,2:40,2:53
2011-12-25-AA-3468-CVG-MIA,7:00,6:56,9:55,9:46
2011-12-25-AA-204-LAX-MCO,11:25,December 25; 2011     ,6:55,December 26; 2011     
2011-12-25-AA-4277-CVG-JFK,12:10,12:03,2:15,2:00
2011-12-25-AA-466-IAH-MIA,6:00,6:09,9:20,9:20
2011-12-25-AA-404-MIA-MCO,6:45,6:44,7:45,7:46
2011-12-25-AA-85-JFK-SFO,3:05,3:18,6:30,6:31
2011-12-25-AA-446-DFW-PHL,11:50,11:48,3:50,3:31
2011-12-25-AA-3-JFK-LAX,12:00,11:49,3:15,2:23
2011-12-25-AA-2268-PHX-ORD,7:15,7:10,11:45,11:40
2011-12-25-AA-1007-MIA-PHX,4:55,4:46,8:05,7:50
2011-12-25-AA-4344-ORD-DTW,11:45,11:40,2:00,1:41
2011-12-25-AA-484-DFW-MIA,4:15,4:15,7:55,8:27
2011-12-25-AA-3979-CVG-ORD,7:30,7:29,8:00,7:46
2011-12-25-AA-3063-SLC-LAX,8:20,8:12,9:20,December 25; 2011     
2011-12-25-AA-3859-IAH-ORD,7:10,7:07,9:40,9:14
2011-12-25-AA-3842-MSP-ORD,6:00,5:55,7:30,7:06
2011-12-25-AA-271-MIA-LAX,11:35,11:37,2:25,1:49
2011-12-25-AA-643-MIA-ORD,7:10,8:32,9:35,10:39
2011-12-25-AA-4198-ORD-CLE,10:40,10:37,12:55,12:40
2011-12-25-AA-400-DFW-JFK,10:40,10:49,2:59,2:54
2011-12-25-AA-1886-BOS-MIA,10:45,10:42,2:20,2:01
2011-12-25-AA-1917-JFK-MCO,2:55,2:55,5:55,5:37
2011-12-25-AA-1544-SAN-ORD,11:25,11:24,5:25,5:38
2011-12-25-AA-3809-PHX-LAX,6:00,5:51,6:40,6:13
2011-12-25-AA-2957-DFW-CVG,7:55,7:54,11:05,10:56
2011-12-25-UA-1500-IAH-GUA,8:50,8:55,11:43,11:59
2011-12-25-UA-3515-IAD-MSP,8:19,8:23,10:09,10:15
2011-12-25-UA-664-ORD-PHL,1:50,1:49,4:53,4:56
2011-12-25-UA-414-LAX-SFO,7:05,7:03,8:29,8:26
2011-12-25-UA-257-JFK-SFO,2:30,2:28,6:14,5:27
2011-12-25-UA-62-IAH-EWR,2:30,2:27,7:03,6:23
2011-12-25-UA-843-LAX-ORD,2:02,2:00,8:07,8:00
2011-12-25-UA-2704-DTW-PHX,11:15,11:15,1:40,12:42
2011-12-25-UA-3373-IAD-PHL,8:30,8:25,9:25,9:39
2011-12-25-UA-2906-PHL-MCO,3:50,3:50,6:23,6:19
2011-12-25-UA-938-DEN-ORD,4:00,3:58,7:23,7:10
2011-12-25-UA-3099-PHX-PHL,11:55,11:55,6:17,6:16
2011-12-25-UA-3925-IAD-ORF,8:42,8:33,9:55,9:31
2011-12-25-UA-5487-SFO-MRY,10:35,11:31,11:22,12:09
2011-12-25-UA-3050-PHX-CLT,11:05,11:05,4:57,4:48
2011-12-25-UA-828-SFO-ORD,11:13,11:13,5:15,5:15
2011-12-25-UA-2830-MCO-CLT,3:27,3:27,5:05,4:45
2011-12-25-UA-37-EWR-MCO,1:29,1:30,4:22,4:50
2011-12-25-UA-37-EDI-EWR,9:05,8:48,11:53,11:55
2011-12-25-UA-2708-EWR-CLT,2:55,2:55,4:53,5:03
2011-12-25-UA-233-LAX-JFK,4:25,4:25,12:44,12:44
2011-12-25-UA-2726-FLL-PHL,4:00,4:00,6:46,6:18
2011-12-25-UA-2945-PHL-CLT,12:00,5:11,1:45,1:31
2011-12-25-UA-6273-YYC-SFO,7:45,7:46,9:53,9:50
2011-12-25-UA-2314-ATL-PHL,2:55,2:55,5:00,4:48
2011-12-25-UA-382-IAD-LAX,12:20,12:48,3:08,3:03
2011-12-25-UA-382-IAD-LAX,12:20,12:48,3:08,3:00
2011-12-25-UA-858-PVG-SFO,1:45,1:42,8:27,8:37
2011-12-25-UA-854-SFO-IAH,7:35,8:12,1:30,1:57
2011-12-25-CO-1586-IAH-MCO,7:00,7:41,10:12,10:56
2011-12-25-CO-1694-LAX-IAH,7:41,7:41,12:44,12:44
2011-12-25-CO-1088-CLE-IAH,8:40,8:43,10:53,11:08
2011-12-25-CO-16-LAX-EWR,10:25,11:18,6:39,8:16
2011-12-25-CO-58-DEN-IAH,11:33,11:35,2:59,2:50
2011-12-25-CO-1193-EWR-MCO,9:20,9:16,12:19,12:07
2011-12-25-CO-1023-IAH-DEN,11:40,11:41,1:23,12:55
2011-12-25-CO-1250-MIA-IAH,2:49,3:13,4:50,5:07
2011-12-25-CO-62-IAH-EWR,2:30,2:27,7:03,6:23
2011-12-25-CO-52-IAH-LAX,7:35,7:39,9:30,8:29
2011-12-25-CO-1614-LAX-IAH,12:30,12:33,5:36,5:44
2011-12-25-CO-89-IAH-EWR,6:00,6:02,10:20,10:16
2011-12-25-CO-1090-BOS-IAH,9:10,9:13,12:40,1:08
2011-12-25-CO-45-EWR-MIA,4:50,4:51,8:05,7:49
2011-12-25-CO-63-EWR-IAH,5:25,5:20,8:30,8:39
2011-12-25-CO-50-CLE-EWR,2:55,2:53,4:53,4:16
2011-12-25-CO-1561-PHX-IAH,8:05,8:03,11:37,11:26
2011-12-25-CO-47-IAH-LAX,7:20,7:49,9:16,9:12
2011-12-26-AA-1221-MCO-ORD,8:00,8:21,9:50,9:57
2011-12-26-AA-4307-ORD-DTW,6:45,7:32,9:10,9:46
2011-12-26-AA-616-DFW-DTW,9:05,9:05,12:35,12:29
2011-12-26-AA-431-MIA-SFO,8:35,8:32,11:50,11:35
2011-12-26-AA-3756-ORD-SLC,12:15,12:15,2:45,2:33
2011-12-26-AA-2050-ORD-MIA,10:40,11:01,2:45,2:53
2011-12-26-AA-3804-PHL-ORD,2:35,2:27,4:05,3:36
2011-12-26-AA-1664-MIA-ATL,10:15,10:17,12:10,12:12
2011-12-26-AA-789-ORD-DEN,1:05,1:03,2:35,2:30
2011-12-26-AA-1733-ORD-PHX,7:45,7:49,10:30,December 26; 2011     
2011-12-26-AA-1733-ORD-PHX,7:45,7:49,10:30,December 26; 2011     
2011-12-26-AA-4277-CVG-JFK,12:10,12:03,2:15,1:55
2011-12-26-AA-2312-DFW-DTW,8:25,December 26; 2011     ,11:50,December 26; 2011     
2011-12-26-AA-85-JFK-SFO,3:05,2:59,6:30,6:21
2011-12-26-AA-404-MIA-MCO,6:45,6:38,7:45,7:49
2011-12-26-AA-446-DFW-PHL,11:50,11:48,3:50,3:44
2011-12-26-AA-2268-PHX-ORD,7:15,7:09,11:35,11:15
2011-12-26-AA-4344-ORD-DTW,11:45,11:45,2:00,1:53
2011-12-26-AA-484-DFW-MIA,4:15,4:16,7:55,7:56
2011-12-26-AA-3979-CVG-ORD,7:30,7:28,8:00,7:59
2011-12-26-AA-3063-SLC-LAX,8:20,8:08,9:20,December 26; 2011     
2011-12-26-AA-3859-IAH-ORD,7:10,7:06,9:40,9:42
2011-12-26-AA-3842-MSP-ORD,6:00,6:00,7:30,7:35
2011-12-26-AA-1544-SAN-ORD,11:25,11:22,5:25,5:29
2011-12-26-AA-649-ORD-SNA,1:30,December 26; 2011     ,3:50,December 26; 2011     
2011-12-26-AA-1640-MIA-MCO,6:30,December 26; 2011     ,7:25,December 26; 2011     
2011-12-26-AA-518-MIA-JFK,6:30,6:30,9:15,9:19
2011-12-26-AA-2525-DFW-MIA,7:25,7:19,11:10,10:56
2011-12-26-AA-1279-DFW-PHX,1:00,1:01,2:35,2:37
2011-12-26-AA-1522-SFO-ORD,11:55,December 26; 2011     ,5:50,December 27; 2011     
2011-12-26-AA-1434-DFW-MCO,7:15,7:10,10:35,10:48
2011-12-26-AA-59-JFK-SFO,7:10,7:03,10:45,10:36
2011-12-26-AA-415-BOS-ORD,8:35,8:32,10:40,10:08
2011-12-26-AA-222-LAX-BOS,7:10,7:01,3:30,3:18
2011-12-26-AA-3823-LAX-DEN,9:00,December 26; 2011     ,12:15,December 27; 2011     
2011-12-26-AA-1165-JFK-MIA,6:59,6:51,10:34,9:44
2011-12-26-AA-3786-IAH-ORD,4:00,4:05,6:40,6:36
2011-12-26-AA-4330-CVG-ORD,3:35,3:28,4:00,3:31
2011-12-26-AA-3468-CVG-MIA,7:00,6:55,9:55,9:36
2011-12-26-AA-204-LAX-MCO,11:25,December 26; 2011     ,6:55,December 27; 2011     
2011-12-26-AA-466-IAH-MIA,6:00,5:58,9:20,9:12
2011-12-26-AA-3-JFK-LAX,12:00,11:56,3:15,3:09
2011-12-26-AA-1007-MIA-PHX,4:55,4:50,8:05,7:42
2011-12-26-AA-271-MIA-LAX,11:35,11:36,2:25,2:08
2011-12-26-AA-643-MIA-ORD,7:10,7:06,9:35,9:21
2011-12-26-AA-4198-ORD-CLE,10:40,10:34,12:55,12:43
2011-12-26-AA-400-DFW-JFK,10:40,10:45,2:59,2:48
2011-12-26-AA-1886-BOS-MIA,10:45,10:44,2:20,1:48
2011-12-26-AA-1917-JFK-MCO,2:55,3:13,5:55,5:46
2011-12-26-AA-3809-PHX-LAX,6:00,6:00,6:40,6:28
2011-12-26-AA-2957-DFW-CVG,7:55,7:49,11:05,10:49
2011-12-26-UA-1500-IAH-GUA,8:50,8:50,11:43,11:36
2011-12-26-UA-3515-IAD-MSP,8:19,8:26,10:09,10:19
2011-12-26-UA-664-ORD-PHL,1:35,1:38,4:38,4:23
2011-12-26-UA-414-LAX-SFO,6:00,5:57,7:26,7:22
2011-12-26-UA-257-JFK-SFO,2:30,2:25,6:14,6:02
2011-12-26-UA-62-IAH-EWR,2:30,2:27,7:03,6:45
2011-12-26-UA-843-LAX-ORD,2:10,2:20,8:12,8:13
2011-12-26-UA-248-PHX-ORD,12:52,12:52,5:13,5:13
2011-12-26-UA-248-PHX-ORD,12:52,12:50,5:13,5:13
2011-12-26-UA-397-JFK-SFO,8:25,8:25,12:14,11:48
2011-12-26-UA-2704-DTW-PHX,11:15,11:23,1:40,1:30
2011-12-26-UA-2515-DFW-CLT,7:00,7:00,10:26,10:07
2011-12-26-UA-3373-IAD-PHL,8:30,8:51,9:25,9:46
2011-12-26-UA-2906-PHL-MCO,3:50,3:50,6:23,5:59
2011-12-26-UA-938-DEN-ORD,3:54,3:48,7:17,7:01
2011-12-26-UA-3099-PHX-PHL,11:55,11:55,6:17,6:08
2011-12-26-UA-3925-IAD-ORF,8:42,8:43,9:55,9:44
2011-12-26-UA-5487-SFO-MRY,10:37,12:26,11:24,1:18
2011-12-26-UA-3050-PHX-CLT,11:05,11:05,4:57,4:54
2011-12-26-UA-828-SFO-ORD,11:13,11:13,5:15,5:15
2011-12-26-UA-2830-MCO-CLT,3:27,3:27,5:05,5:04
2011-12-26-UA-37-EWR-MCO,1:29,1:29,4:22,4:13
2011-12-26-UA-2708-EWR-CLT,2:55,2:55,4:53,4:37
2011-12-26-UA-233-LAX-JFK,4:25,4:25,12:44,12:44
2011-12-26-UA-2726-FLL-PHL,4:00,4:00,6:46,6:34
2011-12-26-UA-2945-PHL-CLT,12:00,10:11,1:45,1:24
2011-12-26-UA-6273-YYC-SFO,7:45,7:47,9:53,10:56
2011-12-26-UA-2314-ATL-PHL,2:55,2:55,5:00,4:53
2011-12-26-UA-382-IAD-LAX,12:20,12:19,3:08,2:37
2011-12-26-UA-382-IAD-LAX,12:20,12:19,3:08,2:51
2011-12-26-UA-854-SFO-IAH,7:35,7:37,1:30,1:26
2011-12-26-CO-1586-IAH-MCO,7:00,7:15,10:12,10:26
2011-12-26-CO-1694-LAX-IAH,7:41,7:41,12:44,12:44
2011-12-26-CO-1088-CLE-IAH,8:35,8:30,10:55,10:47
2011-12-26-CO-16-LAX-EWR,10:25,10:22,6:39,6:36
2011-12-26-CO-58-DEN-IAH,11:30,11:29,2:56,2:48
2011-12-26-CO-1193-EWR-MCO,9:10,9:04,12:11,12:06
2011-12-26-CO-1023-IAH-DEN,11:40,11:39,1:20,1:10
2011-12-26-CO-1250-MIA-IAH,2:49,2:53,4:50,4:46
2011-12-26-CO-62-IAH-EWR,2:30,2:27,7:03,6:45
2011-12-26-CO-1614-LAX-IAH,12:30,12:34,5:36,5:27
2011-12-26-CO-89-IAH-EWR,6:00,5:58,10:20,10:26
2011-12-26-CO-1090-BOS-IAH,9:50,10:22,1:20,1:23
2011-12-26-CO-45-EWR-MIA,3:50,3:56,7:05,6:51
2011-12-26-CO-63-EWR-IAH,5:25,5:23,8:30,8:31
2011-12-26-CO-50-CLE-EWR,2:55,2:55,4:53,4:40
2011-12-26-CO-1561-PHX-IAH,8:05,8:05,11:37,11:52
2011-12-26-CO-47-IAH-LAX,7:10,7:11,9:06,9:02
2011-12-27-AA-1221-MCO-ORD,8:00,7:54,9:50,9:45
2011-12-27-AA-4307-ORD-DTW,6:45,6:45,9:10,9:09
2011-12-27-AA-616-DFW-DTW,9:05,9:03,12:35,12:41
2011-12-27-AA-431-MIA-SFO,8:35,8:36,11:50,11:33
2011-12-27-AA-3756-ORD-SLC,12:15,12:08,2:45,2:27
2011-12-27-AA-2050-ORD-MIA,10:40,10:39,2:45,2:45
2011-12-27-AA-3804-PHL-ORD,2:35,2:37,4:05,3:55
2011-12-27-AA-1664-MIA-ATL,10:15,10:18,12:10,12:30
2011-12-27-AA-789-ORD-DEN,1:05,1:02,2:35,2:26
2011-12-27-AA-1733-ORD-PHX,7:45,8:12,10:30,December 27; 2011     
2011-12-27-AA-1733-ORD-PHX,7:45,8:12,10:30,December 27; 2011     
2011-12-27-AA-4277-CVG-JFK,12:10,12:57,2:15,3:12
2011-12-27-AA-2312-DFW-DTW,8:25,December 27; 2011     ,11:50,December 27; 2011     
2011-12-27-AA-85-JFK-SFO,3:05,3:01,6:30,6:22
2011-12-27-AA-404-MIA-MCO,6:45,6:41,7:45,7:42
2011-12-27-AA-446-DFW-PHL,11:50,11:48,3:50,4:05
2011-12-27-AA-2268-PHX-ORD,7:15,7:11,11:35,11:19
2011-12-27-AA-4344-ORD-DTW,11:45,11:50,2:00,2:13
2011-12-27-AA-484-DFW-MIA,4:15,4:16,7:55,8:11
2011-12-27-AA-3979-CVG-ORD,7:30,7:46,8:00,8:07
2011-12-27-AA-3063-SLC-LAX,8:20,8:16,9:20,December 27; 2011     
2011-12-27-AA-3859-IAH-ORD,7:10,7:45,9:40,10:04
2011-12-27-AA-3842-MSP-ORD,6:00,6:00,7:30,7:34
2011-12-27-AA-1544-SAN-ORD,11:25,11:29,5:25,5:32
2011-12-27-AA-649-ORD-SNA,1:30,December 27; 2011     ,3:50,December 27; 2011     
2011-12-27-AA-1640-MIA-MCO,6:30,December 27; 2011     ,7:25,December 27; 2011     
2011-12-27-AA-518-MIA-JFK,6:30,6:32,9:15,9:08
2011-12-27-AA-2525-DFW-MIA,7:25,7:36,11:10,11:11
2011-12-27-AA-1279-DFW-PHX,1:00,1:01,2:35,2:35
2011-12-27-AA-1522-SFO-ORD,11:55,December 27; 2011     ,5:50,December 28; 2011     
2011-12-27-AA-1434-DFW-MCO,7:15,7:43,10:35,11:02
2011-12-27-AA-59-JFK-SFO,7:10,7:10,10:45,10:36
2011-12-27-AA-415-BOS-ORD,8:35,8:31,10:40,10:29
2011-12-27-AA-222-LAX-BOS,7:10,7:08,3:30,3:20
2011-12-27-AA-3823-LAX-DEN,9:00,December 27; 2011     ,12:15,December 28; 2011     
2011-12-27-AA-1165-JFK-MIA,6:59,6:54,10:34,10:01
2011-12-27-AA-3786-IAH-ORD,4:00,3:53,6:40,6:32
2011-12-27-AA-3468-CVG-MIA,7:00,7:07,9:55,10:11
2011-12-27-AA-204-LAX-MCO,11:25,December 27; 2011     ,6:55,December 28; 2011     
2011-12-27-AA-466-IAH-MIA,6:00,5:57,9:20,9:03
2011-12-27-AA-3-JFK-LAX,12:00,11:56,3:15,2:49
2011-12-27-AA-1007-MIA-PHX,4:55,4:48,8:05,7:51
2011-12-27-AA-271-MIA-LAX,11:35,11:40,2:25,2:17
2011-12-27-AA-643-MIA-ORD,7:10,7:08,9:35,9:20
2011-12-27-AA-4198-ORD-CLE,10:40,10:35,12:55,12:41
2011-12-27-AA-400-DFW-JFK,10:40,10:43,2:59,3:04
2011-12-27-AA-1886-BOS-MIA,10:45,10:42,2:20,2:11
2011-12-27-AA-1917-JFK-MCO,2:55,3:02,5:55,6:18
2011-12-27-AA-3809-PHX-LAX,6:00,6:06,6:40,6:30
2011-12-27-AA-2957-DFW-CVG,7:55,7:55,11:05,11:03
2011-12-27-UA-1500-IAH-GUA,8:50,8:59,11:43,11:43
2011-12-27-UA-3515-IAD-MSP,8:19,8:49,10:09,10:40
2011-12-27-UA-664-ORD-PHL,1:35,1:43,4:38,4:59
2011-12-27-UA-414-LAX-SFO,6:00,5:56,7:26,7:07
2011-12-27-UA-257-JFK-SFO,2:30,2:26,6:14,5:18
2011-12-27-UA-62-IAH-EWR,2:30,2:30,7:03,6:45
2011-12-27-UA-843-LAX-ORD,2:10,2:11,8:12,7:56
2011-12-27-UA-248-PHX-ORD,12:52,12:52,5:13,5:08
2011-12-27-UA-248-PHX-ORD,12:52,12:47,5:13,5:02
2011-12-27-UA-397-JFK-SFO,8:25,8:25,12:14,11:40
2011-12-27-UA-2704-DTW-PHX,11:15,11:15,1:40,1:23
2011-12-27-UA-2515-DFW-CLT,7:00,7:00,10:26,10:30
2011-12-27-UA-3373-IAD-PHL,8:30,8:29,9:25,9:24
