Flight_Num,Scheduled_Dept,Actual_Dept,Dept_Gate,Scheduled_Arrival,Actual_Arrival,Arrival_Gate
UA-2830-MCO-CLT,Sat; Dec 3 3:27 PM,Sat; Dec 3 3:27 PM,58,Sat; Dec 3 5:05 PM,Sat; Dec 3 4:54 PM,B14
UA-37-EWR-MCO,Sat; Dec 3 1:45 PM,Sat; Dec 3 1:53 PM            Delayed,C113,Sat; Dec 3 4:30 PM,Sat; Dec 3 4:22 PM,39
UA-37-EDI-EWR,Sat; Dec 3 9:05 AM,Sat; Dec 3 9:26 AM,--,Sat; Dec 3 11:53 AM,Sat; Dec 3 1:17 PM,C126
UA-2708-EWR-CLT,Sat; Dec 3 2:55 PM,Sat; Dec 3 2:55 PM,A37,Sat; Dec 3 4:53 PM,Sat; Dec 3 4:29 PM,C12
UA-2726-FLL-PHL,Sat; Dec 3 4:00 PM,Sat; Dec 3 4:00 PM,E3,Sat; Dec 3 6:46 PM,Sat; Dec 3 6:47 PM,B9
UA-2945-PHL-CLT,Sat; Dec 3 12:00 AM,Sat; Dec 3 2:11 AM,C21,Sat; Dec 3 1:45 PM,Sat; Dec 3 1:18 PM,B6
UA-6273-YYC-SFO,Sat; Dec 3 7:35 AM,Sat; Dec 3 7:30 AM,--,Sat; Dec 3 9:43 AM,Sat; Dec 3 9:03 AM,69
UA-382-IAD-LAX,Sat; Dec 3 12:30 PM,Sat; Dec 3 12:31 PM            Delayed,C17,Sat; Dec 3 3:19 PM,Sat; Dec 3 3:03 PM,75B
UA-382-IAD-LAX,Sat; Dec 3 12:30 PM,Sat; Dec 3 12:31 PM            Delayed,C17,Sat; Dec 3 3:19 PM,Sat; Dec 3 3:02 PM,75B
UA-858-PVG-SFO,Sat; Dec 3 1:45 PM,Sat; Dec 3 1:41 PM,75,Sat; Dec 3 8:27 AM,Sat; Dec 3 8:50 AM,97
UA-854-SFO-IAH,Sat; Dec 3 7:55 AM,Sat; Dec 3 7:53 AM,83,Sat; Dec 3 1:41 PM,Sat; Dec 3 1:18 PM,C16
CO-1586-IAH-MCO,Sat.; Dec.03; 2011 7:00 p.m.,Sat.; Dec.03; 2011 7:06 p.m.,,Sat.; Dec.03; 2011 10:15 p.m.,Sat.; Dec.03; 2011 10:13 p.m.,
CO-1088-CLE-IAH,Sat.; Dec.03; 2011 8:40 a.m.,Sat.; Dec.03; 2011 8:45 a.m.,,Sat.; Dec.03; 2011 10:54 a.m.,Sat.; Dec.03; 2011 10:58 a.m.,
CO-16-LAX-EWR,Sat.; Dec.03; 2011 10:25 a.m.,Sat.; Dec.03; 2011 10:34 a.m.,,Sat.; Dec.03; 2011 6:42 p.m.,Sat.; Dec.03; 2011 6:40 p.m.,
CO-58-DEN-IAH,Sat.; Dec.03; 2011 11:25 a.m.,Sat.; Dec.03; 2011 11:36 a.m.,,Sat.; Dec.03; 2011 2:47 p.m.,Sat.; Dec.03; 2011 3:17 p.m.,
CO-1193-EWR-MCO,Sat.; Dec.03; 2011 3:45 p.m.,Sat.; Dec.03; 2011 5:40 p.m.,,Sat.; Dec.03; 2011 6:31 p.m.,Sat.; Dec.03; 2011 8:15 p.m.,
CO-1023-IAH-DEN,Sat.; Dec.03; 2011 11:40 a.m.,Sat.; Dec.03; 2011 11:38 a.m.,,Sat.; Dec.03; 2011 1:16 p.m.,Sat.; Dec.03; 2011 1:08 p.m.,
CO-1250-MIA-IAH,Sat.; Dec.03; 2011 2:53 p.m.,Sat.; Dec.03; 2011 2:44 p.m.,,Sat.; Dec.03; 2011 4:48 p.m.,Sat.; Dec.03; 2011 4:18 p.m.,
CO-62-IAH-EWR,Sat.; Dec.03; 2011 2:30 p.m.,Sat.; Dec.03; 2011 2:52 p.m.,,Sat.; Dec.03; 2011 7:01 p.m.,Sat.; Dec.03; 2011 6:57 p.m.,
CO-52-IAH-LAX,Sat.; Dec.03; 2011 7:35 a.m.,Sat.; Dec.03; 2011 7:34 a.m.,,Sat.; Dec.03; 2011 9:21 a.m.,Sat.; Dec.03; 2011 9:21 a.m.,
CO-1614-LAX-IAH,Sat.; Dec.03; 2011 12:30 a.m.,Sat.; Dec.03; 2011 12:35 a.m.,,Sat.; Dec.03; 2011 5:35 a.m.,Sat.; Dec.03; 2011 5:28 a.m.,
CO-89-IAH-EWR,Sat.; Dec.03; 2011 6:00 a.m.,Sat.; Dec.03; 2011 5:54 a.m.,,Sat.; Dec.03; 2011 10:20 a.m.,Sat.; Dec.03; 2011 10:13 a.m.,
CO-1090-BOS-IAH,Sat.; Dec.03; 2011 9:00 a.m.,Sat.; Dec.03; 2011 9:02 a.m.,,Sat.; Dec.03; 2011 12:31 p.m.,Sat.; Dec.03; 2011 12:25 p.m.,
CO-63-EWR-IAH,Sat.; Dec.03; 2011 5:25 p.m.,Sat.; Dec.03; 2011 5:23 p.m.,,Sat.; Dec.03; 2011 8:19 p.m.,Sat.; Dec.03; 2011 8:14 p.m.,
CO-50-CLE-EWR,Sat.; Dec.03; 2011 2:55 p.m.,Sat.; Dec.03; 2011 2:54 p.m.,,Sat.; Dec.03; 2011 4:39 p.m.,Sat.; Dec.03; 2011 4:23 p.m.,
CO-1561-PHX-IAH,Sat.; Dec.03; 2011 8:05 a.m.,Sat.; Dec.03; 2011 8:02 a.m.,,Sat.; Dec.03; 2011 11:35 a.m.,Sat.; Dec.03; 2011 11:26 a.m.,
AA-1221-MCO-ORD,12/04/2011 08:00 PM,12/04/2011 08:09 PM,16,12/04/2011 09:50 PM,12/04/2011 09:27 PM,K15
AA-518-MIA-JFK,12/04/2011 06:30 AM,12/04/2011 07:02 AM,D1,12/04/2011 09:15 AM,12/04/2011 09:31 AM,3
AA-1640-MIA-MCO,12/04/2011 06:30 PM,,E5,12/04/2011 07:25 PM,,15
AA-4307-ORD-DTW,12/04/2011 06:45 PM,12/04/2011 07:03 PM,H4,12/04/2011 09:10 PM,12/04/2011 09:04 PM,D28
AA-2525-DFW-MIA,12/04/2011 07:25 AM,12/04/2011 11:18 AM,D25,12/04/2011 11:10 AM,12/04/2011 02:55 PM,D2
AA-431-MIA-SFO,12/04/2011 08:35 AM,12/04/2011 08:51 AM,D44,12/04/2011 11:50 AM,12/04/2011 11:37 AM,57
AA-3756-ORD-SLC,12/04/2011 12:15 PM,12/04/2011 12:53 PM,G11,12/04/2011 02:45 PM,12/04/2011 02:57 PM,A3
AA-1279-DFW-PHX,12/04/2011 01:00 PM,12/04/2011 01:31 PM,C7,12/04/2011 02:35 PM,12/04/2011 02:55 PM,4
AA-2050-ORD-MIA,12/04/2011 10:40 AM,12/04/2011 10:49 AM,K7,12/04/2011 02:45 PM,12/04/2011 02:21 PM,D40
AA-3804-PHL-ORD,12/04/2011 02:35 PM,12/04/2011 02:57 PM,A7,12/04/2011 04:05 PM,12/04/2011 03:54 PM,H3A
AA-1522-SFO-ORD,12/04/2011 11:55 PM,,56A,12/05/2011 05:50 AM,,H9
AA-1434-DFW-MCO,12/04/2011 07:15 AM,12/04/2011 09:39 AM,C29,12/04/2011 10:35 AM,12/04/2011 12:46 PM,15
AA-59-JFK-SFO,12/04/2011 07:10 AM,12/04/2011 07:33 AM,39,12/04/2011 10:45 AM,12/04/2011 10:37 AM,58B
AA-415-BOS-ORD,12/04/2011 08:35 AM,12/04/2011 08:45 AM,B36,12/04/2011 10:40 AM,12/04/2011 10:33 AM,K18
AA-222-LAX-BOS,12/04/2011 07:10 AM,12/04/2011 07:23 AM,47A,12/04/2011 03:30 PM,12/04/2011 03:08 PM,B34
AA-3823-LAX-DEN,12/04/2011 09:00 PM,,44F,12/05/2011 12:15 AM,,A49
AA-1165-JFK-MIA,12/04/2011 06:59 AM,12/04/2011 07:20 AM,36,12/04/2011 10:34 AM,12/04/2011 09:55 AM,D2
AA-3786-IAH-ORD,12/04/2011 04:00 PM,12/04/2011 04:39 PM,A29,12/04/2011 06:40 PM,12/04/2011 06:34 PM,H3A
AA-4330-CVG-ORD,12/04/2011 03:35 PM,12/04/2011 03:45 PM,5,12/04/2011 04:00 PM,12/04/2011 03:45 PM,G5
AA-1664-MIA-ATL,12/04/2011 10:15 AM,12/04/2011 10:43 AM,D15,12/04/2011 12:10 PM,12/04/2011 12:23 PM,T11
AA-789-ORD-DEN,12/04/2011 01:05 PM,12/04/2011 01:14 PM,K8,12/04/2011 02:35 PM,12/04/2011 02:44 PM,A49
AA-3468-CVG-MIA,12/04/2011 07:00 AM,12/04/2011 07:08 AM,5,12/04/2011 09:55 AM,12/04/2011 09:41 AM,D60
AA-204-LAX-MCO,12/04/2011 11:25 PM,,42B,12/05/2011 06:55 AM,,TBA
AA-1733-ORD-PHX,12/04/2011 07:45 PM,12/04/2011 08:02 PM,H8,12/04/2011 10:30 PM,,6
AA-4277-CVG-JFK,12/04/2011 12:10 PM,12/04/2011 01:28 PM,1,12/04/2011 02:15 PM,12/04/2011 03:05 PM,31C
AA-466-IAH-MIA,12/04/2011 06:00 AM,12/04/2011 06:05 AM,A27,12/04/2011 09:20 AM,12/04/2011 09:06 AM,D15
AA-2312-DFW-DTW,12/04/2011 08:25 PM,,C7,12/04/2011 11:50 PM,,D32
AA-404-MIA-MCO,12/04/2011 06:45 AM,12/04/2011 06:59 AM,E7,12/04/2011 07:45 AM,12/04/2011 07:47 AM,15
AA-85-JFK-SFO,12/04/2011 03:05 PM,12/04/2011 03:29 PM,43,12/04/2011 06:30 PM,12/04/2011 06:29 PM,57
AA-446-DFW-PHL,12/04/2011 11:50 AM,12/04/2011 11:59 AM,C21,12/04/2011 03:50 PM,12/04/2011 03:42 PM,A9
AA-3-JFK-LAX,12/04/2011 12:00 PM,12/04/2011 12:46 PM,36,12/04/2011 03:15 PM,,46A
AA-2268-PHX-ORD,12/04/2011 07:15 AM,12/04/2011 07:16 AM,4,12/04/2011 11:35 AM,12/04/2011 11:11 AM,K16
AA-1007-MIA-PHX,12/04/2011 04:55 PM,12/04/2011 05:11 PM,D39,12/04/2011 08:05 PM,12/04/2011 08:00 PM,6
AA-4344-ORD-DTW,12/04/2011 11:45 AM,12/04/2011 12:00 PM,G3,12/04/2011 02:00 PM,12/04/2011 01:54 PM,D28
AA-484-DFW-MIA,12/04/2011 04:15 PM,12/04/2011 04:56 PM,D27,12/04/2011 07:55 PM,12/04/2011 08:24 PM,E7
AA-3979-CVG-ORD,12/04/2011 07:30 AM,12/04/2011 07:32 AM,3,12/04/2011 08:00 AM,12/04/2011 07:26 AM,H1B
AA-3063-SLC-LAX,12/04/2011 08:20 PM,12/04/2011 08:33 PM,A3,12/04/2011 09:20 PM,,44G
AA-3859-IAH-ORD,12/04/2011 07:10 AM,12/04/2011 07:15 AM,A30,12/04/2011 09:40 AM,12/04/2011 09:17 AM,G13
AA-3842-MSP-ORD,12/04/2011 06:00 AM,12/04/2011 06:31 AM,E14,12/04/2011 07:30 AM,12/04/2011 07:36 AM,G13
AA-271-MIA-LAX,12/04/2011 11:35 AM,12/04/2011 11:57 AM,D5,12/04/2011 02:25 PM,12/04/2011 02:12 PM,46B
AA-643-MIA-ORD,12/04/2011 07:10 AM,12/04/2011 07:49 AM,D2,12/04/2011 09:35 AM,12/04/2011 09:35 AM,L8
AA-4198-ORD-CLE,12/04/2011 10:40 AM,12/04/2011 10:53 AM,G6A,12/04/2011 12:55 PM,12/04/2011 12:46 PM,A1
AA-400-DFW-JFK,12/04/2011 10:40 AM,12/04/2011 11:01 AM,C14,12/04/2011 02:59 PM,12/04/2011 03:02 PM,33
AA-1886-BOS-MIA,12/04/2011 10:45 AM,12/04/2011 11:04 AM,B34,12/04/2011 02:20 PM,12/04/2011 01:47 PM,D23
AA-1917-JFK-MCO,12/04/2011 02:55 PM,12/04/2011 03:15 PM,34,12/04/2011 05:55 PM,12/04/2011 05:41 PM,15
AA-1544-SAN-ORD,12/04/2011 11:25 AM,12/04/2011 11:46 AM,27,12/04/2011 05:25 PM,12/04/2011 05:19 PM,H6
AA-649-ORD-SNA,12/04/2011 01:30 PM,,H17,12/04/2011 03:50 PM,,7
AA-3809-PHX-LAX,12/04/2011 06:00 AM,12/04/2011 06:13 AM,2,12/04/2011 06:40 AM,12/04/2011 06:43 AM,44J
AA-2957-DFW-CVG,12/04/2011 07:55 AM,12/04/2011 09:00 AM,B8,12/04/2011 11:05 AM,12/04/2011 11:48 AM,3
UA-1500-IAH-GUA,Sun; Dec 4 8:55 AM,Sun; Dec 4 9:12 AM            Delayed,E3,Sun; Dec 4 11:45 AM,Sun; Dec 4 11:56 AM,15
UA-3515-IAD-MSP,Sun; Dec 4 8:15 AM,Sun; Dec 4 8:09 AM,D20,Sun; Dec 4 10:06 AM,Sun; Dec 4 9:39 AM,E8
UA-664-ORD-PHL,Sun; Dec 4 1:20 PM,Sun; Dec 4 1:16 PM,C29,Sun; Dec 4 4:25 PM,Sun; Dec 4 4:17 PM,D9
UA-414-LAX-SFO,Sun; Dec 4 6:00 AM,Sun; Dec 4 6:01 AM,75B,Sun; Dec 4 7:23 AM,Sun; Dec 4 7:15 AM,85
UA-257-JFK-SFO,Sun; Dec 4 2:30 PM,Sun; Dec 4 2:26 PM,8,Sun; Dec 4 6:10 PM,Sun; Dec 4 5:41 PM,80
UA-62-IAH-EWR,Sun; Dec 4 2:30 PM,Sun; Dec 4 2:33 PM,C-43,Sun; Dec 4 7:03 PM,Sun; Dec 4 6:59 PM,C74
UA-843-LAX-ORD,Sun; Dec 4 1:50 PM,Sun; Dec 4 1:51 PM,77,Sun; Dec 4 7:55 PM,Sun; Dec 4 7:28 PM,C15
UA-248-PHX-ORD,Sun; Dec 4 12:47 PM,Sun; Dec 4 12:47 PM,3,Sun; Dec 4 5:15 PM,Sun; Dec 4 4:56 PM,C28
UA-248-PHX-ORD,Sun; Dec 4 12:47 PM,Sun; Dec 4 2:42 PM,3,Sun; Dec 4 5:15 PM,Sun; Dec 4 6:43 PM,C30
UA-397-JFK-SFO,Sun; Dec 4 8:00 AM,Sun; Dec 4 7:52 AM,10,Sun; Dec 4 11:49 AM,Sun; Dec 4 11:15 AM,82
UA-2704-DTW-PHX,Sun; Dec 4 11:15 AM,Sun; Dec 4 11:15 AM,D25,Sun; Dec 4 1:40 PM,Sun; Dec 4 1:53 PM,A2
UA-3373-IAD-PHL,Sun; Dec 4 8:25 AM,Sun; Dec 4 8:24 AM,C20,Sun; Dec 4 9:20 AM,Sun; Dec 4 9:20 AM,D7
UA-2906-PHL-MCO,Sun; Dec 4 3:50 PM,Sun; Dec 4 3:50 PM            Delayed,B13,Sun; Dec 4 6:23 PM,Sun; Dec 4 6:04 PM,58
UA-938-DEN-ORD,Sun; Dec 4 4:16 PM,Sun; Dec 4 4:15 PM,B44,Sun; Dec 4 7:34 PM,Sun; Dec 4 7:35 PM,C26
UA-3099-PHX-PHL,Sun; Dec 4 11:55 AM,,A6,Sun; Dec 4 6:17 PM,,A21
UA-3925-IAD-ORF,Sun; Dec 4 8:41 AM,Sun; Dec 4 8:32 AM,A1G,Sun; Dec 4 9:54 AM,Sun; Dec 4 9:26 AM,--
UA-5487-SFO-MRY,Sun; Dec 4 10:39 AM,Sun; Dec 4 10:35 AM,87A,Sun; Dec 4 11:19 AM,Sun; Dec 4 11:24 AM,--
UA-3050-PHX-CLT,Sun; Dec 4 11:05 AM,Sun; Dec 4 11:13 AM,A7,Sun; Dec 4 4:57 PM,Sun; Dec 4 5:09 PM,B5
UA-828-SFO-ORD,Sun; Dec 4 11:12 PM,Sun; Dec 4 11:12 PM,75,Mon; Dec 5 5:15 AM,Mon; Dec 5 5:15 AM,B7
UA-2830-MCO-CLT,Sun; Dec 4 3:27 PM,Sun; Dec 4 3:27 PM,56,Sun; Dec 4 5:05 PM,Sun; Dec 4 4:56 PM,B10
UA-37-EWR-MCO,Sun; Dec 4 1:29 PM,Sun; Dec 4 1:43 PM            Delayed,C136,Sun; Dec 4 4:17 PM,Sun; Dec 4 4:15 PM,39
UA-37-EDI-EWR,Sun; Dec 4 9:05 AM,Sun; Dec 4 9:36 AM,--,Sun; Dec 4 11:53 AM,Sun; Dec 4 12:57 PM,B61
UA-2708-EWR-CLT,Sun; Dec 4 2:55 PM,Sun; Dec 4 2:55 PM,A37,Sun; Dec 4 4:53 PM,Sun; Dec 4 4:32 PM,D3
UA-233-LAX-JFK,Sun; Dec 4 4:20 PM,Sun; Dec 4 4:20 PM,73,Mon; Dec 5 12:29 AM,Mon; Dec 5 12:29 AM,6
UA-2726-FLL-PHL,Sun; Dec 4 4:00 PM,Sun; Dec 4 4:00 PM,E3,Sun; Dec 4 6:46 PM,Sun; Dec 4 6:28 PM,B5
UA-2945-PHL-CLT,Sun; Dec 4 12:00 AM,Sun; Dec 4 10:11 AM            Delayed,B11,Sun; Dec 4 1:45 PM,Sun; Dec 4 1:31 PM,B8
UA-6273-YYC-SFO,Sun; Dec 4 7:35 AM,Sun; Dec 4 7:21 AM,--,Sun; Dec 4 9:43 AM,Sun; Dec 4 10:10 AM,78A
UA-2314-ATL-PHL,Sun; Dec 4 2:55 PM,Sun; Dec 4 3:19 PM,D23,Sun; Dec 4 5:00 PM,Sun; Dec 4 5:12 PM,C25
UA-382-IAD-LAX,Sun; Dec 4 12:30 PM,Sun; Dec 4 12:29 PM            On Time,C27,Sun; Dec 4 3:19 PM,Sun; Dec 4 2:57 PM,70B
UA-382-IAD-LAX,Sun; Dec 4 12:30 PM,Sun; Dec 4 12:29 PM            On Time,C27,Sun; Dec 4 3:19 PM,Sun; Dec 4 2:50 PM,70B
UA-858-PVG-SFO,Sun; Dec 4 1:45 PM,Sun; Dec 4 1:33 PM,77,Sun; Dec 4 8:27 AM,Sun; Dec 4 8:35 AM,92
UA-854-SFO-IAH,Sun; Dec 4 7:53 AM,Sun; Dec 4 7:46 AM,81,Sun; Dec 4 1:35 PM,Sun; Dec 4 1:42 PM,C16
CO-1586-IAH-MCO,Sun.; Dec.04; 2011 7:00 p.m.,Sun.; Dec.04; 2011 7:24 p.m.,,Sun.; Dec.04; 2011 10:15 p.m.,Sun.; Dec.04; 2011 10:44 p.m.,
CO-1694-LAX-IAH,Sun.; Dec.04; 2011 7:15 p.m.,Sun.; Dec.04; 2011 7:15 p.m.,,Sun.; Dec.04; 2011 12:21 a.m.,Sun.; Dec.04; 2011 12:21 a.m.,
CO-4888-IAH-DAL,Sun.; Dec.04; 2011 5:30 p.m.,Sun.; Dec.04; 2011 5:30 p.m.,,Sun.; Dec.04; 2011 6:40 p.m.,Sun.; Dec.04; 2011 6:50 p.m.,
CO-1088-CLE-IAH,Sun.; Dec.04; 2011 8:40 a.m.,Sun.; Dec.04; 2011 9:08 a.m.,,Sun.; Dec.04; 2011 10:54 a.m.,Sun.; Dec.04; 2011 11:18 a.m.,
CO-16-LAX-EWR,Sun.; Dec.04; 2011 10:25 a.m.,Sun.; Dec.04; 2011 10:23 a.m.,,Sun.; Dec.04; 2011 6:42 p.m.,Sun.; Dec.04; 2011 6:24 p.m.,
CO-58-DEN-IAH,Sun.; Dec.04; 2011 11:25 a.m.,Sun.; Dec.04; 2011 11:26 a.m.,,Sun.; Dec.04; 2011 2:50 p.m.,Sun.; Dec.04; 2011 3:12 p.m.,
CO-1193-EWR-MCO,Sun.; Dec.04; 2011 9:00 a.m.,Sun.; Dec.04; 2011 9:01 a.m.,,Sun.; Dec.04; 2011 12:00 p.m.,Sun.; Dec.04; 2011 11:51 a.m.,
CO-1023-IAH-DEN,Sun.; Dec.04; 2011 11:40 a.m.,Sun.; Dec.04; 2011 11:41 a.m.,,Sun.; Dec.04; 2011 1:16 p.m.,Sun.; Dec.04; 2011 1:06 p.m.,
CO-1250-MIA-IAH,Sun.; Dec.04; 2011 2:53 p.m.,Sun.; Dec.04; 2011 3:02 p.m.,,Sun.; Dec.04; 2011 4:48 p.m.,Sun.; Dec.04; 2011 4:50 p.m.,
CO-62-IAH-EWR,Sun.; Dec.04; 2011 2:30 p.m.,Sun.; Dec.04; 2011 2:33 p.m.,,Sun.; Dec.04; 2011 7:03 p.m.,Sun.; Dec.04; 2011 6:59 p.m.,
CO-52-IAH-LAX,Sun.; Dec.04; 2011 7:35 a.m.,Sun.; Dec.04; 2011 7:34 a.m.,,Sun.; Dec.04; 2011 9:21 a.m.,Sun.; Dec.04; 2011 9:09 a.m.,
CO-1614-LAX-IAH,Sun.; Dec.04; 2011 12:30 a.m.,Sun.; Dec.04; 2011 12:34 a.m.,,Sun.; Dec.04; 2011 5:35 a.m.,Sun.; Dec.04; 2011 5:38 a.m.,
CO-89-IAH-EWR,Sun.; Dec.04; 2011 6:00 a.m.,Sun.; Dec.04; 2011 5:54 a.m.,,Sun.; Dec.04; 2011 10:20 a.m.,Sun.; Dec.04; 2011 10:11 a.m.,
CO-1090-BOS-IAH,Sun.; Dec.04; 2011 9:45 a.m.,Sun.; Dec.04; 2011 9:41 a.m.,,Sun.; Dec.04; 2011 1:16 p.m.,Sun.; Dec.04; 2011 1:32 p.m.,
CO-45-EWR-MIA,Sun.; Dec.04; 2011 4:00 p.m.,Sun.; Dec.04; 2011 4:20 p.m.,,Sun.; Dec.04; 2011 7:05 p.m.,Sun.; Dec.04; 2011 7:26 p.m.,
CO-63-EWR-IAH,Sun.; Dec.04; 2011 5:25 p.m.,Sun.; Dec.04; 2011 5:22 p.m.,,Sun.; Dec.04; 2011 8:22 p.m.,Sun.; Dec.04; 2011 8:11 p.m.,
CO-50-CLE-EWR,Sun.; Dec.04; 2011 3:10 p.m.,Sun.; Dec.04; 2011 3:00 p.m.,,Sun.; Dec.04; 2011 5:04 p.m.,Sun.; Dec.04; 2011 4:41 p.m.,
CO-1561-PHX-IAH,Sun.; Dec.04; 2011 8:05 a.m.,Sun.; Dec.04; 2011 8:01 a.m.,,Sun.; Dec.04; 2011 11:35 a.m.,Sun.; Dec.04; 2011 11:31 a.m.,
CO-47-IAH-LAX,Sun.; Dec.04; 2011 7:10 p.m.,Sun.; Dec.04; 2011 7:13 p.m.,,Sun.; Dec.04; 2011 8:56 p.m.,Sun.; Dec.04; 2011 8:59 p.m.,
AA-1221-MCO-ORD,12/05/2011 08:00 PM,12/05/2011 08:06 PM,15,12/05/2011 09:50 PM,12/05/2011 09:29 PM,K4
AA-4307-ORD-DTW,12/05/2011 06:45 PM,12/05/2011 07:08 PM,G19A,12/05/2011 09:10 PM,12/05/2011 09:34 PM,D28
AA-616-DFW-DTW,12/05/2011 09:05 AM,12/05/2011 09:17 AM,C14,12/05/2011 12:35 PM,12/05/2011 12:19 PM,D32
AA-431-MIA-SFO,12/05/2011 08:35 AM,12/05/2011 08:52 AM,D3,12/05/2011 11:50 AM,12/05/2011 11:15 AM,57
AA-3756-ORD-SLC,12/05/2011 12:15 PM,12/05/2011 12:29 PM,G9,12/05/2011 02:45 PM,12/05/2011 02:31 PM,A3
AA-2050-ORD-MIA,12/05/2011 10:40 AM,12/05/2011 10:52 AM,K13,12/05/2011 02:45 PM,12/05/2011 02:37 PM,D40
AA-3804-PHL-ORD,12/05/2011 02:35 PM,12/05/2011 02:40 PM,A7,12/05/2011 04:05 PM,12/05/2011 03:45 PM,G13
AA-1664-MIA-ATL,12/05/2011 10:15 AM,12/05/2011 10:43 AM,D41,12/05/2011 12:10 PM,12/05/2011 12:26 PM,T11
AA-789-ORD-DEN,12/05/2011 01:05 PM,12/05/2011 01:27 PM,K9,12/05/2011 02:35 PM,12/05/2011 02:48 PM,A49
AA-1733-ORD-PHX,12/05/2011 07:45 PM,12/05/2011 07:53 PM,H10,12/05/2011 10:30 PM,,6
AA-1733-ORD-PHX,12/05/2011 07:45 PM,12/05/2011 07:53 PM,H10,12/05/2011 10:30 PM,,6
AA-4277-CVG-JFK,12/05/2011 12:10 PM,12/05/2011 12:19 PM,1,12/05/2011 02:15 PM,12/05/2011 02:01 PM,32I
AA-2312-DFW-DTW,12/05/2011 08:25 PM,,C2,12/05/2011 11:50 PM,,D32
AA-85-JFK-SFO,12/05/2011 03:05 PM,12/05/2011 03:31 PM,33,12/05/2011 06:30 PM,12/05/2011 06:17 PM,58B
AA-404-MIA-MCO,12/05/2011 06:45 AM,12/05/2011 06:56 AM,D33,12/05/2011 07:45 AM,12/05/2011 07:51 AM,16
AA-446-DFW-PHL,12/05/2011 11:50 AM,12/05/2011 12:06 PM,D16,12/05/2011 03:50 PM,12/05/2011 03:44 PM,A9
AA-2268-PHX-ORD,12/05/2011 07:15 AM,12/05/2011 07:20 AM,6,12/05/2011 11:35 AM,12/05/2011 11:12 AM,H12
AA-4344-ORD-DTW,12/05/2011 11:45 AM,12/05/2011 11:55 AM,G1B,12/05/2011 02:00 PM,12/05/2011 02:13 PM,D28
AA-484-DFW-MIA,12/05/2011 04:15 PM,12/05/2011 04:36 PM,D17,12/05/2011 07:55 PM,12/05/2011 07:52 PM,D34
AA-3979-CVG-ORD,12/05/2011 07:30 AM,12/05/2011 07:48 AM,3,12/05/2011 08:00 AM,12/05/2011 07:42 AM,G14
AA-3063-SLC-LAX,12/05/2011 08:20 PM,12/05/2011 08:30 PM,A3,12/05/2011 09:20 PM,,44C
AA-3859-IAH-ORD,12/05/2011 07:10 AM,12/05/2011 07:25 AM,A29,12/05/2011 09:40 AM,12/05/2011 09:59 AM,H4
AA-3842-MSP-ORD,12/05/2011 06:00 AM,12/05/2011 06:10 AM,E14,12/05/2011 07:30 AM,12/05/2011 07:09 AM,H5
AA-1544-SAN-ORD,12/05/2011 11:25 AM,12/05/2011 03:26 PM,27,12/05/2011 05:25 PM,,H14
AA-649-ORD-SNA,12/05/2011 01:30 PM,,K15,12/05/2011 03:50 PM,,7
AA-1640-MIA-MCO,12/05/2011 06:30 PM,,D33,12/05/2011 07:25 PM,,14
AA-518-MIA-JFK,12/05/2011 06:30 AM,12/05/2011 06:50 AM,D24,12/05/2011 09:15 AM,12/05/2011 09:20 AM,33
AA-2525-DFW-MIA,12/05/2011 07:25 AM,12/05/2011 08:37 AM,C4,12/05/2011 11:10 AM,12/05/2011 12:00 PM,D16
AA-1279-DFW-PHX,12/05/2011 01:00 PM,12/05/2011 01:19 PM,C12,12/05/2011 02:35 PM,12/05/2011 02:51 PM,4
AA-1522-SFO-ORD,12/05/2011 11:55 PM,,57,12/06/2011 05:50 AM,,H9
AA-1434-DFW-MCO,12/05/2011 07:15 AM,12/05/2011 07:27 AM,C30,12/05/2011 10:35 AM,12/05/2011 10:39 AM,17
AA-59-JFK-SFO,12/05/2011 07:10 AM,12/05/2011 07:49 AM,36,12/05/2011 10:45 AM,12/05/2011 10:45 AM,58B
AA-415-BOS-ORD,12/05/2011 08:35 AM,12/05/2011 08:50 AM,B34,12/05/2011 10:40 AM,12/05/2011 10:18 AM,H17
AA-222-LAX-BOS,12/05/2011 07:10 AM,12/05/2011 07:13 AM,42B,12/05/2011 03:30 PM,12/05/2011 02:55 PM,B31
AA-3823-LAX-DEN,12/05/2011 09:00 PM,,44J,12/06/2011 12:15 AM,,A49
AA-1165-JFK-MIA,12/05/2011 06:59 AM,12/05/2011 07:33 AM,35,12/05/2011 10:34 AM,12/05/2011 10:06 AM,D24
AA-3786-IAH-ORD,12/05/2011 04:00 PM,12/05/2011 04:28 PM,A29,12/05/2011 06:40 PM,12/05/2011 06:37 PM,G3
AA-4330-CVG-ORD,12/05/2011 03:35 PM,12/05/2011 04:51 PM,5,12/05/2011 04:00 PM,12/05/2011 04:47 PM,G19A
AA-3468-CVG-MIA,12/05/2011 07:00 AM,12/05/2011 07:23 AM,1,12/05/2011 09:55 AM,12/05/2011 09:47 AM,D60
AA-204-LAX-MCO,12/05/2011 11:25 PM,,43,12/06/2011 06:55 AM,,TBA
AA-466-IAH-MIA,12/05/2011 06:00 AM,12/05/2011 06:19 AM,A27,12/05/2011 09:20 AM,12/05/2011 09:26 AM,D41
