akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
myron mixons smoke show barbecue,1966552,chicago,il,pass,-87.6595418,41.95117556,20161014,risk 1 (high),(41.95117555641557,2484149,restaurant,3801-3809 n clark st,license,myron mixons smoke show barbecue,60613
thalias restaurant,1960221,chicago,il,fail,-87.77635805,41.938341,20160913,risk 1 (high),(41.93834100224705,2464942,restaurant,3156 n austin ave,license,thalias restaurant,60634
pershing center,1955288,chicago,il,pass,-87.633075,41.8235152,20161014,risk 2 (medium),(41.82351520329658,1493623,grocery store,243 w pershing rd,canvass,pershing center,60609
cest bien thai,1966546,chicago,il,not ready,-87.67765677,41.95234331,20161014,risk 1 (high),(41.952343305200465,2492926,restaurant,3900 n lincoln ave,license,cest bien thai,60613
johnnys ice house,1966540,chicago,il,pass w/ conditions,-87.69038959,41.88123342,20161014,risk 2 (medium),(41.88123342371891,2350031,restaurant,2550-2602 w madison st,complaint,johnnys ice house,60612
stella barra/summer house santa monica,1966536,chicago,il,pass,-87.64862901,41.91754113,20161014,risk 1 (high),(41.91754112681401,2234204,restaurant,1954 n halsted st,complaint re-inspection,summer house santa monica/stella barra pizzeria,60614
,1966538,chicago,il,pass,-87.64260918,41.87788853,20161014,risk 2 (medium),(41.87788852897838,2493084,restaurant,601 w jackson blvd b,license,meddle coffee bar,60661
myron mixons smoke show barbecue,1966545,chicago,il,pass,-87.6595418,41.95117556,20161014,risk 1 (high),(41.95117555641557,2484148,restaurant,3801-3809 n clark st,license,myron mixons smoke show barbecue,60613
pepes mexican restaurant,1966534,chicago,il,pass,-87.60487318,41.74353307,20161014,risk 1 (high),(41.743533070705446,50042,restaurant,8313-8325 s cottage grove ave,complaint,pepes mexican restaurant,60619
j & j fish,1966530,chicago,il,fail,-87.76527467,41.88034981,20161014,risk 1 (high),(41.88034981402218,1300963,restaurant,5608 w madison st,complaint,j & j fish,60644
real good juice co,1961097,chicago,il,pass,-87.67804862,41.88664366,20160923,risk 1 (high),(41.88664365719036,2492018,restaurant,2031 w fulton st,license,real good juice co,60612
protein bar,1951277,chicago,il,pass,-87.62430852,41.88454011,20161014,risk 1 (high),(41.88454011059238,2373749,restaurant,151 n michigan ave,complaint,protein bar,60601
jimmy johns,1966529,chicago,il,fail,-87.74791096,41.95391362,20161014,risk 1 (high),(41.95391361936965,2333431,restaurant,4021 n milwaukee ave,suspected food poisoning,jimmy johns,60641
jj fish & grocery,1966528,chicago,il,pass,-87.69296412,41.76443109,20161014,risk 2 (medium),(41.764431087792644,2341091,grocery store,2759 w 71st st,complaint re-inspection,jj fish & grocery inc.,60629
joy yee noodle shop,1966519,chicago,il,fail,-87.63471471,41.85378847,20161014,risk 1 (high),(41.85378847066135,2008459,restaurant,2139 s china pl,complaint,joy yee noodle shop,60616
edible arrangements,1966516,chicago,il,pass,-87.67580162,42.01928994,20161014,risk 2 (medium),(42.019289941587736,2074321,restaurant,1783 w howard st,complaint re-inspection,edible arrangements #1250,60626
horizon science academy southwest chicago,1955287,chicago,il,pass,-87.68392611,41.79517413,20161014,risk 2 (medium),(41.79517413497671,3305928,school,5401 s western ave,canvass,horizon science academy southwest chicago,60609
mcdonalds,1966508,chicago,il,pass w/ conditions,-87.7057336,41.86651389,20161014,risk 2 (medium),(41.86651388819227,33706,restaurant,3200 w roosevelt rd,short form complaint,mcdonalds,60624
taqueria los flacos,1965754,chicago,il,pass,-87.72398095,41.96839469,20160930,risk 1 (high),(41.96839468756255,2488725,restaurant,3818 w lawrence ave,license,taqueria los flacos,60625
shay-boos kitchen,1966509,chicago,il,fail,-87.71121631,41.89539877,20161014,risk 1 (high),(41.89539877332381,2404838,restaurant,3357 w chicago ave,complaint,shay-boos kitchen,60651
ghareeb nawaz restaurant,1966514,chicago,il,fail,-87.68142045,41.99798375,20161014,risk 1 (high),(41.99798375025185,2423912,restaurant,2032-2036 w devon ave,complaint,ghareeb nawaz restaurant,60659
tiba restaurant,1966512,chicago,il,pass,-87.69708958,41.96843517,20161014,risk 1 (high),(41.96843517181452,2493002,restaurant,2721 w lawrence ave fl 1st,license,tiba restaurant,60625
midway sub,1966504,chicago,il,pass,-87.78277753,41.79221475,20161014,risk 2 (medium),(41.7922147542527,2013448,restaurant,6421 w archer ave,short form complaint,midway sub,60638
chez violette restaurant,1966502,chicago,il,out of business,-87.68821678,42.01940787,20161014,risk 1 (high),(42.019407874043075,2064476,restaurant,2311 w howard st,canvass,chez violette restaurant,60645
harolds chicken shack,1966503,chicago,il,pass,-87.63005895,41.76126021,20161014,risk 2 (medium),(41.76126021386328,2488931,restaurant,7318 s vincennes ave,license re-inspection,haroldss chicken shack,60621
tropic island jerk chicken,1966498,chicago,il,pass,-87.61039129,41.75108429,20161014,risk 1 (high),(41.75108428742866,2017922,restaurant,553 e 79th st,complaint re-inspection,tropic island jerk chicken,60619
morgan street cafe,1966494,chicago,il,pass,-87.65183157,41.88004797,20161014,risk 1 (high),(41.880047970125254,1595203,restaurant,111 s morgan st,complaint re-inspection,morgan street cafe,60607
sams chicken and ribs,1966493,chicago,il,pass,-87.71266918,41.93990723,20161014,risk 1 (high),(41.939907233250814,2492776,restaurant,3220 n kimball,license,sams chicken and ribs,60618
southport grocery and cafe,1961082,chicago,il,pass w/ conditions,-87.66415601,41.94682731,20160922,risk 1 (high),(41.94682731238705,1739804,restaurant,3552 n southport ave,canvass,southport grocery and cafe,60657
nhu lan bakery,1966489,chicago,il,fail,-87.69436907,41.96867613,20161014,risk 1 (high),(41.968676134286625,1772039,bakery,2612 w lawrence ave,complaint re-inspection,nhu lan bakery,60625
see thru chinese restaurant,1966485,chicago,il,pass,-87.70670533,41.89561531,20161014,risk 1 (high),(41.89561531354531,1227055,restaurant,800 n kedzie ave,short form complaint,see thru chinese restaurant,60651
docks,1966475,chicago,il,pass w/ conditions,-87.62750922,41.73638005,20161014,risk 2 (medium),(41.736380045588184,1445981,restaurant,112 w 87th st,short form complaint,docks,60620
fun fun chinese,1966479,chicago,il,fail,-87.6498267,41.8842567,20161014,risk 3 (low),(41.88425670381661,2476128,restaurant,901-905 w randolph st,license re-inspection,fun fun chinese,60607
fun fun chinese,1966480,chicago,il,fail,-87.6498267,41.8842567,20161014,risk 1 (high),(41.88425670381661,2476127,restaurant,901-905 w randolph st,license re-inspection,fun fun chinese,60607
wendys,1966471,chicago,il,not ready,-87.68999576,41.99667686,20161014,risk 1 (high),(41.99667685737697,2469194,restaurant,6324 n western ave,license,wendys properties,60659
dong ky restaurant & bakery,1966473,chicago,il,fail,-87.6595799,41.97112552,20161014,risk 1 (high),(41.97112552121299,1273135,restaurant,4877 n broadway,complaint,dong ky restaurant & bakery,60640
vista hermosa restaurant,1746296,chicago,il,pass,-87.66530182,41.81620726,20160913,risk 3 (low),(41.816207260667184,2477298,restaurant,4248 s ashland ave,license,vista hermosa restaurant,60609
west lawn foods,1966472,chicago,il,fail,-87.72313003,41.78660841,20161014,risk 1 (high),(41.786608409502335,1591726,grocery store,5838 s pulaski rd,short form complaint,west lawn foods,60629
symphony midway,1966468,chicago,il,not ready,-87.74312825,41.8119896,20161014,risk 1 (high),(41.811989599987115,2447171,long term care,4437 s cicero ave,license,symphony midway,60632
dunkin donut,1966461,chicago,il,pass w/ conditions,-87.65915456,41.98352906,20161014,risk 2 (medium),(41.98352906115736,28690,restaurant,1127 w bryn mawr ave,complaint re-inspection,dunkin donut,60660
kurowski sausage shop & rich,1966463,chicago,il,pass,-87.71786011,41.93530555,20161014,risk 1 (high),(41.93530555224116,58973,grocery store,2976-2978 n milwaukee ave,complaint,kurowski sausage shop & rich,60618
rainforest learning center,1966458,chicago,il,pass,-87.69216904,41.93202492,20161014,risk 1 (high),(41.93202492010381,2220945,daycare above and under 2 years,2545 w diversey ave,license,rainforest learning center,60647
dunkin donuts,1966449,chicago,il,pass,-87.64098857,41.88002352,20161014,risk 2 (medium),(41.88002352164489,1938957,restaurant,117 s clinton st,complaint re-inspection,dunkin donuts,60661
rapha,1966442,chicago,il,fail,-87.67547637,41.90896025,20161014,risk 2 (medium),(41.90896024738321,2492527,restaurant,1514 n milwaukee ave,license,rapha,60622
las esperanzas,1955286,chicago,il,out of business,-87.6697689,41.80866777,20161013,risk 1 (high),(41.808667770562145,1447323,restaurant,1758 w 47th st,canvass,las esperanzas,60609
mcdonalds,1966437,chicago,il,pass,-87.56516065,41.7516336,20161013,risk 2 (medium),(41.751633598975936,2308020,restaurant,2425 e 79th st,short form complaint,mcdonalds,60649
richards hs,1955285,chicago,il,fail,-87.66224052,41.80285552,20161013,risk 1 (high),(41.802855521034864,53051,school,5009 s laflin (1500w),canvass,richards hs,60609
island fish & chicken,1966435,chicago,il,pass,-87.65416114,41.77224374,20161013,risk 2 (medium),(41.77224374332345,2493095,restaurant,6701 s racine ave,license,island fish & chicken,60636
manee thai pan asian restaurant & sushi,1966430,chicago,il,fail,-87.72754688,41.94633265,20161013,risk 1 (high),(41.946332650823166,2031570,restaurant,3558 n pulaski rd,complaint,maneethai restaurant,60641
wabi sabi rotary,1966429,chicago,il,pass,-87.65462704,41.96433623,20161013,risk 1 (high),(41.964336225778,2492706,restaurant,4521 n sheridan rd,license re-inspection,wabi sabi rotary,60640
la tapenade express/t2 e9,1966423,chicago,il,pass,-87.91442844,42.0085364,20161013,risk 3 (low),(42.008536400868735,2363759,kiosk,11601 w touhy ave,canvass,la tapenade express e09,60666
parlor pizza bar,1966420,chicago,il,fail,-87.67339734,41.90335951,20161013,risk 1 (high),(41.90335951000414,2437116,restaurant,1824-1826 w division st,complaint,parlor pizza bar,60622
new york food mart,1955266,chicago,il,pass,-87.62219866,41.83116426,20160930,risk 2 (medium),(41.83116426262855,2464375,convenience store,122 e 35th st,canvass re-inspection,new york food mart,60616
lindys and gerties original,1966434,chicago,il,pass,-87.68323709,41.8268122,20161013,risk 1 (high),(41.82681219988024,2423372,restaurant,3685 s archer ave,canvass re-inspection,lindys and gerties original,60609
horizon cafe,1966425,chicago,il,fail,-87.64946947,41.95139015,20161013,risk 1 (high),(41.951390150873834,1495171,restaurant,3805 n broadway,suspected food poisoning,horizon cafe,60613
whale fish and chicken inc,1966421,chicago,il,pass,-87.74978952,41.88033045,20161013,risk 2 (medium),(41.880330453312716,1356889,restaurant,4955 w madison st,short form complaint,whale fish and chicken inc,60644
royce chicago,1966418,chicago,il,pass,-87.62430718,41.89168852,20161013,risk 3 (low),(41.89168851736832,2492240,restaurant,520 n michigan ave,license,royce chicago,60611
smiley food mart,1966410,chicago,il,pass,-87.65479263,41.78520789,20161013,risk 2 (medium),(41.78520789016766,2482962,grocery store,5958 s racine ave,license re-inspection,smiley food,60636
starbucks (t2 e9),1966409,chicago,il,pass,-87.91442844,42.0085364,20161013,risk 2 (medium),(42.008536400868735,34241,restaurant,11601 w touhy ave,canvass,starbucks deli,60666
busy bees learning school,1966403,chicago,il,pass,-87.63491823,41.83808438,20161013,risk 1 (high),(41.83808437961537,2446175,childrens services facility,319-325 w 31st st,license re-inspection,busy bees learning school,60616
sil wadi fast food,1966402,chicago,il,not ready,-87.71771523,41.8989884,20161013,risk 2 (medium),(41.89898839629317,2437853,restaurant,3635 w augusta blvd,complaint,sil wadi fast food,60651
snap kitchen,1966380,chicago,il,pass,-87.66976711,41.88314295,20161013,risk 1 (high),(41.88314294811615,2404720,grocery store,1709 w washington blvd,complaint re-inspection,snap kitchen,60612
truth,1578842,chicago,il,pass,-87.62428782,41.8238513,20151013,risk 1 (high),(41.823851299838886,2423115,restaurant,56 e pershing rd,license,truth,60653
ivy apartments,1966404,chicago,il,not ready,-87.66321627,41.92632415,20161013,risk 1 (high),(41.926324153304904,2446865,long term care,2437 n southport ave,license,symphony ivy llc,60614
chicago submarine inc,1966398,chicago,il,pass,-87.74608042,41.89489092,20161013,risk 2 (medium),(41.89489092409063,85401,restaurant,4805 w chicago ave,short form complaint,chicago submarine inc,60651
chicago preschool academy,1966394,chicago,il,pass,-87.61074798,41.73666987,20161013,risk 1 (high),(41.73666986650331,2215875,childrens services facility,532-534 e 87th st,license,chicago preschool academy,60619
flagship tavern & grill,1966390,chicago,il,pass w/ conditions,-87.66961665,41.93979302,20161013,risk 1 (high),(41.93979302024049,2231808,restaurant,1622 w belmont ave,complaint re-inspection,flagship tavern & grill,60657
jimmy johns,1966389,chicago,il,pass,-87.65950777,41.9654799,20161013,risk 1 (high),(41.96547989696298,2411776,restaurant,1148 w wilson ave,complaint,jimmy johns,60640
symphony of lincoln park,1966393,chicago,il,fail,-87.66312244,41.92533056,20161013,risk 1 (high),(41.925330555308214,2446871,long term care,1366 w fullerton ave,license,symphony of lincoln park,60614
zacatacos,1966384,chicago,il,pass,-87.72279065,41.78507649,20161013,risk 1 (high),(41.78507649032044,50551,restaurant,5925 s pulaski rd,complaint,zacatacos,60629
arami,1966386,chicago,il,no entry,-87.67335104,41.89586195,20161013,risk 1 (high),(41.89586195493881,2032955,restaurant,1829 w chicago ave,complaint,arami,60622
rylons smokehouse partners,1966381,chicago,il,pass,-87.62442588,41.85275162,20161013,risk 1 (high),(41.85275161632059,2487753,restaurant,67-69 e cermak rd,license,rylons smokehouse partners,60616
nico,1447835,chicago,il,fail,-87.62756406,41.90119804,20150528,risk 1 (high),(41.90119804129134,2385311,restaurant,1015 n rush st,license,nico,60611
bridgeport family restaurant,1955284,chicago,il,pass,-87.64625092,41.83069534,20161013,risk 1 (high),(41.83069533520227,2026715,restaurant,3500 s halsted st,canvass,bridgeport family restaurant,60609
rapha,1966378,chicago,il,not ready,-87.67547637,41.90896025,20161013,risk 2 (medium),(41.90896024738321,2492527,restaurant,1514 n milwaukee ave,license,rapha,60622
united club  (t1  b6),1966377,chicago,il,fail,-87.91442844,42.0085364,20161013,risk 1 (high),(42.008536400868735,2492754,restaurant,11601 w touhy ave,license,united club,60666
anatolian express,1966376,chicago,il,not ready,-87.64422395,41.93919411,20161013,risk 1 (high),(41.93919411054692,2483390,restaurant,3151 n broadway,license,anatolian express,60657
,1966375,chicago,il,not ready,-87.65573365,41.96918743,20161013,risk 2 (medium),(41.96918742738737,2476947,restaurant,1020 w lawrence ave,license,heritage outpost lawrence house llc,60640
roti modern meditrranean,1951273,chicago,il,pass,-87.62509486,41.88584721,20161013,risk 1 (high),(41.885847208704554,2470642,restaurant,80 e lake st,license,roti modern mediterranean,60601
artists snach shop,1966367,chicago,il,pass,-87.62442805,41.87666158,20161013,risk 3 (low),(41.87666157989593,2457463,restaurant,412 s michigan ave,license,artists snack shop,60605
united club  (t1  b6),1966366,chicago,il,fail,-87.91442844,42.0085364,20161013,risk 1 (high),(42.008536400868735,2492753,restaurant,11601 w touhy ave,license,united club,60666
tiba restaurant,1966361,chicago,il,not ready,-87.69708958,41.96843517,20161013,risk 1 (high),(41.96843517181452,2493002,restaurant,2721 w lawrence ave fl 1st,license,tiba restaurant,60625
3 abejas,1966362,chicago,il,pass,-87.53584559,41.70284554,20161013,risk 2 (medium),(41.702845543419045,2492274,restaurant,3614 e 106th st,license,3 abejas,60617
roti modern meditrranean,1951272,chicago,il,pass,-87.62509486,41.88584721,20161013,risk 1 (high),(41.885847208704554,2470641,restaurant,80 e lake st,license,roti modern mediterranean,60601
,1966360,chicago,il,fail,-87.65573365,41.96918743,20161013,risk 2 (medium),(41.96918742738737,2476946,restaurant,1020 w lawrence ave,license,heritage outpost lawrence house llc,60640
united supermarket,1966357,chicago,il,pass,-87.62228488,41.793296,20161013,risk 1 (high),(41.79329599672656,2492447,grocery store,5539 s michigan ave,license,united supermarket,60637
